item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
CHEM-000051	管片强力胶	用途：管片；类型：强力胶	桶	化工胶粘涂料	胶粘密封	强力胶	三级名称脱水	high	用途：管片	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000066	502瞬干胶	型号/俗称：502	个	化工胶粘涂料	胶粘密封	瞬干胶	三级名称修正	high	型号/俗称：502	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000069	胶粘剂	品牌：东泰；型号：S1-5910；进口：是	支	化工胶粘涂料	胶粘密封	胶粘剂	复核	low		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	品牌型号不足以判断具体胶种，采购前确认胶种、容量、颜色、固化方式和适用材料。
CHEM-000070	玻璃胶	颜色：白色；类型：玻璃胶	支	化工胶粘涂料	胶粘密封	玻璃胶	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000082	管片密封胶	用途：管片密封	桶	化工胶粘涂料	胶粘密封	密封胶	三级名称脱水	high	用途：管片密封	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000094	聚氨酯密封胶	品牌：普赛达；容量：600mL	支	化工胶粘涂料	胶粘密封	密封胶	三级名称脱水	high	材料/体系：聚氨酯	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000096	聚氨酯密封胶	品牌：普赛达；材料：聚氨酯	支	化工胶粘涂料	胶粘密封	密封胶	三级名称脱水	high	材料/体系：聚氨酯	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000097	密封胶	品牌：普赛达	支	化工胶粘涂料	胶粘密封	密封胶	复核	medium		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	采购前确认密封胶类型、型号、容量和是否聚氨酯体系。
CHEM-000098	PVC胶水	品牌：公元；包装：1KG；用途：PVC粘接	瓶	化工胶粘涂料	胶粘密封	胶水	三级名称脱水	high	适用材料：PVC	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000104	AB胶	品牌：三和；类型：AB胶	支	化工胶粘涂料	胶粘密封	AB胶	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000106	螺纹锁固胶	品牌：乐泰；型号：243	只	化工胶粘涂料	胶粘密封	螺纹锁固胶	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、包装规格和适用螺纹范围。
CHEM-000130	双面胶带	品牌：3M；宽度：35mm	卷	化工胶粘涂料	胶粘密封	双面胶带	三级名称修正	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000131	聚氨酯堵漏剂	材料：聚氨酯；用途：堵漏；包装：20KG	桶	化工胶粘涂料	胶粘密封	聚氨酯堵漏剂	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000139	液态密封胶	品牌：三和；类型：液态密封胶	支	化工胶粘涂料	胶粘密封	密封胶	三级名称脱水	high	形态：液态	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000149	速凝型堵漏剂	品牌：牛元；特性：速凝型	箱	化工胶粘涂料	胶粘密封	堵漏剂	三级名称脱水	high	特性：速凝型	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐品牌、容量、颜色、固化方式和适用材料。
CHEM-000151	螺纹锁固胶	品牌：乐泰；型号：243	瓶	化工胶粘涂料	胶粘密封	螺纹锁固胶	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、包装规格和适用螺纹范围。
CHEM-000152	发泡胶	类型：发泡胶	瓶	化工胶粘涂料	胶粘密封	泡沫填缝剂	三级名称修正	high	俗称/原名称：发泡胶	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000153	PVC胶水	用途：PVC粘接	瓶	化工胶粘涂料	胶粘密封	胶水	三级名称脱水	high	适用材料：PVC	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
CHEM-000156	玻璃胶	品牌：道康宁	支	化工胶粘涂料	胶粘密封	玻璃胶	脱水保留	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
MAT-000014	泡沫填缝剂	类型：泡沫填缝剂	支	化工胶粘涂料	胶粘密封	泡沫填缝剂	三级名称修正	high		该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
MAT-000126	发泡剂	品类：发泡剂	个	化工胶粘涂料	胶粘密封	泡沫填缝剂	复核	medium	品类原文：发泡剂	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	采购前确认是否为罐装泡沫填缝剂，并补齐品牌、容量和固化体系。
MAT-000136	聚氨酯堵漏主剂	材料：聚氨酯；用途：堵漏；组分：主剂	斤	化工胶粘涂料	胶粘密封	聚氨酯堵漏剂	三级名称脱水	high	组分：主剂	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
MAT-000137	聚氨酯堵漏副剂	材料：聚氨酯；用途：堵漏；组分：副剂	斤	化工胶粘涂料	胶粘密封	聚氨酯堵漏剂	三级名称脱水	high	组分：副剂	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
SPARE-000143	聚氨酯泡沫填缝剂	材质：聚氨酯泡沫；用途：填缝	瓶	化工胶粘涂料	胶粘密封	泡沫填缝剂	三级名称修正	high	俗称/原名称：聚氨酯泡沫填缝剂	该物料属于粘接、填缝、堵漏或密封材料，三级名称只保留胶种或稳定功能，容量和品牌型号下压为规格。	补齐容量、品牌、颜色、固化方式、组分和适用材料后再建档或采购。
ADMIN-000015	打印机电源线	适用设备：打印机；类型：电源线	条	电气电料	电线电缆	电源线	三级名称脱水	high	适用设备：打印机	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ADMIN-000016	打印机数据线	适用设备：打印机；类型：数据线	条	电气电料	电线电缆	数据线	三级名称脱水	high	适用设备：打印机	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000015	BV电线	品牌：起帆；型号：BV；截面积：2.5平方	米	电气电料	电线电缆	电线	三级名称脱水	high	型号：BV	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000016	BV电线	品牌：起帆；型号：BV；截面积：10平方	米	电气电料	电线电缆	电线	三级名称脱水	high	型号：BV	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000017	BV电线	品牌：起帆；型号：BV；截面积：25平方	米	电气电料	电线电缆	电线	三级名称脱水	high	型号：BV	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000030	电缆	品牌：起帆；规格：3*6+1	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000034	BV电线	型号：BV；截面积：2.5平方	米	电气电料	电线电缆	电线	三级名称脱水	high	型号：BV	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000050	电焊线	品牌：起帆；截面积：35平方	米	电气电料	电线电缆	电焊线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000051	电焊线	品牌：起帆；截面积：50平方	米	电气电料	电线电缆	电焊线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000057	电线	品牌：起帆；截面积：4平方	米	电气电料	电线电缆	电线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000065	地线	品牌：起帆；截面积：6平方；用途：地线	米	电气电料	电线电缆	接地线	三级名称修正	high	用途：接地	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000071	电缆线	品牌：起帆；规格：3*4+2*2.5	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000072	电缆线	品牌：起帆；规格：3*1.5	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000073	电缆线	品牌：起帆；规格：3*2.5	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000085	电源线	长度：2米	条	电气电料	电线电缆	电源线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000089	电瓶夹线	类型：电瓶夹；包含：线	套	电气电料	电线电缆	电瓶夹线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐线径、长度、夹子规格和额定电流。
ELEC-000101	电线	品牌：起帆；截面积：1.5平方	米	电气电料	电线电缆	电线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000104	屏蔽信号电缆	规格：3*1.5；类型：信号屏蔽	米	电气电料	电线电缆	信号电缆	三级名称脱水	high	特性：屏蔽	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000105	电缆线	规格：3*25	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000109	电缆线	品牌：起帆；规格：3*6+1	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000113	接地线	品牌：起帆；截面积：16mm2；用途：接地	米	电气电料	电线电缆	接地线	脱水保留	high	用途：接地	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000122	电线	品牌：起帆；截面积：16mm2	米	电气电料	电线电缆	电线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000123	电缆线	芯数：3；截面积：1.5mm2	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000137	接地跨接线	用途：电柜接地跨接	支	电气电料	电线电缆	接地跨接线	脱水保留	high	用途：电柜接地跨接	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000143	电线	品牌：起帆；截面积：25mm2	米	电气电料	电线电缆	电线	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000145	电缆线	品牌：起帆；规格：3*6+2*4	米	电气电料	电线电缆	电缆	三级名称修正	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000162	电缆	品牌：起帆；规格：3*1.5+1	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000167	电缆	品牌：起帆；规格：4*2.5	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000211	电缆	品牌：起帆；规格：3*2.5	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000212	电缆	品牌：起帆；规格：3*6+2*2.5	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000219	接地线	品牌：起帆；用途：接地；截面积：16平方；颜色：双色	米	电气电料	电线电缆	接地线	脱水保留	high	用途：接地	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000232	RVVP屏蔽线	型号：RVVP；规格：3*1.5；特性：屏蔽	米	电气电料	电线电缆	信号电缆	三级名称脱水	high	特性：屏蔽	该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000234	电缆	规格：4*4平方	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000237	电缆	品牌：起帆；规格：3*2.5+1*1.5	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000239	电缆	品牌：起帆；规格：3*4+1*2.5	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
ELEC-000241	电缆	品牌：起帆；规格：3*16+1*10	米	电气电料	电线电缆	电缆	脱水保留	high		该物料为电线、电缆或线缆组件，三级名称保留线缆类型，品牌、型号、截面积、芯数和长度保留在SKU规格。	补齐执行标准、电压等级、导体材质、颜色或长度等线缆关键规格。
METAL-000003	镀锌角铁	材质/表面：镀锌；规格：4*4*0.5	米	金属材料	型钢	角钢	三级名称修正	high	俗称：角铁；表面处理：镀锌	该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000007	角铁	规格：50*50*6；标准：国标	米	金属材料	型钢	角钢	三级名称修正	high	俗称：角铁	该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000010	槽钢	规格：200B	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000011	槽钢	规格：160B	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000022	角钢	规格：50*50*6；标准：国标	米	金属材料	型钢	角钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000025	不锈钢条	规格：65*20*1；材质：不锈钢	条	金属材料	型钢	钢条	三级名称脱水	medium	材质：不锈钢	该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	确认截面形态是否按钢条建档，补齐材质牌号、尺寸、厚度和长度。
METAL-000027	方钢	规格：40*80；特征：加厚	米	金属材料	型钢	方钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000031	槽钢	规格：100#；标准：国标	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000032	槽钢	规格：80	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000033	方钢	规格：30*30*3	米	金属材料	型钢	方钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000035	方钢	规格：25*25	米	金属材料	型钢	方钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000043	角钢	规格：40*40*5；标准：国标	米	金属材料	型钢	角钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000048	槽钢	规格：10#；特征：厚	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000052	扁钢	规格：40*4	米	金属材料	型钢	扁钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000059	扁钢	规格：80*6mm	米	金属材料	型钢	扁钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000060	槽钢	规格：10#；执行标准：国标	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000061	工字钢	规格：20#	米	金属材料	型钢	工字钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000074	角钢	规格：3*3*0.4；执行标准：国标	米	金属材料	型钢	角钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
METAL-000075	槽钢	规格：10#	米	金属材料	型钢	槽钢	脱水保留	high		该物料为金属型材或条状件，三级名称保留截面/型材类型，材质、表面处理、规格和执行标准保留为SKU规格。	补齐材质牌号、截面尺寸、厚度、长度、执行标准和表面处理。
