item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
SAFE-000103	一次性口罩	类型：一次性口罩	只	劳保防护	呼吸防护	口罩	三级名称修正	high	一次性/材质按规格字段维护	一次性口罩、棉纱口罩、棉口罩统一为口罩，材质类型下沉规格。	补防护等级、材质、包装数量。
SAFE-000106	棉口罩	材质：棉；类型：口罩	只	劳保防护	呼吸防护	口罩	三级名称修正	high	一次性/材质按规格字段维护	一次性口罩、棉纱口罩、棉口罩统一为口罩，材质类型下沉规格。	补防护等级、材质、包装数量。
TOOL-000060	伸缩加长杆	类型：伸缩加长杆	支	工具量具	工具附件（候选新增）	伸缩加长杆	脱水保留	high		工具附件按配件名治理。	补适配工具、长度、材质。
TOOL-000107	铁锹柄	适用：铁锹	支	工具量具	工具附件（候选新增）	铁锹柄	脱水保留	high		铁锹柄是铁锹配件，长度材质决定SKU。	补长度、材质、接口。
TOOL-000173	铁锹柄	部件：柄；适用：铁锹	个	工具量具	工具附件（候选新增）	铁锹柄	脱水保留	high		铁锹柄是铁锹配件，长度材质决定SKU。	补长度、材质、接口。
TOOL-000196	铁锹柄	部件：柄；适用：铁锹	支	工具量具	工具附件（候选新增）	铁锹柄	脱水保留	high		铁锹柄是铁锹配件，长度材质决定SKU。	补长度、材质、接口。
TOOL-000309	电工包	材质：帆布；用途：电工	个	工具量具	工具附件（候选新增）	电工包	脱水保留	high		电工包按工具包治理，材质和品牌做规格。	补尺寸、材质、格数。
TOOL-000326	电工包	品牌：得力；用途：电工	个	工具量具	工具附件（候选新增）	电工包	脱水保留	high		电工包按工具包治理，材质和品牌做规格。	补尺寸、材质、格数。
CHEM-000055	胶枪	适用材料：聚氨酯胶	个	工具量具	胶枪/施胶工具（候选新增）	胶枪	脱水保留	high	适用材料/品牌按规格字段维护	硅胶枪、玻璃胶枪、软胶枪归入胶枪，适用材料做规格。	补适用胶种、筒型、品牌。
CHEM-000080	硅胶枪	适用材料：玻璃胶/硅胶	个	工具量具	胶枪/施胶工具（候选新增）	胶枪	三级名称修正	high	适用材料/品牌按规格字段维护	硅胶枪、玻璃胶枪、软胶枪归入胶枪，适用材料做规格。	补适用胶种、筒型、品牌。
TOOL-000016	玻璃胶枪	用途：打玻璃胶	个	工具量具	胶枪/施胶工具（候选新增）	胶枪	三级名称修正	high	适用材料/品牌按规格字段维护	硅胶枪、玻璃胶枪、软胶枪归入胶枪，适用材料做规格。	补适用胶种、筒型、品牌。
TOOL-000214	发泡剂枪	适用材料：发泡剂	个	工具量具	胶枪/施胶工具（候选新增）	发泡剂枪	脱水保留	high		发泡剂枪适配材料明确，单独保留。	补接口、材质、品牌。
TOOL-000228	胶枪	品牌：世达	把	工具量具	胶枪/施胶工具（候选新增）	胶枪	脱水保留	high	适用材料/品牌按规格字段维护	硅胶枪、玻璃胶枪、软胶枪归入胶枪，适用材料做规格。	补适用胶种、筒型、品牌。
TOOL-000295	软胶枪	品牌：世达；类型：软胶枪	把	工具量具	胶枪/施胶工具（候选新增）	胶枪	三级名称修正	high	适用材料/品牌按规格字段维护	硅胶枪、玻璃胶枪、软胶枪归入胶枪，适用材料做规格。	补适用胶种、筒型、品牌。
ELEC-000047	太阳能4G摄像头	供电：太阳能；通信：4G；清晰度：4K	个	弱电安防	监控安防	监控摄像头	三级名称修正	high	太阳能/4G/变焦/清晰度按规格字段维护	摄像头按监控摄像头治理，供电通信和功能做规格。	补像素、供电、通信、存储。
ELEC-000149	闪光蜂鸣器	功能：闪光、蜂鸣	套	弱电安防	监控安防	声光报警器	三级名称修正	high	光源/电压/功能按规格字段维护	闪光蜂鸣器与LED声光报警器统一为声光报警器。	补电压、声光方式、防护等级。
ELEC-000252	LED声光报警器	光源：LED；电压：24V	只	弱电安防	监控安防	声光报警器	三级名称修正	high	光源/电压/功能按规格字段维护	闪光蜂鸣器与LED声光报警器统一为声光报警器。	补电压、声光方式、防护等级。
MAT-000160	监控摄像头	通信：4G；供电：太阳能；清晰度：4K；存储：30天循环	套	弱电安防	监控安防	监控摄像头	脱水保留	high	太阳能/4G/变焦/清晰度按规格字段维护	摄像头按监控摄像头治理，供电通信和功能做规格。	补像素、供电、通信、存储。
MAT-000163	太阳能4G监控套装	供电：太阳能；通信：4G；套装：三件套	套	弱电安防	监控安防	监控套装	三级名称脱水	high	供电/通信/件数按规格字段维护	太阳能4G是供电通信属性，三级用监控套装。	补摄像头数量、供电、通信、存储。
MAT-000206	变焦摄像头	功能：变焦	个	弱电安防	监控安防	监控摄像头	三级名称修正	high	太阳能/4G/变焦/清晰度按规格字段维护	摄像头按监控摄像头治理，供电通信和功能做规格。	补像素、供电、通信、存储。
CHEM-000021	多点黄油泵	容量：8升；出口数：4出口	台	施工机具设备	泵油润滑设备	黄油泵	三级名称修正	high	容量/出口数/驱动按规格字段维护	电动油脂泵、多点黄油泵统一到黄油泵，驱动和出口数下沉规格。	补容量、出口数、电压、控制方式。
CHEM-000167	黄油枪	结构：双柱	把	施工机具设备	泵油润滑设备	黄油枪	脱水保留	high		黄油枪是手动润滑工具。	补容量、结构、接口。
SPARE-000087	电动油脂泵	驱动：电动；功能：自动供脂	套	施工机具设备	泵油润滑设备	黄油泵	三级名称修正	high	容量/出口数/驱动按规格字段维护	电动油脂泵、多点黄油泵统一到黄油泵，驱动和出口数下沉规格。	补容量、出口数、电压、控制方式。
SPARE-000090	电动抽油泵	驱动：电动；用途：抽油	个	施工机具设备	泵油润滑设备	抽油泵	三级名称脱水	high	驱动：电动	电动是驱动方式，三级统一抽油泵。	补流量、电压、扬程、接口。
SPARE-000135	电动油脂泵	容量：6L；出口数：3出口；配置：带时控器	台	施工机具设备	泵油润滑设备	黄油泵	三级名称修正	high	容量/出口数/驱动按规格字段维护	电动油脂泵、多点黄油泵统一到黄油泵，驱动和出口数下沉规格。	补容量、出口数、电压、控制方式。
SPARE-000142	电动油脂泵	电压：380V；容量：8L；出口数：4出口	台	施工机具设备	泵油润滑设备	黄油泵	三级名称修正	high	容量/出口数/驱动按规格字段维护	电动油脂泵、多点黄油泵统一到黄油泵，驱动和出口数下沉规格。	补容量、出口数、电压、控制方式。
PIPE-000398	油管护套	螺纹/规格：M20*1.5	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
PIPE-000399	油管护套	螺纹/规格：M48*2	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
PIPE-000400	油管护套	螺纹/规格：M36*2	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
PIPE-000401	油管护套	螺纹/规格：M42*4	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
PIPE-000402	油管护套	螺纹/规格：M52*2	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
PIPE-000403	油管护套	螺纹/规格：M16*1	只	液压气动	油管护套/液压防护件（候选）	油管护套	脱水保留	high		油管护套按螺纹/规格区分SKU。	补螺纹、材质、适配油管规格。
MAT-000083	气源处理双联件	型号系列：AFC；类型：双联件	个	液压气动	液压气动阀	气源处理双联件	脱水保留	high		气源处理双联件是气动过滤调压组合件。	补接口、压力范围、型号。
PIPE-000163	气动电磁阀	类型：电磁阀；用途：气动	个	液压气动	液压气动阀	电磁阀	三级名称脱水	high	气动/进口/型号按规格字段维护	气动是应用系统，三级统一电磁阀。	补型号、电压、接口、位通数。
PIPE-000181	电磁阀	型号：4M210L-8	个	液压气动	液压气动阀	电磁阀	脱水保留	high	气动/进口/型号按规格字段维护	气动是应用系统，三级统一电磁阀。	补型号、电压、接口、位通数。
PIPE-000190	气动阀	型号：APL-210V	个	液压气动	液压气动阀	气动阀	脱水保留	high	常闭/DN/型号按规格字段维护	常闭和口径是阀门属性，三级统一气动阀。	补口径、驱动、常开常闭、材质。
PIPE-000264	常闭气动阀	公称直径：DN50；状态：常闭；驱动：气动	套	液压气动	液压气动阀	气动阀	三级名称脱水	high	常闭/DN/型号按规格字段维护	常闭和口径是阀门属性，三级统一气动阀。	补口径、驱动、常开常闭、材质。
PIPE-000358	电磁阀	进口：是；型号：2622200	只	液压气动	液压气动阀	电磁阀	脱水保留	high	气动/进口/型号按规格字段维护	气动是应用系统，三级统一电磁阀。	补型号、电压、接口、位通数。
ELEC-000039	电池	电压：9V	个	电气电料	电源/电池	电池	脱水保留	high	规格/品牌按规格字段维护	5号/7号/9V是电池规格，三级统一电池。	补规格、电压、品牌、包装数量。
ELEC-000042	电池	规格：5号	个	电气电料	电源/电池	电池	脱水保留	high	规格/品牌按规格字段维护	5号/7号/9V是电池规格，三级统一电池。	补规格、电压、品牌、包装数量。
ELEC-000090	蓄电池	电压：12V	个	电气电料	电源/电池	蓄电池	脱水保留	high		蓄电池与干电池分开。	补电压、容量、尺寸。
ELEC-000099	电池	规格：7号	个	电气电料	电源/电池	电池	脱水保留	high	规格/品牌按规格字段维护	5号/7号/9V是电池规格，三级统一电池。	补规格、电压、品牌、包装数量。
ELEC-000188	5号电池	品牌：南孚；规格：5号	节	电气电料	电源/电池	电池	三级名称修正	high	规格/品牌按规格字段维护	5号/7号/9V是电池规格，三级统一电池。	补规格、电压、品牌、包装数量。
ELEC-000231	7号电池	品牌：南孚；规格：7号	节	电气电料	电源/电池	电池	三级名称修正	high	规格/品牌按规格字段维护	5号/7号/9V是电池规格，三级统一电池。	补规格、电压、品牌、包装数量。
CHEM-000043	橡胶支座	定制：是；材质：橡胶；类型：支座	个	定制加工件	定制橡胶件（候选）	橡胶支座	脱水保留	high		橡胶支座是结构支承件，不与普通垫块混并。	补尺寸、承载、图号。
CHEM-000057	橡胶垫块	尺寸：260*330*5mm；加工：是	块	定制加工件	定制橡胶件（候选）	橡胶垫块	三级名称修正	high	定制/尺寸按规格字段维护	定制橡胶垫和橡胶垫块统一为橡胶垫块。	补尺寸、材质、硬度、图号。
CHEM-000063	定制橡胶垫	定制：是；尺寸：300*350*5mm；材质：橡胶	个	定制加工件	定制橡胶件（候选）	橡胶垫块	三级名称修正	high	定制/尺寸按规格字段维护	定制橡胶垫和橡胶垫块统一为橡胶垫块。	补尺寸、材质、硬度、图号。
CHEM-000089	橡胶加工件	定制：是；规格：200*5；材质：橡胶	米	定制加工件	定制橡胶件（候选）	橡胶加工件	脱水保留	medium		橡胶加工件名称较宽，需按图纸补充形态。	补图号、形态、尺寸、硬度。
FAST-000092	异形垫片	定制：是；尺寸：330*260*5	个	定制加工件	定制橡胶件（候选）	异形垫片	脱水保留	high		异形垫片按图纸/尺寸定制。	补图号、材质、尺寸。
MAT-CEM-000009	水泥钉	类型：水泥钉	盒	紧固件与连接件	钉类	水泥钉	脱水保留	high		水泥钉按长度区分SKU。	补长度、直径、包装。
MAT-CEM-000017	水泥钉	长度：40mm	盒	紧固件与连接件	钉类	水泥钉	脱水保留	high		水泥钉按长度区分SKU。	补长度、直径、包装。
METAL-000116	钢钉	长度：25mm；材质：钢	盒	紧固件与连接件	钉类	钢钉	脱水保留	high		钢钉材质明确，按长度区分。	补长度、直径、包装。
SPARE-000001	铁钉	长度：2寸	斤	紧固件与连接件	钉类	铁钉	脱水保留	high		铁钉按规格长度区分SKU。	补长度、直径、包装。
SPARE-000053	铁钉	规格：3寸	KG	紧固件与连接件	钉类	铁钉	脱水保留	high		铁钉按规格长度区分SKU。	补长度、直径、包装。
MAT-000143	弹性销	规格：M4*28	只	紧固件与连接件	销/卡簧	弹性销	脱水保留	high		弹性销按规格区分SKU。	补直径、长度、材质。
MAT-000144	弹性销	规格：M6*28	只	紧固件与连接件	销/卡簧	弹性销	脱水保留	high		弹性销按规格区分SKU。	补直径、长度、材质。
MAT-000217	开口销	规格：M3*60；类型：开口销	只	紧固件与连接件	销/卡簧	开口销	脱水保留	high		开口销按规格区分SKU。	补直径、长度、材质。
METAL-000115	钢销	直径：14mm；长度：1m；材质：钢	根	紧固件与连接件	销/卡簧	钢销	脱水保留	high		钢销按直径长度区分SKU。	补直径、长度、材质。
SPARE-000081	卡簧	规格：40；类型：卡簧	个	紧固件与连接件	销/卡簧	卡簧	脱水保留	high		卡簧按规格和内外型区分SKU。	补规格、内外卡、材质。
SAFE-000081	救生衣	规格：待补	件	劳保防护	身体防护	救生衣	脱水保留	high		身体防护按核心穿戴品名治理。	补尺码、材质、等级。
SAFE-000089	连体工作服	结构：连体；特征：加厚	套	劳保防护	身体防护	防护服	三级名称修正	high	连体/加厚按规格字段维护	连体工作服归入防护服，款式做规格。	补尺码、材质、防护等级。
SAFE-000093	防护服	特征：加厚；款式：连体	套	劳保防护	身体防护	防护服	脱水保留	high	连体/加厚按规格字段维护	连体工作服归入防护服，款式做规格。	补尺码、材质、防护等级。
SAFE-000130	下水裤	尺码：44码	套	劳保防护	身体防护	下水裤	脱水保留	high		身体防护按核心穿戴品名治理。	补尺码、材质、等级。
TOOL-000069	丝锥	规格：M20	支	工具耗材	刀具耗材（候选新增）	丝锥	脱水保留	high		刀具耗材按核心刀具/冲头名治理。	补规格、接口、材质。
TOOL-000207	尖凿	规格：大；接口：五坑；类型：尖凿	支	工具耗材	刀具耗材（候选新增）	尖凿	脱水保留	high		刀具耗材按核心刀具/冲头名治理。	补规格、接口、材质。
TOOL-000231	冲孔冲头	直径：Φ14；长度：150	支	工具耗材	刀具耗材（候选新增）	冲孔冲头	脱水保留	high		刀具耗材按核心刀具/冲头名治理。	补规格、接口、材质。
TOOL-000232	冲孔冲头	直径：Φ16；长度：150	支	工具耗材	刀具耗材（候选新增）	冲孔冲头	脱水保留	high		刀具耗材按核心刀具/冲头名治理。	补规格、接口、材质。
ADMIN-000018	鼠标	品牌：小米；类型：鼠标	个	清洁办公后勤	办公设备	鼠标	脱水保留	high	无线/品牌按规格字段维护	无线是鼠标连接方式，三级统一鼠标。	补连接方式、品牌、型号。
ADMIN-000019	鼠标	类型：无线鼠标	个	清洁办公后勤	办公设备	鼠标	脱水保留	high	无线/品牌按规格字段维护	无线是鼠标连接方式，三级统一鼠标。	补连接方式、品牌、型号。
ADMIN-000021	除甲醛机	用途：办公室；功能：除甲醛	个	清洁办公后勤	办公设备	除甲醛机	脱水保留	high		办公设备按核心设备名治理。	补型号、品牌、功能。
ADMIN-000022	多功能打印机	品牌：惠普；类型：多功能	台	清洁办公后勤	办公设备	多功能打印机	脱水保留	high		办公设备按核心设备名治理。	补型号、品牌、功能。
TOOL-000067	风镐	型号：G150	台	电动气动工具	气动工具	风镐	脱水保留	high		气动工具按核心工具名治理。	补规格、接口、耗气量。
TOOL-000195	气动扳手	规格：1寸	个	电动气动工具	气动工具	气动扳手	脱水保留	high		气动工具按核心工具名治理。	补规格、接口、耗气量。
TOOL-000200	气动扳手	规格：大号	台	电动气动工具	气动工具	气动扳手	脱水保留	high		气动工具按核心工具名治理。	补规格、接口、耗气量。
TOOL-000240	吹尘枪	品牌：世达；类型：吹尘枪	把	电动气动工具	气动工具	吹尘枪	脱水保留	high		气动工具按核心工具名治理。	补规格、接口、耗气量。
ELEC-000027	排气扇	规格：50*50	台	电气电料	通风设备	排风扇	三级名称修正	high	型号/规格按规格字段维护	排气扇/排风扇统一为排风扇。	补尺寸、功率、安装方式。
ELEC-000041	排风扇	规格：50*50	个	电气电料	通风设备	排风扇	脱水保留	high	型号/规格按规格字段维护	排气扇/排风扇统一为排风扇。	补尺寸、功率、安装方式。
ELEC-000068	排风扇	规格：10寸	个	电气电料	通风设备	排风扇	脱水保留	high	型号/规格按规格字段维护	排气扇/排风扇统一为排风扇。	补尺寸、功率、安装方式。
ELEC-000112	排气扇	型号：FAD40-400	台	电气电料	通风设备	排风扇	三级名称修正	high	型号/规格按规格字段维护	排气扇/排风扇统一为排风扇。	补尺寸、功率、安装方式。
CHEM-000087	快速接头胶垫	规格：63；适用：快速接头	个	设备备件	密封垫片	胶垫	三级名称修正	high	适配对象按规格字段维护	快速接头胶垫归入胶垫，适配对象下沉。	补规格、材质、适配接头。
CHEM-000088	胶垫	规格：50	个	设备备件	密封垫片	胶垫	脱水保留	high	适配对象按规格字段维护	快速接头胶垫归入胶垫，适配对象下沉。	补规格、材质、适配接头。
FAST-000083	四氟垫片	定制：是；材质：四氟；规格：Φ450*440*2	件	设备备件	密封垫片	四氟垫片	脱水保留	high		四氟垫片材质决定用途，保留三级。	补尺寸、厚度、材质等级。
SPARE-000098	四氟垫片	规格：55；材质：四氟/PTFE	个	设备备件	密封垫片	四氟垫片	脱水保留	high		四氟垫片材质决定用途，保留三级。	补尺寸、厚度、材质等级。
MAT-000081	明矾	化学品：明矾	kg	化工胶粘涂料	化工原料	明矾	脱水保留	high		化工原料按核心化学品名治理。	补纯度、包装、用途。
MAT-000146	抗盐膨润土	类型：抗盐膨润土	吨	化工胶粘涂料	化工原料	膨润土	三级名称脱水	high	特性：抗盐	抗盐是特性，三级统一膨润土。	补规格、含量、包装。
MAT-000251	抗盐膨润土	特性：抗盐	吨	化工胶粘涂料	化工原料	膨润土	三级名称脱水	high	特性：抗盐	抗盐是特性，三级统一膨润土。	补规格、含量、包装。
SAFE-000039	伸缩杆	颜色：红色；类型：伸缩杆	个	安全消防	围挡护栏	伸缩杆	脱水保留	high		伸缩杆按长度和颜色区分SKU。	补长度、材质、颜色。
SAFE-000072	电箱围栏	定制：是；用途：二级电箱	套	安全消防	围挡护栏	电箱围栏	脱水保留	high		电箱围栏用途明确，单独保留。	补尺寸、材质、警示颜色。
TOOL-000210	伸缩杆	长度：2米；结构：伸缩	个	安全消防	围挡护栏	伸缩杆	脱水保留	high		伸缩杆按长度和颜色区分SKU。	补长度、材质、颜色。
TOOL-000281	滚筒柄	部件：滚筒柄	把	工具耗材	刷具附件（候选新增）	滚筒柄	脱水保留	high		滚筒柄是刷具附件，适配滚筒规格决定SKU。	补适配滚筒宽度、接口。
TOOL-000334	滚筒伸缩杆	适配工具：滚筒；部件：伸缩杆	根	工具耗材	刷具附件（候选新增）	刷具伸缩杆	三级名称修正	high	适配工具按规格字段维护	滚筒/边角刷伸缩杆统一为刷具伸缩杆，适配工具做规格。	补长度、接口、适配刷具。
TOOL-000335	边角刷伸缩杆	适配工具：边角刷；部件：伸缩杆	根	工具耗材	刷具附件（候选新增）	刷具伸缩杆	三级名称修正	high	适配工具按规格字段维护	滚筒/边角刷伸缩杆统一为刷具伸缩杆，适配工具做规格。	补长度、接口、适配刷具。
ELEC-000070	对讲机	品牌：长城；型号：A99；特征：高功率	个	弱电安防	对讲通信	对讲机	脱水保留	high		对讲机按品牌型号区分SKU。	补型号、频段、功率、电池。
MAT-000219	对讲机	品牌：小米；代际：二代	部	弱电安防	对讲通信	对讲机	脱水保留	high		对讲机按品牌型号区分SKU。	补型号、频段、功率、电池。
MAT-000248	对讲机	品牌：小米；型号：二代	部	弱电安防	对讲通信	对讲机	脱水保留	high		对讲机按品牌型号区分SKU。	补型号、频段、功率、电池。
SPARE-000114	电机	功率：7.5kW	台	设备备件	电机/驱动件（候选）	电机	脱水保留	high		电机按功率和类型区分SKU。	补功率、电压、转速、安装方式。
