item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
PIPE-000351	高压转换接头	螺纹：24*1.5/36*2	套	液压气动	液压接头	转换接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000352	高压对丝接头	螺纹：20*1.5	只	液压气动	液压接头	对丝接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000353	高压对丝接头	螺纹：24*1.5	只	液压气动	液压接头	对丝接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000354	高压对丝接头	螺纹：30*2；连接形式：对丝	只	液压气动	液压接头	对丝接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000355	高压对丝接头	螺纹：36*2；连接形式：对丝	只	液压气动	液压接头	对丝接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000356	高压对丝接头	螺纹：52*2；连接形式：对丝	只	液压气动	液压接头	对丝接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000357	重型高压接头	规格：36*2；类型：重型	只	液压气动	液压接头	接头	复核	medium	压力/工况：高压	信息不足，先给出低风险近似三级名称；关键规格未确认前不建议直接导入。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000360	超高压接头	品牌：日东；系列/规格：38S；等级：超高压	套	液压气动	液压接头	接头	复核	medium		信息不足，先给出低风险近似三级名称；关键规格未确认前不建议直接导入。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000361	超高压接头	品牌：日东；系列/规格：42L；等级：超高压	套	液压气动	液压接头	接头	复核	medium		信息不足，先给出低风险近似三级名称；关键规格未确认前不建议直接导入。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000362	超高压液压接头	品牌：派克；系列/规格：24S；等级：超高压	套	液压气动	液压接头	接头	复核	medium	用途/系统：液压	信息不足，先给出低风险近似三级名称；关键规格未确认前不建议直接导入。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000365	高压内丝接头	规格：36*2H；连接形式：内丝	只	液压气动	液压接头	接头	三级名称脱水	high	压力/工况：高压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000368	液压高压外丝接头	规格：1寸；连接形式：外丝；用途：液压高压	只	液压气动	液压接头	接头	三级名称脱水	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000377	液压对丝接头	螺纹：M20*1.5；类型：对丝	只	液压气动	液压接头	对丝接头	三级名称脱水	high	用途/系统：液压	液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000386	变径对丝接头	规格：25*2/36*2；类型：变径对丝	只	液压气动	液压接头	变径对丝接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000389	三通接头	螺纹：20*1.5；类型：三通	只	液压气动	液压接头	三通接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000390	对丝接头	螺纹：20*1.5；类型：对丝	只	液压气动	液压接头	对丝接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000410	合金两半扣	材质：合金；规格：DN100；类型：两半扣	套	液压气动	液压接头	两半扣	三级名称脱水	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000443	对丝接头	螺纹/规格：36*2H；类型：对丝接头	只	液压气动	液压接头	对丝接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000445	变径对丝接头	规格：1寸/36*2H；类型：变径对丝	只	液压气动	液压接头	变径对丝接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000471	变径接头	定制：是；材质：不锈钢；规格：450*450；类型：变径接头	个	液压气动	液压接头	变径接头	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000481	合金两半扣	材质：合金；规格：DN50；类型：两半扣	套	液压气动	液压接头	两半扣	三级名称脱水	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	采购/建档前确认压力等级、螺纹标准、连接形式和密封形式。
PIPE-000482	两半扣	材质：合金；规格：DN80；类型：两半扣	套	液压气动	液压接头	两半扣	脱水保留	high		液压/高压管路语境明确，三级名称保留接头核心形态，材质、压力、螺纹和连接方式下压。	补齐压力等级、螺纹标准和密封形式后按候选三级名称导入。
MAT-000147	加厚风筒	加工：是；直径：600；长度：20米；特征：加厚	条	定制加工件	定制管路件	风筒	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
MAT-000148	加厚风筒	加工：是；直径：600；长度：10米；特征：加厚	条	定制加工件	定制管路件	风筒	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000046	高压加厚接头	定制：是；规格：52；特征：加厚	个	定制加工件	定制管路件	接头加工件	复核	medium	压力/工况：高压	信息不足，先给出低风险近似三级名称；关键规格未确认前不建议直接导入。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000047	卡箍丝牙接头	加工：是；规格：60；连接：一头卡箍一头丝牙；特征：加厚	个	定制加工件	定制管路件	卡箍接头加工件	三级名称修正	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000048	双头抱箍接头	加工：是；规格：60；连接：两头抱箍；特征：加厚	个	定制加工件	定制管路件	抱箍接头加工件	三级名称修正	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000049	三通抱箍	加工：是；长度：1.15米；特征：加厚；类型：三通抱箍	根	定制加工件	定制管路件	三通抱箍加工件	三级名称修正	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000051	高压弯头	定制：是；规格：6x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000052	高压弯头	定制：是；规格：10x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000053	高压弯头	定制：是；规格：13x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000054	高压弯头	定制：是；规格：16x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000055	高压弯头	定制：是；规格：19x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000056	高压弯头	定制：是；规格：25x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000057	高压弯头	定制：是；规格：32x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000058	高压弯头	定制：是；规格：38x1.5；类型：弯头	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000059	高压卡箍双丝牙接头	定制：是；规格：52；特征：高压加厚；连接：卡箍+双丝牙	个	定制加工件	定制管路件	卡箍接头加工件	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000060	内外四方接头	加工：是；类型：内外四方接头	个	定制加工件	定制管路件	四方接头加工件	三级名称修正	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000064	卡槽钢圈接头	定制：是；规格：325；类型：卡槽钢圈接头	个	定制加工件	定制管路件	卡槽接头加工件	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000078	高压变径接头	定制：是；规格：36*3+36；类型：变头	个	定制加工件	定制管路件	变径接头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000079	高压外丝变径接头	定制：是；规格：M36变1寸；连接：外丝	个	定制加工件	定制管路件	变径接头加工件	三级名称脱水	high	压力/工况：高压	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000104	带牙钢管加工件	加工：是；规格：89；工序：带牙	个	定制加工件	定制管路件	管加工件	三级名称脱水	high	材质/形态：钢管	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000106	带牙钢管加工件	加工：是；规格：80；工序：带牙	个	定制加工件	定制管路件	管加工件	三级名称脱水	high	材质/形态：钢管	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000121	铁圈卡扣	加工：是；规格：168；类型：铁圈卡扣	个	定制加工件	定制管路件	卡扣加工件	三级名称修正	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000122	带牙铁管加工件	加工：是；规格：80*150；工序：带牙	根	定制加工件	定制管路件	管加工件	三级名称脱水	high	材质/形态：铁管	定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000126	无缝管加工件	加工：是；规格：325*12；长度：12米	根	定制加工件	定制管路件	管加工件	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000127	卡槽弯头	定制：是；规格：168；特征：加长、带卡槽	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
PIPE-000128	卡槽弯头	定制：是；规格：219；特征：加长、带卡槽	个	定制加工件	定制管路件	弯头加工件	三级名称脱水	high		定制加工语境明确，三级名称保留管路加工件核心形态，尺寸、材质、连接和用途下压。	采购/建档前确认加工图纸、材质、尺寸公差、连接方式和适用设备。
