item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
TOOL-000179	加长六角套筒	规格：12；特征：加长；类型：六角	个	工具量具	套筒	套筒	三级名称脱水	high	适用工具/加长/六角/品牌按规格字段维护	电动扳手套筒、加长六角套筒统一到套筒，差异做规格。	补规格、接口方寸、长度、适用工具和品牌。
TOOL-000180	加长六角套筒	规格：14；特征：加长；类型：六角	个	工具量具	套筒	套筒	三级名称脱水	high	适用工具/加长/六角/品牌按规格字段维护	电动扳手套筒、加长六角套筒统一到套筒，差异做规格。	补规格、接口方寸、长度、适用工具和品牌。
TOOL-000216	套筒	规格：17	个	工具量具	套筒	套筒	脱水保留	high	适用工具/加长/六角/品牌按规格字段维护	电动扳手套筒、加长六角套筒统一到套筒，差异做规格。	补规格、接口方寸、长度、适用工具和品牌。
ADMIN-000006	记号笔	类型：记号笔	个	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000011	记号笔	颜色：白色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000013	记号笔	颜色：黑色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000025	记号笔	品类：记号笔	个	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000036	记号笔	品类：记号笔	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000039	记号笔	颜色：白色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000047	记号笔	品牌：得力；颜色：黑色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000057	油性记号笔	颜色：红色；类型：油性	支	清洁办公后勤	办公文具	记号笔	三级名称修正	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000061	铅笔	规格：2B	支	清洁办公后勤	办公文具	铅笔	脱水保留	high		文具按核心文具名治理。	补颜色、规格、品牌或包装数量。
ADMIN-000068	记号笔	颜色：黑色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000069	记号笔	颜色：白色	支	清洁办公后勤	办公文具	记号笔	脱水保留	high	油性/颜色/品牌按规格字段维护	油性记号笔仍归记号笔，油性和颜色下沉规格。	补颜色、粗细、油性/水性、品牌。
ADMIN-000070	设备维修保养记录本	用途：设备维修保养记录	本	清洁办公后勤	办公文具	记录本	三级名称脱水	high	用途：设备维修保养	记录本是商品形态，用途下沉规格。	补规格、页数和用途模板。
CHEM-000056	油漆笔	品类：油漆笔	个	清洁办公后勤	办公文具	油漆笔	脱水保留	high		文具按核心文具名治理。	补颜色、规格、品牌或包装数量。
TOOL-000317	中性笔	类型：中性笔	支	清洁办公后勤	办公文具	中性笔	脱水保留	high		文具按核心文具名治理。	补颜色、规格、品牌或包装数量。
TOOL-000338	圆珠笔	类型：圆珠笔	支	清洁办公后勤	办公文具	圆珠笔	脱水保留	high		文具按核心文具名治理。	补颜色、规格、品牌或包装数量。
ADMIN-000004	水桶	规格：未注明	个	包装覆盖周转	容器周转箱	水桶	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
MAT-000063	纸箱	规格：70*50	个	包装覆盖周转	容器周转箱	纸箱	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
MAT-000092	收纳箱	尺寸：85*65；规格：大	个	包装覆盖周转	容器周转箱	收纳箱	脱水保留	high	材质/透明度/容量/带盖按规格字段维护	收纳箱、整理箱、塑料箱归并到收纳箱，尺寸和材质做规格。	补尺寸、容量、材质、是否带盖。
MAT-000107	塑料箱	规格：大；型号/规格：75	个	包装覆盖周转	容器周转箱	收纳箱	三级名称修正	high	材质/透明度/容量/带盖按规格字段维护	收纳箱、整理箱、塑料箱归并到收纳箱，尺寸和材质做规格。	补尺寸、容量、材质、是否带盖。
MAT-000157	整理箱	尺寸：800*800*600；配置：带盖	只	包装覆盖周转	容器周转箱	收纳箱	三级名称修正	high	材质/透明度/容量/带盖按规格字段维护	收纳箱、整理箱、塑料箱归并到收纳箱，尺寸和材质做规格。	补尺寸、容量、材质、是否带盖。
MAT-000158	水桶	材质：304；配置：支架；容量：1T	只	包装覆盖周转	容器周转箱	水桶	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
MAT-000165	带盖方桶	材质：牛筋；容量：6L；配置：带盖	只	包装覆盖周转	容器周转箱	方桶	三级名称脱水	high	配置：带盖；材质/容量按规格字段维护	带盖是配置，方桶是核心容器形态。	补容量、材质、盖型和尺寸。
MAT-000218	加厚周转箱	特征：加厚；尺寸：570*420*155	个	包装覆盖周转	容器周转箱	周转箱	三级名称脱水	high	加厚/带盖按规格字段维护	加厚、带盖是周转箱配置属性，三级统一周转箱。	补尺寸、材质、是否带盖、承重。
MAT-000220	带盖周转箱	特征：加厚；配置：带盖；尺寸：830*580*500	个	包装覆盖周转	容器周转箱	周转箱	三级名称脱水	high	加厚/带盖按规格字段维护	加厚、带盖是周转箱配置属性，三级统一周转箱。	补尺寸、材质、是否带盖、承重。
MAT-000221	加厚周转箱	特征：加厚；尺寸：600*400*150	个	包装覆盖周转	容器周转箱	周转箱	三级名称脱水	high	加厚/带盖按规格字段维护	加厚、带盖是周转箱配置属性，三级统一周转箱。	补尺寸、材质、是否带盖、承重。
MAT-000250	透明收纳箱	颜色/透明度：透明；容量：80L	个	包装覆盖周转	容器周转箱	收纳箱	三级名称修正	high	材质/透明度/容量/带盖按规格字段维护	收纳箱、整理箱、塑料箱归并到收纳箱，尺寸和材质做规格。	补尺寸、容量、材质、是否带盖。
TOOL-000070	汽油桶	容量：20L；用途：汽油	个	包装覆盖周转	容器周转箱	汽油桶	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
TOOL-000235	泥桶	用途：泥浆/砂浆	只	包装覆盖周转	容器周转箱	泥桶	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
TOOL-000336	灰斗	材质：铁；类型：灰斗	个	包装覆盖周转	容器周转箱	灰斗	脱水保留	high		容器按核心容器形态命名。	补容量、材质、尺寸和用途。
PIPE-000004	PPR热熔机	品牌：公元；用途：PPR热熔	个	电动气动工具	电动工具	热熔机	三级名称修正	high	用途：PPR热熔；品牌按规格字段维护	PPR是用途/适配材料，三级统一热熔机。	补适配管径、功率、品牌和模头配置。
PIPE-000114	热熔机	品牌：公元；用途：PPR热熔	台	电动气动工具	电动工具	热熔机	脱水保留	high	用途：PPR热熔；品牌按规格字段维护	PPR是用途/适配材料，三级统一热熔机。	补适配管径、功率、品牌和模头配置。
TOOL-000007	电钻	动力：锂电池	台	电动气动工具	电动工具	电钻	脱水保留	high	供电/品牌/套装配置按规格字段维护	锂电、充电、大功率是电钻属性，三级统一电钻。	补电压、夹头规格、是否套装、品牌。
TOOL-000026	锂电池电钻	品牌：大艺；电压：21V；动力：锂电池	台	电动气动工具	电动工具	电钻	三级名称修正	high	供电/品牌/套装配置按规格字段维护	锂电、充电、大功率是电钻属性，三级统一电钻。	补电压、夹头规格、是否套装、品牌。
TOOL-000027	锂电池角磨机	品牌：大艺；动力：锂电池	台	电动气动工具	电动工具	角磨机	三级名称修正	high	供电/套装配置按规格字段维护	锂电/套装是角磨机属性，三级统一角磨机。	补电压、砂轮片规格、是否套装、品牌。
TOOL-000040	锂电角磨机	品牌：大艺；供电：锂电池	台	电动气动工具	电动工具	角磨机	三级名称修正	high	供电/套装配置按规格字段维护	锂电/套装是角磨机属性，三级统一角磨机。	补电压、砂轮片规格、是否套装、品牌。
TOOL-000047	台式砂轮机	功率：1.1kW；类型：台式砂轮机	台	电动气动工具	电动工具	砂轮机	三级名称脱水	high	类型：台式	台式是设备结构属性，三级统一砂轮机。	补功率、砂轮规格、结构。
TOOL-000096	充电电钻	供电：充电	台	电动气动工具	电动工具	电钻	三级名称修正	high	供电/品牌/套装配置按规格字段维护	锂电、充电、大功率是电钻属性，三级统一电钻。	补电压、夹头规格、是否套装、品牌。
TOOL-000099	锂电钻	特征：大功率；供电：锂电池	台	电动气动工具	电动工具	电钻	三级名称修正	high	供电/品牌/套装配置按规格字段维护	锂电、充电、大功率是电钻属性，三级统一电钻。	补电压、夹头规格、是否套装、品牌。
TOOL-000108	电镐	规格：15寸；特征：专业长款	套	电动气动工具	电动工具	电镐	脱水保留	high		电动工具按核心工具名治理。	补功率、电压、品牌、配置。
TOOL-000140	热风机	功率：2000W	个	电动气动工具	电动工具	热风机	脱水保留	high		电动工具按核心工具名治理。	补功率、电压、品牌、配置。
TOOL-000238	角磨机	品牌：东城；类型：角磨机	台	电动气动工具	电动工具	角磨机	脱水保留	high	供电/套装配置按规格字段维护	锂电/套装是角磨机属性，三级统一角磨机。	补电压、砂轮片规格、是否套装、品牌。
TOOL-000254	锂电角磨机套装	品牌：东成；供电：锂电；配置：二电一充	台	电动气动工具	电动工具	角磨机	三级名称修正	high	供电/套装配置按规格字段维护	锂电/套装是角磨机属性，三级统一角磨机。	补电压、砂轮片规格、是否套装、品牌。
TOOL-000292	锂电手电钻套装	品牌：东成；供电：锂电；配置：二电一充	台	电动气动工具	电动工具	电钻	三级名称修正	high	供电/品牌/套装配置按规格字段维护	锂电、充电、大功率是电钻属性，三级统一电钻。	补电压、夹头规格、是否套装、品牌。
TOOL-000125	螺丝刀	长度：400mm	个	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000138	螺丝取出器	类型：螺丝取出器	套	工具量具	螺丝刀/批类	螺丝取出器	脱水保留	high		螺丝取出器是独立工具，不并入螺丝刀。	补规格范围和件数。
TOOL-000154	螺丝取出器	规格范围：待补	盒	工具量具	螺丝刀/批类	螺丝取出器	脱水保留	high		螺丝取出器是独立工具，不并入螺丝刀。	补规格范围和件数。
TOOL-000169	螺丝刀	规格：6*250；头型/驱动：十字	个	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000170	螺丝刀	规格：6*250；头型/驱动：一字	个	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000239	螺丝刀	品牌：世达；头型/驱动：十字	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000279	螺丝刀	头型/驱动：一字	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000280	螺丝刀	头型/驱动：十字	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000290	螺丝刀	品牌：得力；头型/驱动：一字	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000314	螺丝刀	头型/驱动：十字；规格：4*100；特性：绝缘	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000315	螺丝刀	头型/驱动：十字；规格：5*125；特性：绝缘	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000316	螺丝刀	头型/驱动：一字；规格：3*75；特性：绝缘	把	工具量具	螺丝刀/批类	螺丝刀	脱水保留	high	头型/规格/绝缘/品牌按规格字段维护	螺丝刀按核心工具名治理，一字/十字/绝缘作为规格。	补头型、杆径长度、绝缘等级和品牌。
TOOL-000337	螺丝刀	品牌：东成；供电：锂电；配置：带螺丝刀套装	台	工具量具	螺丝刀/批类	电动螺丝刀	三级名称修正	medium	供电/套装配置按规格字段维护	带锂电和套装配置，应作为电动螺丝刀而非普通手动螺丝刀。	建议复核二级族是否迁入电动工具；补电压、批头配置。
CHEM-000031	美纹纸	颜色：黄色；宽度：5cm	米	包装覆盖周转	胶带标签	美纹纸胶带	三级名称修正	high		美纹纸在采购中通常指美纹纸胶带，统一明确商品名。	补宽度、长度、颜色、粘性。
CHEM-000039	海绵双面胶	基材：海绵；类型：双面胶	卷	包装覆盖周转	胶带标签	双面胶带	三级名称修正	high	基材按规格字段维护	海绵/泡沫/泡沫棉是基材属性，三级统一双面胶带。	补宽度、厚度、基材、品牌。
CHEM-000044	泡沫双面胶	基材：泡沫；类型：双面胶	件	包装覆盖周转	胶带标签	双面胶带	三级名称修正	high	基材按规格字段维护	海绵/泡沫/泡沫棉是基材属性，三级统一双面胶带。	补宽度、厚度、基材、品牌。
CHEM-000052	透明胶带	宽度：5mm；长度：100米；颜色：透明	卷	包装覆盖周转	胶带标签	封箱胶带	三级名称修正	high	颜色/品牌/宽度按规格字段维护	透明胶带和封箱胶带在此类中按封箱胶带统一，透明做属性。	补宽度、长度、厚度、颜色。
CHEM-000083	泡沫双面胶	基材：泡沫；特征：厚	卷	包装覆盖周转	胶带标签	双面胶带	三级名称修正	high	基材按规格字段维护	海绵/泡沫/泡沫棉是基材属性，三级统一双面胶带。	补宽度、厚度、基材、品牌。
CHEM-000101	封箱胶带	类型：封箱带	卷	包装覆盖周转	胶带标签	封箱胶带	脱水保留	high	颜色/品牌/宽度按规格字段维护	透明胶带和封箱胶带在此类中按封箱胶带统一，透明做属性。	补宽度、长度、厚度、颜色。
CHEM-000127	透明胶带	品牌：3M；颜色：透明	卷	包装覆盖周转	胶带标签	封箱胶带	三级名称修正	high	颜色/品牌/宽度按规格字段维护	透明胶带和封箱胶带在此类中按封箱胶带统一，透明做属性。	补宽度、长度、厚度、颜色。
CHEM-000128	PET条码不干胶标签	材质：哑银PET；尺寸：40mm*25mm；每卷：1200张	卷	包装覆盖周转	胶带标签	不干胶标签	三级名称脱水	high	材质/尺寸/每卷张数按规格字段维护	PET条码等信息是标签材质和用途，三级统一不干胶标签。	补尺寸、材质、每卷张数、打印方式。
CHEM-000129	PET条码不干胶标签	材质：哑银PET；尺寸：30mm*10mm；每卷：5000张	卷	包装覆盖周转	胶带标签	不干胶标签	三级名称脱水	high	材质/尺寸/每卷张数按规格字段维护	PET条码等信息是标签材质和用途，三级统一不干胶标签。	补尺寸、材质、每卷张数、打印方式。
CHEM-000145	泡沫棉双面胶	品牌：3M；宽度：10mm；基材：泡沫棉	卷	包装覆盖周转	胶带标签	双面胶带	三级名称修正	high	基材按规格字段维护	海绵/泡沫/泡沫棉是基材属性，三级统一双面胶带。	补宽度、厚度、基材、品牌。
CHEM-000147	透明胶带	颜色：透明	卷	包装覆盖周转	胶带标签	封箱胶带	三级名称修正	high	颜色/品牌/宽度按规格字段维护	透明胶带和封箱胶带在此类中按封箱胶带统一，透明做属性。	补宽度、长度、厚度、颜色。
MAT-000187	全树脂基碳带	进口：是；类型：全树脂基；宽度：90mm；长度：300米	卷	包装覆盖周转	胶带标签	碳带	三级名称脱水	high	树脂基/宽度/长度按规格字段维护	树脂基是碳带类型属性，三级统一碳带。	补宽度、长度、基材和适配打印机。
SAFE-000023	路锥	高度：1米	个	安全消防	安全警示	路锥	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000028	反射片	规格：3*3	片	安全消防	安全警示	反射片	脱水保留	high		反射片是独立警示反光件，尺寸决定SKU。	补尺寸、颜色和安装方式。
SAFE-000029	反射片	规格：5*5	片	安全消防	安全警示	反射片	脱水保留	high		反射片是独立警示反光件，尺寸决定SKU。	补尺寸、颜色和安装方式。
SAFE-000037	防撞条	特征：背胶；类型：防撞条	米	安全消防	安全警示	防撞条	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000038	路锥	高度：90cm	个	安全消防	安全警示	路锥	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000040	警示牌	规格：大号	个	安全消防	安全警示	警示牌	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000061	减速带	尺寸：60cm*55；款式：大二线	根	安全消防	安全警示	减速带	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000065	反光警示带	宽度：10cm；颜色：黄黑；功能：反光	卷	安全消防	安全警示	反光警示带	脱水保留	high	品牌/颜色/长度按规格字段维护	警示反光胶带归入反光警示带，品牌和长度做规格。	补宽度、长度、颜色、反光等级。
SAFE-000071	太阳能爆闪灯	供电：太阳能；类型：爆闪灯	个	安全消防	安全警示	太阳能爆闪灯	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000079	立式灭火标志	类型：立式；用途：灭火标志	套	安全消防	安全警示	立式灭火标志	脱水保留	high		安全警示物料按核心警示器材命名。	补尺寸、材质、颜色和安装方式。
SAFE-000125	警示反光胶带	品牌：3M；用途：警示；长度：50m	卷	安全消防	安全警示	反光警示带	三级名称修正	high	品牌/颜色/长度按规格字段维护	警示反光胶带归入反光警示带，品牌和长度做规格。	补宽度、长度、颜色、反光等级。
SAFE-000126	警示反光踢脚板	用途：警示反光；规格：30cm	米	安全消防	安全警示	反光踢脚板	三级名称脱水	high	用途：警示反光	警示是用途，三级名称用反光踢脚板。	补宽度、颜色、材质。
MAT-000145	离心机滤网	定制：是；适配设备：离心机；尺寸：1.4米*0.31米*0.72米	个	定制加工件	设备定制配件	离心机滤网	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
METAL-000086	离心机钢板	加工：是；适用设备：离心机；材质：钢板	个	定制加工件	设备定制配件	离心机钢板	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
SPARE-000030	轴承钢钢套	定制：是；材质：轴承钢；特征：加厚	套	定制加工件	设备定制配件	钢套	三级名称脱水	high	材质：轴承钢	轴承钢是材质，三级名称为钢套。	补尺寸、材质、图号和适配部位。
SPARE-000033	刮泥板	定制：是；类型：刮泥板	块	定制加工件	设备定制配件	刮泥板	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
SPARE-000046	注浆机活塞	定制：是；适用设备：注浆机；类型：活塞	套	定制加工件	设备定制配件	注浆机活塞	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
SPARE-000074	推进泵吸轮	定制：是；适用设备：推进泵；类型：吸轮	套	定制加工件	设备定制配件	推进泵吸轮	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
SPARE-000089	水泵防护罩	定制：是；材质：不锈钢；尺寸：60*90	个	定制加工件	设备定制配件	水泵防护罩	脱水保留	high		定制设备配件按具体部件名治理，不强行合并。	补图号、材质、尺寸和适配设备。
