item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
SPARE-000029	螺丝	规格：14*75；类型：骑马	套	紧固件与连接件	螺丝/螺栓	U型螺栓	三级名称修正	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	特殊功能：骑马螺丝是 U 型螺栓/管卡俗称。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000031	螺丝	规格：10*40；头型/驱动：内六角	套	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000032	螺丝	规格：16*50；头型/驱动：内六角	套	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000034	螺丝	规格：M20*120	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000042	螺丝	强度等级：12.9级；规格：10*150	套	紧固件与连接件	螺丝/螺栓	高强度螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000045	螺丝	规格：10*40；头型/驱动：六角	套	紧固件与连接件	螺丝/螺栓	外六角螺栓	三级名称修正	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	基础紧固：出现六角头型，按外六角螺栓处理。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000048	螺丝	规格：14*180	套	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000061	螺丝	规格：6；类型：六角自攻；头型/驱动：六角	盒	紧固件与连接件	螺丝/螺栓	自攻螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现自攻类型。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000065	螺丝	规格：M30*100	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000068	螺丝	规格：M27*120	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000071	螺丝	规格：12*40	套	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000075	螺丝	规格：M20*130	套	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000076	螺丝	规格：M20*35	套	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000077	螺丝	规格：M20*40	套	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000079	螺丝	规格：22*100	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
SPARE-000082	螺丝	规格：16*160	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000013	螺丝套件	规格：M22*100；成套：是；头型/驱动：六角	套	紧固件与连接件	螺丝/螺栓	外六角螺栓套件	套件归名	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	基础紧固：出现六角头型，按外六角螺栓处理。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000015	螺丝套件	规格：M8*25；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000016	螺丝	规格：M5*95；强度等级：12.9	套	紧固件与连接件	螺丝/螺栓	高强度螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000022	螺丝套件	规格：M6*25；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000025	螺丝	规格：M8*45；头型/驱动：内六角	个	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000027	螺丝	规格：M8*40；头型/驱动：内六角	套	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
METAL-000070	螺丝	规格：M5.5*32；材质：不锈钢	个	紧固件与连接件	螺丝/螺栓	不锈钢螺丝	三级名称修正	medium		基础紧固：出现不锈钢材质，但头型缺失。	保留现有规格，后续进入同名 SKU 去重和单位治理。
FAST-000032	螺丝套件	规格：M20*35；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000033	螺丝套件	规格：M20*40；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000034	螺丝	规格：M6*40；头型/驱动：内六角	套	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000035	螺丝套件	规格：M4*15；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000036	螺丝套件	规格：M5*15；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000037	螺丝套件	规格：M6*15；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000038	螺丝套件	规格：M8*15；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000039	螺丝套件	规格：M10*15；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000043	螺丝	规格：M48*120	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000044	螺丝	规格：M14*120；头型/驱动：内六角	个	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000045	螺丝套件	规格：M16*70；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000046	螺丝套件	规格：M10*40；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000047	螺丝套件	规格：M12*40；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000048	螺丝	规格：M24*230	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000051	螺丝	规格：M20*30	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000052	螺丝	规格：M20*35	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000053	螺丝	规格：M20*130	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000054	螺丝套件	规格：M10*55；表面处理：镀锌；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000055	螺丝	规格：M27*100	个	紧固件与连接件	螺丝/螺栓	普通螺栓	裸奔数据近似	low	材质：碳钢；强度等级：8.8；表面处理：镀锌	裸奔近似：仅有规格尺寸，缺头型/材质/强度；按土建常用普通螺栓近似。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
PIPE-000261	螺丝	用途：管片	根	紧固件与连接件	螺丝/螺栓	管片螺栓	三级名称修正	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	特种螺栓：出现管片用途，按盾构/管片连接件单独成三级名称。	采购前补图纸号、执行标准、材质、强度和完整规格。
FAST-000058	螺丝	规格：M27*100；头型/驱动：六角	个	紧固件与连接件	螺丝/螺栓	外六角螺栓	三级名称修正	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	基础紧固：出现六角头型，按外六角螺栓处理。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000064	螺丝	规格：M30*100；强度等级：12.9	个	紧固件与连接件	螺丝/螺栓	高强度螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000067	螺丝	规格：M30*80；强度等级：10.8	个	紧固件与连接件	螺丝/螺栓	高强度螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000068	螺丝套件	规格：M16*50；套件组成：平垫+弹垫+螺母；类型：T型；成套：是	套	紧固件与连接件	螺丝/螺栓	T型螺丝套件	套件归名	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	特殊功能：出现 T 型类型。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000069	螺丝套件	规格：M16*100；套件组成：平垫+弹垫+螺母；类型：T型；成套：是	套	紧固件与连接件	螺丝/螺栓	T型螺丝套件	套件归名	high	材质：碳钢；强度等级：8.8；表面处理：镀锌	特殊功能：出现 T 型类型。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000073	螺丝	规格：M4*10；类型：自攻	盒	紧固件与连接件	螺丝/螺栓	自攻螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现自攻类型。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000074	螺丝套件	规格：M8*20；类型：螺丝；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8；表面处理：镀锌	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000075	螺丝	强度等级：10.9；规格：M12*100；头型/驱动：内六角	只	紧固件与连接件	螺丝/螺栓	内六角螺丝	三级名称修正	high	材质：碳钢；表面处理：发黑	基础紧固：出现内六角头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000082	螺丝	强度等级：12.9；规格：M30*250；螺纹形式：全牙	套	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现全牙/全螺纹描述，按全牙螺栓处理。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000084	螺丝套件	强度等级：8.8；规格：M10*80；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000087	螺丝套件	表面处理：镀锌；规格：M12*30；成套：是	套	紧固件与连接件	螺丝/螺栓	螺丝套件	套件归名	medium	材质：碳钢；强度等级：8.8	套件：成套信息明确，但头型/组成可能仍需确认。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000090	螺丝套件	强度等级：8.8；规格：M16*70；表面处理：镀锌；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000091	螺丝套件	强度等级：8.8；规格：M16*130；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000093	螺丝套件	强度等级：8.8；规格：M16*60；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000094	螺丝套件	强度等级：8.8；规格：M20*60；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000095	螺丝套件	材质：不锈钢；头型/驱动：内六角；规格：M5*30；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	套件归名	high	强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000096	螺丝套件	材质：不锈钢；头型/驱动：内六角；规格：M5*10；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	套件归名	high	强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000097	螺丝套件	材质：不锈钢；头型/驱动：内六角；规格：M5*16；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	套件归名	high	强度等级：12.9；表面处理：发黑	基础紧固：出现内六角头型/驱动。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000098	螺丝套件	材质：不锈钢；规格：M6*20；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	不锈钢螺丝套件	套件归名	medium		基础紧固：出现不锈钢材质，但头型缺失。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000100	螺丝套件	强度等级：8.8；规格：M20*200；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000103	螺丝	规格：M4；类型：自攻	只	紧固件与连接件	螺丝/螺栓	自攻螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现自攻类型。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000104	螺丝	规格：M5.5*80；类型：钻尾	盒	紧固件与连接件	螺丝/螺栓	钻尾螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现钻尾类型，尾部自带钻头。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000105	螺丝套件	强度等级：8.8；头型/驱动：内六角；规格：M10*50；套件组成：螺母；成套：是	套	紧固件与连接件	螺丝/螺栓	内六角螺丝套件	套件归名	high	材质：碳钢；表面处理：发黑	基础紧固：出现内六角头型/驱动。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000106	螺丝	长度：60mm；类型：自攻	盒	紧固件与连接件	螺丝/螺栓	自攻螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现自攻类型。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000107	螺丝	长度：60mm；类型：钻尾	盒	紧固件与连接件	螺丝/螺栓	钻尾螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	自钻自攻：出现钻尾类型，尾部自带钻头。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000108	螺丝	强度等级：12.9级；规格：M27*100；螺纹形式：全牙	套	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现全牙/全螺纹描述，按全牙螺栓处理。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000115	螺丝	头型/驱动：十字；规格：Φ5*60	套	紧固件与连接件	螺丝/螺栓	十字螺丝	三级名称修正	high	材质：碳钢；表面处理：镀锌	基础紧固：出现十字头型/驱动。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000116	螺丝套件	强度等级：8.8；规格：M16*50；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000117	螺丝套件	强度等级：8.8；规格：M16*120；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000119	螺丝套件	强度等级：12.9；规格：M24*60；螺纹形式：全螺纹；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	三级名称修正	medium	材质：合金钢；表面处理：发黑	基础紧固：出现全牙/全螺纹描述，按全牙螺栓处理。	后续采购前确认真实材质、强度等级、表面处理和执行标准。
FAST-000122	螺丝套件	头型/驱动：圆头；规格：M5*70；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	圆头螺丝套件	套件归名	high	材质：碳钢；表面处理：镀锌	基础紧固：出现圆头头型。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
FAST-000123	螺丝套件	强度等级：8.8；规格：M16*70；套件组成：平垫+弹垫；成套：是	套	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	套件归名	medium	材质：合金钢；表面处理：发黑	基础紧固：出现强度等级或高强度描述，但缺头型时先按高强度螺栓。	采购前确认套件组成是否含螺母、平垫、弹垫及数量。
