item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
TOOL-000111	网线钳	用途：网线压接	把	工具量具	钳类	网线钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000115	老虎钳	品牌：世达；类型：老虎钳	把	工具量具	钳类	钢丝钳	三级名称修正	high	别名：老虎钳	老虎钳按常用同物异名归并为钢丝钳。	无
TOOL-000116	尖嘴钳	品牌：世达；类型：尖嘴钳	把	工具量具	钳类	尖嘴钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000128	管钳	长度：300mm	个	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000129	管钳	长度：350mm	个	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000130	管钳	长度：400mm	个	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000168	钢丝钳	品牌：世达	个	工具量具	钳类	钢丝钳	脱水保留	high	别名：老虎钳	钢丝钳为稳定商品名称，别名不拆三级。	无
TOOL-000186	台钳	开口：400；规格：16寸；特征：加重	台	工具量具	钳类	台钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000198	重型平口钳	规格：5寸；特征：重型	台	工具量具	钳类	平口钳	三级名称脱水	high		重型为结构/强度属性，三级保留平口钳。	无
TOOL-000199	管钳	长度：600mm；特征：防锈型	支	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000202	管钳	规格：18寸	支	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000203	管钳	规格：24寸	支	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000204	水泵钳	规格：8寸	支	工具量具	钳类	水泵钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000205	水泵钳	规格：10寸	支	工具量具	钳类	水泵钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000225	胶钳	品牌：世达；规格：200mm；类型：胶钳	个	工具量具	钳类	钢丝钳	复核	medium	原称：胶钳	胶钳多作带胶柄钢丝钳/老虎钳口径，但现场叫法需确认。	确认胶钳是否为钢丝钳/老虎钳；若不是，另行设定三级名称。
TOOL-000226	尖嘴钳	品牌：世达；类型：尖嘴钳	个	工具量具	钳类	尖嘴钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000241	老虎钳	品牌：世达；类型：老虎钳	把	工具量具	钳类	钢丝钳	三级名称修正	high	别名：老虎钳	老虎钳按常用同物异名归并为钢丝钳。	无
TOOL-000265	斜口钳	品牌：世达；类型：斜口钳	把	工具量具	钳类	斜口钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000275	管钳	品牌：世达；规格：14寸	把	工具量具	钳类	管钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000277	老虎钳	品牌：得力；类型：老虎钳	把	工具量具	钳类	钢丝钳	三级名称修正	high	别名：老虎钳	老虎钳按常用同物异名归并为钢丝钳。	无
TOOL-000278	尖嘴钳	品牌：得力；类型：尖嘴钳	把	工具量具	钳类	尖嘴钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000306	火钳	类型：火钳	把	工具量具	钳类	火钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000307	剥线钳	类型：多功能剥线钳	把	工具量具	钳类	剥线钳	脱水保留	high	功能：多功能	剥线钳为稳定钳类名称，功能信息保留在规格。	无
TOOL-000320	尖嘴钳	品牌：世达；类型：尖嘴钳；规格：6寸	把	工具量具	钳类	尖嘴钳	脱水保留	high		三级名称已是稳定钳类商品形态，品牌、规格和长度保留为SKU属性。	无
TOOL-000348	钢丝钳	规格：7寸	把	工具量具	钳类	钢丝钳	脱水保留	high	别名：老虎钳	钢丝钳为稳定商品名称，别名不拆三级。	无
MAT-000017	卸扣	载荷：2T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000018	卸扣	载荷：4T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000019	弓形卸扣	载荷：6.5吨；标准：国标；形状：弓形	个	吊装索具	卸扣/卡环	弓形卸扣	脱水保留	high		弓形是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000047	卸扣	载荷：8.5T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000048	卸扣	载荷：3T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000070	卡环	规格：10厘	个	吊装索具	卸扣/卡环	卸扣	三级名称修正	medium	别名：卡环	吊装语境下卡环按卸扣同物异名处理。	确认结构型式是弓形、U型还是普通卸扣。
MAT-000075	弓形卸扣	额定载荷：6.5T；型式：弓形	个	吊装索具	卸扣/卡环	弓形卸扣	脱水保留	high		弓形是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000076	弓形卸扣	额定载荷：4.75T；型式：弓形	个	吊装索具	卸扣/卡环	弓形卸扣	脱水保留	high		弓形是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000078	弓形卸扣	额定载荷：9.5T；型式：弓形	个	吊装索具	卸扣/卡环	弓形卸扣	脱水保留	high		弓形是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000079	U型卸扣	额定载荷：10T；型式：U型	个	吊装索具	卸扣/卡环	U型卸扣	脱水保留	high		U型是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000085	卸扣	额定载荷：2T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000086	卸扣	额定载荷：4T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000087	卸扣	额定载荷：6T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000089	卸扣	宽度：6cm；额定载荷：12T；执行标准：国标	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000096	卸扣	额定载荷：3.25T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000097	U型卸扣	额定载荷：9.5T；型式：U型	个	吊装索具	卸扣/卡环	U型卸扣	脱水保留	high		U型是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000102	卸扣	额定载荷：3T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000117	卸扣	额定载荷：8T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000118	卸扣	额定载荷：10T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000119	卸扣	额定载荷：12T	个	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000121	U型卸扣	额定载荷：17T；型式：U型；执行标准：国标	个	吊装索具	卸扣/卡环	U型卸扣	脱水保留	high		U型是稳定卸扣形态，载荷和标准保留为SKU属性。	无
MAT-000122	蝴蝶扣	额定载荷：15T；类型：蝴蝶扣	个	吊装索具	卸扣/卡环	蝴蝶扣	脱水保留	high		蝴蝶扣为吊装索具连接件稳定名称，载荷保留为SKU属性。	无
MAT-000193	卸扣	额定载荷：6.5T	只	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000198	卸扣	额定载荷：25T	只	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000199	卸扣	额定载荷：17T	只	吊装索具	卸扣/卡环	卸扣	脱水保留	high		卸扣为稳定商品名称，载荷、宽度和标准保留为SKU属性。	无
MAT-000212	蝴蝶扣子母环	额定载荷：15T；类型：蝴蝶扣子母环	个	吊装索具	卸扣/卡环	子母环	复核	medium	组合形式：蝴蝶扣子母环	名称包含子母环结构，区别于单个蝴蝶扣，暂按子母环归并。	确认是否仍归卸扣/卡环族，或应转索具连接件族。
MAT-000213	弓形卸扣	结构：美式弓形；强度：高强度；额定载荷：17T	只	吊装索具	卸扣/卡环	弓形卸扣	三级名称脱水	high		美式和高强度为标准/强度属性，三级保留弓形卸扣。	无
FAST-000001	膨胀锚栓	规格：14*120	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000002	膨胀锚栓	规格：10*70；类型：膨胀螺丝	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000004	膨胀锚栓	规格：M12*80	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000008	膨胀锚栓	规格：M20*140	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000009	膨胀锚栓	规格：M22*140	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000011	膨胀锚栓	规格：8*60	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000012	膨胀锚栓	规格：6厘	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000014	膨胀锚栓	规格：6厘	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000023	膨胀锚栓	规格：M14*100	套	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000024	膨胀锚栓	规格：M10*80	套	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000026	膨胀锚栓	规格：M14*100	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000028	膨胀锚栓	规格：M14*150	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000042	膨胀锚栓	规格：M24*150	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000059	膨胀锚栓	规格：M20*150	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000062	膨胀锚栓	规格：M10*60	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000063	膨胀锚栓	规格：M14*70	个	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000072	膨胀锚栓	规格：M12*100	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000089	膨胀锚栓	表面处理：镀锌；规格：M12*125；类型：膨胀钩	只	紧固件与连接件	膨胀锚栓	膨胀钩	三级名称修正	high		膨胀钩与普通膨胀锚栓形态不同，单独保留三级。	无
FAST-000102	膨胀锚栓	规格：Φ10	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000109	膨胀锚栓	规格：Φ10*80	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000110	膨胀锚栓	规格：Φ10*110	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000111	膨胀锚栓	规格：Φ12*80	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000112	膨胀锚栓	规格：Φ8*70	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000113	膨胀锚栓	规格：Φ8*90	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000114	膨胀锚栓	规格：Φ12*110	支	紧固件与连接件	膨胀锚栓	膨胀锚栓	脱水保留	high		膨胀螺丝/爆炸螺丝按膨胀锚栓同物异名归并，规格保留为SKU属性。	无
FAST-000120	膨胀锚栓	表面处理：镀锌；规格：M16*130	只	紧固件与连接件	膨胀锚栓	膨胀钩	三级名称修正	high	类型：膨胀钩	膨胀钩与普通膨胀锚栓形态不同，单独保留三级。	无
SPARE-000073	膨胀锚栓	规格：10厘	个	紧固件与连接件	膨胀锚栓	膨胀钩	三级名称修正	high	类型：膨胀钩	膨胀钩与普通膨胀锚栓形态不同，单独保留三级。	无
ELEC-000006	灯管	功率：36W	套	电气电料	照明光源	灯管	脱水保留	high		灯管为稳定照明光源名称，功率保留为SKU属性。	无
ELEC-000014	LED灯泡	品牌：公牛；功率：40W	个	电气电料	照明光源	灯泡	三级名称脱水	high	光源：LED	LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000025	启辉器	类型：启辉器	个	电气电料	照明光源	启辉器	脱水保留	high		启辉器为稳定照明配件名称。	无
ELEC-000026	灯头	接口：螺口	个	电气电料	照明光源	灯座	三级名称修正	high	别名：灯头	螺口灯头按照明配件同物异名归并为灯座。	无
ELEC-000040	LED防爆机床方形灯	长度：1220MM；类型：LED；功能：防爆；形状：方形；用途：机床	套	电气电料	照明光源	机床灯	三级名称脱水	medium		防爆、方形、长度和LED下压为规格，核心商品形态为机床灯。	补充安装方式和防爆等级。
ELEC-000044	LED灯泡	品牌：公牛；功率：20W	个	电气电料	照明光源	灯泡	三级名称脱水	high	光源：LED	LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000067	LED灯管	功率：38W；类型：LED灯管	个	电气电料	照明光源	灯管	三级名称脱水	high		LED和功率为SKU属性，三级归并为灯管。	无
ELEC-000075	LED浴室灯	功率：50W；类型：浴室灯	个	电气电料	照明光源	照明灯	三级名称脱水	medium	光源：LED；用途：浴室	浴室为使用场景，灯具具体形态不足，暂归照明灯。	确认安装方式、防潮等级和具体灯具形态。
ELEC-000077	太阳能LED灯	品牌：公牛；功率：80W；供电：太阳能	套	电气电料	照明光源	照明灯	三级名称脱水	medium	光源：LED	太阳能为供电方式，LED为光源属性，三级暂归照明灯。	确认灯具形态、安装方式和色温。
ELEC-000078	LED灯带	品牌：雷士；电压：36V；灯珠：120珠	米	电气电料	照明光源	灯带	三级名称脱水	high	光源：LED	LED、电压、品牌和灯珠数为SKU属性，三级保留灯带。	无
ELEC-000084	LED充电头灯	类型：头灯；供电：充电；光源：LED	个	电气电料	照明光源	头灯	三级名称脱水	high		LED和充电式为SKU属性，三级保留头灯。	无
ELEC-000128	室外照明灯	功率：200W；用途：室外	个	电气电料	照明光源	照明灯	三级名称脱水	medium	用途：室外	室外为使用场景，三级收敛为照明灯。	确认灯具形态、安装方式和防护等级。
ELEC-000130	LED灯泡	功率：40W；类型：LED	个	电气电料	照明光源	灯泡	三级名称脱水	high		LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000131	吊灯头	类型：吊灯头	个	电气电料	照明光源	灯座	三级名称修正	high	类型：吊灯头	吊灯头按灯具连接/固定件归并为灯座，吊装形式下压。	无
ELEC-000138	LED灯泡	功率：50W；类型：LED	个	电气电料	照明光源	灯泡	三级名称脱水	high		LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000161	螺纹灯座	类型：螺纹灯座	只	电气电料	照明光源	灯座	三级名称脱水	high	接口/结构：螺纹	螺纹为接口结构，三级归并为灯座。	无
ELEC-000168	LED灯泡	品牌：飞利浦；功率：40W	只	电气电料	照明光源	灯泡	三级名称脱水	high	光源：LED	LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000169	LED灯泡	品牌：飞利浦；功率：50W	只	电气电料	照明光源	灯泡	三级名称脱水	high	光源：LED	LED、品牌和功率为SKU属性，三级归并为灯泡。	无
ELEC-000170	灯座	类型：灯座	只	电气电料	照明光源	灯座	脱水保留	high		灯座为稳定照明配件名称，接口规格保留为SKU属性。	无
ELEC-000171	LED塔灯	品牌：欧普；类型：LED塔灯；电压：380V；功率：1KW	台	电气电料	照明光源	塔灯	复核	medium		塔灯可能是照明塔灯，也可能是设备警示塔灯，需要确认用途。	确认用于照明还是设备警示；若为警示塔灯，建议转安全警示类。
ELEC-000233	灯座	规格：E27	个	电气电料	照明光源	灯座	脱水保留	high		灯座为稳定照明配件名称，接口规格保留为SKU属性。	无
ELEC-000236	LED灯泡	类型：LED；功率：30W；接口：螺口	只	电气电料	照明光源	灯泡	三级名称脱水	high		LED、品牌和功率为SKU属性，三级归并为灯泡。	无
TOOL-000269	强光手电筒	类型：强光手电筒	只	电气电料	照明光源	手电筒	三级名称脱水	high		强光为性能特征，三级保留手电筒。	补充品牌、亮度、电池类型和防水等级。
TOOL-000339	LED强光手电筒	供电方式：充电式；光源：LED；类型：强光	只	电气电料	照明光源	手电筒	三级名称脱水	high		LED、强光和充电式为规格属性，三级保留手电筒。	补充品牌、亮度和续航。
TOOL-000342	LED探照灯	结构：手提式；光源：LED	个	电气电料	照明光源	探照灯	三级名称脱水	high		LED和手提式为规格属性，三级保留探照灯。	补充功率、亮度和续航。
SAFE-000001	帆布手套	类型：双重/双层帆布	双	劳保防护	手套	手套	三级名称脱水	high	材质：帆布	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000005	帆布手套	材质：帆布；特征：加厚、双层	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、克重或层数。
SAFE-000006	乳胶手套	材质：乳胶；特征：加厚	双	劳保防护	手套	手套	三级名称脱水	high	材质/涂层：胶	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000007	牛筋手套	材质/类型：牛筋；特征：加厚	双	劳保防护	手套	手套	三级名称脱水	high		材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000016	挂胶手套	特征：厚；类型：挂胶	双	劳保防护	手套	手套	三级名称脱水	high	材质/涂层：胶	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充尺码、厚度和防护等级；牛筋等俗称需确认实际材质。
SAFE-000020	布手套	特征：加厚、双层	双	劳保防护	手套	手套	三级名称脱水	high	材质：布	材质、涂层、工艺和加厚/双层等不进三级，统一归并为手套。	补充材质、尺码和防护等级。
SAFE-000022	焊工手套	用途：电焊防护	双	劳保防护	手套	焊工手套	脱水保留	high		焊工手套是稳定防护功能名称，材质、长度和加厚等保留为SKU属性。	补充材质、长度和耐温等级。
SAFE-000054	焊工手套	用途：焊工；特征：加长	双	劳保防护	手套	焊工手套	脱水保留	high		焊工手套是稳定防护功能名称，材质、长度和加厚等保留为SKU属性。	补充材质、长度和耐温等级。
