item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
CHEM-000024	调和漆	颜色：铁红；类型：调和漆	桶	化工胶粘涂料	油漆涂料	调和漆	脱水保留	high		调和漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；包装重量。
CHEM-000028	地坪漆面漆固化剂	用途：地坪漆面漆固化剂	KG	化工胶粘涂料	油漆涂料	固化剂	三级名称脱水	medium	配套体系：地坪漆；配套层次：面漆	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为固化剂，属性下压到规格。	采购/建档前确认配套漆型、组分、配比、包装和品牌。
CHEM-000029	地坪漆底漆	品牌/系列：好地坪漆；类型：底漆	桶	化工胶粘涂料	油漆涂料	底漆	三级名称脱水	high	配套体系：地坪漆	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为底漆，属性下压到规格。	采购/建档前确认缺失规格：包装重量；颜色。
CHEM-000030	地坪漆底漆固化剂	用途：地坪漆底漆固化剂	KG	化工胶粘涂料	油漆涂料	固化剂	三级名称脱水	medium	配套体系：地坪漆；配套层次：底漆	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为固化剂，属性下压到规格。	采购/建档前确认配套漆型、组分、配比、包装和品牌。
CHEM-000032	外墙漆	品牌：立邦；用途：外墙	桶	化工胶粘涂料	油漆涂料	墙面漆	三级名称脱水	medium		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为墙面漆，属性下压到规格。	采购/建档前确认缺失规格：型号；包装重量；颜色。
CHEM-000033	地坪漆底漆	品牌/系列：好地坪漆；类型：底漆；包装：20KG	桶	化工胶粘涂料	油漆涂料	底漆	三级名称脱水	high	配套体系：地坪漆	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为底漆，属性下压到规格。	采购/建档前确认缺失规格：品牌；颜色。
CHEM-000034	自喷漆	品牌：三和；颜色：翠绿色；类型：自喷漆	支	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量。
CHEM-000035	自喷漆	颜色：中黄；类型：自喷漆	支	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000040	调和漆	类型：调和漆；颜色：黑色	桶	化工胶粘涂料	油漆涂料	调和漆	脱水保留	high		调和漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000047	调和漆	颜色：红色；类型：调和漆	桶	化工胶粘涂料	油漆涂料	调和漆	脱水保留	high		调和漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000048	调和漆	颜色：中黄；类型：调和漆	桶	化工胶粘涂料	油漆涂料	调和漆	脱水保留	high		调和漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000049	自喷漆	品牌：三和；颜色：灰色；类型：自喷漆	支	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量。
CHEM-000053	自喷漆	颜色：白色；类型：喷漆	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000064	自喷漆	颜色：白色；类型：自喷漆	个	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000068	自喷漆	颜色：红色；类型：自喷漆	支	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000086	自喷漆	颜色：白色；类型：自喷漆	支	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量。
CHEM-000099	自喷漆	颜色：绿色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000100	自喷漆	颜色：中黄	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000102	防锈漆	品牌：立邦；颜色：白色；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000105	自喷漆	品牌：三和；颜色：灰色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量；色号。
CHEM-000108	防锈漆	品牌：立邦；颜色：桔黄色；包装：18kg	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000110	防锈漆	品牌：立邦；颜色：深黄；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000111	防锈漆	品牌：立邦；颜色：黑色；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000112	防锈漆	品牌：立邦；颜色：大红；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000113	防锈漆	品牌：立邦；颜色：淡黄灰；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000114	防锈漆	品牌：立邦；颜色：桔红；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000115	防锈漆	品牌：立邦；颜色：铁红；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000118	自喷漆	颜色：天蓝色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000119	自喷漆	颜色：黑色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000120	油漆	品牌：立邦；颜色：蓝色；包装：18kg	桶	化工胶粘涂料	油漆涂料	油漆	脱水保留	high		油漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000121	自喷漆	颜色：葱绿色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000123	油漆	品牌：立邦；颜色：中黄；包装：18KG	桶	化工胶粘涂料	油漆涂料	油漆	脱水保留	high		油漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000124	自喷漆	颜色：白色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000125	自喷漆	颜色：中灰色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000126	自喷漆	颜色：红色	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；容量；色号。
CHEM-000132	防锈漆	品牌：立邦；颜色：中灰；包装：18KG	桶	化工胶粘涂料	油漆涂料	防锈漆	脱水保留	high		防锈漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000133	油漆	品牌：立邦；颜色：桔黄色；包装：18kg	桶	化工胶粘涂料	油漆涂料	油漆	脱水保留	high		油漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000135	金属漆	品牌：立邦；包装：18KG；用途：金属	桶	化工胶粘涂料	油漆涂料	油漆	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为油漆，属性下压到规格。	采购/建档前确认缺失规格：型号；颜色。
CHEM-000141	防水乳胶漆	品牌：立邦；特性：防水；包装：18KG	桶	化工胶粘涂料	油漆涂料	乳胶漆	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为乳胶漆，属性下压到规格。	采购/建档前确认缺失规格：型号；颜色。
CHEM-000142	防水乳胶漆	品牌：立邦；颜色：白色；特性：防水；包装：18KG	桶	化工胶粘涂料	油漆涂料	乳胶漆	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为乳胶漆，属性下压到规格。	采购/建档前确认缺失规格：型号。
CHEM-000144	内墙乳胶漆	品牌：立邦；系列：云净；特性：抗甲醛；用途：内墙；包装：5L	桶	化工胶粘涂料	油漆涂料	乳胶漆	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为乳胶漆，属性下压到规格。	采购/建档前确认缺失规格：型号；颜色。
CHEM-000157	油漆	品牌：立邦；颜色：白色；包装：18KG	桶	化工胶粘涂料	油漆涂料	油漆	脱水保留	high		油漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
CHEM-000158	自喷漆	品牌：威粤；颜色：白色；类型：自喷漆	瓶	化工胶粘涂料	油漆涂料	自喷漆	脱水保留	high		自喷漆是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量；色号。
CONST-000025	变频器操作面板	适配设备：变频器；部件：操作面板	只	电气电料	低压电器	操作面板	复核	medium		信息不足或族边界存在不确定性，暂按操作面板候选治理，采购/建档前需要人工确认。	采购/建档前确认适配变频器品牌/型号，并评估是否需转入自动化控制件族。
ELEC-000001	漏电断路器	品牌：施耐德；极数：4P；电流：250A；类型：漏电二合一	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000028	漏电保护器	品牌：施耐德；极数：2P；电流：63A	个	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000029	空气开关	品牌：施耐德；极数：3P；电流：63A	个	电气电料	低压电器	断路器	三级名称修正	high	别名：空气开关	原名称为现场叫法、同义词或过泛名称，规范为断路器，品牌和规格继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000045	漏电保护器	品牌：德力西；电流：400A；极数：4P	个	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000046	漏电保护器	品牌：德力西；电流：250A；极数：4P	个	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000060	变压器	输出：24V 5A	个	电气电料	低压电器	变压器	脱水保留	medium		变压器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：功率；电压。
ELEC-000063	漏电断路器	品牌：施耐德；极数：2P；电流：C40A	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000064	接触器	品牌：施耐德；用途：行车；电流：80A	个	电气电料	低压电器	接触器	脱水保留	high		接触器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电压。
ELEC-000074	电源适配器	输出：12V 1A	个	电气电料	低压电器	电源适配器	脱水保留	medium		电源适配器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格；电压。
ELEC-000079	开关电源	输出电压：36V；功率：400W	个	电气电料	低压电器	开关电源	脱水保留	medium		开关电源是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
ELEC-000080	总开关	电流：100A；用途：总开关	个	电气电料	低压电器	断路器	复核	low		信息不足或族边界存在不确定性，暂按断路器候选治理，采购/建档前需要人工确认。	采购/建档前确认总开关的实物类型（断路器/隔离开关/刀开关）、极数、品牌和型号。
ELEC-000081	漏电保护器	电流：40A；类型：漏电保护	个	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；型号；电压；安装方式。
ELEC-000082	空气开关	电流：16A	个	电气电料	低压电器	断路器	三级名称修正	high	别名：空气开关	原名称为现场叫法、同义词或过泛名称，规范为断路器，品牌和规格继续留在规格字段。	采购/建档前确认缺失规格：品牌；型号。
ELEC-000087	保险管	电流：32A	个	电气电料	低压电器	保险管	脱水保留	high		保险管是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；尺寸；电压。
ELEC-000088	漏电断路器	品牌：施耐德；电流：400A	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000100	漏电断路器	品牌：施耐德；极数：2P；电流：63A	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000111	漏电断路器	品牌：施耐德；极数：3P；电流：250A	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000126	漏电断路器	品牌：施耐德；极数：2P；额定电流：40A	个	电气电料	低压电器	漏电断路器	脱水保留	high		漏电断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电流。
ELEC-000127	时控开关	类型：时控开关	个	电气电料	低压电器	时控开关	脱水保留	high		时控开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电压。
ELEC-000132	压力开关	接口：4分；类型：压力开关	个	电气电料	低压电器	压力开关	脱水保留	high		压力开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
ELEC-000136	一体式触摸屏	型号：TPC1570；结构：一体式	台	电气电料	低压电器	触摸屏	三级名称脱水	medium		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为触摸屏，属性下压到规格。	采购/建档前确认缺失规格：品牌。
ELEC-000139	一体式触摸屏	型号：TPC1570；结构：一体式	套	电气电料	低压电器	触摸屏	三级名称脱水	medium		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为触摸屏，属性下压到规格。	采购/建档前确认缺失规格：品牌。
ELEC-000147	启动按钮指示灯	功能：启动按钮、指示灯	套	电气电料	低压电器	按钮指示灯	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为按钮指示灯，属性下压到规格。	采购/建档前确认缺失规格：尺寸；颜色；电压；开孔尺寸。
ELEC-000148	急停按钮	功能：急停	套	电气电料	低压电器	急停按钮	脱水保留	high		急停按钮是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；尺寸；开孔尺寸。
ELEC-000150	断路器	品牌：施耐德；额定电流：250A；极数：3P	套	电气电料	低压电器	断路器	脱水保留	high		断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000151	带灯按钮开关	品牌：施耐德；类型：带灯按钮开关	只	电气电料	低压电器	按钮开关	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为按钮开关，属性下压到规格。	采购/建档前确认缺失规格：型号；颜色；电压。
ELEC-000156	刀开关手柄	型号：HD13；额定电流：1000A；部件：手柄	套	电气电料	低压电器	刀开关手柄	脱水保留	medium		刀开关手柄是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
ELEC-000176	漏电保护器	品牌：德力西；极数：4P；额定电流：63A	只	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电流。
ELEC-000177	漏电保护器	品牌：德力西；极数：2P；额定电流：16A	只	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电流。
ELEC-000178	时控开关	品牌：德力西；类型：时控开关	只	电气电料	低压电器	时控开关	脱水保留	high		时控开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电压。
ELEC-000179	交流接触器	品牌：施耐德；系列：CJX2；线圈电压：220V	只	电气电料	低压电器	接触器	三级名称脱水	high	电流类型：交流	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为接触器，属性下压到规格。	采购/建档前确认缺失规格：型号；电流。
ELEC-000182	漏电保护器	品牌：德力西；极数：2P；额定电流：25A	只	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电流。
ELEC-000183	断路器	品牌：德力西；极数：2P；额定电流：10A	只	电气电料	低压电器	断路器	脱水保留	high		断路器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电压；电流；安装方式。
ELEC-000185	温控开关	用途：电柜风扇；颜色：蓝色；类型：温控开关	只	电气电料	低压电器	温控开关	脱水保留	high		温控开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000192	双电源转换器	电压：220V；极数：2P；电流：20A	只	电气电料	低压电器	双电源转换器	脱水保留	medium		双电源转换器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000193	双电源转换器	电压：24V	只	电气电料	低压电器	双电源转换器	脱水保留	medium		双电源转换器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电流。
ELEC-000194	漏电保护器	品牌：德力西；极数：2P；额定电流：20A	只	电气电料	低压电器	漏电保护器	脱水保留	high		漏电保护器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电流。
ELEC-000199	指示灯	安装孔径：M22；颜色：红+绿	只	电气电料	低压电器	指示灯	脱水保留	high		指示灯是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
ELEC-000200	调速电位器	品牌：施耐德；阻值：5K；用途：调速	只	电气电料	低压电器	电位器	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为电位器，属性下压到规格。	采购/建档前确认缺失规格：型号。
ELEC-000201	按钮开关	颜色：红+绿；类型：按钮开关	只	电气电料	低压电器	按钮开关	脱水保留	high		按钮开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
ELEC-000202	转换开关	类型：按钮转换开关	只	电气电料	低压电器	转换开关	脱水保留	high		转换开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；型号；电压；电流；安装方式。
ELEC-000203	继电器套装	品牌：施耐德；电压：220V；电流：5A；配置：带底座	套	电气电料	低压电器	继电器	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为继电器，属性下压到规格。	采购/建档前确认缺失规格：型号。
ELEC-000204	电位器	品牌：天逸；型号：LA42D；阻值：5K	只	电气电料	低压电器	电位器	脱水保留	high		电位器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	无额外动作；按现有规格维护 SKU。
ELEC-000208	时间继电器	品牌：施耐德；类型：多功能时间继电器	只	电气电料	低压电器	时间继电器	脱水保留	high		时间继电器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；电压。
ELEC-000209	电箱刀闸推拉杆	适配：1级电箱刀闸；部件：推拉杆	只	电气电料	低压电器	刀闸推拉杆	三级名称脱水	medium		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为刀闸推拉杆，属性下压到规格。	采购/建档前确认缺失规格：型号；尺寸。
ELEC-000221	时控开关	品牌：施耐德；电压：220V；额定电流：10A	只	电气电料	低压电器	时控开关	脱水保留	high		时控开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
ELEC-000223	交流接触器	品牌：人民；系列/型号：CJX2-1810	只	电气电料	低压电器	接触器	三级名称脱水	high	电流类型：交流	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为接触器，属性下压到规格。	采购/建档前确认缺失规格：电压。
ELEC-000230	浮球液位开关	类型：浮球开关；线长：10m	只	电气电料	低压电器	浮球液位开关	脱水保留	high		浮球液位开关是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：容量；电压。
ELEC-000251	塑壳断路器	品牌：常熟；型号：CM3E-630-3300	只	电气电料	低压电器	断路器	三级名称脱水	high	结构：塑壳	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为断路器，属性下压到规格。	采购/建档前确认缺失规格：电流。
ELEC-000253	电源转换器	输入：24V；输出：12V；电流：2A	只	电气电料	低压电器	电源转换器	脱水保留	medium		电源转换器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：功率。
SPARE-000141	水泵自动控制开关	用途：水泵自动控制	台	电气电料	低压电器	控制开关	三级名称脱水	medium		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为控制开关，属性下压到规格。	采购/建档前确认缺失规格：电压；电流。
ELEC-000007	USB插座	品牌：公牛；USB电流：2.1A	个	电气电料	开关插座	插座	三级名称脱水	high	功能：USB	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为插座，属性下压到规格。	采购/建档前确认缺失规格：型号。
ELEC-000010	五孔插座	品牌：公牛；类型：五孔	个	电气电料	开关插座	插座	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为插座，属性下压到规格。	采购/建档前确认缺失规格：型号；电压；电流；安装方式。
ELEC-000011	四位开关	品牌：公牛；位数：4位	个	电气电料	开关插座	开关	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为开关，属性下压到规格。	采购/建档前确认缺失规格：型号；电压；电流；安装方式。
ELEC-000012	一位开关	品牌：公牛；位数：1位	个	电气电料	开关插座	开关	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为开关，属性下压到规格。	采购/建档前确认缺失规格：型号；电压；电流；安装方式。
ELEC-000013	二位开关	品牌：公牛；位数：2位	个	电气电料	开关插座	开关	三级名称脱水	high		原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为开关，属性下压到规格。	采购/建档前确认缺失规格：型号；电压；电流；安装方式。
ELEC-000018	工业插头	品牌：公牛；电压：380V；电流：25A	个	电气电料	开关插座	插头	三级名称脱水	high	类型：工业插头	原名称含用途、安装方式、孔位、结构、配套体系或功能属性，三级名称收敛为插头，属性下压到规格。	采购/建档前确认缺失规格：型号；安装方式。
