标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
多功能剥线钳	品牌：世达；类型：多功能剥线钳		工具器具/手动工具	只	世达多功能剥线钳	C	型号缺失，世达剥线钳可能无法唯一确定SKU
断点检测电笔	功能：找断点/测电		工具器具/电工工具	只	找断点电笔	C	型号缺失，断点检测电笔按功能低精度建候选
插座	品牌：公牛；电流：16A		电气材料/插头插座	个	公牛16A插座	C	明装/暗装未说明，可能影响插座SKU区分
洁厕灵	类型：洁厕清洁剂		清洁用品/清洁剂	瓶	洁厕灵	C	容量缺失，洁厕清洁剂无法唯一确定SKU
窗帘架拉链	类型：拉链/配件		装修材料/窗帘配件	套	窗帘架拉链	C	规格长度缺失，窗帘架拉链低精度建候选
钢钉线卡	规格：20		电气材料/电气辅材	个	20钢钉线卡	A	
三角阀	规格：4分		工程材料/阀门	个	4分三角阀	C	材质缺失，三角阀可能无法唯一确定SKU
PPR三通	品牌：公元；规格：25；类型：三通		工程材料/PPR管件	个	公元PPR25三通	A	
PPR内牙三通	品牌：公元；规格：25；连接：内牙；类型：三通		工程材料/PPR管件	个	公元PPR25内牙三通	B	内牙口径未说明，按原25规格低精度建候选
PPR内牙直通	品牌：公元；规格：PPR25*4分；连接：内牙；类型：直通		工程材料/PPR管件	个	公元PPR25*4内牙直通	A	
PPR内牙弯头	品牌：公元；规格：25；连接：内牙；类型：弯头		工程材料/PPR管件	个	公元PPR25内牙弯头	B	内牙口径未说明，按原25规格低精度建候选
洗衣机龙头	用途：洗衣机		工程材料/水暖五金	个	洗衣机龙头	B	材质缺失，洗衣机龙头低精度建候选
堵头	规格：4分		工程材料/管件	个	4分堵头	C	材质缺失，堵头可能无法唯一确定SKU
堵头	规格：6分		工程材料/管件	个	6分堵头	C	材质缺失，堵头可能无法唯一确定SKU
水管钩	规格：25		工程材料/管道辅材	个	25水管钩	B	材质缺失，水管钩低精度建候选
镀锌电线架	材质：镀锌；位数：4位		电气材料/电气辅材	个	4位镀锌电线架	A	
挂锁	材质：不锈钢；规格：50		五金备件/锁具	个	50不锈钢挂锁	A	
插销	材质：不锈钢		五金备件/门窗五金	个	不锈钢插销	C	尺寸缺失，无法区分不同不锈钢插销 SKU
插销	材质：不锈钢；功能：带锁		五金备件/门窗五金	个	不锈钢插销带锁	C	尺寸缺失，无法区分不同带锁插销 SKU
涂料	品牌：立邦；系列：5合1；特征：环保		化工耗材/涂料	桶	立邦环保涂料5合1	C	容量、颜色缺失，会影响涂料 SKU 区分
滚筒刷	规格：4寸		工具器具/涂装工具	个	4寸滚筒	A	
插销	规格：4寸		五金备件/门窗五金	付	4寸插销	C	材质缺失，会影响插销 SKU 区分
合页	材质：不锈钢；规格：4寸；特征：加厚		五金备件/门窗五金	付	4寸不锈钢加厚合页	A	
抽锁	材质：不锈钢；规格：5寸		五金备件/锁具	个	5寸不锈钢抽锁	A	
扫把	材质：塑料		清洁用品/清洁工具	个	塑料扫把	A	
挂锁	材质：不锈钢；规格：40		五金备件/锁具	个	40不锈钢挂锁	A	
扫把	材质/类型：高粱		清洁用品/清洁工具	把	高粱扫把	A	
地板胶	材质：PVC；特征：加厚		装修材料/地面材料	平方	加厚PVC地板胶	C	厚度缺失，会影响 PVC 地板胶 SKU 区分
墙布	特征：厚、环保		装修材料/墙面材料	平方	厚环保墙布	C	材质、花色缺失，会影响墙布 SKU 区分
水壶	材质：不锈钢；容量：6.5升		办公生活用品/小电器	个	6.5升不锈钢水壶	A	
电钻	动力：锂电池		工具器具/电动工具	台	锂电池电钻	C	品牌、电压缺失，会影响锂电池电钻 SKU 区分
水桶	规格：未注明		办公生活用品/容器	个	水桶	C	容量缺失，无法区分不同水桶 SKU
水龙头花洒套装	组合：水龙头+花洒		工程材料/水暖五金	套	水龙头花洒	C	材质、接口规格缺失，会影响套装 SKU 区分；输入提示称与其他行同物料，未在本批合并
闭门器	规格：大		五金备件/门窗五金	套	闭门器大	B	适用门重、型号缺失，需后续确认
插销	材质：不锈钢		五金备件/门窗五金	套	不锈钢插销	C	尺寸缺失；输入提示称同名物料存在单位差异，需统一单位
水龙头	规格：未注明		工程材料/水暖五金	个	水龙头	C	材质、接口规格缺失，无法区分不同水龙头 SKU
空调插座	品牌：公牛；电流：16A；用途：空调		电气材料/插头插座	个	公牛16A空调插座；16A公牛空调插座	B	明装/暗装未说明，需后续确认；输入提示称与其他行同物料，未在本批合并
插排	品牌：公牛；线长：3米；孔位：8孔		电气材料/插头插座	个	公牛插座3米*8孔	A	
启辉器	类型：启辉器		电气材料/照明配件	个	启辉器	C	适配灯管规格缺失，无法区分不同启辉器 SKU
灯头	接口：螺口		电气材料/照明配件	个	螺口灯头	C	E27/E14 等接口规格缺失，无法区分不同螺口灯头 SKU
排气扇	规格：50*50		电气材料/通风设备	台	50*50排气扇	A	
漏电保护器	品牌：施耐德；极数：2P；电流：63A		电气材料/低压电器	个	2P*63A施耐德漏电保护器	A	
空气开关	品牌：施耐德；极数：3P；电流：63A		电气材料/低压电器	个	3P*63A施耐德空气开关	A	
洗脸盆	材质：不锈钢；长度：2米；特征：加厚		工程材料/洁具	台	2米加厚不锈钢洗脸盆	A	
水龙头	类型：大弯		工程材料/水暖五金	个	大弯水龙头	C	材质、接口规格缺失，无法区分不同大弯水龙头 SKU
洗脸盆下水管	用途：洗脸盆；类型：下水管		工程材料/洁具配件	套	洗脸盆下水管	B	材质、接口规格未注明，需后续确认；输入提示称与其他行同物料，未在本批合并
沙子	包装：大包		建筑材料/水泥砂石	包	大包沙子	C	粒径、重量缺失，无法区分不同沙子 SKU
石子	包装：大包		建筑材料/水泥砂石	包	大包石子	C	粒径、重量缺失，无法区分不同石子 SKU
帆布手套	类型：双重/双层帆布		劳保耗材/手套	双	双重帆布手套	A	
挂锁	材质：铜		五金备件/锁具	个	铜挂锁	C	规格尺寸缺失，无法区分不同铜挂锁 SKU
扫把	规格：未注明		清洁用品/清洁工具	个	扫把	C	材质缺失，无法区分不同扫把 SKU
断点检测电笔	功能：找断点/测电		工具器具/电工工具	个	找断点电笔	B	输入提示称同物料存在单位差异，需统一单位
剥线钳	品牌：世达；类型：多功能剥线钳		工具器具/手动工具	个	世达多功能剥线钳	B	输入提示称同物料存在单位差异，需统一单位
水龙头	规格：4分；类型：冷热		工程材料/水暖五金	个	4分冷热水龙头	B	材质缺失，需后续确认；输入提示称与其他行同物料，未在本批合并
PPR过桥弯	品牌：公元；规格：25；类型：过桥弯		工程材料/PPR管件	个	公元25PPR过桥弯	A	
PPR异径直接	规格：32*25；类型：大小头/异径		工程材料/PPR管件	个	PPR32*25大小头	A	
电缆	品牌：起帆；规格：3*6+1		电气材料/电线电缆	米	3*6+1起帆电缆	C	电缆型号如 YJV/RVV 缺失，无法区分不同电缆 SKU
铜鼻子	规格：100A；材质：铜		电气材料/接线端子	个	100A铜鼻子	A	
铜鼻子	规格：200A；材质：铜		电气材料/接线端子	个	200A铜鼻子	A	
垃圾袋	规格：大		清洁用品/垃圾袋	个	大垃圾袋	C	厚度、尺寸缺失，无法区分不同垃圾袋 SKU
防护眼镜	用途：打磨		劳保耗材/眼面防护	个	打磨眼镜	A	
PPR三通	规格：25；类型：三通		工程材料/PPR管件	个	25PPR三通	B	品牌缺失，需后续确认
PPR内牙弯头	规格：PPR25*4分；连接：内牙；类型：弯头		工程材料/PPR管件	个	PPR25*4内牙弯头	A	
镀锌角铁	材质/表面：镀锌；规格：4*4*0.5		金属材料/型材	米	4*4*0.5镀锌角铁	B	规格单位需确认，原始规格未说明 cm/mm
羊毛刷	规格：4寸		工具器具/涂装工具	个	4寸羊毛刷	A	
排水三通	品牌：公元；规格：75；类型：三通		工程材料/排水管件	个	公元75三通；三通	C	材质需按同批胶管确认，缺失时无法区分管件 SKU
排水异径补心	品牌：公元；规格：75*50；类型：补心/异径		工程材料/排水管件	个	公元75*50补心	B	材质需按同批胶管确认
排水弯头	品牌：公元；规格：75；类型：弯头		工程材料/排水管件	个	公元75弯头	B	材质需按同批胶管确认
排水三通	品牌：公元；规格：50；类型：三通		工程材料/排水管件	个	公元50三通	B	材质需按同批胶管确认
排水弯头	品牌：公元；规格：50；类型：弯头		工程材料/排水管件	个	公元50弯头	B	材质需按同批胶管确认
排水异径三通	品牌：公元；规格：75*50；类型：三通		工程材料/排水管件	个	公元75*50三通	B	材质需按同批胶管确认
金属软管	材质：金属；长度：80公分		工程材料/水暖五金	个	80公分金属软管	C	接口规格缺失，无法区分接口 SKU
金属软管	材质：金属；长度：40公分		工程材料/水暖五金	个	40公分金属软管	C	接口规格缺失，无法区分接口 SKU
生料带	类型：密封带		工程材料/水暖辅材	个	生料带	A	
PPR阀门	品牌：公元；规格：25；类型：阀门		工程材料/PPR管件	个	公元25PPR阀门	A	
记号笔	类型：记号笔		办公低耗/文具	个	记号笔	C	颜色缺失，无法区分颜色 SKU
PPR弯头	规格：25；类型：弯头		工程材料/PPR管件	个	25PPR弯头	B	原始未提供品牌；需复核是否与同类 PPR 弯头合并
羊毛刷	规格：4寸		工具器具/涂装工具	支	4寸羊毛刷	B	与其他批次同物料单位待统一
冲击钻头	规格：6厘		工具器具/工具配件	支	6厘冲击钻头	A	
冲击钻头	规格：20厘		工具器具/工具配件	支	20厘冲击钻头	A	
美工刀	品牌：得力		工具器具/手动工具	支	得力美工刀	A	
玻璃刮	类型：玻璃刮		清洁用品/清洁工具	支	玻璃刮	A	
膨胀螺丝	规格：14*120		五金备件/紧固件	支	14*120膨胀螺丝	A	
不锈钢洗脸盆	材质：不锈钢；规格：120*80；特征：加厚		工程材料/洁具	套	不锈钢120*80加厚洗脸盆	A	
插头	品牌：德力西；电流：16A		电气材料/插头插座	个	德力西16A插头	C	极数/孔型缺失，无法区分插头 SKU
BV电线	型号：BV；截面积：2.5平方		电气材料/电线电缆	米	BV2.5平方电线	B	原始未提供品牌；需复核是否与同类 BV 电线合并
PPR给水管	规格：32；用途：给水		工程材料/PPR管件	米	32PPR给水管	B	品牌缺失
铜止回阀	品牌：埃美柯；材质：铜；规格：32；类型：止回阀		工程材料/阀门	个	32埃美柯铜止回阀	A	
蹲便器	类型：平面蹲厕		工程材料/洁具	个	平面蹲厕	C	尺寸/排水方式缺失，无法区分洁具 SKU
冲水水箱	用途：冲水		工程材料/洁具配件	个	冲水水箱	C	容量/安装方式缺失，无法区分水箱 SKU
小便斗	类型：小便斗		工程材料/洁具	个	小便斗	C	规格/感应方式缺失，无法区分小便斗 SKU
按压水龙头	类型：按压		工程材料/水暖五金	个	按压龙头	C	材质/接口规格缺失，无法区分龙头 SKU
玻璃胶枪	用途：打玻璃胶		工具器具/涂装工具	个	玻璃胶枪	A	
钢圈	材质：钢；规格：100*108*5；加工：是		加工件/金属加工件	个	加工100*108*5钢圈	C	加工件图纸/材质牌号缺失
重油污清洗剂	品牌：宝雅；用途：重油污		清洁用品/清洁剂	KG	宝雅重油污清洗剂	A	
不锈钢角阀	材质：不锈钢；规格：4分		工程材料/阀门	个	4分不锈钢角阀	A	
不锈钢内接	材质：不锈钢；规格：4分；连接：内接		工程材料/水暖管件	个	4分不锈钢内接	A	
不锈钢外接	材质：不锈钢；规格：4分；连接：外接		工程材料/水暖管件	个	4分不锈钢外接	A	
不锈钢三通	材质：不锈钢；规格：4分；类型：三通		工程材料/水暖管件	个	4分不锈钢三通	A	
拖把	规格：大		清洁用品/清洁工具	个	大拖把	A	
洗脸盆龙头	用途：洗脸盆		工程材料/水暖五金	个	洗脸盆龙头	C	材质/接口规格缺失，无法区分龙头 SKU
不锈钢锁扣	材质：不锈钢		五金备件/门窗五金	个	不锈钢锁扣	C	规格缺失，无法区分锁扣 SKU
耐磨焊丝	型号/牌号：998；特性：高强度耐磨		焊接耗材/焊丝	KG	998高强度耐磨焊丝	C	直径缺失，无法区分焊丝 SKU
镀锌钢管	规格：DN25；标准：国标；表面：镀锌		金属材料/管材	米	DN25国标镀锌钢管	A	
高压油管	规格：DN25*4；类型：高压油管		液压/高压管路	条	DN25*4高压油管	C	压力等级/接头形式缺失，无法区分高压油管 SKU
铜止回阀	品牌：埃美柯；材质：铜；规格：25；类型：止回阀		工程材料/阀门	个	25埃美柯铜止回阀	A	
泡沫填缝剂	类型：泡沫填缝剂		化工耗材/填缝剂	支	泡沫填缝剂	C	容量缺失，无法区分填缝剂 SKU
重型管卡	规格：135；类型：重型		工程材料/管道辅材	个	135重型管卡	A	
钢圈	材质：钢；规格：100*110*10；加工：是		加工件/金属加工件	个	加工100*110*10钢圈	C	加工件图纸/材质牌号缺失
垫片	规格：110*100*5；加工：是		加工件/金属加工件	个	加工110*100*5垫片	C	加工件材质/图纸缺失
角铁	规格：50*50*6；标准：国标		金属材料/型材	米	50*50*6国标角铁	A	
冷热水龙头	规格：4分；类型：冷热		工程材料/水暖五金	套	4分冷热龙头	B	与其他批次同类物料单位待统一
金属软管	规格：4分；长度：60		工程材料/水暖五金	根	4分*60金属软管	B	长度 60 未注明单位，疑似 cm，需确认
不锈钢合页	材质：不锈钢；规格：6寸		五金备件/门窗五金	付	6寸不锈钢合页	A	
不锈钢合页	材质：不锈钢；规格：5寸		五金备件/门窗五金	付	5寸不锈钢合页	A	
502胶水	类型：502		化工耗材/胶粘剂	支	502胶水	C	容量缺失，无法区分胶水 SKU
高压铜球阀	规格：DN20；压力：350kg；材质：铜；类型：球阀		工程材料/阀门	个	DN20*350kg高压铜球阀	A	
棉布	规格：大块		劳保耗材/擦拭材料	KG	大块棉布	A	
垃圾夹	类型：垃圾夹		清洁用品/清洁工具	个	垃圾夹	A	
电箱	规格：250A		电气材料/配电箱	个	250A电箱	C	箱体尺寸缺失，可能影响配电箱SKU区分
五孔插座	类型：五孔		电气材料/插头插座	个	五孔插座	B	品牌缺失，按五孔插座候选
线槽	规格：30*15		电气材料/电气辅材	米	30*15线槽	A	
高压油管	规格：DN51；等级：4SH		液压/高压管路	米	DN51*4SH高压油管	B	接头形式缺失；按米计量暂按油管本体候选
高压油管	规格：DN32；等级：4SH		液压/高压管路	米	DN32*4SH高压油管	B	接头形式缺失；按米计量暂按油管本体候选
吊带	载荷：2T；长度：1.5米		吊装索具/吊带	付	2T*1.5米吊带	A	
卸扣	载荷：2T		吊装索具/卸扣	个	2T卸扣	B	执行标准缺失
剪刀	类型：剪刀		工具器具/手动工具	个	剪刀	C	规格/用途缺失，无法区分剪刀类型
电焊快速接头	规格：35-50		焊接耗材/焊机配件	套	35-50电焊快速接头	A	
加厚铁合页	材质：铁；规格：4寸；特征：加厚		五金备件/门窗五金	付	4寸加厚铁合页	A	
加厚铁合页	材质：铁；规格：5寸；特征：加厚		五金备件/门窗五金	付	5寸加厚铁合页	A	
卷尺	品牌：得力；长度：3米		工具器具/测量工具	个	得力3米卷尺	A	
卷尺	品牌：得力；长度：5米		工具器具/测量工具	个	得力5米卷尺	A	
卷尺	品牌：得力；长度：10米		工具器具/测量工具	个	得力10米卷尺	A	
除胶剂	品牌：得力；容量：500ML		化工耗材/清洗剂	支	得力500ML除胶剂	A	
垃圾袋	规格：120*140；特征：厚		清洁用品/垃圾袋	个	120*140厚垃圾袋	A	
变压USB插座	品牌：公牛；输入：220V；输出：36V；功能：USB		电气材料/插头插座	套	公牛220V转36VUSB插座	A	
毛刷	规格：3寸		工具器具/涂装工具	支	3寸毛刷	A	
钢丝刷	类型：刀型		工具器具/打磨工具	支	刀型钢丝刷	A	
拖把	规格：大		清洁用品/清洁工具	支	大拖把	B	输入提示单位待统一，暂保留原单位
锂电池电钻	品牌：大艺；电压：21V；动力：锂电池		工具器具/电动工具	台	21V大艺锂电池电钻	A	
锂电池角磨机	品牌：大艺；动力：锂电池		工具器具/电动工具	台	大艺锂电池角磨机	C	电压缺失，可能影响锂电池角磨机SKU区分
电池	电压：9V		电气材料/电池	个	9V电池	A	
卸扣	载荷：4T		吊装索具/卸扣	个	4T卸扣	B	执行标准缺失
螺丝	规格：16*50		五金备件/紧固件	套	16*50螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
LED防爆机床方形灯	长度：1220MM；类型：LED；功能：防爆；形状：方形；用途：机床		电气材料/防爆照明	套	1220MMLED防爆机床方形灯	C	功率缺失，可能影响灯具SKU区分
螺丝	规格：14*50		五金备件/紧固件	套	14*50螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
弓形卸扣	载荷：6.5吨；标准：国标；形状：弓形		吊装索具/卸扣	个	6.5吨国标弓形卸扣	A	
热水器挂钩	用途：热水器		工程材料/水暖五金	个	热水器挂钩	C	规格缺失，可能影响挂钩SKU区分
排风扇	规格：50*50		电气材料/通风设备	个	50*50排风扇；排气扇	A	按输入提示统一命名为排风扇
塑料方凳	材质：塑料；规格：50CM；特征：加厚		办公生活用品/家具	个	加厚50CM塑料方凳	A	
不锈钢弯头	材质：不锈钢；规格：250；类型：弯头		工程材料/管件	个	250不锈钢弯头	C	壁厚/角度缺失，可能影响管件SKU区分
发泡胶	品牌：雨虹；特性：高倍		化工耗材/填缝剂	支	雨虹高倍发泡胶	C	容量缺失，可能影响发泡胶SKU区分
重油污清洗剂	用途：去重油污		清洁用品/清洁剂	公斤	去重油污清洗剂	B	品牌未提供，按用途候选
电池	规格：5号		电气材料/电池	个	5号电池	A	
电焊眼镜	用途：电焊		劳保耗材/眼面防护	付	电焊眼镜	A	
内六角扳手	规格：19		工具器具/手动工具	支	19内六角扳手	A	
等离子割嘴	型号：P80；类型：割嘴		焊接耗材/等离子切割配件	个	P80等离子割嘴	A	
槽钢	规格：200B		金属材料/型材	米	200B槽钢	C	材质/标准缺失，可能影响型材SKU区分
槽钢	规格：160B		金属材料/型材	米	160B槽钢	C	材质/标准缺失，可能影响型材SKU区分
水泥砖	材质：水泥		建筑材料/砌块砖	块	水泥砖	C	尺寸缺失，无法区分水泥砖规格
砖刀	用途：砌砖/切砖		工具器具/施工工具	个	砖刀	A	
灰刀	用途：抹灰		工具器具/施工工具	个	灰刀	A	
防水网线接头	功能：防水；用途：网线连接		电气材料/弱电材料	个	防水网线接头连接	A	
防锈润滑剂	品牌/型号：WD-40；容量：500		化工耗材/润滑防锈	支	WD-40500防锈润滑剂	B	容量单位缺失，原始仅写500
螺丝	规格：8*250		五金备件/紧固件	套	8*250螺丝	C	原始规格未明确是否为M8；材质/强度等级缺失
调和油漆	颜色：铁红		化工耗材/涂料	桶	铁红油漆	C	容量缺失，可能影响油漆SKU区分
LED灯泡	品牌：公牛；功率：20W		电气材料/照明	个	公牛20WLED灯泡	C	灯头规格/色温缺失，可能影响LED灯泡SKU区分
焊条	型号：507；直径：3.2		焊接耗材/焊条	件	507*3.2焊条	B	包装重量缺失；直径单位按原始规格保留
蝶阀	品牌：埃美柯；规格：DN65；特征：加厚		工程材料/阀门	个	DN65埃美柯加厚蝶阀	C	材质缺失，可能影响阀门SKU区分
不锈钢球阀	品牌：埃美柯；规格：DN65；材质：不锈钢；特征：加厚		工程材料/阀门	个	DN65埃美柯加厚不锈钢球阀	A	
不锈钢球阀	品牌：埃美柯；规格：40；材质：不锈钢；特征：加厚		工程材料/阀门	个	40埃美柯加厚不锈钢球阀	A	
调和油漆	颜色：白色；类型：调和油漆		化工耗材/涂料	桶	白色调和油漆	C	容量缺失，可能影响油漆SKU区分
彩条布	规格：12*30米		工程材料/篷布油布	平方	12*30米彩条布	A	
漏电保护器	品牌：德力西；电流：400A；极数：4P		电气材料/低压电器	个	400A4P德力西漏电保护器	A	
漏电保护器	品牌：德力西；电流：250A；极数：4P		电气材料/低压电器	个	250A4P德力西漏电保护器	A	
太阳能4G摄像头	供电：太阳能；通信：4G；清晰度：4K		电气材料/安防监控	个	太阳能4G4K摄像头	C	品牌/存储规格缺失，可能影响摄像头SKU区分
不锈钢名牌	定制：是；材质：不锈钢；规格：120*60		定制件/标识铭牌	个	定做不锈钢名牌120*60	A	定制图文内容不作为物料规格
不锈钢名牌	定制：是；材质：不锈钢；规格：100*80		定制件/标识铭牌	个	定做不锈钢名牌100*80	A	定制图文内容不作为物料规格
不锈钢名牌	定制：是；材质：不锈钢；规格：30*60		定制件/标识铭牌	个	定做不锈钢名牌30*60	A	定制图文内容不作为物料规格
热水器隔电堵	用途：热水器；功能：隔电		工程材料/水暖五金	个	热水器隔电堵	C	接口规格缺失，无法区分不同隔电堵SKU
热水器安全阀	用途：热水器；类型：安全阀		工程材料/阀门	个	热水器安全阀	C	接口规格缺失，无法区分不同安全阀SKU
水龙头花洒套装	组合：水龙头+花洒		工程材料/水暖五金	套	水龙头花洒	C	材质、接口规格缺失，会影响套装SKU区分；输入单位为个，按套装规范为套，需与同物料统一
喷漆	品牌：三和；颜色：黄色		化工耗材/涂料	支	三和黄色喷漆	C	容量缺失，可能影响喷漆SKU区分
喷漆	品牌：三和；颜色：天蓝色		化工耗材/涂料	支	三和天蓝色喷漆	C	容量缺失，可能影响喷漆SKU区分
扫把	材质：高粱；规格：小		清洁用品/清洁工具	个	高粱小扫把	A	
帆布手套	材质：帆布；特征：加厚、双层		劳保耗材/手套	双	加厚双层帆布手套	A	
螺丝	规格：8*30		五金备件/紧固件	套	8*30螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
螺丝	规格：16*30		五金备件/紧固件	套	16*30螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
螺丝	规格：12*60		五金备件/紧固件	套	12*60螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
挂锁	材质：不锈钢；规格：40；品质：好		五金备件/锁具	个	40好不锈钢挂锁	B	“好”为原始品质描述，具体质量等级需确认
挂锁	材质：不锈钢；规格：40；品质：好；类型：通用		五金备件/锁具	个	40好不锈钢通用挂锁	B	“好”为原始品质描述；与同规格不锈钢挂锁是否合并需确认
螺丝	规格：12*50		五金备件/紧固件	套	12*50螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分；输入提示称与其他行同物料，未在本批合并
切割片	规格：100		工具器具/磨切耗材	块	100切割片	C	厚度/适用材质缺失，无法区分切割片SKU
磨光片	规格：100		工具器具/磨切耗材	块	100磨光片	C	粒度/适用材质缺失，无法区分磨光片SKU
乳胶手套	材质：乳胶；特征：加厚		劳保耗材/手套	双	加厚乳胶手套	A	
牛筋手套	材质/类型：牛筋；特征：加厚		劳保耗材/手套	双	牛筋加厚手套	A	
防护眼镜	颜色：透明		劳保耗材/眼面防护	付	透明防护眼镜	A	
美工刀	类型：美工刀		工具器具/手动工具	支	美工刀	C	品牌/刀片规格缺失，无法区分美工刀SKU
高压水枪过滤总成	适用设备：高压水枪；类型：过滤总成		设备备件/清洗设备配件	套	高压水枪过滤总成	C	适配型号缺失，无法区分清洗设备配件SKU
高压水枪滤芯	适用设备：高压水枪；类型：滤芯		设备备件/滤芯	个	高压水枪滤芯	C	适配型号缺失，无法区分滤芯SKU
垫片	定制：是；规格：12*600*5		定制件/金属加工件	个	定做12*600*5垫片	C	材质/图纸缺失，无法区分定制垫片SKU
碘伏	容量：500ml		劳保耗材/急救用品	瓶	碘伏500ml	A	
止血贴	类型：创可贴/止血贴		劳保耗材/急救用品	张	止血贴	C	尺寸/包装规格缺失，无法区分止血贴SKU
医用绷带	类型：绷带		劳保耗材/急救用品	卷	绷带	C	宽度/长度缺失，无法区分绷带SKU
插头	品牌：公牛；电流：10A		电气材料/插头插座	个	10A公牛插头	C	二插/三插或极数缺失，无法区分插头SKU
白布	材质：纯棉；颜色：白色		劳保耗材/擦拭材料	KG	纯棉大白布；纯棉白布	C	幅宽/等级缺失，可能影响白布SKU区分；输入提示称与其他行同物料，未在本批合并
毛刷	规格：3寸		工具器具/涂装工具	个	3寸毛刷	B	材质/柄型缺失，按3寸毛刷候选
羊毛刷	规格：4寸；材质：羊毛		工具器具/涂装工具	个	4寸羊毛刷	A	
