source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,3517,圆头螺丝m5*70带平 弹垫,圆头螺丝m5*70带平 弹垫,套,,2024-09-19T00:00:00,100,,,,"{""日期"": ""2024-09-19T00:00:00"", ""商品名称及规格"": ""圆头螺丝m5*70带平 弹垫"", ""单位"": ""套"", ""数量"": 100}"
Sheet1,3518,304不锈钢潜水搅拌机380V-4KW,304不锈钢潜水搅拌机380V-4KW,台,,2024-09-21T00:00:00,2,,,,"{""日期"": ""2024-09-21T00:00:00"", ""商品名称及规格"": ""304不锈钢潜水搅拌机380V-4KW"", ""单位"": ""台"", ""数量"": 2}"
Sheet1,3519,充电式LED强光手电筒,充电式LED强光手电筒,只,,2024-09-21T00:00:00,2,,,,"{""日期"": ""2024-09-21T00:00:00"", ""商品名称及规格"": ""充电式LED强光手电筒"", ""单位"": ""只"", ""数量"": 2}"
Sheet1,3520,加厚塑料凳子,加厚塑料凳子,个,,2024-09-21T00:00:00,4,,,,"{""日期"": ""2024-09-21T00:00:00"", ""商品名称及规格"": ""加厚塑料凳子"", ""单位"": ""个"", ""数量"": 4}"
Sheet1,3521,黄砂,黄砂,吨,,2024-09-24T00:00:00,5.5,,,,"{""日期"": ""2024-09-24T00:00:00"", ""商品名称及规格"": ""黄砂"", ""单位"": ""吨"", ""数量"": 5.5}"
Sheet1,3522,海螺42.5水泥,海螺42.5水泥,包,,2024-09-24T00:00:00,5,,,,"{""日期"": ""2024-09-24T00:00:00"", ""商品名称及规格"": ""海螺42.5水泥"", ""单位"": ""包"", ""数量"": 5}"
Sheet1,3523,运费1次,运费1次,项,,2024-09-24T00:00:00,1,,,,"{""日期"": ""2024-09-24T00:00:00"", ""商品名称及规格"": ""运费1次"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3524,充电式LED强光手电筒,充电式LED强光手电筒,只,,2024-09-25T00:00:00,1,,,,"{""日期"": ""2024-09-25T00:00:00"", ""商品名称及规格"": ""充电式LED强光手电筒"", ""单位"": ""只"", ""数量"": 1}"
Sheet1,3525,铁丝14#,铁丝14#,KG,,2024-09-25T00:00:00,150,,,,"{""日期"": ""2024-09-25T00:00:00"", ""商品名称及规格"": ""铁丝14#"", ""单位"": ""KG"", ""数量"": 150}"
Sheet1,3526,钢丝绳Φ20*6m,钢丝绳Φ20*6m,根,,2024-09-26T00:00:00,4,,,,"{""日期"": ""2024-09-26T00:00:00"", ""商品名称及规格"": ""钢丝绳Φ20*6m"", ""单位"": ""根"", ""数量"": 4}"
Sheet1,3527,公牛3m双排插线板,公牛3m双排插线板,根,,2024-09-26T00:00:00,2,,,,"{""日期"": ""2024-09-26T00:00:00"", ""商品名称及规格"": ""公牛3m双排插线板"", ""单位"": ""根"", ""数量"": 2}"
Sheet1,3528,10.9级m24平 弹垫,10.9级m24平 弹垫,只,,2024-09-26T00:00:00,100,,,,"{""日期"": ""2024-09-26T00:00:00"", ""商品名称及规格"": ""10.9级m24平 弹垫"", ""单位"": ""只"", ""数量"": 100}"
Sheet1,3529,黄砂,黄砂,吨,,2024-09-27T00:00:00,13.5,,,,"{""日期"": ""2024-09-27T00:00:00"", ""商品名称及规格"": ""黄砂"", ""单位"": ""吨"", ""数量"": 13.5}"
Sheet1,3530,运费1次,运费1次,项,,2024-09-27T00:00:00,1,,,,"{""日期"": ""2024-09-27T00:00:00"", ""商品名称及规格"": ""运费1次"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3531,海螺42.5水泥,海螺42.5水泥,包,,2024-09-29T00:00:00,5,,,,"{""日期"": ""2024-09-29T00:00:00"", ""商品名称及规格"": ""海螺42.5水泥"", ""单位"": ""包"", ""数量"": 5}"
Sheet1,3532,加气块200*300*600,加气块200*300*600,块,,2024-09-29T00:00:00,120,,,,"{""日期"": ""2024-09-29T00:00:00"", ""商品名称及规格"": ""加气块200*300*600"", ""单位"": ""块"", ""数量"": 120}"
Sheet1,3533,装卸费+运费430,装卸费+运费430,项,,2024-09-29T00:00:00,1,,,,"{""日期"": ""2024-09-29T00:00:00"", ""商品名称及规格"": ""装卸费+运费430"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3534,黄砂,黄砂,吨,,2024-09-29T00:00:00,13.9,,,,"{""日期"": ""2024-09-29T00:00:00"", ""商品名称及规格"": ""黄砂"", ""单位"": ""吨"", ""数量"": 13.9}"
Sheet1,3535,运费1次,运费1次,项,,2024-09-29T00:00:00,1,,,,"{""日期"": ""2024-09-29T00:00:00"", ""商品名称及规格"": ""运费1次"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3536,5孔带USB欧标转换插头,5孔带USB欧标转换插头,只,,2024-09-30T00:00:00,4,,,,"{""日期"": ""2024-09-30T00:00:00"", ""商品名称及规格"": ""5孔带USB欧标转换插头"", ""单位"": ""只"", ""数量"": 4}"
Sheet1,3537,劳动车轮+实心车胎,劳动车轮+实心车胎,套,,2024-09-30T00:00:00,1,,,,"{""日期"": ""2024-09-30T00:00:00"", ""商品名称及规格"": ""劳动车轮+实心车胎"", ""单位"": ""套"", ""数量"": 1}"
Sheet1,3538,实木方桌,实木方桌,张,,2024-09-30T00:00:00,1,,,,"{""日期"": ""2024-09-30T00:00:00"", ""商品名称及规格"": ""实木方桌"", ""单位"": ""张"", ""数量"": 1}"
Sheet1,3539,橡胶PVC盖板大二线槽,橡胶PVC盖板大二线槽,块,,2024-09-30T00:00:00,40,,,,"{""日期"": ""2024-09-30T00:00:00"", ""商品名称及规格"": ""橡胶PVC盖板大二线槽"", ""单位"": ""块"", ""数量"": 40}"
Sheet1,3540,10#B型槽钢,10#B型槽钢,米,,2024-09-30T00:00:00,6,,,,"{""日期"": ""2024-09-30T00:00:00"", ""商品名称及规格"": ""10#B型槽钢"", ""单位"": ""米"", ""数量"": 6}"
Sheet1,3541,加工两端镀锌水管6分0.75米,加工两端镀锌水管6分0.75米,根,,2024-10-03T00:00:00,6,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""加工两端镀锌水管6分0.75米"", ""单位"": ""根"", ""数量"": 6}"
Sheet1,3542,加工两端镀锌水管6分0.3米,加工两端镀锌水管6分0.3米,根,,2024-10-03T00:00:00,4,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""加工两端镀锌水管6分0.3米"", ""单位"": ""根"", ""数量"": 4}"
Sheet1,3543,镀锌弯头6分,镀锌弯头6分,只,,2024-10-03T00:00:00,6,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""镀锌弯头6分"", ""单位"": ""只"", ""数量"": 6}"
Sheet1,3544,镀锌内丝直接6分,镀锌内丝直接6分,只,,2024-10-03T00:00:00,3,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""镀锌内丝直接6分"", ""单位"": ""只"", ""数量"": 3}"
Sheet1,3545,镀锌三通6分,镀锌三通6分,只,,2024-10-03T00:00:00,2,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""镀锌三通6分"", ""单位"": ""只"", ""数量"": 2}"
Sheet1,3546,不锈钢水龙头,不锈钢水龙头,个,,2024-10-03T00:00:00,2,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""不锈钢水龙头"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,3547,镀锌角铁40*40,镀锌角铁40*40,米,,2024-10-03T00:00:00,30,,,,"{""日期"": ""2024-10-03T00:00:00"", ""商品名称及规格"": ""镀锌角铁40*40"", ""单位"": ""米"", ""数量"": 30}"
Sheet1,3548,大西洋422型3.2焊条,大西洋422型3.2焊条,箱,,2024-10-04T00:00:00,2,,,,"{""日期"": ""2024-10-04T00:00:00"", ""商品名称及规格"": ""大西洋422型3.2焊条"", ""单位"": ""箱"", ""数量"": 2}"
Sheet1,3549,安全绳Φ16,安全绳Φ16,米,,2024-10-04T00:00:00,100,,,,"{""日期"": ""2024-10-04T00:00:00"", ""商品名称及规格"": ""安全绳Φ16"", ""单位"": ""米"", ""数量"": 100}"
Sheet1,3550,8.8级m16*70螺丝带平 弹垫,8.8级m16*70螺丝带平 弹垫,套,,2024-10-04T00:00:00,50,,,,"{""日期"": ""2024-10-04T00:00:00"", ""商品名称及规格"": ""8.8级m16*70螺丝带平 弹垫"", ""单位"": ""套"", ""数量"": 50}"
Sheet1,3551,开口铜鼻子300A,开口铜鼻子300A,只,,2024-10-07T00:00:00,100,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""开口铜鼻子300A"", ""单位"": ""只"", ""数量"": 100}"
Sheet1,3552,开口铜鼻子200A,开口铜鼻子200A,只,,2024-10-07T00:00:00,100,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""开口铜鼻子200A"", ""单位"": ""只"", ""数量"": 100}"
Sheet1,3553,开口铜鼻子100A,开口铜鼻子100A,只,,2024-10-07T00:00:00,100,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""开口铜鼻子100A"", ""单位"": ""只"", ""数量"": 100}"
Sheet1,3554,铜接头150平方,铜接头150平方,只,,2024-10-07T00:00:00,50,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""铜接头150平方"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3555,铜接头120平方,铜接头120平方,只,,2024-10-07T00:00:00,50,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""铜接头120平方"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3556,铜接头95平方,铜接头95平方,只,,2024-10-07T00:00:00,30,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""铜接头95平方"", ""单位"": ""只"", ""数量"": 30}"
Sheet1,3557,铜接头70平方,铜接头70平方,只,,2024-10-07T00:00:00,30,,,,"{""日期"": ""2024-10-07T00:00:00"", ""商品名称及规格"": ""铜接头70平方"", ""单位"": ""只"", ""数量"": 30}"
Sheet1,3558,小米二代对讲机,小米二代对讲机,部,,2024-10-09T00:00:00,4,,,,"{""日期"": ""2024-10-09T00:00:00"", ""商品名称及规格"": ""小米二代对讲机"", ""单位"": ""部"", ""数量"": 4}"
Sheet1,3559,灭火器2KG,灭火器2KG,瓶,,2024-10-09T00:00:00,20,,,,"{""日期"": ""2024-10-09T00:00:00"", ""商品名称及规格"": ""灭火器2KG"", ""单位"": ""瓶"", ""数量"": 20}"
Sheet1,3560,灭火器箱子,灭火器箱子,个,,2024-10-09T00:00:00,10,,,,"{""日期"": ""2024-10-09T00:00:00"", ""商品名称及规格"": ""灭火器箱子"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,3561,水泥钉40mm,水泥钉40mm,盒,,2024-10-09T00:00:00,2,,,,"{""日期"": ""2024-10-09T00:00:00"", ""商品名称及规格"": ""水泥钉40mm"", ""单位"": ""盒"", ""数量"": 2}"
Sheet1,3562,沪工起重滑轮钩1T,沪工起重滑轮钩1T,只,,2024-10-11T00:00:00,3,,,,"{""日期"": ""2024-10-11T00:00:00"", ""商品名称及规格"": ""沪工起重滑轮钩1T"", ""单位"": ""只"", ""数量"": 3}"
Sheet1,3563,浮球阀带10m线,浮球阀带10m线,套,,2024-10-11T00:00:00,2,,,,"{""日期"": ""2024-10-11T00:00:00"", ""商品名称及规格"": ""浮球阀带10m线"", ""单位"": ""套"", ""数量"": 2}"
Sheet1,3564,下水裤44码,下水裤44码,套,,2024-10-11T00:00:00,1,,,,"{""日期"": ""2024-10-11T00:00:00"", ""商品名称及规格"": ""下水裤44码"", ""单位"": ""套"", ""数量"": 1}"
Sheet1,3565,铝合金快速接头DN50,铝合金快速接头DN50,套,,2024-10-12T00:00:00,4,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""铝合金快速接头DN50"", ""单位"": ""套"", ""数量"": 4}"
Sheet1,3566,卡箍100,卡箍100,只,,2024-10-12T00:00:00,10,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""卡箍100"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3567,防爆耐磨水带DN50,防爆耐磨水带DN50,米,,2024-10-12T00:00:00,100,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""防爆耐磨水带DN50"", ""单位"": ""米"", ""数量"": 100}"
Sheet1,3568,常熟断路器CM3E-630-3300,常熟断路器CM3E-630-3300,只,,2024-10-12T00:00:00,2,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""常熟断路器CM3E-630-3300"", ""单位"": ""只"", ""数量"": 2}"
Sheet1,3569,LED声光报警器24V,LED声光报警器24V,只,,2024-10-12T00:00:00,2,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""LED声光报警器24V"", ""单位"": ""只"", ""数量"": 2}"
Sheet1,3570,背胶草坪1m*3.0,背胶草坪1m*3.0,㎡,,2024-10-12T00:00:00,75,,,,"{""日期"": ""2024-10-12T00:00:00"", ""商品名称及规格"": ""背胶草坪1m*3.0"", ""单位"": ""㎡"", ""数量"": 75}"
Sheet1,3571,3M电工胶布红 黄 兰绿 黑 双色,3M电工胶布红 黄 兰绿 黑 双色,卷,,2024-10-13T00:00:00,120,,,,"{""日期"": ""2024-10-13T00:00:00"", ""商品名称及规格"": ""3M电工胶布红 黄 兰绿 黑 双色"", ""单位"": ""卷"", ""数量"": 120}"
Sheet1,3572,小米二代对讲机,小米二代对讲机,部,,2024-10-14T00:00:00,4,,,,"{""日期"": ""2024-10-14T00:00:00"", ""商品名称及规格"": ""小米二代对讲机"", ""单位"": ""部"", ""数量"": 4}"
Sheet1,3573,电源转换器24V转12V2A,电源转换器24V转12V2A,只,,2024-10-14T00:00:00,3,,,,"{""日期"": ""2024-10-14T00:00:00"", ""商品名称及规格"": ""电源转换器24V转12V2A"", ""单位"": ""只"", ""数量"": 3}"
Sheet1,3574,透明收纳箱80L,透明收纳箱80L,个,,2024-10-14T00:00:00,2,,,,"{""日期"": ""2024-10-14T00:00:00"", ""商品名称及规格"": ""透明收纳箱80L"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,3575,设备维修保养记录本,设备维修保养记录本,本,,2024-10-19T00:00:00,10,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""设备维修保养记录本"", ""单位"": ""本"", ""数量"": 10}"
Sheet1,3576,除胶剂,除胶剂,瓶,,2024-10-19T00:00:00,12,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""除胶剂"", ""单位"": ""瓶"", ""数量"": 12}"
Sheet1,3577,木屑大麻袋装,木屑大麻袋装,袋,,2024-10-19T00:00:00,17,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""木屑大麻袋装"", ""单位"": ""袋"", ""数量"": 17}"
Sheet1,3578,黄油嘴M6,黄油嘴M6,只,,2024-10-21T00:00:00,50,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""黄油嘴M6"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3579,黄油嘴M8,黄油嘴M8,只,,2024-10-21T00:00:00,50,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""黄油嘴M8"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3580,黄油嘴45度M8,黄油嘴45度M8,只,,2024-10-21T00:00:00,50,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""黄油嘴45度M8"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3581,黄油嘴45度M12,黄油嘴45度M12,只,,2024-10-21T00:00:00,50,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""黄油嘴45度M12"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3582,高压钢丝管Φ25,高压钢丝管Φ25,米,,2024-10-21T00:00:00,60,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""高压钢丝管Φ25"", ""单位"": ""米"", ""数量"": 60}"
Sheet1,3583,世达梅开两用扳手41#,世达梅开两用扳手41#,把,,2024-10-21T00:00:00,3,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""世达梅开两用扳手41#"", ""单位"": ""把"", ""数量"": 3}"
Sheet1,3584,304不锈钢球阀DN20,304不锈钢球阀DN20,只,,2024-10-21T00:00:00,10,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""304不锈钢球阀DN20"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3585,304不锈钢球阀DN15,304不锈钢球阀DN15,只,,2024-10-21T00:00:00,10,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""304不锈钢球阀DN15"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3586,高压对丝内角接头18,高压对丝内角接头18,只,,2024-10-21T00:00:00,5,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""高压对丝内角接头18"", ""单位"": ""只"", ""数量"": 5}"
Sheet1,3587,高压钢编管m18*50m,高压钢编管m18*50m,根,,2024-10-21T00:00:00,2,,,,"{""日期"": ""2024-10-21T00:00:00"", ""商品名称及规格"": ""高压钢编管m18*50m"", ""单位"": ""根"", ""数量"": 2}"
Sheet1,3588,黄油嘴M10,黄油嘴M10,只,,2024-10-23T00:00:00,50,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""黄油嘴M10"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3589,黄油嘴M12,黄油嘴M12,只,,2024-10-23T00:00:00,50,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""黄油嘴M12"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3590,黄油嘴45度M6,黄油嘴45度M6,只,,2024-10-23T00:00:00,50,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""黄油嘴45度M6"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3591,黄油嘴45度M10,黄油嘴45度M10,只,,2024-10-23T00:00:00,50,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""黄油嘴45度M10"", ""单位"": ""只"", ""数量"": 50}"
Sheet1,3592,304不锈钢球阀DN10,304不锈钢球阀DN10,只,,2024-10-23T00:00:00,10,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""304不锈钢球阀DN10"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3593,304不锈钢球阀DN8,304不锈钢球阀DN8,只,,2024-10-23T00:00:00,10,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""304不锈钢球阀DN8"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3594,电动油脂泵380V-8L-4出口,电动油脂泵380V-8L-4出口,台,,2024-10-23T00:00:00,2,,,,"{""日期"": ""2024-10-23T00:00:00"", ""商品名称及规格"": ""电动油脂泵380V-8L-4出口"", ""单位"": ""台"", ""数量"": 2}"
Sheet1,3595,加厚铝合金梯子4m,加厚铝合金梯子4m,部,,2024-10-26T00:00:00,2,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""加厚铝合金梯子4m"", ""单位"": ""部"", ""数量"": 2}"
Sheet1,3596,手提式探照灯LED,手提式探照灯LED,个,,2024-10-26T00:00:00,2,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""手提式探照灯LED"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,3597,聚氨酯泡沫填缝剂,聚氨酯泡沫填缝剂,瓶,,2024-10-26T00:00:00,15,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""聚氨酯泡沫填缝剂"", ""单位"": ""瓶"", ""数量"": 15}"
Sheet1,3598,大竹扫把,大竹扫把,把,,2024-10-26T00:00:00,10,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""大竹扫把"", ""单位"": ""把"", ""数量"": 10}"
Sheet1,3599,塑料扫把,塑料扫把,把,,2024-10-26T00:00:00,10,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""塑料扫把"", ""单位"": ""把"", ""数量"": 10}"
Sheet1,3600,帆布手套,帆布手套,付,,2024-10-26T00:00:00,400,,,,"{""日期"": ""2024-10-26T00:00:00"", ""商品名称及规格"": ""帆布手套"", ""单位"": ""付"", ""数量"": 400}"
Sheet1,3601,304不锈钢重体电动法兰蝶阀DN80,304不锈钢重体电动法兰蝶阀DN80,只,,2024-10-27T00:00:00,5,,,,"{""日期"": ""2024-10-27T00:00:00"", ""商品名称及规格"": ""304不锈钢重体电动法兰蝶阀DN80"", ""单位"": ""只"", ""数量"": 5}"
Sheet1,3602,卡仕顿特级气动油250mL,卡仕顿特级气动油250mL,瓶,,2024-10-27T00:00:00,2,,,,"{""日期"": ""2024-10-27T00:00:00"", ""商品名称及规格"": ""卡仕顿特级气动油250mL"", ""单位"": ""瓶"", ""数量"": 2}"
Sheet1,3603,小米二代对讲机,小米二代对讲机,部,,2024-10-27T00:00:00,5,,,,"{""日期"": ""2024-10-27T00:00:00"", ""商品名称及规格"": ""小米二代对讲机"", ""单位"": ""部"", ""数量"": 5}"
Sheet1,3604,进口电机加药泵配减速机,进口电机加药泵配减速机,套,,2024-10-30T00:00:00,1,,,,"{""日期"": ""2024-10-30T00:00:00"", ""商品名称及规格"": ""进口电机加药泵配减速机"", ""单位"": ""套"", ""数量"": 1}"
Sheet1,3605,1.2米螺旋泵杆维修,1.2米螺旋泵杆维修,根,,2024-10-30T00:00:00,1,,,,"{""日期"": ""2024-10-30T00:00:00"", ""商品名称及规格"": ""1.2米螺旋泵杆维修"", ""单位"": ""根"", ""数量"": 1}"
Sheet1,3606,加工螺旋泵主轴套,加工螺旋泵主轴套,个,,2024-10-30T00:00:00,5,,,,"{""日期"": ""2024-10-30T00:00:00"", ""商品名称及规格"": ""加工螺旋泵主轴套"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,3607,博世二坑二槽钻头Φ10*160,博世二坑二槽钻头Φ10*160,支,,2024-10-31T00:00:00,3,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""博世二坑二槽钻头Φ10*160"", ""单位"": ""支"", ""数量"": 3}"
Sheet1,3608,博世二坑二槽钻头Φ14*160,博世二坑二槽钻头Φ14*160,支,,2024-10-31T00:00:00,3,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""博世二坑二槽钻头Φ14*160"", ""单位"": ""支"", ""数量"": 3}"
Sheet1,3609,博世二坑二槽钻头Φ16*200,博世二坑二槽钻头Φ16*200,支,,2024-10-31T00:00:00,3,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""博世二坑二槽钻头Φ16*200"", ""单位"": ""支"", ""数量"": 3}"
Sheet1,3610,胶手套,胶手套,付,,2024-10-31T00:00:00,120,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""胶手套"", ""单位"": ""付"", ""数量"": 120}"
Sheet1,3611,砂纸,砂纸,张,,2024-10-31T00:00:00,150,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""砂纸"", ""单位"": ""张"", ""数量"": 150}"
Sheet1,3612,双柱黄油枪,双柱黄油枪,把,,2024-10-31T00:00:00,2,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""双柱黄油枪"", ""单位"": ""把"", ""数量"": 2}"
Sheet1,3613,抗盐膨润土,抗盐膨润土,吨,,2024-10-31T00:00:00,5,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""抗盐膨润土"", ""单位"": ""吨"", ""数量"": 5}"
Sheet1,3614,运费1次,运费1次,项,,2024-10-31T00:00:00,1,,,,"{""日期"": ""2024-10-31T00:00:00"", ""商品名称及规格"": ""运费1次"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3616,扎带10*500,扎带10*500,包,,2024-11-09T00:00:00,10,,,,"{""日期"": ""2024-11-09T00:00:00"", ""商品名称及规格"": ""扎带10*500"", ""单位"": ""包"", ""数量"": 10}"
Sheet1,3617,扎带10*400,扎带10*400,包,,2024-11-09T00:00:00,10,,,,"{""日期"": ""2024-11-09T00:00:00"", ""商品名称及规格"": ""扎带10*400"", ""单位"": ""包"", ""数量"": 10}"
Sheet1,3618,泥桶,泥桶,个,,2024-11-09T00:00:00,10,,,,"{""日期"": ""2024-11-09T00:00:00"", ""商品名称及规格"": ""泥桶"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,3619,轴承,轴承,个,,2024-11-10T00:00:00,8,,,,"{""日期"": ""2024-11-10T00:00:00"", ""商品名称及规格"": ""轴承"", ""单位"": ""个"", ""数量"": 8}"
