编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02216	不锈钢防水挂锁	材质: 不锈钢；特性: 防水；类型: 通用挂锁	五金/锁具	把	不锈钢通用防水挂锁	状态：可建档 | 可合并；规格/锁梁尺寸缺失 | 与3444同类，规格缺失
REVIEW-MAT-02217	红花油	类型: 红花油	劳保/急救用品	瓶	红花油	品牌/容量缺失
REVIEW-MAT-02218	膨胀螺丝	规格: Φ10*80	紧固件/膨胀螺丝	支	膨胀螺丝Φ10*80	材质/表面处理缺失
REVIEW-MAT-02219	膨胀螺丝	规格: Φ10*110	紧固件/膨胀螺丝	支	膨胀螺丝Φ10*110	材质/表面处理缺失
REVIEW-MAT-02220	膨胀螺丝	规格: Φ12*80	紧固件/膨胀螺丝	支	膨胀螺丝Φ12*80	材质/表面处理缺失
REVIEW-MAT-02221	膨胀螺丝	规格: Φ8*70	紧固件/膨胀螺丝	支	膨胀螺丝Φ8*70	材质/表面处理缺失
REVIEW-MAT-02222	膨胀螺丝	规格: Φ8*90	紧固件/膨胀螺丝	支	膨胀螺丝Φ8*90	材质/表面处理缺失
REVIEW-MAT-02223	膨胀螺丝	规格: Φ12*110	紧固件/膨胀螺丝	支	膨胀螺丝Φ12*110	材质/表面处理缺失
REVIEW-MAT-02224	不锈钢门板插销	材质: 不锈钢；用途: 门板；类型: 插销	五金/门窗五金	付	不锈钢门板插销	尺寸/孔距缺失
REVIEW-MAT-02225	十字螺丝	头型: 十字；规格: Φ5*60	紧固件/螺丝	套	十字螺丝Φ5*60	材质/套件内容缺失
REVIEW-MAT-02226	螺丝套件	强度等级: 8.8；规格: M16*50；包含: 平垫+弹垫	紧固件/螺丝套件	套	8.8级M16*50螺丝带平弹垫	材质/螺母是否包含缺失
REVIEW-MAT-02227	螺丝套件	强度等级: 8.8；规格: M16*120；包含: 平垫+弹垫	紧固件/螺丝套件	套	8.8级M16*120螺丝带平弹垫	材质/螺母是否包含缺失
REVIEW-MAT-02228	螺丝杆	强度等级: 8.8；规格: M10*30	紧固件/螺杆	套	8.8级M10*30螺丝杆	是否套件/材质缺失
REVIEW-MAT-02229	防冻保温棉	特性: 防冻；规格: Φ50	保温材料/保温棉	根	防冻保温棉Φ50	厚度/材质/长度缺失
REVIEW-MAT-02230	电缆三角支架	结构: 三角支架；高度: 0.45m；用途: 电缆	电气/电缆支架	只	电缆三角支架高0.45m	材质/承载缺失
REVIEW-MAT-02231	雨鞋	品牌: 回力；尺码: 41码；配置: 带衬里	劳保耗材/雨具	双	41码回力雨鞋带衬里	材质/筒高缺失
REVIEW-MAT-02232	加厚油布	特征: 加厚；尺寸: 4m*4m	覆盖材料/油布	块	加厚油布4m*4m	材质/克重/防水等级缺失
REVIEW-MAT-02233	加厚油布	特征: 加厚；尺寸: 4m*8m	覆盖材料/油布	块	加厚油布4m*8m	材质/克重/防水等级缺失
REVIEW-MAT-02234	混凝土振动棒	型号/规格: 35型	施工设备/振动棒	根	35型振动棒	电压/长度/接口缺失
REVIEW-MAT-02235	锂电电钻套装	品牌: 东成；供电: 锂电；配置: 带螺丝刀套装	电动工具/手电钻	台	东成锂电电钻带螺丝刀套装	电压/电池配置缺失
REVIEW-MAT-02236	氧气检测表	介质: 氧气；类型: 检测表	仪表/气体检测仪表	只	氧气检测表	量程/精度缺失
REVIEW-MAT-02237	乙炔检测表	介质: 乙炔；类型: 检测表	仪表/气体检测仪表	只	乙炔检测表	量程/精度缺失
REVIEW-MAT-02238	吊装带	额定载荷: 1T；长度: 1.5m	吊装索具/吊带	根	吊带1T*1.5m	状态：可建档 | 可合并；材质/安全系数缺失 | 与3479同类，材质/安全系数缺失
REVIEW-MAT-02239	吊装带	额定载荷: 1T；长度: 1m	吊装索具/吊带	根	吊带1T*1m	材质/安全系数缺失
REVIEW-MAT-02240	高强度全螺纹螺丝套件	强度等级: 12.9；规格: M24*60；原始: 全芽；包含: 平垫+弹垫	紧固件/螺丝套件	套	12.9级M24*60全芽螺丝带平弹垫	`全芽`疑似全牙，螺母是否包含缺失
REVIEW-MAT-02241	抗振储气式压力表	特性: 抗振；结构: 储气式；类型: 压力表	仪表/压力仪表	只	抗振储气式压力表	量程/接口/表径缺失
REVIEW-MAT-02242	镀锌三通	表面: 镀锌；规格: 3寸；类型: 三通	管件/镀锌管件	只	镀锌三通3寸	材质/压力等级缺失
REVIEW-MAT-02243	镀锌弯头	表面: 镀锌；规格: 2寸；类型: 弯头	管件/镀锌管件	只	镀锌弯头2寸	状态：可合并；与3130同类，角度/压力等级缺失
REVIEW-MAT-02244	圆珠笔	类型: 圆珠笔	办公用品/书写工具	支	圆珠笔	颜色/品牌缺失
REVIEW-MAT-02245	记号笔	颜色: 白色	办公用品/书写工具	支	白色记号笔	品牌/粗细缺失
REVIEW-MAT-02246	焊机地线夹	适配: 焊机；类型: 地线夹	焊接工具/焊机配件	把	焊机地线夹	状态：可合并；与3136同类，电流等级缺失
REVIEW-MAT-02247	电缆	品牌: 起帆；规格: 3*4+1*2.5	电气/电线电缆	米	起帆电缆线3*4+1*2.5	型号/电压等级缺失
REVIEW-MAT-02248	不锈钢两片式球阀	品牌: 埃美柯；材质: 304；结构: 两片式；公称通径: DN50	阀门/球阀	只	埃美柯304两片式球阀DN50	压力等级/连接方式缺失
REVIEW-MAT-02249	焊接变径接头	连接: 焊接；规格: 325/159；类型: 变径接头	管件/焊接管件	只	焊接变径接头325/159	材质/壁厚/压力等级缺失
REVIEW-MAT-02250	合金两半扣	材质: 合金；规格: DN50；类型: 两半扣	液压/管路扣件	套	合金两半扣DN50	适配管件/压力等级缺失
