编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02330	铝合金消防枪头管接头套件	材质: 铝合金；规格: 80型；包含: 消防枪头+管接头	安全消防/消防接头	套	80型铝合金消防枪头+管接头	接口标准/压力等级缺失
REVIEW-MAT-02331	铝合金消防枪头管接头套件	材质: 铝合金；规格: 65型；包含: 消防枪头+管接头	安全消防/消防接头	套	65型铝合金消防枪头+管接头	接口标准/压力等级缺失
REVIEW-MAT-02332	梅花开口两用扳手	规格: 13	手动工具/扳手	把	梅花开口扳手13	材质/品牌缺失
REVIEW-MAT-02333	梅花开口两用扳手	规格: 14	手动工具/扳手	把	梅花开口扳手14	材质/品牌缺失
REVIEW-MAT-02334	消防枪头	规格: 50	安全消防/消防接头	只	消防枪头50	材质/接口标准/压力等级缺失
REVIEW-MAT-02335	消防管快速接头	规格: 65；类型: 快接	安全消防/消防接头	只	消防管快接65	材质/接口标准/压力等级缺失
REVIEW-MAT-02336	吸油棉	尺寸: 40cm*50cm*5mm	环保耗材/吸附材料	张	吸油棉40cm*50cm*5mm	吸附容量/材质缺失
REVIEW-MAT-02337	高压清洗机喷嘴	角度: 0度；原始: 喷咀	清洗设备/清洗机配件	只	高压清洗机喷咀0度	接口规格/压力等级缺失
REVIEW-MAT-02338	割嘴	型号: G01-100；规格: 2号；原始: 割咀	焊割工具/割嘴	只	割咀G01-100型2号	适用气体/品牌缺失
REVIEW-MAT-02339	安全绳	直径: Φ8	安全防护/安全绳	米	安全绳Φ8	材质/承载/认证标准缺失
REVIEW-MAT-02340	安全绳	直径: Φ10	安全防护/安全绳	米	安全绳Φ10	材质/承载/认证标准缺失
REVIEW-MAT-02341	安全绳	直径: Φ12	安全防护/安全绳	米	安全绳Φ12	状态：可合并；与3657同类，材质/承载/认证标准缺失 | 与3637同类，材质/承载/认证标准缺失
REVIEW-MAT-02342	老虎钳	规格: 7寸	手动工具/钳类	把	老虎钳7寸	品牌/材质缺失
REVIEW-MAT-02343	浸塑手套	工艺: 浸塑	劳保用品/手套	付	浸塑手套	材质/尺码/防护等级缺失
REVIEW-MAT-02344	橡胶手套	材质: 橡胶	劳保用品/手套	付	橡胶手套	尺码/厚度/防护等级缺失
REVIEW-MAT-02345	尼龙扎带	材质: 尼龙；规格: 10*500	辅料耗材/扎带	包	尼龙扎带10*500	状态：可合并；与3616同类，颜色/每包数量缺失
REVIEW-MAT-02346	吊装带	额定载荷: 1T；长度: 1米	吊装索具/吊带	根	吊带1T*1米	状态：可合并；与3480同类，材质/安全系数缺失
REVIEW-MAT-02347	吊装带	额定载荷: 1T；长度: 1.5米	吊装索具/吊带	根	吊带1T*1.5米	状态：可合并；与3479同类，材质/安全系数缺失
REVIEW-MAT-02348	吊装带	额定载荷: 5T；长度: 3米	吊装索具/吊带	根	吊带5T*3米	材质/安全系数缺失
REVIEW-MAT-02349	乙炔压力表	介质: 乙炔；类型: 压力表	仪表/气体压力表	只	乙炔表	状态：可合并；与3478同类，量程/接口缺失
REVIEW-MAT-02350	焊罩镜片	颜色: 黑色	焊接防护/焊罩配件	盒	焊罩镜片黑色	遮光号/尺寸/每盒数量缺失
