编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02170	镀锌内丝直接	表面: 镀锌；连接: 内丝；规格: 4分；类型: 直接	管件/镀锌管件	只	镀锌4分内丝直接头	材质/压力等级缺失
REVIEW-MAT-02171	手持吸尘器	品牌: 小米；特征: 大功率；类型: 手持	行政后勤/清洁设备	台	小米大功率手持吸尘器	型号/功率缺失
REVIEW-MAT-02172	不锈钢排烟罩	定制: 是；材质: 不锈钢；尺寸: 500*600	定制件/排烟罩	个	订做不锈钢排烟罩500*600	状态：可建档-定制件；图纸/板厚/接口缺失
REVIEW-MAT-02173	不锈钢变径接头	定制: 是；材质: 不锈钢；规格: 450*450；类型: 变径接头	定制件/管路接头	个	订做不锈钢变径接头450*450	状态：可建档-定制件；两端规格/图纸缺失
REVIEW-MAT-02174	空气净化器	品牌: 小米；类型: 空气净化机	行政后勤/空气净化设备	台	小米空气净化机	型号/适用面积缺失
REVIEW-MAT-02175	木方	截面: 50*100；长度: 4m	建筑材料/木材	根	木方50*100*4m	木材等级/材质缺失
REVIEW-MAT-02176	自攻螺丝	长度: 60mm	紧固件/自攻螺丝	盒	自攻螺丝60mm	直径/每盒数量缺失
REVIEW-MAT-02177	钻尾螺丝	长度: 60mm	紧固件/钻尾螺丝	盒	钻尾螺丝60mm	直径/每盒数量缺失
REVIEW-MAT-02178	电工包	品牌: 得力；用途: 电工	工具/工具包	个	得力电工包	尺寸/格数缺失
REVIEW-MAT-02179	圆柄钻头	品牌: 博世；柄型: 圆柄；直径: Φ10；长度: 350	工具/钻头	只	博世圆柄钻头Φ10*350	材质/适配设备缺失
REVIEW-MAT-02180	钻头	品牌: 博世；柄型: 二坑二槽；直径: Φ12；长度: 350	工具/钻头	只	博世二坑二槽钻头Φ12*350	材质/适配设备缺失
REVIEW-MAT-02181	钻头	品牌: 博世；柄型: 二坑二槽；直径: Φ14；长度: 350	工具/钻头	只	博世二坑二槽钻头Φ14*350	材质/适配设备缺失
REVIEW-MAT-02182	钻头	品牌: 博世；柄型: 二坑二槽；直径: Φ16；长度: 350	工具/钻头	只	博世二坑二槽钻头Φ16*350	材质/适配设备缺失
REVIEW-MAT-02183	二保焊机分流器	适配: 500型二保焊机；部件: 分流器；材质/类型: 陶瓷型	焊接耗材/焊枪配件	只	500型二保焊机分流器陶瓷型	适配焊枪型号缺失
REVIEW-MAT-02184	二保焊机分流器	适配: 350型二保焊机；部件: 分流器；材质/类型: 陶瓷型	焊接耗材/焊枪配件	只	350型二保焊机分流器陶瓷型	适配焊枪型号缺失
REVIEW-MAT-02185	水平尺	长度: 1m	工具/测量工具	根	水平尺1m	精度/材质缺失
REVIEW-MAT-02186	水平尺	长度: 0.6m	工具/测量工具	根	水平尺0.6m	精度/材质缺失
REVIEW-MAT-02187	LED灯泡	类型: LED；功率: 30W；接口: 螺口	电气/照明灯具	只	LED30W螺口灯泡	螺口规格/色温缺失
REVIEW-MAT-02188	高强度全螺纹螺丝	强度等级: 12.9；规格: M27*100；原始: 全芽	紧固件/螺丝	套	12.9级M27*100全芽螺丝	`全芽`疑似全牙，套件内容缺失
REVIEW-MAT-02189	氧气管	介质: 氧气；类型: 软管	焊接工具/气体软管	卷	氧气管	内径/长度/压力等级缺失
REVIEW-MAT-02190	乙炔管	介质: 乙炔；类型: 软管	焊接工具/气体软管	卷	乙炔管	内径/长度/压力等级缺失
REVIEW-MAT-02191	带盖带轮垃圾桶	容量: 240L；配置: 带盖+带轮	行政后勤/清洁用品	个	240L垃圾桶带盖轮	材质/颜色缺失
REVIEW-MAT-02192	吊装带	额定载荷: 3T；长度: 2m	吊装索具/吊带	根	吊带3T*2m	材质/安全系数缺失
REVIEW-MAT-02193	吊装带	额定载荷: 2T；长度: 2m	吊装索具/吊带	根	吊带2T*2m	状态：可合并 | 可建档；与2302同类，材质/安全系数缺失 | 材质/安全系数缺失
REVIEW-MAT-02194	电缆	品牌: 起帆；规格: 3*2.5+1*1.5	电气/电线电缆	米	起帆电缆线3*2.5+1*1.5	电缆型号/电压等级缺失
REVIEW-MAT-02195	消防水带	特性: 防爆；直径: Φ80	安全消防/消防水带	米	防爆消防水带Φ80	压力等级/接口标准缺失
REVIEW-MAT-02196	铝合金消防接头	材质: 铝合金；直径: Φ80	安全消防/消防接头	套	铝合金消防接头Φ80	接口标准/密封件缺失
REVIEW-MAT-02197	抱箍	规格: 80；类型: 抱箍	管夹/卡箍	只	抱箍80	材质/适配管径缺失
REVIEW-MAT-02198	高压水带	直径: Φ80；类型: 高压水带	管材/高压水带	米	高压水带Φ80	压力等级/材质缺失
REVIEW-MAT-02199	磁吸式软玻璃门帘	结构: 磁吸式；颜色: 透明；尺寸: 2.55m*1.46m；厚度: 3mm	行政后勤/门帘	付	磁吸式透明软玻璃门帘2.55m*1.46m*3mm	材质等级缺失
REVIEW-MAT-02200	铁丝	规格: 12#；材质: 铁	五金耗材/金属丝	KG	铁丝12#	表面处理/线径换算缺失
