编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02286	铜接头	材质: 铜；适配线径: 120平方	电气/接线端子	只	铜接头120平方	类型/孔径/镀层缺失
REVIEW-MAT-02287	铜接头	材质: 铜；适配线径: 95平方	电气/接线端子	只	铜接头95平方	类型/孔径/镀层缺失
REVIEW-MAT-02288	铜接头	材质: 铜；适配线径: 70平方	电气/接线端子	只	铜接头70平方	类型/孔径/镀层缺失
REVIEW-MAT-02289	对讲机	品牌: 小米；型号: 二代	通讯设备/对讲机	部	小米二代对讲机	状态：可合并；与3572/3603同类，频段/功率缺失 | 与3558同类，频段/功率缺失
REVIEW-MAT-02290	水泥钉	长度: 40mm	紧固件/钉类	盒	水泥钉40mm	直径/每盒数量缺失
REVIEW-MAT-02291	起重滑轮钩	品牌: 沪工；额定载荷: 1T	吊装索具/滑轮钩	只	沪工起重滑轮钩1T	轮数/安全认证缺失
REVIEW-MAT-02292	浮球阀	配线长度: 10m	阀门/液位控制阀	套	浮球阀带10m线	口径/电压/材质缺失
REVIEW-MAT-02293	下水裤	尺码: 44码	劳保用品/防水服	套	下水裤44码	材质/筒高缺失
REVIEW-MAT-02294	铝合金快速接头	材质: 铝合金；公称通径: DN50	管件/快速接头	套	铝合金快速接头DN50	接口形式/压力等级缺失
REVIEW-MAT-02295	防爆耐磨水带	特性: 防爆耐磨；公称通径: DN50	安全消防/水带	米	防爆耐磨水带DN50	压力等级/材质/接口缺失
REVIEW-MAT-02296	塑壳断路器	品牌: 常熟；型号: CM3E-630-3300	电气/断路器	只	常熟断路器CM3E-630-3300	极数/额定电流脱扣参数需确认
REVIEW-MAT-02297	LED声光报警器	光源: LED；电压: 24V	电气/报警器	只	LED声光报警器24V	声级/安装方式/防护等级缺失
REVIEW-MAT-02298	电源转换器	输入: 24V；输出: 12V；电流: 2A	电气/电源模块	只	电源转换器24V转12V2A	功率/接口/防护等级缺失
REVIEW-MAT-02299	透明收纳箱	颜色/透明度: 透明；容量: 80L	行政后勤/收纳用品	个	透明收纳箱80L	尺寸/材质缺失
REVIEW-MAT-02300	设备维修保养记录本	用途: 设备维修保养记录	办公用品/记录本	本	设备维修保养记录本	页数/规格缺失
