编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00523	橡胶支座	定制: 是；材质: 橡胶；类型: 支座	定制件/橡胶件	个	定做橡胶支座	状态：可建档-定制件；图纸/尺寸/硬度缺失
REVIEW-MAT-00524	电子血压计	品牌: 鱼跃；类型: 电子血压计	劳保耗材/急救用品	台	鱼跃电子血压计	型号缺失
REVIEW-MAT-00525	太阳能LED灯	品牌: 公牛；功率: 80W；供电: 太阳能	电气材料/照明	套	公牛80w太阳能LED灯	电池容量/防水等级缺失
REVIEW-MAT-00526	安全帽一字带	适用: 安全帽；类型: 一字带	劳保耗材/头部防护配件	只	安全帽一字带	适配型号缺失
REVIEW-MAT-00527	LED灯带	品牌: 雷士；电压: 36V；灯珠: 120珠	电气材料/照明	米	雷士36V120珠灯带LED	功率/色温/IP等级缺失
REVIEW-MAT-00528	开关电源	输出电压: 36V；功率: 400W	电气材料/电源电器	个	36V 400w电源	状态：可建档 | 可合并；输入电压/IP等级缺失 | 与第940行同物料，输入电压缺失
REVIEW-MAT-00529	潜水泵	电压: 380V；功率: 2.2kW	设备/泵类设备	台	380V 2.2千w潜水泵	流量/扬程缺失
REVIEW-MAT-00530	五坑钻头	品牌: 方大同；规格: 35*500；柄型: 五坑	工具器具/工具配件	支	方大同35*500五坑钻头	材质缺失
REVIEW-MAT-00531	冲击钻头	品牌: 方大同；规格: 18*400	工具器具/工具配件	支	方大同18x400冲击钻头	柄型/材质缺失
REVIEW-MAT-00532	冲击钻头	品牌: 方大同；规格: 30*400	工具器具/工具配件	支	方大同30x400冲击钻头	柄型/材质缺失
REVIEW-MAT-00533	黑扎丝	直径: 1mm；颜色: 黑色	五金备件/金属丝材	米	1mm黑扎丝	材质/包装缺失
REVIEW-MAT-00534	黑扎丝	直径: 2mm；颜色: 黑色	五金备件/金属丝材	米	2mm黑扎丝	材质/包装缺失
REVIEW-MAT-00535	总开关	电流: 100A；用途: 总开关	电气材料/低压电器	个	100A总开关	极数/品牌/型号缺失
REVIEW-MAT-00536	漏电保护器	电流: 40A；类型: 漏电保护	电气材料/低压电器	个	40A漏电保护	极数/漏电动作电流缺失
REVIEW-MAT-00537	空气开关	电流: 16A	电气材料/低压电器	个	16A空开	极数/品牌/型号缺失
REVIEW-MAT-00538	五坑钻头	规格: 28*800；柄型: 五坑	工具器具/工具配件	支	28*800五孔钻头	材质/品牌缺失
REVIEW-MAT-00539	绝缘胶带	类型: 绝缘胶带	电气材料/电工耗材	卷	绝缘胶带	颜色/宽度/长度缺失
REVIEW-MAT-00540	电源极性检测器	用途: 电源极性检测	工具器具/检测仪器	台	电源极性检测器	电压范围/品牌缺失
REVIEW-MAT-00541	沉降观测钉带牌	类型: 观测钉；包含: 标识牌	工程材料/测量标识	套	沉降观测钉带牌	材质/规格缺失
REVIEW-MAT-00542	十字测钉	表面: 镀锌；类型: 十字测钉	工程材料/测量标识	个	镀锌十字测钉	规格缺失
REVIEW-MAT-00543	LED充电头灯	类型: 头灯；供电: 充电；光源: LED	电气材料/照明	个	LED充电头灯	电池容量/亮度缺失
REVIEW-MAT-00544	五坑钻头	品牌: 方大同；规格: 14*400；柄型: 五坑	工具器具/工具配件	支	方大同14*400五孔钻头	材质缺失
REVIEW-MAT-00545	五坑钻头	品牌: 方大同；规格: 14*600；柄型: 五坑	工具器具/工具配件	支	方大同14*600五孔钻头	材质缺失
REVIEW-MAT-00546	五坑钻头	品牌: 方大同；规格: 16*280；柄型: 五坑	工具器具/工具配件	支	方大同16*280五孔钻头	材质缺失
REVIEW-MAT-00547	彩钢瓦	厚度/规格: 0.5	建筑材料/板材	平方	0.5彩钢瓦	颜色/板型缺失
REVIEW-MAT-00548	油布	特征: 加厚	建筑材料/防护覆盖	平方	加厚油布	状态：可建档 | 可合并；材质/克重缺失 | 与第993行同物料，材质/克重缺失
REVIEW-MAT-00549	灭火器	容量: 4KG	消防器材/灭火器	支	4KG灭火器	类型: 干粉/二氧化碳等缺失
REVIEW-MAT-00550	消防箱	类型: 消防箱	消防器材/消防箱	个	消防箱子	状态：可建档-低精度；尺寸/材质缺失
