编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02016	加厚周转箱	特征: 加厚；尺寸: 600*400*150	容器/周转箱	个	加厚周转箱600*400*150	材质/颜色缺失
REVIEW-MAT-02017	钻头	品牌: 博世；柄型: 二坑三槽；直径: Φ20；长度: 280	工具/钻头	支	博世二坑三槽钻头Φ20*280	材质/适配设备缺失
REVIEW-MAT-02018	钻头	品牌: 博世；柄型: 二坑三槽；直径: Φ22；长度: 280	工具/钻头	支	博世二坑三槽钻头Φ22*280	材质/适配设备缺失
REVIEW-MAT-02019	碳刷	规格: 900#	电动工具/电机配件	副	碳刷900#	尺寸/适配电机缺失
REVIEW-MAT-02020	碳刷	规格: 43#	电动工具/电机配件	副	碳刷43#	尺寸/适配电机缺失
REVIEW-MAT-02021	膨胀止水条	规格: 5mm*30mm；类型: 膨胀止水条	建材/防水材料	米	膨胀止水条5mm*30mm	材质/膨胀率缺失
REVIEW-MAT-02022	尼龙扎带	规格: 8*300	电气耗材/扎带	包	扎带8*300	每包数量/材质缺失
REVIEW-MAT-02023	不锈钢烟灰桶	材质: 304不锈钢；类型: 烟灰桶	行政后勤/清洁用品	个	304不锈钢烟灰桶	容量/尺寸缺失
REVIEW-MAT-02024	插线板	品牌: 公牛；结构: 双排；线长: 3m	电气/插排	只	公牛双排插板3m	插位数/额定电流缺失
REVIEW-MAT-02025	火钳	类型: 火钳	工具/夹持工具	把	火钳	长度/材质缺失
REVIEW-MAT-02026	铜接线端子	材质: 铜；适配线径: 185平方	电气/接线端子	只	铜接头185平方	孔径/端子类型缺失
REVIEW-MAT-02027	高压防水自粘带	品牌: 3M；特性: 高压防水；类型: 自粘带	电气耗材/绝缘胶带	卷	3M高压防水自粘带	宽度/长度/型号缺失
REVIEW-MAT-02028	接地桩	规格: M16*1m；用途: 接地	电气/接地材料	根	接地桩M16*1m	材质/镀层缺失
REVIEW-MAT-02029	镀锌螺丝套件	表面: 镀锌；规格: M12*30	紧固件/螺丝套件	套	镀锌螺丝M12*30	套件内容/强度等级缺失
REVIEW-MAT-02030	双色接地线	品牌: 起帆；用途: 接地；截面积: 16平方；颜色: 双色	电气/电线电缆	米	起帆双色接地线16平方	状态：可建档 | 可合并；具体颜色/型号缺失 | 与3187同类，具体颜色缺失
REVIEW-MAT-02031	绝缘电阻表	品牌: 人民；测试电压: 500V；量程: 500兆欧	仪表/电气仪表	只	人民摇表500V-500兆欧	精度/型号缺失
REVIEW-MAT-02032	洗洁精	包装: 2KG	清洁耗材/清洁剂	桶	洗洁精2KG	品牌/用途缺失
REVIEW-MAT-02033	气动油	品牌: 卡仕顿；等级: 特级；容量: 250mL	油品/润滑油	瓶	卡仕顿特级气动油250mL	粘度等级/型号缺失 | 粘度等级/SDS缺失
REVIEW-MAT-02034	时控开关	品牌: 施耐德；电压: 220V；额定电流: 10A	电气/低压电器	只	施耐德时控开关220V/10A	型号/程序功能缺失
REVIEW-MAT-02035	绝缘橡胶板	特性: 绝缘；厚度: 3mm	绝缘材料/橡胶板	KG	绝缘橡胶板3mm	耐压等级/宽度长度缺失
REVIEW-MAT-02036	插座	型号: DKJ35-50；颜色: 黑色	电气/插头插座	只	DKJ35-50黑色插座	额定电流/接口类型缺失
REVIEW-MAT-02037	工字钢	规格: 16#	钢材/型钢	米	工字钢16#	材质/标准缺失
REVIEW-MAT-02038	交流接触器	品牌: 人民；系列/型号: CJX2-1810	电气/低压电器	只	人民交流接触器CJX2-1810	线圈电压缺失
REVIEW-MAT-02039	冷压线鼻端子	类型: OT；规格: 2.5-4	电气/接线端子	包	冷压线鼻端子OT2.5-4	材质/每包数量缺失
REVIEW-MAT-02040	冷压线鼻端子	类型: OT；规格: 4-6	电气/接线端子	包	冷压线鼻端子OT4-6	材质/每包数量缺失
REVIEW-MAT-02041	冷压线鼻端子	类型: OT；规格: 6-8	电气/接线端子	包	冷压线鼻端子OT6-8	材质/每包数量缺失
REVIEW-MAT-02042	剥线钳	类型: 多功能剥线钳	工具/电工工具	把	多功能剥线钳	剥线范围/品牌缺失
REVIEW-MAT-02043	感应电笔	类型: 感应电笔	工具/电工工具	支	感应电笔	测量范围/品牌缺失
REVIEW-MAT-02044	钳形电流表	精度: 高精度；量程: 1000A	仪表/电气仪表	个	高精度钳流表1000A	品牌/精度等级/交直流缺失
REVIEW-MAT-02045	电工包	材质: 帆布；用途: 电工	工具/工具包	个	帆布电工包	尺寸/格数缺失
REVIEW-MAT-02046	三叉套筒扳手	规格: 14-17-19；类型: 三叉套筒	工具/手动工具	把	三叉套筒扳手14-17-19	材质/品牌缺失
REVIEW-MAT-02047	三叉套筒扳手	规格: 13-16-18；类型: 三叉套筒	工具/手动工具	把	三叉套筒扳手13-16-18	材质/品牌缺失
REVIEW-MAT-02048	三叉套筒扳手	规格: 10-12-14；类型: 三叉套筒	工具/手动工具	把	三叉套筒扳手10-12-14	材质/品牌缺失
REVIEW-MAT-02049	T型套筒扳手套装	类型: T型套筒；规格范围: 8-19；件数: 6件	工具/手动工具	套	T型套筒扳手8-19/6件套装	材质/品牌缺失
REVIEW-MAT-02050	绝缘十字螺丝刀	头型: 十字；规格: 4*100；特性: 绝缘	工具/电工工具	把	绝缘十字螺丝刀4*100	绝缘耐压等级/品牌缺失
