编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02118	镀锌外丝直接	表面: 镀锌；连接: 外丝；规格: 1寸；长度: 100mm	管件/镀锌管件	只	镀锌外丝直接1寸*100mm	材质/压力等级缺失
REVIEW-MAT-02119	镀锌变径接头	表面: 镀锌；规格: 1寸/6分；类型: 大小头/变径	管件/镀锌管件	只	镀锌大小头1寸/6分	连接形式/压力等级缺失
REVIEW-MAT-02120	不锈钢外丝变径接头	材质: 304不锈钢；连接: 外丝；规格: 6分/4分	管件/不锈钢管件	只	304不锈钢外丝变径6分/4分	压力等级缺失
REVIEW-MAT-02121	防护罩加工件	加工: 是；尺寸: 1.2米*2.7米*0.8米	定制件/防护罩	件	加工防护罩1.2米*2.7米*0.8米	状态：可建档-定制件；材质/图纸/用途缺失
REVIEW-MAT-02122	橡胶垫片	材质: 橡胶；规格: 50	密封件/垫片	个	橡胶垫片50	内径/外径/厚度缺失
REVIEW-MAT-02123	螺纹锁固胶	品牌: 乐泰；型号: 243	胶粘剂/螺纹锁固胶	瓶	乐泰243胶水	状态：可合并；与2594同类，容量/包装单位需统一
REVIEW-MAT-02124	发泡胶	类型: 发泡胶	胶粘剂/发泡胶	瓶	发泡胶	品牌/容量/阻燃等级缺失
REVIEW-MAT-02125	复合吸油棉	材质/类型: 复合；尺寸: 400*500*5	清洁耗材/吸油棉	张	复合吸油棉400*500*5	吸油量/材质等级缺失
REVIEW-MAT-02126	PVC管加工件	加工: 是；材质: PVC；直径: Φ200；长度: 1.5m	定制件/塑料管加工件	根	加工PVC管Φ200*1.5m	状态：可建档-定制件；壁厚/用途/图纸缺失
REVIEW-MAT-02127	PVC直接	材质: PVC；直径: Φ200；类型: 直接	管件/PVC管件	只	PVC管Φ200直接	压力等级/连接方式缺失
REVIEW-MAT-02128	PVC胶水	用途: PVC粘接	胶粘剂/PVC胶水	瓶	PVC胶水	状态：可合并；与2517同类，品牌/容量缺失
REVIEW-MAT-02129	膨胀螺丝	规格: Φ10	紧固件/膨胀螺丝	支	膨胀螺丝Φ10	长度/材质缺失
REVIEW-MAT-02130	镀锌骑马卡	表面: 镀锌；规格: Φ200；类型: 骑马卡	管夹/管路固定件	个	镀锌骑马卡Φ200	材质/孔距缺失
REVIEW-MAT-02131	不锈钢排气阀	材质: 不锈钢；特征: 大帽	阀门/排气阀	只	不锈钢大帽排气阀	规格/压力等级缺失
REVIEW-MAT-02132	自攻螺丝	规格: M4	紧固件/自攻螺丝	只	自攻螺丝M4	长度/头型/材质缺失
REVIEW-MAT-02133	遮阳伞	规格: 2.2m；类型: 大遮阳伞	行政后勤/生活用品	把	大遮阳伞2.2m	材质/底座是否包含缺失
REVIEW-MAT-02134	尖嘴钳	品牌: 世达；规格: 6寸；类型: 尖嘴钳	工具/手动工具	把	世达尖嘴钳6寸	型号缺失
REVIEW-MAT-02135	钻尾螺丝	规格: M5.5*80；包装: 大盒	紧固件/钻尾螺丝	盒	钻尾螺丝M5.5*80大盒	每盒数量/材质缺失
REVIEW-MAT-02136	垃圾袋	尺寸: 1m*1.2m	行政后勤/清洁用品	条	垃圾袋1m*1.2m	厚度/每包数量缺失
REVIEW-MAT-02137	钻头	直径: Φ14；长度: 150	工具/钻头	支	钻头Φ14*150	柄型/材质缺失
REVIEW-MAT-02138	编织袋	尺寸: 0.8m*1.2m	包装材料/编织袋	条	编织袋0.8m*1.2m	承重/材质缺失
REVIEW-MAT-02139	内六角螺丝套件	强度等级: 8.8；头型: 内六角；规格: M10*50；包含: 螺母	紧固件/螺丝套件	套	8.8级内六角螺丝M10*50带螺母	平垫/弹垫是否包含需确认
REVIEW-MAT-02140	供水增压泵	用途: 供水增压	设备/泵	台	供水增压泵	流量/扬程/功率缺失
REVIEW-MAT-02141	水泵自动控制开关	用途: 水泵自动控制	电气/泵控制	台	水泵自动控制开关	电压/电流/控制方式缺失
REVIEW-MAT-02142	不锈钢保温水箱	容量: 5T；材质: 不锈钢；形状: 圆形；特性: 保温	容器/水箱	个	5T不锈钢圆形保温水箱	尺寸/板厚/保温层缺失
REVIEW-MAT-02143	不锈钢补水球阀	材质: 不锈钢；用途: 补水；规格: 4寸	阀门/球阀	只	4寸不锈钢补水球阀	压力等级/连接方式缺失
REVIEW-MAT-02144	PPR截止阀	品牌: 公元；材质: PPR；规格: 32；类型: 截止阀	管件/PPR管件	只	公元PPR32截止阀	压力等级缺失
REVIEW-MAT-02145	不锈钢球阀	材质: 不锈钢；规格: 32	阀门/球阀	只	不锈钢球阀32	口径单位/压力等级缺失
REVIEW-MAT-02146	PPR管	品牌: 公元；材质: PPR；规格: 32	管材/PPR管	米	公元PPR32管	压力等级/壁厚缺失
REVIEW-MAT-02147	PPR三通	品牌: 公元；材质: PPR；规格: 32；类型: 三通	管件/PPR管件	只	公元PPR32三通	压力等级缺失
REVIEW-MAT-02148	PPR弯头	品牌: 公元；材质: PPR；规格: 32；类型: 弯头	管件/PPR管件	只	公元PPR32弯头	角度/压力等级缺失
REVIEW-MAT-02149	PPR直接	品牌: 公元；材质: PPR；规格: 32；类型: 直接	管件/PPR管件	只	公元PPR32直接	压力等级缺失
REVIEW-MAT-02150	电缆	规格: 4*4平方	电气/电线电缆	米	电缆线4*4平方	型号/品牌/电压等级缺失
