编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01169	卡箍接头	加工: 是；规格: 89；类型: 卡箍接头	定制件/管路接头	个	加工89卡箍接头	状态：可建档-定制件；材质/图纸/沟槽尺寸缺失
REVIEW-MAT-01170	焊接弯头	规格: 89；壁厚: 10；连接: 焊接	管件/弯头	个	89*10焊接弯头	角度/材质缺失
REVIEW-MAT-01171	焊接弯头	规格: 168；壁厚: 10；连接: 焊接	管件/弯头	个	168*10焊接弯头	角度/材质缺失
REVIEW-MAT-01172	扁钢	规格: 50*5	钢材/型材	米	50*5扁铁	材质/执行标准缺失
REVIEW-MAT-01173	机械密封	型号: 6205	备品备件/密封件	个	6205机械密封	材质/适配设备缺失
REVIEW-MAT-01174	螺丝	规格: M24*230	紧固件/螺丝	个	24*230螺丝	状态：可建档 | 可合并；头型/强度等级/材质缺失 | 与1959同类，头型/材质缺失
REVIEW-MAT-01175	加厚垫片	规格: M24；特征: 加厚	紧固件/垫圈	个	24加厚垫片	状态：可建档 | 可合并；材质/厚度缺失 | 与1960同类，材质/厚度缺失
REVIEW-MAT-01176	防松螺母	规格: M24；类型: 防松	紧固件/螺母	个	24防松螺母 | 24防松 螺母	状态：可建档 | 可合并；材质/强度等级缺失 | 与1961同类，材质/强度等级缺失
REVIEW-MAT-01177	机油	品牌: 道达尔；牌号: 46#；包装: 20L	化工耗材/润滑油	桶	道达尔46#机油20升	系列型号/油品类型需确认
REVIEW-MAT-01178	橡胶锤	材质: 橡胶	工具/手动工具	个	橡皮锤	重量/柄材质缺失
REVIEW-MAT-01179	焊接卡箍	加工: 是；规格: 219；连接: 焊接	定制件/管路接头	个	加工219焊接卡箍	状态：可建档-定制件；材质/图纸/用途缺失
REVIEW-MAT-01180	高压油管	规格: 76*4	液压/高压管路	米	76*4高压油管	76是否管径、4是否层数/壁厚需确认
REVIEW-MAT-01181	美工刀	品牌: 得力；颜色: 黑色	工具/刀具	个	得力黑美工刀	刀片宽度缺失
REVIEW-MAT-01182	美工刀片	类型: 美工刀片	工具耗材/刀片	合	美工刀片	单位疑似盒，规格/片数缺失
REVIEW-MAT-01183	塑料箱	规格: 大；型号/规格: 75	行政后勤/收纳用品	个	大塑料箱75	尺寸/容量缺失
REVIEW-MAT-01184	法兰异径接头	加工: 是；规格: 34*60；连接: 法兰；类型: 大小头	定制件/管路接头	套	加工34*60法兰大小头	状态：可建档-定制件；材质/压力等级/图纸缺失
REVIEW-MAT-01185	钢丝刷	类型: 钢丝刷	工具/清理工具	个	钢丝刷	状态：可合并；尺寸/柄型缺失
REVIEW-MAT-01186	台钳	开口: 400；规格: 16寸；特征: 加重	工具/夹持工具	台	加重400开口16寸台钳	品牌/型号缺失
REVIEW-MAT-01187	螺丝	规格: M20*30	紧固件/螺丝	个	M20*30螺丝	头型/强度等级/材质缺失
REVIEW-MAT-01188	螺丝	规格: M20*35	紧固件/螺丝	个	M20*35螺丝	状态：可合并；与1685同类，单位套/个需统一
REVIEW-MAT-01189	螺丝	规格: M20*130	紧固件/螺丝	个	M20*130螺丝	头型/强度等级/材质缺失
REVIEW-MAT-01190	内六角扳手套装	品牌: 世达；规格范围: 1.5-10	工具/手动工具	套	1.5-10世达内六角扳手	件数/型号缺失
REVIEW-MAT-01191	开口梅花扳手套装	品牌: 世达；规格范围: 8-24	工具/手动工具	套	8-24世达开口梅花扳手	件数/型号缺失
REVIEW-MAT-01192	鸭嘴吊具	额定载荷: 20T；型式: 鸭嘴；功能: 万能	吊装索具/吊具	个	20T鸭嘴万能吊具	认证标准/开口范围缺失
REVIEW-MAT-01193	轴承	品牌: TIMKEN；型号: J90354；进口: 是	备品备件/轴承	个	进口TIMKEN-J90354轴承	轴承类型/尺寸缺失
REVIEW-MAT-01194	轴套	加工: 是；部件: 轴套	定制件/机械加工件	个	加工轴套	状态：可建档-定制件；图纸/材质/尺寸缺失
REVIEW-MAT-01195	管道增压泵	电压: 380V；功率: 3kW；类型: 管道增压泵	设备备件/泵	个	380V*3千瓦管道增压泵	流量/扬程/口径/型号缺失
REVIEW-MAT-01196	管道增压泵	电压: 380V；功率: 1.5kW；类型: 管道增压泵	设备备件/泵	个	380V*1.5千瓦管道增压泵	流量/扬程/口径/型号缺失
REVIEW-MAT-01197	变频自吸泵	功率: 1.5kW；控制: 全自动变频；类型: 自吸泵	设备备件/泵	个	全自动变频自吸泵1.5千瓦	电压/流量/扬程/型号缺失
REVIEW-MAT-01198	电镐碳刷	适用设备: 电镐；部件: 碳刷	工具备件/电动工具配件	付	电镐碳刷	尺寸/适配型号缺失
REVIEW-MAT-01199	记号笔	品类: 记号笔	办公耗材/书写用品	支	记号笔	状态：可合并；与1452同类，颜色/粗细缺失
REVIEW-MAT-01200	建筑模板	尺寸: 2.44*1.22*15	建筑材料/模板木方	张	2.44*1.22*15模板	材质/厚度单位缺失
