编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00074	螺口灯头	接口: 螺口	电气材料/照明配件	个	螺口灯头	状态：可建档-低精度；E27/E14 等规格缺失
REVIEW-MAT-00075	排气扇	规格: 50*50	电气材料/通风设备	台	50*50排气扇	
REVIEW-MAT-00076	漏电保护器	品牌: 施耐德；极数: 2P；电流: 63A	电气材料/低压电器	个	2P*63A施耐德漏电保护器	
REVIEW-MAT-00077	空气开关	品牌: 施耐德；极数: 3P；电流: 63A	电气材料/低压电器	个	3P*63A施耐德空气开关	
REVIEW-MAT-00078	不锈钢洗脸盆	材质: 不锈钢；长度: 2米；特征: 加厚	工程材料/洁具	台	2米加厚不锈钢洗脸盆	
REVIEW-MAT-00079	大弯水龙头	类型: 大弯	工程材料/水暖五金	个	大弯水龙头	状态：可建档-低精度；材质/接口规格缺失
REVIEW-MAT-00080	洗脸盆下水管	用途: 洗脸盆；类型: 下水管	工程材料/洁具配件	套	洗脸盆下水管	状态：可建档 | 可合并；与第126行同物料
REVIEW-MAT-00081	沙子	包装: 大包	建筑材料/水泥砂石	包	大包沙子	状态：可建档-低精度；粒径/重量缺失
REVIEW-MAT-00082	石子	包装: 大包	建筑材料/水泥砂石	包	大包石子	状态：可建档-低精度；粒径/重量缺失
REVIEW-MAT-00083	帆布手套	类型: 双重/双层帆布	劳保耗材/手套	双	双重帆布手套	
REVIEW-MAT-00084	铜挂锁	材质: 铜	五金备件/锁具	个	铜挂锁	状态：可建档-低精度；规格尺寸缺失
REVIEW-MAT-00085	扫把	类型: 扫把	清洁用品/清洁工具	个	扫把	状态：可建档-低精度；材质缺失
REVIEW-MAT-00086	断点检测电笔	功能: 找断点/测电	工具器具/电工工具	个	找断点电笔	状态：可合并；与第55行同物料，单位待统一
REVIEW-MAT-00087	多功能剥线钳	品牌: 世达；类型: 多功能剥线钳	工具器具/手动工具	个	世达多功能剥线钳	状态：可合并；与第54行同物料，单位待统一
REVIEW-MAT-00088	冷热水龙头	规格: 4分；类型: 冷热	工程材料/水暖五金	个	4分冷热水龙头	状态：可建档 | 可合并；材质缺失 | 与第139行同物料
REVIEW-MAT-00089	PPR过桥弯	品牌: 公元；规格: 25；类型: 过桥弯	工程材料/PPR管件	个	公元25PPR过桥弯	
REVIEW-MAT-00090	PPR异径直接	规格: 32*25；类型: 大小头/异径	工程材料/PPR管件	个	PPR32*25大小头	
REVIEW-MAT-00091	电缆	品牌: 起帆；规格: 3*6+1	电气材料/电线电缆	米	3*6+1起帆电缆	电缆型号如 YJV/RVV 缺失
REVIEW-MAT-00092	铜鼻子	规格: 100A；材质: 铜	电气材料/接线端子	个	100A铜鼻子	
REVIEW-MAT-00093	铜鼻子	规格: 200A；材质: 铜	电气材料/接线端子	个	200A铜鼻子	
REVIEW-MAT-00094	垃圾袋	规格: 大	清洁用品/垃圾袋	个	大垃圾袋	状态：可建档 | 可合并；厚度/尺寸缺失 | 与第149行同物料
REVIEW-MAT-00095	防护眼镜	用途: 打磨	劳保耗材/眼面防护	个	打磨眼镜	
REVIEW-MAT-00096	PPR三通	规格: 25；类型: 三通	工程材料/PPR管件	个	25PPR三通	状态：可合并；与第66行同类，缺品牌
REVIEW-MAT-00097	PPR内牙弯头	规格: PPR25*4分；连接: 内牙；类型: 弯头	工程材料/PPR管件	个	PPR25*4内牙弯头	
REVIEW-MAT-00098	镀锌角铁	材质/表面: 镀锌；规格: 4*4*0.5	金属材料/型材	米	4*4*0.5镀锌角铁	状态：可建档 | 可合并；单位规格需确认 cm/mm | 与第153行同物料
REVIEW-MAT-00099	羊毛刷	规格: 4寸	工具器具/涂装工具	个	4寸羊毛刷	
REVIEW-MAT-00100	三通	品牌: 公元；规格: 75；类型: 三通	工程材料/排水管件	个	公元75三通	材质需按同批胶管确认
