编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00623	洗洁精	类型: 洗洁精	劳保耗材/清洁用品	支	洗洁精	容量/品牌缺失
REVIEW-MAT-00624	吊带	载荷: 5吨；长度: 6m	吊装索具/吊带	条	吊带5吨×6m	状态：可合并；与第679行同物料，单位付/条需统一
REVIEW-MAT-00625	直通	品牌: 公元；规格: 110；类型: 直通	工程材料/PVC管件	个	公元110直通	材质需确认
REVIEW-MAT-00626	管卡	品牌: 公元；规格: 110	工程材料/管道紧固	个	公元110管卡	材质缺失
REVIEW-MAT-00627	方形集水斗	品牌: 公元；规格: 110；形状: 方形	工程材料/排水管件	个	公元110方形集水斗	材质/安装方式缺失
REVIEW-MAT-00628	调和漆	颜色: 红色；类型: 调和漆	化工耗材/涂料	桶	红色调和油漆	包装/品牌缺失
REVIEW-MAT-00629	调和漆	颜色: 中黄；类型: 调和漆	化工耗材/涂料	桶	中黄调和油漆	包装/品牌缺失
REVIEW-MAT-00630	快速插头	电压: 220V；类型: 快速插头	电气材料/插头插座	个	220v快速插头	电流/极数/IP等级缺失
REVIEW-MAT-00631	快速插座	电压: 220V；类型: 快速插座	电气材料/插头插座	个	220v快速插座	电流/极数/IP等级缺失
REVIEW-MAT-00632	快速插头	电压: 380V；类型: 快速插头	电气材料/插头插座	个	380v快速插头	电流/极数/IP等级缺失
REVIEW-MAT-00633	快速插座	电压: 380V；类型: 快速插座	电气材料/插头插座	个	380v快速插座	电流/极数/IP等级缺失
REVIEW-MAT-00634	帆布手套	材质: 帆布；特征: 加厚、双层	劳保耗材/手套	双	加厚双层帆布手套	尺码缺失
REVIEW-MAT-00635	滚筒刷	规格: 8寸	工具器具/涂装工具	支	8寸滚筒	材质缺失
REVIEW-MAT-00636	滚筒刷	规格: 4寸	工具器具/涂装工具	支	4寸滚筒	材质缺失
REVIEW-MAT-00637	小滚筒刷	规格: 4寸；类型: 小滚筒	工具器具/涂装工具	支	4寸小滚筒	材质缺失
REVIEW-MAT-00638	自喷漆	品牌: 三和；颜色: 灰色；类型: 自喷漆	化工耗材/涂料	支	三和灰色喷漆	状态：可合并；与第496行同物料，容量缺失
REVIEW-MAT-00639	垃圾袋	规格: 大号	劳保耗材/清洁用品	个	大垃圾袋子	状态：可合并；与前文垃圾袋同类，尺寸/厚度缺失 | 与第1167行同物料，尺寸缺失
REVIEW-MAT-00640	二氧化碳减压表	适用气体: 二氧化碳；类型: 压力表/减压表	焊接耗材/气体配件	个	二氧化碳表	量程/接口缺失
REVIEW-MAT-00641	乙炔减压表	适用气体: 乙炔；类型: 压力表/减压表	焊接耗材/气体配件	个	乙炔表	状态：可建档 | 可合并；量程/接口缺失 | 与第1170行同物料，量程缺失
REVIEW-MAT-00642	氧气减压表	适用气体: 氧气；类型: 压力表/减压表	焊接耗材/气体配件	个	氧气表	量程/接口缺失
REVIEW-MAT-00643	螺丝	规格: M30*100	五金备件/紧固件	个	M30*100螺丝	材质/强度等级缺失
REVIEW-MAT-00644	螺母	规格: M30	五金备件/紧固件	个	M30螺母	材质/强度等级缺失
REVIEW-MAT-00645	平垫片	规格: M30	五金备件/紧固件	个	M30平垫	材质缺失
REVIEW-MAT-00646	弹簧垫片	规格: M30	五金备件/紧固件	个	M30弹垫	材质缺失
REVIEW-MAT-00647	螺丝	规格: M27*120	五金备件/紧固件	个	M27*120螺丝	材质/强度等级缺失
REVIEW-MAT-00648	螺母	规格: M27	五金备件/紧固件	个	M27螺母	状态：可合并；与第37行/前文M27螺母同类
REVIEW-MAT-00649	平垫片	规格: M27	五金备件/紧固件	个	M27平垫	状态：可合并；与第77行/前文M27垫片同类
REVIEW-MAT-00650	弹簧垫片	规格: M27	五金备件/紧固件	个	M27弹垫	材质缺失
