编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00872	开口/梅花扳手	规格: 12号	工具/手动工具	支	12号扳手	类型开口/梅花/两用需确认
REVIEW-MAT-00873	开口/梅花扳手	规格: 19号	工具/手动工具	支	19号扳手	类型开口/梅花/两用需确认
REVIEW-MAT-00874	电动扳手套筒	规格: 12号；适用: 电动扳手	工具/套筒	支	12号电动扳手套筒	方榫规格/长度缺失
REVIEW-MAT-00875	电动扳手套筒	规格: 42号；适用: 电动扳手	工具/套筒	个	42号电动扳手套筒	方榫规格/长度缺失
REVIEW-MAT-00876	扁平吊装带	额定载荷: 5T；长度: 8米；颜色: 彩色	吊装索具/吊带	根	5T*8米彩色吊带	状态：可合并；与吊带同类，材质/安全系数缺失
REVIEW-MAT-00877	螺纹钢筋	直径: 22mm	钢材/钢筋	条	22钢筋	材质/长度/执行标准缺失
REVIEW-MAT-00878	卸扣	额定载荷: 2T	吊装索具/卸扣	个	2T卸扣	状态：可建档 | 可合并；型式/销轴形式缺失 | 与1549同类，型式缺失
REVIEW-MAT-00879	卸扣	额定载荷: 4T	吊装索具/卸扣	个	4T卸扣	状态：可建档 | 可合并；型式/销轴形式缺失 | 与1550同类，型式缺失
REVIEW-MAT-00880	卸扣	额定载荷: 6T	吊装索具/卸扣	个	6T卸扣	状态：可建档 | 可合并；型式/销轴形式缺失 | 与1551同类，型式缺失
REVIEW-MAT-00881	木方垫	加工: 是；规格: 100*100	定制件/木制加工件	米	加工100*100木方垫	状态：可建档-定制件；长度/木材种类/用途缺失
REVIEW-MAT-00882	润滑脂	俗称: 黄油	化工耗材/润滑脂	桶	黄油	型号/稠度/包装重量缺失
REVIEW-MAT-00883	防锈润滑剂	品牌/型号: WD-40；功能: 除锈	化工耗材/润滑剂	支	WD-40除锈剂	状态：可合并；与WD-40同类，容量缺失
REVIEW-MAT-00884	电缆线	芯数: 3；截面积: 1.5mm2	电气材料/电线电缆	米	3*1.5电缆线	护套类型/导体材质/电压等级缺失
REVIEW-MAT-00885	活动扳手	长度: 450mm	工具/手动工具	支	450活动扳手	品牌/材质缺失
REVIEW-MAT-00886	高压外丝接头	螺纹: M36*2A；类型: 外丝	液压/高压管路	个	M36*2A高压外丝	压力等级/适配管径缺失
REVIEW-MAT-00887	吸油棉	用途: 吸油	清洁耗材/吸附材料	张	吸油棉	状态：可合并；与1465同类，尺寸/克重缺失
REVIEW-MAT-00888	螺丝取出器	类型: 螺丝取出器	工具/拆卸工具	套	螺丝取出器	规格范围/件数缺失
REVIEW-MAT-00889	螺杆	规格: M20*70	紧固件/螺杆	套	20*70螺杆	材质/强度等级/是否含配件需确认
REVIEW-MAT-00890	螺杆	规格: M20*50	紧固件/螺杆	套	20*50螺杆	材质/强度等级/是否含配件需确认
REVIEW-MAT-00891	螺母	规格: M20	紧固件/螺母	个	20螺母 | M20螺母	状态：可建档 | 可合并；材质/强度等级缺失 | 与1567同类，材质/强度等级缺失
REVIEW-MAT-00892	螺杆	规格: M16*60	紧固件/螺杆	个	16*60螺杆	材质/强度等级缺失
REVIEW-MAT-00893	螺母	规格: M16	紧固件/螺母	个	16螺母	状态：可合并；与1406同类，材质/强度等级缺失
REVIEW-MAT-00894	焊接异径接头	规格: 273*168；类型: 大小头；连接: 焊接	管件/焊接管件	个	273*168焊接大小头	材质/壁厚/标准缺失
REVIEW-MAT-00895	法兰	规格: DN273	管件/法兰	个	273法兰盘	压力等级/材质/标准缺失
REVIEW-MAT-00896	焊接弯头	规格: 168；连接: 焊接	管件/弯头	个	168焊接弯头	角度/壁厚/材质缺失
REVIEW-MAT-00897	传动皮带	型号: BLI1753	备品备件/传动件	条	Bli1753皮带	型号大小写/皮带类型需确认
REVIEW-MAT-00898	焊接接头	加工: 是；规格: 168；连接: 焊接	定制件/管路接头	个	加工168焊接接头	状态：可建档-定制件；材质/图纸/壁厚缺失
REVIEW-MAT-00899	不锈钢控制箱	定制: 是；材质: 不锈钢	定制件/电气箱柜	套	定做不锈钢控制箱	状态：可建档-定制件；尺寸/厚度/IP等级/图纸缺失
REVIEW-MAT-00900	镀锌活接	公称直径: 50；表面: 镀锌；类型: 活接	管件/镀锌管件	个	50镀锌活接	螺纹标准/材质缺失
