编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01078	PE管卡箍组件	定制: 是；长度: 1.5m；材质: PE；带卡箍: 是	定制件/管路组件	套	定做1.5mPE管带卡箍	状态：可建档-定制件；管径/卡箍材质/图纸缺失
REVIEW-MAT-01079	一次性雨衣	类型: 一次性；特征: 加厚	劳保耗材/雨具	套	一次性加厚雨衣	状态：可合并；与1466同类，件/套单位需统一
REVIEW-MAT-01080	不锈钢管箍	规格: 38；材质: 不锈钢	管道紧固/管箍	个	38不锈钢管箍	厚度/适配管径缺失
REVIEW-MAT-01081	高压弯头	规格: 52；类型: 弯头	液压/高压管路	个	52高压弯头	角度/螺纹/压力等级缺失
REVIEW-MAT-01082	电视支架	类型: 电视支架	行政后勤/办公设备配件	套	电视支架	适配尺寸/承重/安装方式缺失
REVIEW-MAT-01083	自锁气管接头公头	类型: 自锁；部件: 公头	气动元件/气管接头	个	自锁气管接头公头	口径/螺纹规格缺失
REVIEW-MAT-01084	自锁气管接头螺母	类型: 自锁；部件: 螺母	气动元件/气管接头	个	自锁气管接头螺母	口径/螺纹规格缺失
REVIEW-MAT-01085	拉杆销子	定制: 是；部件: 拉杆销子	定制件/金属加工件	套	定做拉杆销子	状态：可建档-定制件；尺寸/材质/图纸缺失
REVIEW-MAT-01086	四氟垫片	规格: 55；材质: 四氟/PTFE	密封材料/四氟制品	个	55四氟垫片	厚度/内外径缺失
REVIEW-MAT-01087	防坠器	承重: 300kg；长度: 30米；锁具: 双锁	安全防护/高处防护	个	300KG30米防坠器双锁	认证标准/品牌缺失
REVIEW-MAT-01088	扁平吊装带	额定载荷: 5T；长度: 6米；颜色: 彩色	吊装索具/吊带	根	彩色吊带5*6米	状态：可合并；与1801同类，单位需统一
REVIEW-MAT-01089	草皮	厚度/规格: 3.0；特征: 加厚	行政后勤/绿化用品	平方	3.0加厚草皮	人造/天然、背胶 여부缺失
REVIEW-MAT-01090	高压油压表	介质: 油；类型: 高压表	仪表/压力仪表	个	高压油表	状态：可建档 | 可合并；量程/接口/精度缺失 | 与1845同类，量程/接口缺失
REVIEW-MAT-01091	自动自吸泵	功率: 1.5kW；功能: 自动；类型: 自吸泵	设备备件/泵	套	1.5千瓦自动自吸泵	流量/扬程/电压/材质缺失
REVIEW-MAT-01092	钢丝软管	规格: 38；结构: 钢丝增强	管材/软管	米	38钢丝管	材质/压力等级缺失
REVIEW-MAT-01093	背胶草皮	厚度/规格: 3.0；背胶: 是	行政后勤/绿化用品	平方	3.0背胶草皮	人造/天然、宽度缺失
REVIEW-MAT-01094	镀锌方钢	规格: 6*6*5；表面: 镀锌	钢材/型材	米	6*6*5镀锌方钢	规格单位/材质缺失
REVIEW-MAT-01095	铝合金梯子	定制: 是；长度: 4米；规格: 3.5；材质: 铝合金；特征: 加厚	定制件/工具治具	个	定做4米*3.5加厚铝合金梯子	状态：可建档-定制件；承重/节数/图纸缺失
REVIEW-MAT-01096	电子秤	精度: 高精度	工具/测量工具	台	高精度电子称	量程/精度值/品牌缺失
REVIEW-MAT-01097	刻度勺	类型: 刻度勺	工具耗材/计量工具	个	刻度勺	容量范围/材质缺失
REVIEW-MAT-01098	大开口活动扳手	品牌: 世达；长度: 200mm；特征: 大开口	工具/手动工具	个	200世达大开口活动扳手	最大开口尺寸缺失
REVIEW-MAT-01099	万用表	型号: UT39C	工具/电工仪表	个	UT39C万能表	品牌/校准要求缺失
REVIEW-MAT-01100	钳形表	量程: 2000A	工具/电工仪表	个	2000A钳形表	型号/交直流类型缺失
