编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01679	枕头	类型: 枕头	行政后勤/生活用品	只	枕头	状态：可建档 | 可合并；尺寸/材质缺失 | 与2686同类，尺寸/材质缺失
REVIEW-MAT-01680	氩气减压表	介质: 氩气；类型: 表/减压表	焊接工具/气体仪表	只	氩气表	是否减压表需确认，量程/接口缺失
REVIEW-MAT-01681	自喷漆	颜色: 天蓝色	油漆涂料/自喷漆	瓶	天蓝色自喷漆	状态：可建档 | 可合并；品牌/容量/色号缺失 | 与2689同类，品牌/容量缺失
REVIEW-MAT-01682	自喷漆	颜色: 黑色	油漆涂料/自喷漆	瓶	黑色自喷漆	品牌/容量/色号缺失
REVIEW-MAT-01683	竹扫把	材质: 竹；类型: 扫把	清洁工具/扫把	把	竹扫把	状态：可建档 | 可合并；规格缺失 | 与2691同类，规格缺失
REVIEW-MAT-01684	螺纹规	类型: 牙规/螺纹规	工具/测量工具	套	牙规	公制/英制/规格范围缺失
REVIEW-MAT-01685	不锈钢漏斗	材质: 316；口径: 18cm	容器/漏斗	只	316漏斗18cm	容量/出口直径缺失
REVIEW-MAT-01686	油管护套	螺纹/规格: M20*1.5	液压/油管护套	只	油管护套M20*1.5	材质/适配油管缺失
REVIEW-MAT-01687	油管护套	螺纹/规格: M48*2	液压/油管护套	只	油管护套M48*2	材质/适配油管缺失
REVIEW-MAT-01688	油管护套	螺纹/规格: M36*2	液压/油管护套	只	油管护套M36*2	材质/适配油管缺失
REVIEW-MAT-01689	油管护套	螺纹/规格: M42*4	液压/油管护套	只	油管护套M42*4	材质/适配油管缺失
REVIEW-MAT-01690	油管护套	螺纹/规格: M52*2	液压/油管护套	只	油管护套M52*2	材质/适配油管缺失
REVIEW-MAT-01691	油管护套	螺纹/规格: M16*1	液压/油管护套	只	油管护套M16*1	材质/适配油管缺失
REVIEW-MAT-01692	铭牌	定制: 是；尺寸: 70*40	定制件/标识铭牌	只	订制铭牌70*40	状态：可建档-定制件；材质/内容/图纸缺失
REVIEW-MAT-01693	高粱扫把	材质: 高粱；类型: 扫把	清洁工具/扫把	把	高粱扫把	状态：可建档 | 可合并；规格缺失 | 与2707同类，规格缺失
REVIEW-MAT-01694	钢丝球	类型: 钢丝球	清洁耗材/清洁工具	个	钢丝球	材质/包装数量缺失
REVIEW-MAT-01695	油漆	品牌: 立邦；颜色: 蓝色；包装: 18kg	油漆涂料/油漆	桶	立邦蓝色油漆18kg	是否防锈漆/型号/SDS缺失
REVIEW-MAT-01696	油漆滚筒	规格: 小号；用途: 油漆	涂装工具/滚筒	个	小油漆滚筒	状态：可合并；与2629同类，单位可统一只 | 与2629同类
REVIEW-MAT-01697	钢刷	材质: 钢丝；类型: 钢刷	涂装工具/刷子	把	钢刷	状态：可合并；与2678同类，尺寸/形制缺失
REVIEW-MAT-01698	自喷漆	颜色: 葱绿色	油漆涂料/自喷漆	瓶	葱绿色自喷漆	品牌/容量/色号缺失
REVIEW-MAT-01699	橡胶垫片	材质: 橡胶；规格: 200	密封件/垫片	只	橡胶垫片200	内径/外径/厚度缺失
REVIEW-MAT-01700	电缆	品牌: 起帆；规格: 3*1.5+1	电气/电线电缆	米	起帆电缆3*1.5+1 | 起帆电缆线3*1.5+1	电缆型号/护套材质/电压等级缺失 | 型号/电压等级/护套材质缺失
