编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00717	不锈钢球阀	品牌: 埃美柯；规格: 50；材质: 不锈钢；特征: 加厚	工程材料/阀门	个	埃美柯50加厚不锈钢球阀	压力等级/连接形式缺失
REVIEW-MAT-00718	美工刀	类型: 美工刀	工具器具/手动工具	把	美工刀	状态：可合并；与第403行同物料，单位需统一
REVIEW-MAT-00719	美工刀片	品牌: 得力；类型: 刀片	工具器具/手动工具配件	盒	得力刀片	状态：可建档 | 可合并；规格/每盒数量缺失 | 与第1320行同物料，规格缺失
REVIEW-MAT-00720	老虎钳	品牌: 世达；类型: 老虎钳	工具器具/手动工具	把	世达老虎钳	规格尺寸缺失
REVIEW-MAT-00721	割炬	规格: 100型	焊接耗材/焊割工具	把	100型割炬	气体类型/品牌缺失
REVIEW-MAT-00722	尖嘴钳	品牌: 世达；类型: 尖嘴钳	工具器具/手动工具	把	世达尖嘴钳	规格尺寸缺失
REVIEW-MAT-00723	活动扳手	品牌: 世达；类型: 活动扳手	工具器具/手动工具	把	世达活动扳手	规格尺寸缺失
REVIEW-MAT-00724	排气扇	型号: FAD40-400	电气材料/通风设备	台	FAD40-400排气扇	功率/电压缺失
REVIEW-MAT-00725	钢格板	定制: 是；尺寸: 1.3-1.5米	定制件/金属加工件	块	定做1.3-1.5米钢格板	状态：可建档-定制件；图纸/承载/材质缺失
REVIEW-MAT-00726	切割嘴	规格: 100型	焊接耗材/焊割配件	个	100型切割嘴	气体类型/孔径缺失
REVIEW-MAT-00727	导电嘴	适用: 二氧化碳焊；类型: 导电嘴	焊接耗材/焊机配件	个	二氧化碳导电嘴	孔径/适配焊枪缺失
REVIEW-MAT-00728	膨胀螺丝	规格: M20*140	五金备件/紧固件	个	M20*140膨胀螺丝	材质/表面处理缺失
REVIEW-MAT-00729	膨胀螺丝	规格: M22*140	五金备件/紧固件	个	M22*140膨胀螺丝	材质/表面处理缺失
REVIEW-MAT-00730	PPR管	规格: DN200；材质: PPR	工程材料/PPR管件	米	DN200PPR管	压力等级/品牌缺失
REVIEW-MAT-00731	PPR接头	规格: 200；材质: PPR	工程材料/PPR管件	个	200PPR接头	接头形式/压力等级缺失
REVIEW-MAT-00732	花篮螺丝	规格: 10厘	吊装索具/拉紧器	个	10厘花篮	材质/载荷缺失
REVIEW-MAT-00733	膨胀钩	规格: 10厘	五金备件/紧固件	个	10厘膨胀钩	材质/载荷缺失
REVIEW-MAT-00734	拖把	类型: 拖把	劳保耗材/清洁工具	个	拖把	状态：可合并；与第1107行同物料，单位需统一
REVIEW-MAT-00735	双门控制箱	定制: 是；结构: 双门	定制件/电控箱	套	定做双门控制箱	状态：可建档-定制件；尺寸/电气配置/IP等级缺失
REVIEW-MAT-00736	推进泵吸轮	定制: 是；适用设备: 推进泵；类型: 吸轮	定制件/设备备件	套	定做推进泵吸轮	状态：可建档-定制件；图纸/材质缺失
REVIEW-MAT-00737	扁钢	规格: 40*4	原材料/型钢	米	40*4扁铁	材质牌号缺失
REVIEW-MAT-00738	水平尺	长度: 60cm	工具器具/测量工具	把	60cm水平尺	
REVIEW-MAT-00739	水平尺	长度: 100cm	工具器具/测量工具	把	100cm水平尺	
REVIEW-MAT-00740	不锈钢合页	规格: 110；材质: 不锈钢	五金备件/门窗五金	副	110不锈钢合页	厚度/孔位缺失
REVIEW-MAT-00741	钻头	规格: 4.0	工具器具/工具配件	支	4.0钻头	材质/柄型缺失
REVIEW-MAT-00742	钻头	规格: 5.0	工具器具/工具配件	支	5.0钻头	材质/柄型缺失
REVIEW-MAT-00743	钻头	规格: 5.5	工具器具/工具配件	支	5.5钻头	材质/柄型缺失
REVIEW-MAT-00744	自喷漆	颜色: 白色；类型: 喷漆	化工耗材/涂料	瓶	白色喷漆	状态：可合并；与第54行同类，品牌/容量缺失
REVIEW-MAT-00745	钢管	规格: 32*4.5	原材料/钢管	米	32*4.5钢管	材质/标准缺失
REVIEW-MAT-00746	螺丝	规格: M20*130	五金备件/紧固件	套	M20*130螺丝	材质/强度等级缺失
REVIEW-MAT-00747	螺丝	规格: M20*35	五金备件/紧固件	套	M20*35螺丝	材质/强度等级缺失
REVIEW-MAT-00748	螺丝	规格: M20*40	五金备件/紧固件	套	M20*40螺丝	材质/强度等级缺失
REVIEW-MAT-00749	伸缩铝梯	长度: 12米；材质: 铝；特征: 加厚伸缩	工具器具/登高工具	台	12米加厚伸缩铝梯	承重等级缺失
REVIEW-MAT-00750	铁圈卡扣	加工: 是；规格: 168；类型: 铁圈卡扣	定制件/管路接头	个	加工168铁圈卡扣	状态：可建档-定制件；图纸/材质缺失
