编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00433	高压变径接头	定制: 是；规格: 36*3+36；类型: 变头	定制件/液压接头	个	定做36*3+36高压变头	状态：可建档-定制件；图纸/螺纹/压力等级缺失
REVIEW-MAT-00434	吊带	载荷: 5T；长度: 8米	吊装索具/吊带	付	5T*8米吊带	执行标准/材质缺失
REVIEW-MAT-00435	生料带	类型: 生料带	工程材料/水暖五金	个	生料带	状态：可合并；与前文同类，宽度/长度缺失
REVIEW-MAT-00436	高压外丝变径接头	定制: 是；规格: M36变1寸；连接: 外丝	定制件/液压接头	个	定做M36变1寸高压外丝	状态：可建档-定制件；图纸/压力等级/螺纹制式缺失
REVIEW-MAT-00437	地线	品牌: 起帆；截面积: 6平方；用途: 地线	电气材料/电线电缆	米	6平方起帆地线	颜色/线型缺失
REVIEW-MAT-00438	洗衣机进水管	长度: 2米；用途: 洗衣机	工程材料/水暖五金	条	2米洗衣机管	接口规格缺失
REVIEW-MAT-00439	五坑钻头	品牌: 方大同；规格: 40*1200；柄型: 五坑	工具器具/工具配件	个	方大同40*1200五孔钻头	材质缺失
REVIEW-MAT-00440	五孔插座	品牌: 公牛；类型: 五孔插座	电气材料/插头插座	个	公牛五孔插座	电流/明暗装缺失
REVIEW-MAT-00441	PPR管	品牌: 公元；规格: 25；材质: PPR	工程材料/PPR管件	米	公元25PPR管	状态：可建档 | 可合并；压力等级缺失 | 与第764行同物料，压力等级缺失
REVIEW-MAT-00442	PPR接头	品牌: 公元；规格: 25；材质: PPR	工程材料/PPR管件	个	公元25PPR接头	接头形式缺失
REVIEW-MAT-00443	PPR内牙三通	品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通	工程材料/PPR管件	个	公元25PPR内牙三通	内牙规格缺失
REVIEW-MAT-00444	PPR外牙直通	品牌: 公元；规格: 25；材质: PPR；连接: 外牙；类型: 直通	工程材料/PPR管件	个	公元25PPR外牙直通	外牙规格缺失
REVIEW-MAT-00445	LED灯管	功率: 38W；类型: LED灯管	电气材料/照明	个	38WLED灯管	状态：可建档 | 可合并；长度/色温缺失 | 与第768行同物料，长度/色温缺失
REVIEW-MAT-00446	金属测绳	材质: 金属	工具器具/测量工具	米	金属测绳	状态：可建档-低精度；直径/刻度/用途缺失
REVIEW-MAT-00447	不锈钢丝网	材质: 不锈钢	五金备件/金属网	米	不锈钢铁丝网	网孔/丝径/宽度缺失
REVIEW-MAT-00448	防护安全网	规格: 3000；特征: 加厚	安全设施/防护网	件	加厚3000防护安全网	尺寸单位/材质/标准缺失
REVIEW-MAT-00449	方钢	规格: 25*25	原材料/型钢	米	25*25方钢	壁厚/材质缺失
REVIEW-MAT-00450	排风扇	规格: 10寸	电气材料/通风设备	个	10寸排风扇	功率/电压/安装方式缺失
