编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00668	铝合金窗	定制: 是；材质: 铝合金	定制件/门窗制品	套	定做铝合金窗	状态：可建档-定制件；尺寸/玻璃规格缺失
REVIEW-MAT-00669	不锈钢窗护栏	材质: 不锈钢；用途: 窗护栏	定制件/门窗制品	套	不锈钢窗护栏	状态：可建档-定制件；尺寸/图纸缺失
REVIEW-MAT-00670	铜接线端子	截面积: 4平方；材质: 铜	电气材料/接线端子	个	4平方铜接线端子	端子形式缺失
REVIEW-MAT-00671	铜接线端子	截面积: 6平方；材质: 铜	电气材料/接线端子	个	6平方铜接线端子	端子形式缺失
REVIEW-MAT-00672	端子压线钳	适用: 接线端子；类型: 压钳	工具器具/电工工具	个	接线端子压钳	压接范围缺失
REVIEW-MAT-00673	单向阀	品牌: 埃美柯；规格: 80；类型: 单向阀	工程材料/阀门	个	埃美柯80单向阀	材质/压力等级/连接形式缺失
REVIEW-MAT-00674	带牙钢管加工件	加工: 是；规格: 80；工序: 带牙	定制件/管路接头	个	加工80钢管带牙	状态：可建档-定制件；牙型/长度/图纸缺失
REVIEW-MAT-00675	槽钢	规格: 10#；特征: 厚	原材料/型钢	米	10#厚槽钢	材质牌号缺失
REVIEW-MAT-00676	橡胶板	厚度: 2cm	原材料/橡胶材料	kg	2cm橡胶板	材质/宽度缺失
REVIEW-MAT-00677	屏蔽信号电缆	规格: 3*1.5；类型: 信号屏蔽	电气材料/电线电缆	米	3*1.5信号屏蔽电缆线	屏蔽形式/品牌缺失
REVIEW-MAT-00678	吊带	载荷: 20T；长度: 6米；原名含“好”	吊装索具/吊带	条	20T*6米吊带好	“好”是否等级描述？执行标准缺失
REVIEW-MAT-00679	管片强力胶	用途: 管片；类型: 强力胶	化工耗材/胶粘剂	桶	管片强力胶水	品牌/包装/固化体系缺失
REVIEW-MAT-00680	焊接弯头	规格: 89；连接: 焊接	工程材料/管件	个	89焊接弯头	材质/角度/壁厚缺失
REVIEW-MAT-00681	焊接弯头	规格: 168；连接: 焊接	工程材料/管件	个	168焊接弯头	材质/角度/壁厚缺失
REVIEW-MAT-00682	双快水泥	类型: 双快	建筑材料/水泥砂石	包	双快水泥	状态：可合并；与第462行同物料，包装重量缺失
REVIEW-MAT-00683	雨棚	尺寸: 4*4米；特征: 加厚	定制件/遮雨棚	个	加厚4*4米雨棚	状态：可建档-定制件；材质/结构缺失
REVIEW-MAT-00684	镀锌铁皮	厚度: 1.2；表面: 镀锌	原材料/板材	米	1.2镀锌铁皮	宽度/材质缺失
REVIEW-MAT-00685	防火棉	特性: 阻燃；类型: 防火棉	建筑材料/保温防火材料	平方	阻燃防火棉	厚度/防火等级缺失
REVIEW-MAT-00686	玛氏漏斗粘度计	材质: 不锈钢；类型: 玛氏漏斗粘度计	工具器具/检测仪器	个	不锈钢玛氏漏斗粘度计	量程/标准缺失
REVIEW-MAT-00687	透明胶带	宽度: 5mm；长度: 100米；颜色: 透明	包装材料/胶带	卷	5mm透明胶带100米	
REVIEW-MAT-00688	方头铁锹	规格: 大号；类型: 方头	工具器具/手动工具	套	大方铁锹	是否含柄需确认
REVIEW-MAT-00689	方头铁锹	规格: 小号；类型: 方头	工具器具/手动工具	套	小方铁锹	是否含柄需确认
REVIEW-MAT-00690	铁锹柄	适用: 铁锹	工具器具/工具配件	支	铁锹柄	状态：可合并；与第50行同物料
REVIEW-MAT-00691	电镐	规格: 15寸；特征: 专业长款	工具器具/电动工具	套	15寸专业长款电镐	功率/品牌缺失
REVIEW-MAT-00692	橡胶防爆水带	规格: 100；材质: 橡胶；特征: 防爆	消防器材/水带	米	100橡胶防爆水带	压力等级缺失
REVIEW-MAT-00693	高筒雨鞋	品牌: 回力；筒高: 高筒	劳保耗材/足部防护	双	回力雨鞋高筒	状态：可建档 | 可合并；尺码缺失 | 与第1266行同物料，尺码缺失
REVIEW-MAT-00694	不锈钢钢丝绳	材质: 不锈钢	吊装索具/钢丝绳	米	不锈钢钢丝绳	直径/结构缺失
REVIEW-MAT-00695	镀锌钢管	定制: 是；规格: 48；表面: 镀锌	定制件/钢管加工件	条	定做48镀锌钢管	状态：可建档-定制件；长度/壁厚/加工要求缺失
REVIEW-MAT-00696	卡环	规格: 10厘	吊装索具/连接件	个	10厘卡环	材质/载荷缺失
REVIEW-MAT-00697	铜球阀	品牌: 埃美柯；规格: 4分；材质: 铜	工程材料/阀门	个	埃美柯4分铜球阀	压力等级/连接形式缺失
REVIEW-MAT-00698	外接头	规格: 4分；类型: 外接头	工程材料/管件	个	4分外接头	材质/螺纹缺失
REVIEW-MAT-00699	不锈钢水龙头	材质: 不锈钢；类型: 水龙头	工程材料/水暖五金	个	不锈钢水龙头	规格/安装方式缺失
REVIEW-MAT-00700	冷热水阀	功能: 冷热水；类型: 水阀	工程材料/水暖五金	个	冷热水阀	规格/材质缺失
