编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00583	冰块	重量: 50kg	行政后勤/临时消耗品	块	50kg冰块	状态：可合并；与第1051行同物料，单位个/块需统一
REVIEW-MAT-00584	电瓶夹线	类型: 电瓶夹；包含: 线	电气材料/电工工具	套	电瓶夹带线	线径/长度/电流缺失
REVIEW-MAT-00585	测电笔	类型: 测电笔	工具器具/电工工具	个	测电笔	状态：可合并；与第1056行同类，单位支/个需统一
REVIEW-MAT-00586	蓄电池	电压: 12V	电气材料/电池	个	12v蓄电池	容量Ah/型号缺失
REVIEW-MAT-00587	防尘网	规格: 10针	安全设施/防护网	平方	10针防尘网	材质/颜色/克重缺失
REVIEW-MAT-00588	污水泵	功率: 1.5kW；口径: 2寸	设备/泵类设备	台	1.5千瓦2寸污水泵	扬程/流量/电压缺失
REVIEW-MAT-00589	钢丝球	类型: 钢丝球	劳保耗材/清洁用品	个	钢丝球	
REVIEW-MAT-00590	钢丝刷	类型: 钢丝刷	工具器具/清洁工具	支	钢丝刷	规格缺失
REVIEW-MAT-00591	办公椅	类型: 多功能办公椅	行政后勤/办公家具	把	多功能办公椅	材质/规格缺失
REVIEW-MAT-00592	绝缘摇表	量程/电压: 2500	工具器具/检测仪器	个	2500绝缘摇表	单位V？精度/品牌缺失
REVIEW-MAT-00593	摇表表笔	适用设备: 摇表；类型: 表笔	工具器具/检测仪器配件	个	摇表笔	接口/耐压缺失
REVIEW-MAT-00594	电热水壶	品牌: 苏泊尔	行政后勤/生活电器	个	苏泊尔热水壶	容量/功率缺失
REVIEW-MAT-00595	鼠标	品牌: 小米；类型: 鼠标	行政后勤/办公用品	个	小米鼠标	有线/无线/型号缺失
REVIEW-MAT-00596	无线鼠标	类型: 无线鼠标	行政后勤/办公用品	个	无线鼠标	状态：可建档-低精度；品牌/型号缺失
REVIEW-MAT-00597	缠绕膜	颜色: 透明；宽度: 50cm；重量: 5KG	包装材料/缠绕膜	个	透明缠绕膜50cm*5KG	材质/芯径缺失
REVIEW-MAT-00598	纸箱	规格: 70*50	包装材料/纸箱	个	70*50纸箱	高度/层数缺失
REVIEW-MAT-00599	胶带切割器	适用: 透明胶带	包装材料/包装工具	个	透明胶带切割器	适配宽度缺失
REVIEW-MAT-00600	钢筋加工件	加工: 是；钢筋规格: 12；长度: 1.6米	定制件/钢筋加工件	个	加工12钢筋1.6米	状态：可建档-定制件；材质/图纸/弯折要求缺失
