编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01963	割枪	型号: 100型；长度: 长款	焊接工具/气割工具	把	割枪100型长款	适用气体/品牌缺失
REVIEW-MAT-01964	三脚插头	品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A	电气/插头插座	只	公牛三脚插头220V/10A	型号/防护等级缺失
REVIEW-MAT-01965	氧气减压表	介质: 氧气；类型: 减压表	焊接工具/气体仪表	只	氧气减压表	量程/接口缺失
REVIEW-MAT-01966	乙炔减压表	介质: 乙炔；类型: 减压表	焊接工具/气体仪表	只	乙炔减压表	状态：可合并；与2805同类，量程/接口缺失
REVIEW-MAT-01967	除锈剂	品牌: WD40；容量: 350mL	化工耗材/除锈润滑剂	瓶	WD40除锈剂350ML	型号/SDS缺失
REVIEW-MAT-01968	堵漏王	类型: 堵漏王	建材/堵漏材料	袋	堵漏王	品牌/包装重量/性能缺失
REVIEW-MAT-01969	镀锌外丝直接	表面: 镀锌；连接: 外丝；规格: 3寸；类型: 直接	管件/镀锌管件	只	镀锌外丝直接头3寸	材质/压力等级缺失
REVIEW-MAT-01970	镀锌外丝直接	表面: 镀锌；连接: 外丝；规格: 2寸；类型: 直接	管件/镀锌管件	只	镀锌外丝直接头2寸 | 镀锌外丝直接2寸	状态：可建档 | 可合并；材质/压力等级缺失 | 与3113同类，材质/压力等级缺失
REVIEW-MAT-01971	镀锌内丝直接	表面: 镀锌；连接: 内丝；规格: 3寸；类型: 直接	管件/镀锌管件	只	镀锌内丝直接头3寸	状态：可合并；与2823同类，材质/压力等级缺失
REVIEW-MAT-01972	镀锌内丝直接	表面: 镀锌；连接: 内丝；规格: 2寸；类型: 直接	管件/镀锌管件	只	镀锌内丝直接头2寸 | 镀锌内丝直接2寸	状态：可建档 | 可合并；材质/压力等级缺失 | 与3115同类，材质/压力等级缺失
REVIEW-MAT-01973	不锈钢法兰蝶阀	材质: 304；连接: 法兰式；公称通径: DN150	阀门/蝶阀	只	304法兰式蝶阀DN150	状态：可建档 | 可合并；压力等级/密封材质缺失 | 与3116同类，压力等级/密封材质缺失
REVIEW-MAT-01974	方木	截面: 30*30；长度: 3.6m	建筑材料/木材	根	方木30*30*3.6m	状态：可建档 | 可合并；木材等级/材质缺失 | 与3117同类，材质等级缺失
REVIEW-MAT-01975	锂电手电钻套装	品牌: 东成；供电: 锂电；配置: 二电一充	电动工具/手电钻	台	东成锂电手电钻二电一充	电压/夹头规格/型号缺失
REVIEW-MAT-01976	焊工眼镜	用途: 电焊防护	劳保耗材/眼面防护	付	电焊眼镜	状态：可合并；与2792同类，遮光号缺失
REVIEW-MAT-01977	镀锌平垫	表面: 镀锌；规格: M8；类型: 平垫	紧固件/垫圈	只	镀锌平垫m8	外径/厚度/标准缺失
REVIEW-MAT-01978	开口销	规格: M3*60；类型: 开口销	紧固件/销	只	开口销m3*60	材质/标准缺失
REVIEW-MAT-01979	加厚周转箱	特征: 加厚；尺寸: 570*420*155	容器/周转箱	个	加厚周转箱570*420*155	材质/颜色缺失
REVIEW-MAT-01980	对讲机	品牌: 小米；代际: 二代	通信设备/对讲机	部	小米二代对讲机	状态：可建档 | 可合并；频段/型号缺失 | 与3127同类，频段/型号缺失
REVIEW-MAT-01981	沟槽式蝶阀	连接: 沟槽式；公称通径: DN150	阀门/蝶阀	只	沟槽式蝶阀DN150	材质/压力等级缺失
REVIEW-MAT-01982	镀锌三通	表面: 镀锌；规格: 2寸；类型: 三通	管件/镀锌管件	只	镀锌三通2寸	状态：可建档 | 可合并；材质/连接方式缺失 | 与3129同类，材质/压力等级缺失
REVIEW-MAT-01983	镀锌内丝弯头	表面: 镀锌；连接: 内丝；规格: 2寸；类型: 弯头	管件/镀锌管件	只	镀锌内丝弯头2寸	状态：可建档 | 可合并；角度/压力等级缺失 | 与3130同类，角度/压力等级缺失
REVIEW-MAT-01984	镀锌内丝弯头	表面: 镀锌；连接: 内丝；规格: 3寸；类型: 弯头	管件/镀锌管件	只	镀锌内丝弯头3寸	角度/压力等级缺失
REVIEW-MAT-01985	焊接变径接头	连接: 焊接；规格: 150/2寸；类型: 变径接头	管件/焊接管件	只	焊接变径接头150/2寸	材质/压力等级缺失
REVIEW-MAT-01986	焊接变径接头	连接: 焊接；规格: 150/3寸；类型: 变径接头	管件/焊接管件	只	焊接变径接头150/3寸	材质/压力等级缺失
REVIEW-MAT-01987	石笔	类型: 石笔	焊接耗材/划线工具	盒	石笔	每盒数量/规格缺失
REVIEW-MAT-01988	泥桶	用途: 泥浆/砂浆	施工工具/桶具	个	泥桶	状态：可合并；与2616同类，容量/材质缺失
REVIEW-MAT-01989	地线夹	额定电流: 500A；类型: 地线夹	焊接工具/焊机配件	把	500A地线夹	接线范围/材质缺失
REVIEW-MAT-01990	密目安全网	类型: 密目；尺寸: 6m*1.2m	安全防护/防护网	张	密目安全网6m*1.2m	材质/阻燃等级/目数缺失
REVIEW-MAT-01991	高压管总成	直径: Φ13；长度: 50m；配置: 两端接头	液压/高压管路	根	高压管带两端接头Φ13-50m	压力等级/接头形式缺失
REVIEW-MAT-01992	透明胶带	颜色: 透明	胶带/办公工业胶带	卷	透明胶带	状态：可建档 | 可合并；宽度/长度/品牌缺失 | 与3139同类，宽度/长度缺失
REVIEW-MAT-01993	带盖周转箱	特征: 加厚；配置: 带盖；尺寸: 830*580*500	容器/周转箱	个	加厚周转箱带盖830*580*500	材质/颜色缺失
REVIEW-MAT-01994	建筑模板	颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm	建筑材料/模板	张	红模板2.4m*1.22m*15mm	材质/周转次数缺失
REVIEW-MAT-01995	彩钢板	尺寸: 2.3m*1m	建筑材料/彩钢板	块	彩钢板2.3m*1m	厚度/颜色/镀层缺失
REVIEW-MAT-01996	万向扣件	类型: 万向扣件	建筑施工耗材/脚手架扣件	只	万向扣件	适配管径/材质缺失
REVIEW-MAT-01997	十字扣件	类型: 十字扣件	建筑施工耗材/脚手架扣件	只	十字扣件	适配管径/材质缺失
REVIEW-MAT-01998	直接扣件	类型: 直接扣件	建筑施工耗材/脚手架扣件	只	直接扣件	适配管径/材质缺失
REVIEW-MAT-01999	软胶枪	品牌: 世达；类型: 软胶枪	工具/手动工具	把	世达软胶枪	适配胶筒容量/型号缺失
REVIEW-MAT-02000	螺纹钢筋加工件	加工: 是；直径: Φ20；长度: 40cm	定制件/钢筋加工件	根	加工螺纹钢筋Φ20*40cm	状态：可建档-定制件；材质/用途/图纸缺失
