编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00929	电磁阀	型号: 4M210L-8	气动元件/阀	个	4M210L-8电磁阀	电压/位通数可由型号解析但需确认
REVIEW-MAT-00930	高压油管	公称直径: 80	液压/高压管路	米	80高压管 | 80高压油管	状态：可建档 | 可合并；压力等级/层数/接头形式缺失 | 与80高压管同类，压力等级/层数缺失 | 与1687同类，压力等级/层数缺失
REVIEW-MAT-00931	加厚铜接头	规格: 80；材质: 铜；特征: 加厚	液压/高压管路	个	80加厚铜头	状态：可合并；与1591同类，连接形式缺失
REVIEW-MAT-00932	铜头铝套组件	规格: 80；组成: 铜头、铝扣；特征: 加厚	液压/高压管路	个	80加厚铜头铝扣	状态：可合并；与1592同类，连接形式缺失
REVIEW-MAT-00933	法兰	规格: DN89；压力等级: 16kg	管件/法兰	个	89*16KG法兰盘	材质/标准/密封面缺失
REVIEW-MAT-00934	不锈钢球阀	品牌: 埃美柯；公称直径: DN80；材质: 不锈钢	阀门/球阀	个	80埃美柯不锈钢球阀	连接方式/压力等级缺失
REVIEW-MAT-00935	不锈钢单向阀	品牌: 埃美柯；公称直径: DN80；材质: 不锈钢	阀门/单向阀	个	80埃美柯不锈钢单向阀	连接方式/压力等级缺失
REVIEW-MAT-00936	Y型法兰过滤器	公称直径: DN80；结构: Y型；连接: 法兰	阀门/过滤器	个	80Y型法兰过滤器	材质/压力等级/滤网目数缺失
REVIEW-MAT-00937	气源分配器	定制: 是；材质: 不锈钢；路数: 6路	定制件/气动管路件	个	定做6路不锈钢气源分配器	状态：可建档-定制件；接口规格/压力等级/图纸缺失
REVIEW-MAT-00938	水泵防护罩	定制: 是；材质: 不锈钢；尺寸: 60*90	定制件/金属加工件	个	定做不锈钢水泵防护罩60*90	状态：可建档-定制件；高度/厚度/图纸缺失
REVIEW-MAT-00939	双卡管道连接器	规格: 325；型式: 双卡	管道紧固/管道连接器	个	双卡325管道连接器	材质/压力等级/密封件缺失
REVIEW-MAT-00940	喷火枪	功能: 多功能	工具/焊割工具	个	多功能喷火枪	燃气类型/型号缺失
REVIEW-MAT-00941	热风机	功率: 2000W	工具/电动工具	个	2000W热风机	品牌/温度范围/型号缺失
REVIEW-MAT-00942	固定扳手	品牌: 世达；规格: 24号	工具/手动工具	个	24世达固定扳手	开口/梅花/两用需确认
REVIEW-MAT-00943	室外照明灯	功率: 200W；用途: 室外	电气材料/照明	个	200W室外照明灯	防护等级/色温/电压缺失
REVIEW-MAT-00944	内六角螺丝	规格: M8*45；头型: 内六角	紧固件/螺丝	个	M8*45内六角螺丝	材质/强度等级缺失
REVIEW-MAT-00945	双开门电箱	定制: 是；结构: 双开门；适配功率: 11kW	定制件/电气箱柜	个	定做双开门11千瓦电箱	状态：可建档-定制件；尺寸/IP等级/图纸/元件配置缺失
REVIEW-MAT-00946	二保焊绝缘套	用途: 二保焊；类型: 绝缘套	焊割耗材/焊机配件	个	二保焊绝缘套	适配焊枪型号缺失
REVIEW-MAT-00947	膨胀螺丝	规格: M14*100	紧固件/膨胀件	个	14*100膨胀螺丝	状态：可合并；与1588同类，单位套/个需统一
REVIEW-MAT-00948	LED灯泡	功率: 40W；类型: LED	电气材料/照明	个	LED40W灯泡	灯头规格/色温/电压缺失
REVIEW-MAT-00949	吊灯头	类型: 吊灯头	电气材料/照明附件	个	吊灯头	状态：可建档 | 可合并；灯头规格/材质缺失 | 与1649同类，灯头规格缺失
REVIEW-MAT-00950	加厚铜接头	规格: 50；材质: 铜；特征: 加厚	液压/高压管路	个	50加厚铜头	状态：可合并；与1607同类，连接形式缺失
