编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01626	防锈漆	品牌: 立邦；颜色: 大红；包装: 18KG	油漆涂料/防锈漆	桶	立邦大红防锈漆18KG	型号/SDS缺失
REVIEW-MAT-01627	防锈漆	品牌: 立邦；颜色: 淡黄灰；包装: 18KG	油漆涂料/防锈漆	桶	立邦淡黄灰防锈漆18KG	型号/SDS缺失
REVIEW-MAT-01628	防锈漆	品牌: 立邦；颜色: 桔红；包装: 18KG	油漆涂料/防锈漆	桶	立邦桔红防锈漆18KG	型号/SDS缺失
REVIEW-MAT-01629	防锈漆	品牌: 立邦；颜色: 铁红；包装: 18KG	油漆涂料/防锈漆	桶	立邦铁红防锈漆18KG | 立邦铁红防锈漆18kg	状态：可建档 | 可合并；型号/SDS缺失 | 与2626同类，型号/SDS缺失
REVIEW-MAT-01630	稀释剂	包装: 12kg	油漆涂料/稀释剂	桶	稀释剂12kg | 稀释剂12KG	状态：可合并；与2542同类，品牌/适配漆种/SDS缺失 | 与2627同类，品牌/适配漆种/SDS缺失 | 与2627同类，品牌/SDS缺失
REVIEW-MAT-01631	油漆滚筒	规格: 小号；用途: 油漆	涂装工具/滚筒	只	小油漆滚筒 | 油漆滚筒小号	状态：可建档 | 可合并；尺寸/毛长缺失 | 与2629同类
REVIEW-MAT-01632	羊毛刷	规格: 2寸；材质: 羊毛	涂装工具/刷子	把	羊毛刷2寸	状态：可建档 | 可合并；柄型/等级缺失 | 与2631同类
REVIEW-MAT-01633	不锈钢烟灰桶	材质: 不锈钢；类型: 烟灰桶	行政后勤/清洁用品	只	不锈钢烟灰桶	容量/尺寸缺失
REVIEW-MAT-01634	钢丝轮	用途: 打磨；类型: 钢丝轮	磨具磨料/钢丝轮	只	打磨钢丝轮	外径/孔径/丝径缺失
REVIEW-MAT-01635	护目镜	类型: 多功能护目眼镜	劳保耗材/眼面防护	付	多功能护目眼镜	防护等级/材质缺失
REVIEW-MAT-01636	帆布手套	材质: 帆布	劳保耗材/手套	付	帆布手套	状态：可合并；与2296同类，尺码缺失 | 与2636同类，尺码缺失
REVIEW-MAT-01637	橡胶手套	材质: 橡胶	劳保耗材/手套	付	橡胶手套	状态：可建档 | 可合并；尺码/长度/耐化学等级缺失 | 与2637同类，尺码/长度缺失
REVIEW-MAT-01638	角磨机	品牌: 东城；类型: 角磨机	电动工具/角磨机	台	东城角磨机	功率/砂轮片规格/型号缺失
REVIEW-MAT-01639	防尘面罩	品牌: 3M；类型: 防尘面罩	劳保耗材/呼吸防护	只	3M防尘面罩	型号/防护等级缺失
REVIEW-MAT-01640	防尘面罩过滤芯	品牌: 3M；适配: 防尘面罩；部件: 过滤芯	劳保耗材/呼吸防护	只	3M防尘面罩过滤芯	适配型号/过滤等级缺失
REVIEW-MAT-01641	钢制铭牌	定制: 是；材质: 钢制	定制件/标识铭牌	件	定制铭牌钢制	状态：可建档-定制件；尺寸/文字内容/图纸缺失
REVIEW-MAT-01642	槽钢	规格: 10#	钢材/型钢	米	10#槽钢 | 10#型槽钢 | 槽钢10#	状态：可建档 | 可合并；材质/标准/长度缺失 | 与2644同类，材质/标准缺失
REVIEW-MAT-01643	槽钢	规格: 8#	钢材/型钢	米	8#槽钢	材质/标准/长度缺失
REVIEW-MAT-01644	拖线板	品牌: 公牛；线长: 3m；插位: 6位	电气/插排	只	公牛拖线板3m6位	额定电流/型号缺失
REVIEW-MAT-01645	牛筋手套	材质/俗称: 牛筋	劳保耗材/手套	付	牛筋手套	状态：可建档 | 可合并；材质是否乳胶/橡胶需确认，尺码缺失 | 与2647同类，尺码缺失
REVIEW-MAT-01646	抹布	类型: 抹布	清洁耗材/抹布	KG	抹布	状态：可合并；与2518同类，材质/包装缺失
REVIEW-MAT-01647	蛇皮袋	类型: 蛇皮袋	包装材料/编织袋	条	蛇皮袋	状态：可建档 | 可合并；尺寸/承重缺失 | 与2649同类，尺寸/承重缺失 | 与3626同类，尺寸/承重/材质缺失
REVIEW-MAT-01648	马夹袋	类型: 马夹袋	包装材料/塑料袋	条	马夹袋	尺寸/厚度缺失
REVIEW-MAT-01649	三脚插头	品牌: 公牛；类型: 三插头	电气/插头插座	只	公牛三插头	额定电流/型号缺失
REVIEW-MAT-01650	插线板	品牌: 公牛；插位: 6位；线长: 3米	电气/插排	只	公牛6位对插线板3米	`对插线板`是否拖线板需确认，型号缺失
