编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01473	变径接头	规格: 25*2/36*2；类型: 大小头/变径	液压/高压管路	只	25*2/36*2大小头	材质/压力等级/螺纹标准缺失
REVIEW-MAT-01474	六联管夹	联数: 六联；规格: 36	管夹/管路固定件	组	六联管夹36	材质/安装孔距/型号缺失
REVIEW-MAT-01475	单管夹	联数: 单；规格: 36	管夹/管路固定件	只	单管夹36	材质/安装孔距/型号缺失
REVIEW-MAT-01476	三通接头	螺纹/规格: 36*2；类型: 三通	液压/高压管路	只	36*2三通	状态：可建档 | 可合并；材质/压力等级/连接形式缺失 | 与2377同类，材质/压力等级缺失
REVIEW-MAT-01477	对丝接头	螺纹/规格: 36*2；类型: 对丝	液压/高压管路	只	36*2对丝	状态：可建档 | 可合并；材质/压力等级缺失 | 与2378同类，材质/压力等级缺失
REVIEW-MAT-01478	泥浆管接头加工件	加工: 是；管径: Φ219；用途: 泥浆管	定制件/管路接头	件	加工泥浆管接头Φ219	状态：可建档-定制件；图纸/材质/壁厚/连接方式缺失
REVIEW-MAT-01479	扣压钢丝绳	加工: 扣压；直径/规格: 50；长度: 3.6米	吊装索具/钢丝绳	根	扣压钢丝绳50*3.6米	状态：可建档-定制件；钢丝绳结构/吊具端头/安全载荷缺失
REVIEW-MAT-01480	扣压钢丝绳	加工: 扣压；直径/规格: 47.5；长度: 9米	吊装索具/钢丝绳	根	扣压钢丝绳47.5*9米	状态：可建档-定制件；钢丝绳结构/吊具端头/安全载荷缺失
REVIEW-MAT-01481	铝合金八字扣头	规格: M52；材质: 铝合金；类型: 八字扣头	液压/高压管路	只	M52铝合金八字扣头	适配胶管规格/连接形式缺失
REVIEW-MAT-01482	聚氨酯密封胶	品牌: 普赛达；材料: 聚氨酯；容量: 600mL	化工耗材/密封胶	支	普赛达聚氨酯密封胶600mL | 普赛达聚氨酯密封胶600ML	状态：可建档 | 可合并；型号/颜色/固化特性缺失 | 与2383同类，型号/颜色缺失
REVIEW-MAT-01483	胶枪	品牌: 世达；类型: 胶枪	工具/手动工具	把	世达胶枪	适配胶筒容量/型号缺失
REVIEW-MAT-01484	不锈钢止回阀	材质: 304；公称通径: DN25	阀门/止回阀	只	304止回阀DN25	压力等级/连接形式缺失
REVIEW-MAT-01485	胶管总成	螺纹/规格: 36*2；层数: 2层；长度: 8.3米	液压/高压管路	根	胶管36*2-2层-8.3米	压力等级/接头形式/材质缺失
REVIEW-MAT-01486	胶管总成	螺纹/规格: 36*2；层数: 2层；长度: 4.2米	液压/高压管路	根	胶管36*2-2层-4.2米	压力等级/接头形式/材质缺失
REVIEW-MAT-01487	胶管总成	螺纹/规格: 36*2；层数: 2层；长度: 1.2米	液压/高压管路	根	胶管36*2-2层-1.2米	压力等级/接头形式/材质缺失
REVIEW-MAT-01488	胶管总成	螺纹/规格: 36*2；层数: 2层；长度: 7.3米	液压/高压管路	根	胶管36*2-2层-7.3米	压力等级/接头形式/材质缺失
REVIEW-MAT-01489	齿轮油	品牌: 长城；品类: 齿轮油；包装: 18L	油品/润滑油	桶	长城齿轮油18L	粘度等级/型号缺失
REVIEW-MAT-01490	对丝接头	规格: 1/2；类型: 对丝	液压/高压管路	只	接头1/2对丝	螺纹制式/材质/压力等级缺失
REVIEW-MAT-01491	变径接头	规格: 1/2-3/4；类型: 变径	液压/高压管路	只	变径接头1/2-3/4	螺纹制式/材质/压力等级缺失
REVIEW-MAT-01492	断路器	品牌: 施耐德；额定电流: 250A；极数: 3P	电气/低压电器	套	施耐德断路器250A-3P	系列/分断能力/型号缺失
REVIEW-MAT-01493	钢丝绳润滑脂	品牌: 伍尔特；用途: 钢丝绳；容量: 500mL	油品/润滑脂	瓶	伍尔特钢丝绳黄油500mL	型号/温度范围缺失
REVIEW-MAT-01494	高压内丝直接	螺纹: M32*2；连接: 内丝；类型: 直接	液压/高压管路	只	m32*2高压内丝直接	原始小写m规范为M，材质/压力等级缺失
REVIEW-MAT-01495	丙纶吊装袋	材质: 丙纶纤维；尺寸: 3米*3米；载荷: 大吨位	吊装索具/吊包	只	大吨位丙纶纤吊包3米*3米	额定载荷/安全系数/吊点形式缺失
REVIEW-MAT-01496	高压转换接头	螺纹: 36*2；形式: 外丝转内丝	液压/高压管路	套	高压接头36*2外丝转内丝	材质/压力等级缺失
REVIEW-MAT-01497	高压转换接头	螺纹: 52*2；形式: 外丝转内丝	液压/高压管路	套	高压接头52*2外丝转内丝	材质/压力等级缺失
REVIEW-MAT-01498	高压转换接头	螺纹: 24*1.5/36*2；类型: 转换接头	液压/高压管路	套	高压接头24*1.5/36*2	内外丝方向/材质/压力等级缺失
REVIEW-MAT-01499	高压对丝接头	螺纹: 20*1.5；类型: 对丝	液压/高压管路	只	高压接头20*1.5对丝	材质/压力等级缺失
REVIEW-MAT-01500	高压对丝接头	螺纹: 24*1.5；类型: 对丝	液压/高压管路	只	高压接头24*1.5对丝	材质/压力等级缺失
