编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01372	发泡剂	品类: 发泡剂	化工耗材/填缝材料	个	发泡剂	容量/品牌缺失
REVIEW-MAT-01373	发泡剂枪	适用材料: 发泡剂	工具/施胶工具	个	发泡剂枪	规格/结构缺失
REVIEW-MAT-01374	注浆枪头	类型: 注浆枪头	堵漏注浆/注浆配件	个	注浆枪头	接口/适配注浆枪缺失
REVIEW-MAT-01375	清洗机专用油	用途: 清洗机	化工耗材/润滑油	个	清洗机专用油	包装/品牌/油品型号缺失
REVIEW-MAT-01376	塑料凳	材质: 塑料；特征: 加厚	行政后勤/生活用品	个	加厚塑料凳 | 加厚塑料凳子	状态：可合并 | 可建档；与1792同类，尺寸缺失 | 尺寸/承重缺失
REVIEW-MAT-01377	一体梯凳	承重: 600kg；结构: 一体	工具/登高工具	个	600KG一体梯凳	高度/材质/标准缺失
REVIEW-MAT-01378	水泥	标号/型号: PC425	建筑材料/水泥砂石	包	PC425水泥	包装重量/标准缺失
REVIEW-MAT-01379	高压清洗机滤网	规格: 25mm；部件: 滤网	清洗设备/高压清洗机配件	个	25MM高压清洗剂滤网	适配型号/过滤精度缺失
REVIEW-MAT-01380	不锈钢滑槽	形状: C型；材质: 不锈钢	五金建材/导轨滑槽	米	C型不锈钢滑槽	截面尺寸/厚度缺失
REVIEW-MAT-01381	润滑脂	品牌: 克虏伯；型号: NB52	化工耗材/润滑脂	公斤	克虏伯油脂NB52	包装规格/用途缺失
REVIEW-MAT-01382	PAC污水处理剂	含量: 28%；类型: PAC	化工原料/水处理剂	吨	28%PAC污水处理剂	状态：可合并；与2286同类，包装/标准缺失 | 与2247同类，包装/标准缺失
REVIEW-MAT-01383	轴承	品牌: SKF；型号: 2315；进口: 是	备品备件/轴承	个	进口SKF-2315轴承	轴承类型/尺寸缺失
REVIEW-MAT-01384	布手套	材质: 布；特征: 加厚	劳保耗材/手套	双	加厚布手套	状态：可合并；与2120同类，尺码缺失
REVIEW-MAT-01385	刀阀	公称直径: DN150	阀门/刀阀	个	DN150刀阀	状态：可合并；与1692同类，材质/压力等级缺失
REVIEW-MAT-01386	膨胀螺丝	规格: M14*70	紧固件/膨胀件	个	14*70膨胀螺丝	材质/类型缺失
REVIEW-MAT-01387	套筒	规格: 17	工具/套筒	个	17套筒	方榫规格/长度缺失
REVIEW-MAT-01388	电缆线	品牌: 起帆；规格: 3*6+2*4	电气材料/电线电缆	米	3*6+2*4起帆电缆	导体材质/护套/电压等级缺失
REVIEW-MAT-01389	量杯	容量: 2000ml	工具耗材/计量工具	个	2000毫升量杯	材质/刻度精度缺失
REVIEW-MAT-01390	热水器开关	用途: 热水器	电气材料/开关	个	热水器开关	电流/安装方式/型号缺失
REVIEW-MAT-01391	小便器感应器	适用: 小便器；类型: 感应器	行政后勤/卫浴配件	套	小便器感应器	电源/接口/型号缺失
REVIEW-MAT-01392	启动按钮指示灯	功能: 启动按钮、指示灯	电气材料/按钮指示	套	启动按钮指示灯	电压/颜色/开孔尺寸缺失
REVIEW-MAT-01393	急停按钮	功能: 急停	电气材料/按钮指示	套	急停按钮	触点/开孔尺寸/品牌缺失
REVIEW-MAT-01394	闪光蜂鸣器	功能: 闪光、蜂鸣	电气材料/报警器	套	闪光蜂鸣器	电压/声光等级缺失
REVIEW-MAT-01395	加厚铝合金扣	规格: 50；材质: 铝合金；特征: 加厚	液压/高压管路	个	50加厚铝合金扣	状态：可合并；与50铝合金扣同类，连接形式缺失
REVIEW-MAT-01396	加厚铝合金扣	规格: 80；材质: 铝合金；特征: 加厚	液压/高压管路	个	80加厚铝合金扣	状态：可合并；与80铝合金扣同类，连接形式缺失
REVIEW-MAT-01397	水泥砖	规格: 95；材质: 水泥	建筑材料/砌块砖	个	95水泥砖	尺寸完整性/强度等级缺失
REVIEW-MAT-01398	扎带	规格: 8*300	电气材料/扎带	个	8*300扎带	材质/颜色/包装数量缺失
REVIEW-MAT-01399	喷壶	容量: 2L	行政后勤/清洁用品	个	2升喷壶	材质/喷头类型缺失
REVIEW-MAT-01400	铁扎丝	规格原文: 500；材质: 铁	建筑材料/绑扎材料	卷	500铁扎丝	线径/每卷重量缺失
