编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00178	螺丝	规格: 16*50	五金备件/紧固件	套	16*50螺丝	状态：可建档 | 可合并；材质/强度等级缺失 | 与第313行同物料
REVIEW-MAT-00179	LED防爆机床方形灯	长度: 1220MM；类型: LED；功能: 防爆；形状: 方形；用途: 机床	电气材料/防爆照明	套	1220MMLED防爆机床方形灯	功率缺失
REVIEW-MAT-00180	螺丝	规格: 14*50	五金备件/紧固件	套	14*50螺丝	材质/强度等级缺失
REVIEW-MAT-00181	弓形卸扣	载荷: 6.5吨；标准: 国标；形状: 弓形	吊装索具/卸扣	个	6.5吨国标弓形卸扣	
REVIEW-MAT-00182	热水器挂钩	用途: 热水器	工程材料/水暖五金	个	热水器挂钩	状态：可合并；与第377行同类，规格缺失 | 与第323行同物料
REVIEW-MAT-00183	排风扇	规格: 50*50	电气材料/通风设备	个	50*50排风扇	状态：可合并；与第118行相近，排气扇/排风扇统一命名
REVIEW-MAT-00184	塑料方凳	材质: 塑料；规格: 50CM；特征: 加厚	办公生活用品/家具	个	加厚50CM塑料方凳	
REVIEW-MAT-00185	不锈钢弯头	材质: 不锈钢；规格: 250；类型: 弯头	工程材料/管件	个	250不锈钢弯头	壁厚/角度缺失
REVIEW-MAT-00186	发泡胶	品牌: 雨虹；特性: 高倍	化工耗材/填缝剂	支	雨虹高倍发泡胶	容量缺失
REVIEW-MAT-00187	重油污清洗剂	用途: 去重油污	清洁用品/清洁剂	公斤	去重油污清洗剂	状态：可合并；与第226行同类，品牌不同/缺失
REVIEW-MAT-00188	电池	规格: 5号	电气材料/电池	个	5号电池	
REVIEW-MAT-00189	电焊眼镜	用途: 电焊	劳保耗材/眼面防护	付	电焊眼镜	
REVIEW-MAT-00190	内六角扳手	规格: 19	工具器具/手动工具	支	19内六角扳手	
REVIEW-MAT-00191	等离子割嘴	型号: P80；类型: 割嘴	焊接耗材/等离子切割配件	个	P80等离子割嘴	
REVIEW-MAT-00192	槽钢	规格: 200B	金属材料/型材	米	200B槽钢	材质/标准缺失
REVIEW-MAT-00193	槽钢	规格: 160B	金属材料/型材	米	160B槽钢	材质/标准缺失
REVIEW-MAT-00194	水泥砖	材质: 水泥	建筑材料/砌块砖	块	水泥砖	状态：可建档-低精度；尺寸缺失
REVIEW-MAT-00195	砖刀	用途: 砌砖/切砖	工具器具/施工工具	个	砖刀	
REVIEW-MAT-00196	灰刀	用途: 抹灰	工具器具/施工工具	个	灰刀	
REVIEW-MAT-00197	防水网线接头	功能: 防水；用途: 网线连接	电气材料/弱电材料	个	防水网线接头连接	
REVIEW-MAT-00198	防锈润滑剂	品牌/型号: WD-40；容量: 500	化工耗材/润滑防锈	支	WD-40500防锈润滑剂	500 是否 ml？
REVIEW-MAT-00199	螺丝	规格: 8*250	五金备件/紧固件	套	8*250螺丝	材质/强度等级缺失 | 是否为M8？材质/强度等级缺失
REVIEW-MAT-00200	调和油漆	颜色: 铁红	化工耗材/涂料	桶	铁红油漆	容量缺失
