编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00316	记号笔	颜色: 白色	办公/标识耗材	支	白色记号笔	状态：可合并；与前文多次同物料，品牌需统一
REVIEW-MAT-00317	轴承钢钢套	定制: 是；材质: 轴承钢；特征: 加厚	定制件/金属加工件	套	定做加厚轴承钢钢套	状态：可建档-定制件；图纸/尺寸/热处理要求缺失
REVIEW-MAT-00318	方钢	规格: 40*80；特征: 加厚	原材料/型钢	米	40*80加厚方钢	壁厚/材质缺失
REVIEW-MAT-00319	四方接头	加工: 是；类型: 内外四方接头	定制件/管路接头	个	加工内外四方接头	状态：可建档-定制件；图纸/规格/材质缺失
REVIEW-MAT-00320	不锈钢标志牌	定制: 是；材质: 不锈钢	定制件/标识铭牌	块	定做不锈钢标志牌	状态：可建档-定制件；尺寸/内容/厚度缺失
REVIEW-MAT-00321	不锈钢铭牌	定制: 是；尺寸: 250*180；材质: 不锈钢	定制件/标识铭牌	块	定做250*180不锈钢铭牌	状态：可建档-定制件；厚度/内容/表面工艺缺失
REVIEW-MAT-00322	五点式安全带	类型: 五点式；款式: 欧式	劳保耗材/坠落防护	套	五点式欧式安全带	执行标准/承载等级缺失
REVIEW-MAT-00323	内六角螺丝	规格: 10*40；类型: 内六角	五金备件/紧固件	套	10*40内六角	材质/强度等级缺失
REVIEW-MAT-00324	内六角螺丝	规格: 16*50；类型: 内六角	五金备件/紧固件	套	16*50内六角	材质/强度等级缺失
REVIEW-MAT-00325	刮泥板	定制: 是；类型: 刮泥板	定制件/设备备件	块	定做刮泥板	状态：可建档-定制件；图纸/材质/适用设备缺失
REVIEW-MAT-00326	挂壁风扇	控制: 遥控；安装: 挂壁	设备/通用电器	台	遥控挂壁风扇	功率/尺寸/品牌缺失
REVIEW-MAT-00327	五孔插座	类型: 五孔插座	电气材料/插头插座	套	五孔插座	状态：可建档-低精度；明装/暗装/电流/品牌缺失
REVIEW-MAT-00328	插座底盒	类型: 插座底盒	电气材料/插头插座	个	插座底合	状态：可建档-低精度；“底合”应为底盒；规格缺失
REVIEW-MAT-00329	电线	品牌: 起帆；截面积: 4平方	电气材料/电线电缆	米	4平方起帆平方电线	线型/颜色/芯数缺失
REVIEW-MAT-00330	高压水枪	材质: 金属；类型: 高压水枪	工具器具/清洗工具	支	金属高压水枪	压力/接口规格缺失
REVIEW-MAT-00331	切割片	品牌: 金立克	工具器具/磨切耗材	片	金立克切割片	状态：可建档-低精度；规格/材质/厚度缺失
REVIEW-MAT-00332	无缝管	规格: 325；壁厚: 14	原材料/钢管	米	325无缝管&14	材质/标准缺失；原文符号需规范
REVIEW-MAT-00333	焊接弯头	规格: 325*8；特征: 加厚；连接: 焊接	工程材料/管件	个	加厚325*8焊接弯头	材质/角度/压力等级缺失
REVIEW-MAT-00334	抱箍钢卡	规格: 325；特征: 加厚；材质: 钢	工程材料/管道紧固	个	加厚325抱箍钢卡	表面处理/标准缺失
REVIEW-MAT-00335	卡槽钢圈接头	定制: 是；规格: 325；类型: 卡槽钢圈接头	定制件/管路接头	个	定做325卡槽钢圈接头	状态：可建档-定制件；图纸/材质/压力等级缺失
REVIEW-MAT-00336	花纹钢板	厚度: 3mm；类型: 花纹钢板	原材料/钢板	平方	3MM花纹钢板	材质/长宽/单位换算缺失
REVIEW-MAT-00337	槽钢	规格: 100#；标准: 国标	原材料/型钢	米	100#国标槽钢	材质牌号缺失
REVIEW-MAT-00338	螺丝	规格: M20*120	五金备件/紧固件	个	M20*120螺丝	材质/强度等级缺失
REVIEW-MAT-00339	钢板加工件	加工: 是；尺寸: 300*270*16	定制件/金属加工件	块	加工300*270*16钢板	状态：可建档-定制件；材质/图纸/孔位缺失
REVIEW-MAT-00340	夹板加工件	加工: 是；尺寸: 94*33*3	定制件/金属加工件	块	加工94*33*3夹板	状态：可建档-定制件；材质/图纸缺失
REVIEW-MAT-00341	热缩管	规格: 30	电气材料/电缆附件	米	30热缩管	直径单位/收缩倍率/颜色缺失
REVIEW-MAT-00342	五孔插座面板	类型: 五孔面板	电气材料/插头插座	个	五孔面板	状态：可建档-低精度；品牌/明暗装/电流缺失
REVIEW-MAT-00343	铜导电嘴	材质: 铜；规格: 45*12	焊接耗材/焊机配件	个	铜导电嘴45*12	适配焊枪/孔径缺失
REVIEW-MAT-00344	挂胶手套	特征: 厚；类型: 挂胶	劳保耗材/手套	双	厚挂胶手套	材质/尺码缺失
REVIEW-MAT-00345	亚克力板	尺寸: 81*81*5	原材料/塑料板材	块	81×81×5亚克力板	单位尺寸是否mm需确认
REVIEW-MAT-00346	焊条	直径: 3.2	焊接耗材/焊材	件	3.2焊条 | 3.2电焊条	状态：可合并；与前文3.2焊条同类，材质/牌号缺失 | 与前文同类，牌号/包装缺失 | 与第593行同类，牌号缺失
REVIEW-MAT-00347	电焊眼镜	用途: 电焊防护	劳保耗材/眼面防护	副	电焊眼镜	状态：可建档 | 可合并；防护等级/镜片色号缺失 | 与第1222行同物料，防护等级缺失
REVIEW-MAT-00348	平光防护眼镜	类型: 平镜/平光	劳保耗材/眼面防护	副	平镜眼镜	状态：可建档-低精度；防护标准缺失
REVIEW-MAT-00349	转向轮	规格: 3寸；特征: 带刹车	五金备件/脚轮	个	3寸转向轮带刹车	承重/材质缺失
REVIEW-MAT-00350	高粱扫把	材质: 高粱	劳保耗材/清洁工具	支	高粱扫把	
