编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00468	注浆管	规格: DN25	工程材料/注浆材料	米	DN25注浆管	材质/压力等级缺失
REVIEW-MAT-00469	混凝土圆斗	容量: 3立方；用途: 混凝土	工程器具/料斗	个	3立方混凝土圆斗	材质/吊装方式缺失
REVIEW-MAT-00470	钢箱	加工定做: 是；容量: 4立方；材质: 钢	定制件/金属加工件	个	加工定做4立方钢箱	状态：可建档-定制件；图纸/尺寸/用途缺失
REVIEW-MAT-00471	膨胀螺丝	规格: M12*80	五金备件/紧固件	个	M12*80膨胀螺丝	材质/表面处理缺失
REVIEW-MAT-00472	一次性雨衣	类型: 一次性	劳保耗材/雨具	套	一次性雨衣	状态：可合并；与第476行同物料 | 与第824行同物料
REVIEW-MAT-00473	电缆线	品牌: 起帆；规格: 3*2.5	电气材料/电线电缆	米	3*2.5起帆电缆 | 3*2.5起帆电缆线	型号/材质缺失 | 导体材质/护套/电压等级缺失
REVIEW-MAT-00474	花篮螺丝	规格: M20；类型: 花篮	吊装索具/拉紧器	个	M20花篮	材质/载荷缺失
REVIEW-MAT-00475	卷扬机	载荷: 1吨	吊装索具/起重设备	台	1吨卷扬机	电压/钢丝绳长度/品牌缺失
REVIEW-MAT-00476	钢丝绳	直径: 16mm	吊装索具/钢丝绳	米	16厘钢丝绳	结构/强度等级缺失
REVIEW-MAT-00477	卸扣	载荷: 8.5T	吊装索具/卸扣	个	8.5T卸扣	执行标准缺失
REVIEW-MAT-00478	卸扣	载荷: 3T	吊装索具/卸扣	个	3T卸扣	执行标准缺失
REVIEW-MAT-00479	钢筋扎丝	长度: 50cm；包装: 5kg	五金备件/金属丝材	件	50CM*5kg钢筋扎丝	丝径/材质缺失
REVIEW-MAT-00480	汽油桶	容量: 20L；用途: 汽油	工具器具/容器	个	20L汽油桶	材质/防爆要求缺失
REVIEW-MAT-00481	齿轮油	型号: HL-20	化工耗材/润滑油	升	HL-20齿轮油	品牌/包装缺失
REVIEW-MAT-00482	焊条	直径: 5.0	焊接耗材/焊材	件	5.0电焊条	牌号/包装缺失
REVIEW-MAT-00483	焊条	直径: 4.0	焊接耗材/焊材	件	4.0电焊条	状态：可建档 | 可合并；牌号/包装缺失 | 与第837行同物料，牌号缺失
REVIEW-MAT-00484	植筋胶	类型: 注射式	化工耗材/胶粘剂	支	注射式植筋胶	容量/品牌/固化剂体系缺失
REVIEW-MAT-00485	铁钉	规格: 3寸	五金备件/紧固件	KG	3寸铁钉	材质/表面处理缺失
REVIEW-MAT-00486	电源适配器	输出: 12V 1A	电气材料/电源电器	个	12V1A适配器	输入电压/接口规格缺失
REVIEW-MAT-00487	反射片	规格: 3*3	安全设施/反光材料	片	3*3反射片	单位/材质/颜色缺失
REVIEW-MAT-00488	反射片	规格: 5*5	安全设施/反光材料	片	5*5反射片	单位/材质/颜色缺失
REVIEW-MAT-00489	海绵拖把	特征: 加长；材质: 海绵	劳保耗材/清洁工具	把	加长海绵拖把	
REVIEW-MAT-00490	钢丝增强管	规格: 1寸；结构: 钢丝增强	工程材料/软管	米	1寸钢丝增强管	压力等级/材质缺失
REVIEW-MAT-00491	PPR热熔管	规格: 4分；材质: PPR；连接: 热熔	工程材料/PPR管件	米	4分PPR热融管	品牌/压力等级缺失
REVIEW-MAT-00492	扎带	规格: 10*50；包装: 200根/包	电气材料/扎带	包	10*50扎带200根	材质缺失
REVIEW-MAT-00493	顶托	规格: 30*500；特征: 厚	建筑材料/脚手架配件	支	30*500厚顶托	材质/表面处理缺失
REVIEW-MAT-00494	电焊钳	电流: 500A	焊接耗材/焊割工具	支	500A电焊钳	状态：可合并；与第465行同物料，单位把/支需统一
REVIEW-MAT-00495	深井潜水泵	功率: 1.1kW；类型: 深井潜水泵	设备/泵类设备	台	1.1千瓦深井潜水泵	状态：可建档 | 可合并；扬程/流量/电压缺失 | 与第868行同物料，扬程/流量缺失
REVIEW-MAT-00496	海绵双面胶	基材: 海绵；类型: 双面胶	化工耗材/胶粘带	卷	海绵双面胶	宽度/长度缺失
REVIEW-MAT-00497	污水泵	功率: 1.5kW；类型: 污水泵	设备/泵类设备	台	1.5千瓦污水泵	状态：可建档 | 可合并；流量/扬程/电压缺失 | 与第870行同物料，扬程/流量缺失
REVIEW-MAT-00498	PPR热熔接头	规格: 4分；连接: 热熔	工程材料/PPR管件	个	4分热熔接头	材质/品牌缺失
REVIEW-MAT-00499	镀锌管	规格: DN20；表面: 镀锌	原材料/钢管	米	DN20镀锌管	壁厚/标准缺失
REVIEW-MAT-00500	记号笔	颜色: 黑色	办公/标识耗材	支	黑色笔 | 黑色记号笔	状态：可建档-低精度 | 可合并；笔类型/品牌缺失 | 与第879行同类，品牌缺失
