编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00372	草帽	类型: 草帽	劳保耗材/防晒用品	个	草帽	状态：可建档-低精度；尺寸/款式缺失
REVIEW-MAT-00373	尼龙绳	直径: 14mm；材质: 尼龙	吊装索具/绳索	米	∅14尼龙绳	承载/编织结构缺失
REVIEW-MAT-00374	高强度螺丝	强度等级: 12.9级；规格: 10*150	五金备件/紧固件	套	12.9级 10*150螺丝	是否M10/表面处理缺失
REVIEW-MAT-00375	扎带	规格: 10*400	电气材料/扎带	包	10*400扎带	材质/每包数量缺失
REVIEW-MAT-00376	扎带	规格: 10*500	电气材料/扎带	包	10*500扎带	状态：可合并；与前文10*500扎带同物料 | 与1657同类，颜色/每包数量缺失
REVIEW-MAT-00377	焊工手套	用途: 电焊防护	劳保耗材/手套	双	电焊手套	状态：可建档 | 可合并；材质/长度缺失 | 与第655行同物料
REVIEW-MAT-00378	闭门器	规格: 大号	五金备件/门窗五金	个	闭门器大	状态：可建档-低精度；承重/安装方式缺失
REVIEW-MAT-00379	路锥	高度: 1米	安全设施/交通标识	个	路锥1米	材质/反光等级缺失
REVIEW-MAT-00380	小便器感应器	材质: 铜；用途: 小便器	工程材料/洁具配件	套	铜小便器感应器	电源方式/规格缺失
REVIEW-MAT-00381	黑模板	尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑	建筑材料/模板木方	张	1.22*2.44*3.0黑模板	单位是米还是尺需确认
REVIEW-MAT-00382	一位开关	位数: 1位；含底座: 是	电气材料/开关	套	1位开关带底座	电流/品牌/明暗装缺失
REVIEW-MAT-00383	PVC直通	品牌: 公元；规格: 75	工程材料/PVC管件	个	公元75直通	状态：可合并；与第643行同物料，材质默认PVC需确认
REVIEW-MAT-00384	漏电断路器	品牌: 施耐德；极数: 2P；电流: C40A	电气材料/低压电器	个	施耐德2PC40A漏电	型号/漏电动作电流缺失
REVIEW-MAT-00385	推进泵加长弯头	加工定做: 是；适用设备: 推进泵；规格: 189；特征: 加长大弯头	定制件/设备备件	套	加工定做推进泵189加长大弯头	状态：可建档-定制件；图纸/材质/接口缺失
REVIEW-MAT-00386	蒸饭柜	品牌: 荣事达；层数: 8层；功能: 智能	设备/厨房设备	个	8层荣事达智能蒸饭柜	功率/电压/容量缺失，单位建议台
REVIEW-MAT-00387	吊带	载荷: 5T；长度: 6米	吊装索具/吊带	付	5T*6米吊带	执行标准/材质缺失
REVIEW-MAT-00388	吊带	载荷: 5T；长度: 3米	吊装索具/吊带	付	5T*3米吊带	执行标准/材质缺失
REVIEW-MAT-00389	吊带	载荷: 3T；长度: 3米	吊装索具/吊带	付	3T*3米吊带	执行标准/材质缺失
REVIEW-MAT-00390	接触器	品牌: 施耐德；用途: 行车；电流: 80A	电气材料/低压电器	个	施耐德行车接触器80A	型号/线圈电压缺失
REVIEW-MAT-00391	合金钻头	材质: 合金；直径: 6mm	工具器具/工具配件	个	合金钻头6厘	柄型/长度缺失
REVIEW-MAT-00392	合金钻头	材质: 合金；直径: 8mm	工具器具/工具配件	个	合金钻头8厘	柄型/长度缺失
REVIEW-MAT-00393	合金钻头	材质: 合金；直径: 10mm	工具器具/工具配件	个	合金钻头10厘	柄型/长度缺失
REVIEW-MAT-00394	合金钻头	材质: 合金；直径: 12mm	工具器具/工具配件	个	合金钻头12厘	柄型/长度缺失
REVIEW-MAT-00395	合金钻头	材质: 合金；直径: 14mm	工具器具/工具配件	个	合金钻头14厘	柄型/长度缺失
REVIEW-MAT-00396	合金钻头	材质: 合金；直径: 16mm	工具器具/工具配件	个	合金钻头16厘	柄型/长度缺失
REVIEW-MAT-00397	尼龙绳	直径: 18mm；材质: 尼龙	吊装索具/绳索	米	18尼龙绳	承载/编织结构缺失
REVIEW-MAT-00398	地坪漆面漆固化剂	用途: 地坪漆面漆固化剂	化工耗材/涂料辅料	KG	地坪漆面漆固化剂	状态：可建档 | 可合并；品牌/配比/包装缺失 | 与第692行同物料，品牌/配比/包装缺失
REVIEW-MAT-00399	地坪漆底漆	品牌/系列: 好地坪漆；类型: 底漆	化工耗材/涂料	桶	好地坪漆底漆	包装重量/颜色/配套体系缺失
REVIEW-MAT-00400	地坪漆底漆固化剂	用途: 地坪漆底漆固化剂	化工耗材/涂料辅料	KG	地坪漆底漆固化剂	状态：可建档 | 可合并；品牌/配比/包装缺失 | 与第694行同物料，配比/包装缺失
