编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00035	多功能剥线钳	品牌: 世达；类型: 多功能剥线钳	工具器具/手动工具	只	世达多功能剥线钳	型号缺失
REVIEW-MAT-00036	断点检测电笔	功能: 找断点/测电	工具器具/电工工具	只	找断点电笔	型号缺失
REVIEW-MAT-00037	插座	品牌: 公牛；电流: 16A	电气材料/插头插座	个	公牛16A插座	明装/暗装未说明
REVIEW-MAT-00038	洁厕灵	类型: 洁厕清洁剂	清洁用品/清洁剂	瓶	洁厕灵	容量缺失
REVIEW-MAT-00039	窗帘架拉链	类型: 拉链/配件	装修材料/窗帘配件	套	窗帘架拉链	状态：可建档-低精度 | 可合并；规格长度缺失 | 与第63行同物料
REVIEW-MAT-00040	钢钉线卡	规格: 20	电气材料/电气辅材	个	20钢钉线卡	
REVIEW-MAT-00041	三角阀	规格: 4分	工程材料/阀门	个	4分三角阀	状态：可建档 | 可合并；材质缺失 | 与第65行同物料
REVIEW-MAT-00042	PPR三通	品牌: 公元；规格: 25；类型: 三通	工程材料/PPR管件	个	公元PPR25三通	
REVIEW-MAT-00043	PPR内牙三通	品牌: 公元；规格: 25；连接: 内牙；类型: 三通	工程材料/PPR管件	个	公元PPR25内牙三通	
REVIEW-MAT-00044	PPR内牙直通	品牌: 公元；规格: PPR25*4分；连接: 内牙；类型: 直通	工程材料/PPR管件	个	公元PPR25*4内牙直通	
REVIEW-MAT-00045	PPR内牙弯头	品牌: 公元；规格: 25；连接: 内牙；类型: 弯头	工程材料/PPR管件	个	公元PPR25内牙弯头	
REVIEW-MAT-00046	洗衣机龙头	用途: 洗衣机	工程材料/水暖五金	个	洗衣机龙头	材质缺失
REVIEW-MAT-00047	堵头	规格: 4分	工程材料/管件	个	4分堵头	材质缺失
REVIEW-MAT-00048	堵头	规格: 6分	工程材料/管件	个	6分堵头	材质缺失
REVIEW-MAT-00049	水管钩	规格: 25	工程材料/管道辅材	个	25水管钩	状态：可建档 | 可合并；材质缺失 | 与第76行同物料
REVIEW-MAT-00050	镀锌电线架	材质: 镀锌；位数: 4位	电气材料/电气辅材	个	4位镀锌电线架	
