编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01822	不锈钢锁扣	材质: 不锈钢；类型: 锁扣	五金/锁具配件	套	不锈钢锁扣	尺寸/孔距缺失
REVIEW-MAT-01823	不锈钢挂锁	材质: 不锈钢；类型: 挂锁	五金/锁具	把	不锈钢挂锁	状态：可合并；与2724同类，规格缺失
REVIEW-MAT-01824	槽钢	规格: 6#	钢材/型钢	米	槽钢6#	材质/标准/长度缺失
REVIEW-MAT-01825	方柱加工件	加工: 是；截面: 70mm*70mm；长度: 1m	定制件/金属加工件	根	加工方柱70mm*70mm*1m	状态：可建档-定制件；材质/图纸/用途缺失
REVIEW-MAT-01826	方柱加工件	加工: 是；截面: 70mm*70mm；长度: 0.3m	定制件/金属加工件	根	加工方柱70mm*70mm*0.3m	状态：可建档-定制件；材质/图纸/用途缺失
REVIEW-MAT-01827	航空插头插座套装	安装: 明装；芯数: 3芯；额定电流: 16A	电气/插头插座	套	明装航空插头插座3芯/16A	电压/防护等级/型号缺失
REVIEW-MAT-01828	漏电保护器	品牌: 德力西；极数: 2P；额定电流: 25A	电气/低压电器	只	德力西漏保开关2P/25A	分断能力/漏电动作电流缺失
REVIEW-MAT-01829	断路器	品牌: 德力西；极数: 2P；额定电流: 10A	电气/低压电器	只	德力西断路器2P/10A	分断能力/曲线缺失
REVIEW-MAT-01830	电柜风扇防雨罩组合	用途: 电柜；包含: 风扇+防雨罩；电压: 380V	电气/配电柜散热	个	电柜风扇防雨罩组合380V	风扇尺寸/功率/防护等级缺失
REVIEW-MAT-01831	温控开关	用途: 电柜风扇；颜色: 蓝色；类型: 温控开关	电气/温控元件	只	电柜风扇温控开关蓝色	温控范围/型号缺失
REVIEW-MAT-01832	设备按钮标识贴	用途: 设备按钮；类型: 标识贴	标签耗材/设备标识	件	设备按钮标示贴	材质/尺寸/内容缺失
REVIEW-MAT-01833	导流罩	适配型号: QJB-4/6；部件: 导流罩	设备备件/搅拌机配件	只	导流罩QJB-4/6	材质/厂家缺失
REVIEW-MAT-01834	叶轮	适配型号: QJB-4/6；部件: 叶轮	设备备件/搅拌机配件	个	叶轮QJB-4/6	状态：可建档 | 可合并；材质/直径/厂家缺失 | 与2920同类，材质/直径缺失
REVIEW-MAT-01835	叶轮	适配型号: QJB-2/8；部件: 叶轮	设备备件/搅拌机配件	个	叶轮QJB-2/8	材质/直径/厂家缺失
REVIEW-MAT-01836	高强度全螺纹螺杆	强度等级: 12.9；规格: M30*1m；原始: 全芽	紧固件/螺杆	根	12.9级全芽螺杆m30*1m	`全芽`疑似全牙，材质/表面处理缺失
REVIEW-MAT-01837	高强度螺母	强度等级: 12.9；规格: M30	紧固件/螺母	只	12.9级螺母M30	材质/牙距缺失
REVIEW-MAT-01838	B型槽钢	规格: 20#B	钢材/型钢	米	20#B型槽钢	材质/标准/长度缺失
REVIEW-MAT-01839	B型槽钢	规格: 16#B	钢材/型钢	米	16#B型槽钢	材质/标准/长度缺失
REVIEW-MAT-01840	双层床	材质: 方钢；结构: 卡扣式；类型: 双层床	行政后勤/生活用品	套	方钢卡扣式双层床 | 方钢卡扣双层床	状态：可建档 | 可合并；尺寸/承重缺失 | 与2929同类，尺寸/承重缺失
REVIEW-MAT-01841	叶轮	适配型号: QJB-5/8；部件: 叶轮	设备备件/搅拌机配件	个	叶轮QJB-5/8	材质/直径/厂家缺失
REVIEW-MAT-01842	角钢加工件	加工: 是；规格: 40角铁；长度: 1.5米	定制件/金属加工件	根	加工40角铁1.5米长	状态：可建档-定制件；40*40还是其他规格、厚度/材质缺失
REVIEW-MAT-01843	接线端子	型号: UK5N；颜色: 黄绿色	电气/接线端子	只	黄绿色接线端子UK5N	是否接地端子需确认，额定电流缺失
REVIEW-MAT-01844	5号电池	品牌: 南孚；规格: 5号	电气/电池	节	南孚电池5号	状态：可建档 | 可合并；碱性/容量缺失 | 与2935同类，碱性/容量缺失
REVIEW-MAT-01845	强光手电筒	类型: 强光手电筒	工具/照明工具	只	强光手电筒	电池类型/亮度/防水等级缺失
REVIEW-MAT-01846	机械密封	材质: 合金钢；型号: 109-35；原始: 机密封	密封件/机械密封	套	合金钢机密封109-35	适配设备/介质缺失
REVIEW-MAT-01847	高强度全螺纹螺丝	强度等级: 12.9；规格: M30*250；原始: 全芽	紧固件/螺丝	套	12.9级m30*250全芽螺丝	`全芽`疑似全牙，套件内容/材质缺失
REVIEW-MAT-01848	防水网线连接器	环境: 户外；特性: 防水；类型: 网线接头连接器	弱电安防/网络配件	套	户外防水网线接头连接器	网线类别/防护等级缺失
REVIEW-MAT-01849	激光水平仪	品牌: 莱赛；类型: 激光红外水平仪	工具/测量工具	套	莱赛激光红外水平仪	线数/精度/型号缺失
REVIEW-MAT-01850	电焊机接线夹	适配: 电焊机；部件: 接线夹	焊接工具/焊机配件	个	电焊机接线夹	电流等级/接口缺失
