编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01514	重型管夹加工件	加工: 是；类型: 重型管夹；规格: 60	定制件/管夹卡箍	只	加工重型管夹60	状态：可建档-定制件；材质/图纸/安装孔距缺失
REVIEW-MAT-01515	聚氨酯密封胶	品牌: 普赛达；材料: 聚氨酯	化工耗材/密封胶	支	普赛达聚氨酯密封胶	状态：可合并；与2383同类，容量/型号缺失 | 与2420同类，容量/型号缺失
REVIEW-MAT-01516	超高压接头	品牌: 日东；系列/规格: 38S；等级: 超高压	液压/超高压管路	套	日东超高压接头38S	接头形式/压力等级/材质缺失
REVIEW-MAT-01517	超高压接头	品牌: 日东；系列/规格: 42L；等级: 超高压	液压/超高压管路	套	日东超高压接头42L	接头形式/压力等级/材质缺失
REVIEW-MAT-01518	超高压液压接头	品牌: 派克；系列/规格: 24S；等级: 超高压	液压/超高压管路	套	派克超高压液压接头24S	接头形式/压力等级/材质缺失
REVIEW-MAT-01519	胶管总成	规格: 36*2H；层数: 2层；长度: 3米	液压/高压管路	条	胶管36*2H-2层-3米	H含义/压力等级/接头形式缺失
REVIEW-MAT-01520	胶管总成	规格: 36*2H；层数: 2层；长度: 2米	液压/高压管路	条	胶管36*2H-2层-2米	H含义/压力等级/接头形式缺失
REVIEW-MAT-01521	高压内丝接头	规格: 36*2H；连接: 内丝	液压/高压管路	只	高压内丝接头36*2H	H含义/材质/压力等级缺失
REVIEW-MAT-01522	抗盐膨润土	类型: 抗盐膨润土	化工原料/膨润土	吨	抗盐膨润土	状态：可合并；与2414同类，指标/厂家缺失
REVIEW-MAT-01523	T型螺丝套件	规格: M16*50；套件: 平垫+弹垫+螺母	紧固件/螺丝套件	套	T型螺丝M16*50平弹帽	状态：可合并；与2410同类，材质/强度等级缺失
REVIEW-MAT-01524	加厚垫片	规格: M18*50*60mm；特征: 加厚	紧固件/垫圈	只	加厚垫片M18*50*60mm	内径/外径/厚度字段需拆清，材质缺失
REVIEW-MAT-01525	六联管夹加工件	加工: 是；联数: 六联；规格: 35	定制件/管夹卡箍	件	加工六联管夹35	状态：可建档-定制件；材质/图纸/安装孔距缺失
REVIEW-MAT-01526	加厚风筒	加工: 是；直径: 600；长度: 20米；特征: 加厚	定制件/通风风筒	条	加工加厚风筒600*20米	状态：可建档-定制件；材质/连接方式/阻燃等级缺失
REVIEW-MAT-01527	加厚风筒	加工: 是；直径: 600；长度: 10米；特征: 加厚	定制件/通风风筒	条	加工加厚风筒600*10米	状态：可建档-定制件；材质/连接方式/阻燃等级缺失
REVIEW-MAT-01528	密封胶	品牌: 普赛达	化工耗材/密封胶	支	普赛达密封胶	状态：可合并；是否聚氨酯密封胶及容量需确认
REVIEW-MAT-01529	螺纹钢	规格: 20E；长度: 12米	钢材/螺纹钢	T	螺纹钢20E*12米	20E含义/材质牌号/执行标准缺失
REVIEW-MAT-01530	工字钢	规格: 14#	钢材/型钢	米	工字钢14#	状态：可建档 | 可合并；材质/长度/理论重量/标准缺失 | 与2446同类，材质/标准缺失
REVIEW-MAT-01531	液压油	进口: 是；包装: 10L	油品/液压油	桶	进口液压油10L	粘度等级/品牌/型号缺失
REVIEW-MAT-01532	电机	功率: 5.5kW	设备备件/电机	台	电机5.5KW	电压/转速/安装方式/防护等级缺失
REVIEW-MAT-01533	管道泵	功率: 5.5kW；口径/规格: 50	设备备件/泵	台	管道泵5.5KW-50	流量/扬程/型号缺失
REVIEW-MAT-01534	不锈钢高压球阀	材质: 不锈钢；用途: 液压；规格: 1寸	阀门/球阀	只	不锈钢液压高压球阀1寸	压力等级/连接形式/材质牌号缺失
REVIEW-MAT-01535	液压高压外丝接头	规格: 1寸；连接: 外丝；用途: 液压高压	液压/高压管路	只	液压高压外丝接头1寸	材质/压力等级/螺纹制式缺失
REVIEW-MAT-01536	弹簧式安全阀	型号: A28H-64；公称通径: DN32；结构: 弹簧式	阀门/安全阀	只	弹簧式安全阀A28H-64-DN32	整定压力/介质/材质缺失
REVIEW-MAT-01537	通丝螺杆	规格: 14*700；类型: 通丝	建筑施工耗材/紧固件	只	通丝14*700	材质/表面处理/牙距缺失
REVIEW-MAT-01538	山型卡	类型: 山型卡	建筑施工耗材/模板配件	只	山型卡	规格/材质/适配通丝缺失
REVIEW-MAT-01539	木方	长度: 4米；截面: 40*90	建筑材料/木材	根	木方4米*40*90	木材等级/材质缺失
REVIEW-MAT-01540	建筑模板	颜色: 黑；尺寸: 1830*915*14	建筑材料/模板	张	黑模板1830*915*14	材质/覆膜/周转次数缺失
REVIEW-MAT-01541	建筑模板	颜色: 红；尺寸: 1830*915*14	建筑材料/模板	张	红模板1830*915*14	材质/覆膜/周转次数缺失
REVIEW-MAT-01542	油性聚氨酯	类型: 油性；材料: 聚氨酯；包装: 10KG	化工原料/堵漏材料	桶	油性聚氨酯10KG	品牌/用途/SDS缺失
REVIEW-MAT-01543	丙酮	品名: 丙酮；包装: 10KG	化工原料/溶剂	桶	丙酮10KG	危化品属性/纯度/SDS缺失
REVIEW-MAT-01544	钻头	品牌: 博世；柄型: 五坑三槽；直径: Φ12；长度: 200	工具/钻头	支	博世五坑三槽钻头Φ12*200	材质/适配电锤型号缺失
REVIEW-MAT-01545	注浆止水针头	长度: 150mm；用途: 注浆止水	注浆设备/耗材	支	注浆止水针头150mm	直径/接口/材质缺失
REVIEW-MAT-01546	注浆止水针头	长度: 100mm；用途: 注浆止水	注浆设备/耗材	支	注浆止水针头100mm	直径/接口/材质缺失
REVIEW-MAT-01547	高压注浆机	类型: 高压注浆机	设备/注浆设备	台	高压注浆机	品牌/型号/压力/功率缺失
REVIEW-MAT-01548	注浆管套装	长度: 5米；包含: 配件	注浆设备/配件	套	注浆管5米带配件	管径/压力等级/配件清单缺失
REVIEW-MAT-01549	PVC直接	品牌: 公元；材质: PVC；规格: 315；类型: 直接	管件/PVC管件	只	公元PVC315直接	压力等级/连接方式缺失
REVIEW-MAT-01550	PVC弯头	品牌: 公元；材质: PVC；规格: 315；角度: 45度	管件/PVC管件	只	公元PVC315/45度弯头	压力等级/连接方式缺失
