编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01321	连接头	规格: 80	消防材料/消防接头	个	80连接头	材质/接口标准缺失
REVIEW-MAT-01322	管卡	规格: 65	管道紧固/管卡	个	65管卡	材质/表面处理缺失
REVIEW-MAT-01323	管卡	规格: 80	管道紧固/管卡	个	80管卡	材质/表面处理缺失
REVIEW-MAT-01324	吸油棉	厚度: 5mm；用途: 吸油	清洁耗材/吸附材料	张	5MM厚吸油棉	状态：可合并；与1465/1562同类，尺寸缺失
REVIEW-MAT-01325	电机	功率: 7.5kW	设备备件/电机	台	7.5千w电机	电压/转速/安装方式缺失
REVIEW-MAT-01326	钢丝绳	规格: 50；长度: 6米	吊装索具/钢丝绳	根	50*6米钢丝绳	直径单位/结构/强度缺失
REVIEW-MAT-01327	安全网	尺寸: 1.8米*6米	安全防护/防护网	张	1.8米*6米安全网	材质/网孔/标准缺失
REVIEW-MAT-01328	定制橡胶条/板	定制: 是；规格: 200*5；材质: 橡胶	定制件/橡胶加工件	米	定做橡胶200*5	状态：可建档-定制件；宽厚含义/硬度/图纸缺失
REVIEW-MAT-01329	水泥钉	类型: 水泥钉	紧固件/钉	盒	水泥钉	状态：可建档 | 可合并；规格/每盒数量缺失 | 与2168同类，规格缺失
REVIEW-MAT-01330	电线	品牌: 起帆；截面积: 25mm2	电气材料/电线电缆	米	25平方起帆电线	芯数/颜色/导体材质缺失
REVIEW-MAT-01331	胶接头	规格: 4寸；材质: 胶	管件/软管接头	套	4寸胶接头	接口形式/压力等级缺失
REVIEW-MAT-01332	竹扫把	规格: 大；材质: 竹	行政后勤/清洁用品	个	大竹扫把	状态：可合并；与1923同类，长度缺失 | 与2178同类，长度缺失
REVIEW-MAT-01333	连体工作服	特征: 加厚；结构: 连体	劳保耗材/防护服	套	加厚连体裤	材质/尺码/防护等级缺失
REVIEW-MAT-01334	焊条	直径: 3.2mm	焊割耗材/焊材	件	3.2焊条	状态：可合并；与2086同类，牌号/包装重量缺失
REVIEW-MAT-01335	水泵钳	规格: 8寸	工具/手动工具	支	8寸水泵钳	品牌/材质缺失
REVIEW-MAT-01336	水泵钳	规格: 10寸	工具/手动工具	支	10寸水泵钳	品牌/材质缺失
REVIEW-MAT-01337	沟槽消防阀	规格: 150；连接: 沟槽/卡式；用途: 消防	阀门/消防阀门	个	沟槽阀150卡式消防阀	阀门类型/压力等级/材质缺失
REVIEW-MAT-01338	切割机防护罩	适配设备: 400切割机；部件: 防护罩	工具备件/电动工具配件	个	400切割机防护罩	适配型号/材质缺失
REVIEW-MAT-01339	抹布	形态: 大块；颜色: 白色	清洁耗材/擦拭材料	kg	大块白抹布	材质/包装缺失
REVIEW-MAT-01340	抱箍加工件	加工: 是；规格: 3寸；类型: 抱箍	定制件/管道紧固	个	3寸抱箍加工	状态：可建档-定制件；材质/图纸/表面处理缺失
REVIEW-MAT-01341	抱箍加工件	加工: 是；规格: 2寸；类型: 抱箍	定制件/管道紧固	个	2寸抱箍加工	状态：可建档-定制件；材质/图纸/表面处理缺失
REVIEW-MAT-01342	卸扣	额定载荷: 8T	吊装索具/卸扣	个	8T卸扣	型式/销轴形式/标准缺失
REVIEW-MAT-01343	卸扣	额定载荷: 10T	吊装索具/卸扣	个	10T卸扣	状态：可合并；与1445同类，型式缺失
REVIEW-MAT-01344	卸扣	额定载荷: 12T	吊装索具/卸扣	个	12T卸扣	型式/销轴形式/标准缺失
REVIEW-MAT-01345	木屑	品类: 木屑	辅料耗材/吸附填充材料	斤	木屑	用途/含水率/单位是否改kg需确认
REVIEW-MAT-01346	三相四线插头	电流: 25A；类型: 三相四线	电气材料/插头插座	个	25A三相四插头	电压/防护等级缺失
REVIEW-MAT-01347	五坑尖凿	规格: 大；接口: 五坑；类型: 尖凿	工具耗材/凿具	支	大五坑尖凿	长度/适配电镐缺失
REVIEW-MAT-01348	钨钢钻头	规格: 3.5；材质: 钨钢	工具耗材/钻头	支	3.5钨钢钻头	柄型/刃长缺失
REVIEW-MAT-01349	钨钢钻头	规格: 3.0；材质: 钨钢	工具耗材/钻头	支	3.0钨钢钻头	柄型/刃长缺失
REVIEW-MAT-01350	鼓风机滤芯	规格: 2寸；适用设备: 鼓风机	备品备件/过滤件	个	2寸鼓风机滤芯	过滤精度/适配型号缺失
