编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00122	铜止回阀	品牌: 埃美柯；材质: 铜；规格: 32；类型: 止回阀	工程材料/阀门	个	32埃美柯铜止回阀	
REVIEW-MAT-00123	蹲便器	类型: 平面蹲厕	工程材料/洁具	个	平面蹲厕	状态：可建档-低精度；尺寸/排水方式缺失
REVIEW-MAT-00124	冲水水箱	用途: 冲水	工程材料/洁具配件	个	冲水水箱	状态：可建档-低精度；容量/安装方式缺失
REVIEW-MAT-00125	小便斗	类型: 小便斗	工程材料/洁具	个	小便斗	状态：可建档-低精度；规格/感应方式缺失
REVIEW-MAT-00126	按压水龙头	类型: 按压	工程材料/水暖五金	个	按压龙头	状态：可建档-低精度；材质/接口规格缺失
REVIEW-MAT-00127	玻璃胶枪	用途: 打玻璃胶	工具器具/涂装工具	个	玻璃胶枪	
REVIEW-MAT-00128	钢圈	材质: 钢；规格: 100*108*5；加工: 是	加工件/金属加工件	个	加工100*108*5钢圈	状态：可建档-加工件；图纸/材质牌号缺失
REVIEW-MAT-00129	重油污清洗剂	品牌: 宝雅；用途: 重油污	清洁用品/清洁剂	KG	宝雅重油污清洗剂	
REVIEW-MAT-00130	不锈钢角阀	规格: 4分；材质: 不锈钢	工程材料/阀门	个	4分不锈钢角阀	状态：可建档 | 可合并；与第229行同物料
REVIEW-MAT-00131	不锈钢内接	规格: 4分；材质: 不锈钢；连接: 内接	工程材料/水暖管件	个	4分不锈钢内接	
REVIEW-MAT-00132	不锈钢外接	规格: 4分；材质: 不锈钢；连接: 外接	工程材料/水暖管件	个	4分不锈钢外接	
REVIEW-MAT-00133	不锈钢三通	规格: 4分；材质: 不锈钢；类型: 三通	工程材料/水暖管件	个	4分不锈钢三通	
REVIEW-MAT-00134	拖把	规格: 大	清洁用品/清洁工具	个	大拖把	状态：可建档 | 可合并；与第234行同物料
REVIEW-MAT-00135	洗脸盆龙头	用途: 洗脸盆	工程材料/水暖五金	个	洗脸盆龙头	状态：可建档-低精度；材质/接口规格缺失
REVIEW-MAT-00136	不锈钢锁扣	材质: 不锈钢	五金备件/门窗五金	个	不锈钢锁扣	状态：可建档-低精度；规格缺失
REVIEW-MAT-00137	耐磨焊丝	型号/牌号: 998；特性: 高强度耐磨	焊接耗材/焊丝	KG	998高强度耐磨焊丝	状态：可建档 | 可合并；直径缺失 | 与第240行同物料
REVIEW-MAT-00138	镀锌钢管	规格: DN25；标准: 国标；表面: 镀锌	金属材料/管材	米	DN25国标镀锌钢管	
REVIEW-MAT-00139	高压油管	规格: DN25*4；类型: 高压油管	液压/高压管路	条	DN25*4高压油管	压力等级/接头形式缺失
REVIEW-MAT-00140	铜止回阀	品牌: 埃美柯；规格: 25；材质: 铜；类型: 止回阀	工程材料/阀门	个	25埃美柯铜止回阀	
REVIEW-MAT-00141	泡沫填缝剂	类型: 泡沫填缝剂	化工耗材/填缝剂	支	泡沫填缝剂	容量缺失
REVIEW-MAT-00142	重型管卡	规格: 135；类型: 重型	工程材料/管道辅材	个	135重型管卡	
REVIEW-MAT-00143	钢圈	材质: 钢；规格: 100*110*10；加工: 是	加工件/金属加工件	个	加工100*110*10钢圈	状态：可建档-加工件；图纸/材质牌号缺失
REVIEW-MAT-00144	垫片	规格: 110*100*5；加工: 是	加工件/金属加工件	个	加工110*100*5垫片	状态：可建档-加工件；材质/图纸缺失
REVIEW-MAT-00145	角铁	规格: 50*50*6；标准: 国标	金属材料/型材	米	50*50*6国标角铁	
REVIEW-MAT-00146	冷热水龙头	规格: 4分；类型: 冷热	工程材料/水暖五金	套	4分冷热龙头	状态：可合并；与第139行同类，单位待统一
REVIEW-MAT-00147	金属软管	规格: 4分；长度: 60	工程材料/水暖五金	根	4分*60金属软管	60 是否 cm？
REVIEW-MAT-00148	不锈钢合页	材质: 不锈钢；规格: 6寸	五金备件/门窗五金	付	6寸不锈钢合页	
REVIEW-MAT-00149	不锈钢合页	材质: 不锈钢；规格: 5寸	五金备件/门窗五金	付	5寸不锈钢合页	
REVIEW-MAT-00150	502胶水	类型: 502	化工耗材/胶粘剂	支	502胶水	容量缺失
