group_id	item_name	sku_count	old_groups	stock_uoms	quality_levels	agent_use_policies	sample_skus_specs_aliases
IMG-0025	PET条码不干胶标签	2	标签耗材/不干胶标签	卷	usable:2	confirm_before_use:2	CHEM-000128 | 材质：哑银PET；尺寸：40mm*25mm；每卷：1200张 | 哑银pet条码不干胶贴纸40mm*25mm*1200张 || CHEM-000129 | 材质：哑银PET；尺寸：30mm*10mm；每卷：5000张 | 哑银pet条码不干胶贴纸30mm*10mm*5000张
IMG-0026	PE管卡箍组件	1	定制件/管路组件	套	needs_review:1	clarify_specs_before_use:1	PIPE-000227 | 定制：是；长度：1.5m；材质：PE；带卡箍：是 | 定做1.5mPE管带卡箍
IMG-0027	PPR三通	4	PPR管件/三通；工程材料/PPR管件；管件/PPR管件	个；只	standard:1；usable:2；needs_review:1	auto_select_allowed:1；confirm_before_use:2；clarify_specs_before_use:1	PIPE-000007 | 品牌：公元；规格：25；类型：三通 | 公元PPR25三通 || PIPE-000017 | 规格：25；类型：三通 | 25PPR三通 || PIPE-000272 | 品牌：公元；规格：63；材质：PPR；类型：三通 | 公元63 PPR三通 || PIPE-000462 | 品牌：公元；材质：PPR；规格：32；类型：三通 | 公元PPR32三通
IMG-0028	PPR内牙三通	2	工程材料/PPR管件	个	usable:2	confirm_before_use:2	PIPE-000008 | 品牌：公元；规格：25；连接：内牙；类型：三通 | 公元PPR25内牙三通 || PIPE-000083 | 品牌：公元；规格：25；材质：PPR；连接：内牙；类型：三通 | 公元25PPR内牙三通
IMG-0029	PPR内牙弯头	2	工程材料/PPR管件	个	usable:1；standard:1	confirm_before_use:1；auto_select_allowed:1	PIPE-000010 | 品牌：公元；规格：25；连接：内牙；类型：弯头 | 公元PPR25内牙弯头 || PIPE-000018 | 规格：PPR25*4分；连接：内牙；类型：弯头 | PPR25*4内牙弯头
IMG-0030	PPR内牙直通	1	工程材料/PPR管件	个	standard:1	auto_select_allowed:1	PIPE-000009 | 品牌：公元；规格：PPR25*4分；连接：内牙；类型：直通 | 公元PPR25*4内牙直通
IMG-0031	PPR堵头	4	管件/PPR管件	只	needs_review:4	clarify_specs_before_use:4	PIPE-000404 | 材质：PPR；规格：4分；类型：堵头 | PPR4分堵头 || PIPE-000405 | 材质：PPR；规格：6分；类型：堵头 | PPR6分堵头 || PIPE-000406 | 材质：PPR；规格：20mm；类型：闷头/堵头 | PPR20mm闷头 || PIPE-000407 | 材质：PPR；规格：25mm；类型：闷头/堵头 | PPR25mm闷头
IMG-0032	PPR外接直通	1	PPR管件/直通	个	needs_review:1	clarify_specs_before_use:1	PIPE-000215 | 材质：PPR；规格：63；连接：外接；类型：直通 | 63PPR外接直通
IMG-0033	PPR外牙直通	1	工程材料/PPR管件	个	usable:1	confirm_before_use:1	PIPE-000084 | 品牌：公元；规格：25；材质：PPR；连接：外牙；类型：直通 | 公元25PPR外牙直通
IMG-0034	PPR异径直接	1	工程材料/PPR管件	个	standard:1	auto_select_allowed:1	PIPE-000016 | 规格：32*25；类型：大小头/异径 | PPR32*25大小头
IMG-0035	PPR弯头	6	PPR管件/弯头；工程材料/PPR管件；管件/PPR管件	个；只	standard:1；usable:1；needs_review:4	auto_select_allowed:1；confirm_before_use:1；clarify_specs_before_use:4	PIPE-000003 | 品牌：公元；规格：25；类型：弯头 | 公元25PPR弯头 || PIPE-000028 | 规格：25；类型：弯头 | 25PPR弯头 || PIPE-000115 | 品牌：公元；规格：25；材质：PPR | 公元25PPR弯头 || PIPE-000213 | 材质：PPR；规格：63；类型：弯头 | 63PPR弯头 || PIPE-000274 | 品牌：公元；规格：63；材质：PPR；类型：弯头 | 公元63 PPR弯头 || PIPE-000463 | 品牌：公元；材质：PPR；规格：32；类型：弯头 | 公元PPR32弯头
IMG-0036	PPR截止阀	2	PPR管件/阀门；管件/PPR管件	个；只	needs_review:2	clarify_specs_before_use:2	PIPE-000214 | 材质：PPR；规格：63；类型：截止阀 | 63PPR截止阀 || PIPE-000460 | 品牌：公元；材质：PPR；规格：32；类型：截止阀 | 公元PPR32截止阀
IMG-0037	PPR接头	2	工程材料/PPR管件	个	needs_review:2	clarify_specs_before_use:2	PIPE-000082 | 品牌：公元；规格：25；材质：PPR | 公元25PPR接头 || PIPE-000119 | 规格：200；材质：PPR | 200PPR接头
IMG-0038	PPR热熔接头	1	工程材料/PPR管件	个	needs_review:1	clarify_specs_before_use:1	PIPE-000088 | 规格：4分；材质：PPR；连接：热熔 | 4分热熔接头
IMG-0039	PPR热熔机	1	工具器具/管道工具	个	needs_review:1	clarify_specs_before_use:1	PIPE-000004 | 品牌：公元；用途：PPR热熔 | 公元热熔机
IMG-0040	PPR热熔管	1	工程材料/PPR管件	米	needs_review:1	clarify_specs_before_use:1	PIPE-000087 | 规格：4分；材质：PPR；连接：热熔 | 4分PPR热融管
IMG-0041	PPR球阀	2	PPR管件/阀门	个	usable:2	confirm_before_use:2	PIPE-000267 | 品牌：公元；公称直径：DN50；材质：PPR；类型：球阀 | 公元DN50PPR球阀 || PIPE-000276 | 品牌：公元；规格：63；材质：PPR；类型：球阀 | 公元63PPR球阀
IMG-0042	PPR直接	1	管件/PPR管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000464 | 品牌：公元；材质：PPR；规格：32；类型：直接 | 公元PPR32直接
IMG-0043	PPR直通	4	PPR管件/直通；工程材料/PPR管件	个	standard:1；usable:3	auto_select_allowed:1；confirm_before_use:3	PIPE-000002 | 品牌：公元；规格：25；类型：直通 | 公元25PPR直通 || PIPE-000117 | 品牌：公元；规格：25；材质：PPR | 公元ppr25直通 || PIPE-000211 | 材质：PPR；规格：63；类型：直通 | 63PPR直通 || PIPE-000273 | 品牌：公元；规格：63；材质：PPR；类型：直通 | 公元63 PPR直通
IMG-0044	PPR管	7	PPR管材/管；工程材料/PPR管件；管材/PPR管	米	standard:2；needs_review:5	auto_select_allowed:2；clarify_specs_before_use:5	PIPE-000001 | 品牌：公元；规格：25 | 公元25PPR管 || PIPE-000081 | 品牌：公元；规格：25；材质：PPR | 公元25PPR管 || PIPE-000118 | 规格：DN200；材质：PPR | DN200PPR管 || PIPE-000212 | 材质：PPR；规格：63 | 63PPR管 || PIPE-000258 | 品牌：公元；公称直径：DN200；材质：PPR | DN200公元PPR管 || PIPE-000275 | 品牌：公元；规格：63；材质：PPR | 公元63 PPR管 || PIPE-000461 | 品牌：公元；材质：PPR；规格：32 | 公元PPR32管
IMG-0045	PPR管剪	1	工具/管道工具	把	needs_review:1	clarify_specs_before_use:1	PIPE-000408 | 用途：PPR管剪切 | PPR剪刀
IMG-0046	PPR管剪刀	1	工具器具/管道工具	个	standard:1	auto_select_allowed:1	PIPE-000005 | 品牌：公元；用途：PPR管剪切 | 公元PPR剪刀
IMG-0047	PPR管卡	1	工程材料/PPR管件	个	standard:1	auto_select_allowed:1	PIPE-000116 | 品牌：公元；规格：25；类型：管卡 | 公元ppr25卡扣
IMG-0048	PPR给水管	1	工程材料/PPR管件	米	usable:1	confirm_before_use:1	PIPE-000029 | 规格：32；用途：给水 | 32PPR给水管
IMG-0049	PPR过桥弯	1	工程材料/PPR管件	个	standard:1	auto_select_allowed:1	PIPE-000015 | 品牌：公元；规格：25；类型：过桥弯 | 公元25PPR过桥弯
IMG-0050	PPR阀门	2	工程材料/PPR管件	个	standard:2	auto_select_allowed:2	PIPE-000027 | 品牌：公元；规格：25；类型：阀门 | 公元25PPR阀门 || PIPE-000076 | 品牌：公元；规格：90；材质：PPR；类型：阀门 | 公元90PPR阀门
IMG-0051	PVC45度弯头	1	工程材料/PVC管件	个	usable:1	confirm_before_use:1	PIPE-000095 | 品牌：公元；规格：40；角度：45度 | 公元40×45°弯头
IMG-0052	PVC三通	1	管件/PVC管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000468 | 品牌：公元；材质：PVC；直径：Φ100；类型：三通 | 公元PVCΦ100三通
IMG-0053	PVC弯头	4	工程材料/PVC管件；管件/PVC管件	个；只	needs_review:4	clarify_specs_before_use:4	PIPE-000066 | 品牌：公元；规格：75；材质：PVC | 公元75pvc弯头 || PIPE-000372 | 品牌：公元；材质：PVC；规格：315；角度：45度 | 公元PVC315/45度弯头 || PIPE-000373 | 品牌：公元；材质：PVC；规格：315；角度：90度 | 公元PVC315/90度弯头 || PIPE-000466 | 品牌：公元；材质：PVC；直径：Φ100；类型：弯头 | 公元PVCΦ100弯头
IMG-0054	PVC止回阀	1	阀门/PVC阀门	个	needs_review:1	clarify_specs_before_use:1	PIPE-000467 | 品牌：公元；材质：PVC；直径：Φ100；类型：止回阀 | 公元PVCΦ100止回阀
IMG-0055	PVC直接	4	管件/PVC管件	只	needs_review:4	clarify_specs_before_use:4	PIPE-000371 | 品牌：公元；材质：PVC；规格：315；类型：直接 | 公元PVC315直接 || PIPE-000416 | 品牌：公元；材质：PVC；直径：Φ110；类型：直接 | 公元PVCΦ110直接 || PIPE-000417 | 品牌：公元；材质：PVC；直径：Φ75；类型：直接 | 公元PVCΦ75直接 || PIPE-000458 | 材质：PVC；直径：Φ200；类型：直接 | PVC管Φ200直接
IMG-0056	PVC直通	1	工程材料/PVC管件	个	standard:1	auto_select_allowed:1	PIPE-000067 | 品牌：公元；规格：75；材质：PVC | 公元75pvc直通；公元75直通
IMG-0057	PVC管	3	管材/PVC管	米	needs_review:3	clarify_specs_before_use:3	PIPE-000414 | 品牌：公元；材质：PVC；直径：Φ75 | 公元PVCΦ75管 || PIPE-000415 | 品牌：公元；材质：PVC；直径：Φ110 | 公元PVCΦ110管 || PIPE-000465 | 品牌：公元；材质：PVC；直径：Φ100 | 公元PVCΦ100管
IMG-0058	PVC管加工件	1	定制件/塑料管加工件	根	needs_review:1	clarify_specs_before_use:1	PIPE-000457 | 定制：是；材质：PVC；直径：Φ200；长度：1.5m | 加工PVC管Φ200*1.5m
IMG-0059	PVC管卡	1	工程材料/管道紧固	个	standard:1	auto_select_allowed:1	PIPE-000094 | 品牌：公元；材质：PVC；规格：40 | 公元pvc40管卡
IMG-0060	PVC线槽	1	电气/线槽桥架	米	needs_review:1	clarify_specs_before_use:1	ELEC-000163 | 品牌：公牛；材质：PVC；规格：25mm | 公牛PVC线槽25mm
IMG-0061	PVC线管	1	电气材料/电缆附件	米	usable:1	confirm_before_use:1	ELEC-000110 | 规格：25；材质：PVC | 25pvc线管
IMG-0062	PVC给水管	1	工程材料/PVC管件	米	usable:1	confirm_before_use:1	PIPE-000091 | 品牌：公元；规格：40；材质：PVC；用途：给水 | 公元40pvc给水管
IMG-0063	PVC胶水	2	胶粘剂/PVC胶水	瓶	usable:1；needs_review:1	confirm_before_use:1；clarify_specs_before_use:1	CHEM-000098 | 品牌：公元；包装：1KG；用途：PVC粘接 | 公元胶水1KG || CHEM-000153 | 用途：PVC粘接 | PVC胶水
IMG-0064	PVC钢丝软管	1	管材/塑料软管	米	needs_review:1	clarify_specs_before_use:1	PIPE-000453 | 材质：PVC；结构：钢丝增强；规格：1寸 | PVC钢丝软管1寸
IMG-0065	RJ45水晶头	1	电气材料/弱电材料	个	needs_review:1	clarify_specs_before_use:1	ELEC-000108 | 类型：RJ45水晶头 | 水晶头
IMG-0066	RVVP屏蔽线	1	电气/电线电缆	米	needs_review:1	clarify_specs_before_use:1	ELEC-000232 | 型号：RVVP；规格：3*1.5；特性：屏蔽 | RVVP屏蔽线3*1.5
IMG-0067	S型挂钩	1	五金耗材/挂钩	支	usable:1	confirm_before_use:1	MAT-000111 | 规格：大号；形状：S型；承重：20kg | 大S挂钩20kg
IMG-0068	T型套筒扳手套装	1	工具/手动工具	套	usable:1	confirm_before_use:1	TOOL-000313 | 类型：T型套筒；规格范围：8-19；件数：6件 | T型套筒扳手8-19/6件套装
IMG-0069	T型螺丝套件	2	紧固件/螺丝套件	套	needs_review:2	clarify_specs_before_use:2	FAST-000068 | 螺丝规格：M16*50；套件组成：平垫+弹垫+螺母 | T型螺丝M16*50平弹帽 || FAST-000069 | 螺丝规格：M16*100；套件组成：平垫+弹垫+螺母 | T型螺丝M16*100平弹帽
IMG-0070	UPVC Y型三通	1	管件/UPVC给水管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000423 | 品牌：公元；材质：UPVC；直径：Φ25；类型：Y型三通 | 公元UPVCΦ25Y型三通
IMG-0071	UPVC45度弯头	1	工程材料/UPVC管件	个	standard:1	auto_select_allowed:1	PIPE-000075 | 规格：32；材质：UPVC；角度：45度 | 32*45弯头
IMG-0072	UPVC三通	2	工程材料/UPVC管件；管件/UPVC给水管件	个；只	standard:1；needs_review:1	auto_select_allowed:1；clarify_specs_before_use:1	PIPE-000069 | 品牌：公元；规格：32；材质：UPVC；类型：三通 | 公元三通32 || PIPE-000424 | 品牌：公元；材质：UPVC；直径：Φ25；类型：三通 | 公元UPVCΦ25三通
IMG-0073	UPVC异径接头	1	工程材料/UPVC管件	个	standard:1	auto_select_allowed:1	PIPE-000073 | 规格：32*25；材质：UPVC；类型：大小头/异径 | 32*25大小头
IMG-0074	UPVC弯头	3	工程材料/UPVC管件；管件/UPVC给水管件	个；只	needs_review:3	clarify_specs_before_use:3	PIPE-000074 | 规格：32；材质：UPVC；类型：弯头 | 32弯头 || PIPE-000425 | 品牌：公元；材质：UPVC；直径：Φ25；角度：90度 | 公元UPVCΦ25弯头90度 || PIPE-000426 | 品牌：公元；材质：UPVC；直径：Φ25；角度：45度 | 公元UPVCΦ25弯头45度
IMG-0075	UPVC斜三通	1	工程材料/UPVC管件	个	usable:1	confirm_before_use:1	PIPE-000071 | 规格：32；材质：UPVC；类型：斜三通 | 32斜三通
IMG-0076	UPVC直接	1	管件/UPVC给水管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000427 | 品牌：公元；材质：UPVC；直径：Φ25；类型：直接 | 公元UPVCΦ25直接头
IMG-0077	UPVC直通	1	工程材料/UPVC管件	个	usable:1	confirm_before_use:1	PIPE-000070 | 规格：32；材质：UPVC；类型：直通 | 32直通
IMG-0078	UPVC给水管	1	工程材料/UPVC管件	米	standard:1	auto_select_allowed:1	PIPE-000068 | 品牌：公元；规格：32；材质：UPVC；用途：给水 | 公元32UPVC给水管
IMG-0079	UPVC饮水管	1	管材/UPVC给水管	米	needs_review:1	clarify_specs_before_use:1	PIPE-000422 | 品牌：公元；材质：UPVC；用途：饮水；直径：Φ25 | 公元UPVCΦ25饮水管
IMG-0080	USB插座	1	电气材料/插座开关	个	usable:1	confirm_before_use:1	ELEC-000007 | 品牌：公牛；USB电流：2.1A | 2.1AUSB公牛插座；2.1ASUB公牛插座
IMG-0081	U型卸扣	3	吊装索具/卸扣	个	usable:3	confirm_before_use:3	MAT-000079 | 额定载荷：10T；型式：U型 | 10吨U型卸扣 || MAT-000097 | 额定载荷：9.5T；型式：U型 | 9.5TU型卸扣 || MAT-000121 | 额定载荷：17T；型式：U型；执行标准：国标 | 17TU型国标卸扣
IMG-0082	Y型法兰过滤器	1	阀门/过滤器	个	needs_review:1	clarify_specs_before_use:1	PIPE-000186 | 公称直径：DN80；结构：Y型；连接：法兰 | 80Y型法兰过滤器
IMG-0083	一位开关	3	电气材料/开关；电气材料/插座开关	个；套	needs_review:2；usable:1	clarify_specs_before_use:2；confirm_before_use:1	ELEC-000012 | 品牌：公牛；位数：1位 | 公牛1位开关 || ELEC-000062 | 位数：1位；含底座：是 | 1位开关带底座 || ELEC-000093 | 品牌：公牛；位数：1位 | 公牛一位开关
IMG-0084	一体式触摸屏	2	电气材料/工控配件	台；套	usable:2	confirm_before_use:2	ELEC-000136 | 型号：TPC1570；结构：一体式 | TPC1570一体式触摸屏 || ELEC-000139 | 型号：TPC1570；结构：一体式 | TPC1570一体式触摸屏
IMG-0085	一体梯凳	1	工具/登高工具	个	needs_review:1	clarify_specs_before_use:1	TOOL-000215 | 承重：600kg；结构：一体 | 600KG一体梯凳
IMG-0086	一字螺丝刀	3	工具/手动工具	个；把	usable:1；needs_review:2	confirm_before_use:1；clarify_specs_before_use:2	TOOL-000170 | 规格：6*250；类型：一字 | 6*250一字螺丝刀 || TOOL-000279 | 类型：一字 | 一字螺丝刀 || TOOL-000290 | 品牌：得力；类型：一字 | 得力一字螺丝刀
IMG-0087	一次性口罩	2	劳保耗材/呼吸防护	个；只	needs_review:2	clarify_specs_before_use:2	SAFE-000013 | 类型：一次性 | 一次性口罩 || SAFE-000103 | 类型：一次性口罩 | 一次性口罩
IMG-0088	一次性雨衣	4	劳保耗材/雨具	件；套	needs_review:3；usable:1	clarify_specs_before_use:3；confirm_before_use:1	SAFE-000057 | 类型：一次性；特征：加厚 | 一次性加厚雨衣 || SAFE-000073 | 类型：一次性；特征：加厚 | 一次性加厚雨衣 || SAFE-000109 | 类型：一次性雨衣 | 一次性雨衣 || SAFE-000112 | 特征：加厚；类型：一次性雨衣 | 加厚一次性雨衣
IMG-0089	万向套筒	1	工具/套筒	个	needs_review:1	clarify_specs_before_use:1	TOOL-000151 | 规格：1寸；结构：万向转向 | 1寸万向转向套筒
IMG-0090	万向扣件	1	建筑施工耗材/脚手架扣件	只	needs_review:1	clarify_specs_before_use:1	CONST-000035 | 类型：万向扣件 | 万向扣件
IMG-0091	万向脚轮	3	物流搬运/脚轮	只	needs_review:3	clarify_specs_before_use:3	MAT-000181 | 类型：万向轮 | 万向轮 || MAT-000201 | 类型：万向脚轮 | 万向车轮 || MAT-000210 | 类型：万向轮；配置：带刹车 | 万向轮带刹车
IMG-0092	万用表	1	工具/电工仪表	个	usable:1	confirm_before_use:1	TOOL-000160 | 型号：UT39C | UT39C万能表
IMG-0093	万能胶	1	化工耗材/胶粘剂	桶	needs_review:1	clarify_specs_before_use:1	CHEM-000036 | 类型：万能胶 | 万能胶
IMG-0094	三叉套筒扳手	3	工具/手动工具	把	usable:3	confirm_before_use:3	TOOL-000310 | 类型：三叉套筒；规格：14-17-19 | 三叉套筒扳手14-17-19 || TOOL-000311 | 类型：三叉套筒；规格：13-16-18 | 三叉套筒扳手13-16-18 || TOOL-000312 | 类型：三叉套筒；规格：10-12-14 | 三叉套筒扳手10-12-14
IMG-0095	三脚插头	3	电气/插头插座；电气材料/插头插座	个；只	standard:2；needs_review:1	auto_select_allowed:2；clarify_specs_before_use:1	ELEC-000049 | 品牌：公牛；电流：10A；类型：三插 | 10A公牛三插 || ELEC-000158 | 品牌：公牛；类型：三插头 | 公牛三插头 || ELEC-000214 | 品牌：公牛；极数：三脚；电压：220V；额定电流：10A | 公牛三脚插头220V/10A
IMG-0096	三角阀	1	工程材料/阀门	个	needs_review:1	clarify_specs_before_use:1	PIPE-000006 | 规格：4分 | 4分三角阀
IMG-0097	三通	4	管件/不锈钢管件；管件/金属管件	个；只	needs_review:4	clarify_specs_before_use:4	METAL-000100 | 规格：25；材质：不锈钢 | 25三通不锈钢 || PIPE-000374 | 公称通径：DN50 | DN50三通 || PIPE-000375 | 公称通径：DN65 | DN65三通 || PIPE-000378 | 公称通径：DN40 | DN40三通
IMG-0098	三通抱箍	1	定制件/管路接头	根	needs_review:1	clarify_specs_before_use:1	PIPE-000049 | 加工：是；长度：1.15米；特征：加厚；类型：三通抱箍 | 加工加厚1.15米三通抱箍
IMG-0099	三通接头	2	液压/高压管路	只	needs_review:2	clarify_specs_before_use:2	PIPE-000337 | 螺纹/规格：36*2 | 36*2三通 || PIPE-000389 | 螺纹：20*1.5；类型：三通 | 20*1.5三通
IMG-0100	下水裤	1	劳保用品/防水服	套	needs_review:1	clarify_specs_before_use:1	SAFE-000130 | 尺码：44码 | 下水裤44码
IMG-0101	不锈钢C式自锁接头套装	1	气动液压/快换接头	套	needs_review:1	clarify_specs_before_use:1	METAL-000140 | 材质：不锈钢；类型：C式自锁；型号组合：SM40+PM40 | 不锈钢C式自锁接头SM40+PM40
IMG-0102	不锈钢三通	1	工程材料/水暖管件	个	standard:1	auto_select_allowed:1	PIPE-000033 | 材质：不锈钢；规格：4分；类型：三通 | 4分不锈钢三通
IMG-0103	不锈钢丝网	1	五金备件/金属网	米	needs_review:1	clarify_specs_before_use:1	METAL-000034 | 材质：不锈钢 | 不锈钢铁丝网
IMG-0104	不锈钢两片式球阀	1	阀门/球阀	只	needs_review:1	clarify_specs_before_use:1	PIPE-000479 | 品牌：埃美柯；材质：304；结构：两片式；公称通径：DN50 | 埃美柯304两片式球阀DN50
IMG-0105	不锈钢保温水箱	1	容器/水箱	个	needs_review:1	clarify_specs_before_use:1	METAL-000159 | 容量：5T；材质：不锈钢；形状：圆形；特性：保温 | 5T不锈钢圆形保温水箱
IMG-0106	不锈钢内丝球阀	2	阀门/球阀	个	needs_review:2	clarify_specs_before_use:2	METAL-000147 | 材质：304不锈钢；规格：4分；连接：内丝 | 304不锈钢4分内丝球阀 || METAL-000148 | 材质：304不锈钢；规格：3分；连接：内丝 | 304不锈钢3分内丝球阀
IMG-0107	不锈钢内外丝球阀	2	阀门/球阀	个	needs_review:2	clarify_specs_before_use:2	METAL-000145 | 材质：304不锈钢；规格：4分；连接：内外丝 | 304不锈钢4分内外丝球阀 || METAL-000146 | 材质：304不锈钢；规格：3分；连接：内外丝 | 304不锈钢3分内外丝球阀
IMG-0108	不锈钢内外门电柜	1	电气/配电柜壳体	只	needs_review:1	clarify_specs_before_use:1	METAL-000126 | 材质：不锈钢；结构：内外门；尺寸：1000*650*450 | 不锈钢内外门电柜1000*650*450
IMG-0109	不锈钢内外门电箱	1	电气/配电箱壳体	只	needs_review:1	clarify_specs_before_use:1	ELEC-000198 | 材质：不锈钢；结构：内外门；尺寸：350*250*200 | 不锈钢内外门电箱350*250*200
IMG-0110	不锈钢内接	1	工程材料/水暖管件	个	standard:1	auto_select_allowed:1	PIPE-000031 | 材质：不锈钢；规格：4分；连接：内接 | 4分不锈钢内接
IMG-0111	不锈钢刀阀	1	阀门/刀阀	个	needs_review:1	clarify_specs_before_use:1	METAL-000071 | 公称直径：DN150；材质：不锈钢 | 150不锈钢刀阀
IMG-0112	不锈钢割枪	1	焊接工具/气割工具	把	usable:1	confirm_before_use:1	WELD-000060 | 品牌：华凌；型号：100#；特征：加长型；材质：不锈钢 | 华凌加长型100#不锈钢割枪
