group_id	item_name	sku_count	old_groups	stock_uoms	quality_levels	agent_use_policies	sample_skus_specs_aliases
IMG-1005	重型管卡	1	工程材料/管道辅材	个	standard:1	auto_select_allowed:1	PIPE-000037 | 规格：135；类型：重型 | 135重型管卡
IMG-1006	重型管夹	1	管夹/管路固定件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000383 | 规格：36；类型：重型管夹 | 重型管夹36
IMG-1007	重型管夹加工件	1	定制件/管夹卡箍	只	needs_review:1	clarify_specs_before_use:1	PIPE-000359 | 加工：是；类型：重型管夹；规格：60 | 加工重型管夹60
IMG-1008	重型高压接头	1	液压/高压管路	只	needs_review:1	clarify_specs_before_use:1	PIPE-000357 | 规格：36*2；类型：重型 | 重型高压接头36*2
IMG-1009	重油污清洗剂	3	化工耗材/清洗剂；清洁用品/清洁剂	KG；公斤	standard:1；usable:2	auto_select_allowed:1；confirm_before_use:2	ADMIN-000007 | 品牌：宝雅；用途：重油污 | 宝雅重油污清洗剂 || ADMIN-000010 | 用途：去重油污 | 去重油污清洗剂 || CHEM-000016 | 用途：重油污清洗 | 重油污清洗剂
IMG-1010	量杯	2	工具耗材/计量工具	个	needs_review:2	clarify_specs_before_use:2	TOOL-000211 | 容量：5L | 5L量杯 || TOOL-000217 | 容量：2000ml | 2000毫升量杯
IMG-1011	金刚磨片	1	工具器具/磨切耗材	个	needs_review:1	clarify_specs_before_use:1	TOOL-000061 | 类型：金刚磨片 | 金刚磨片
IMG-1012	金属测绳	2	工具/测量工具；工具器具/测量工具	米	needs_review:2	clarify_specs_before_use:2	TOOL-000065 | 材质：金属；类型：测绳 | 金属测绳 || TOOL-000219 | 材质：金属；类型：测绳 | 金属测绳
IMG-1013	金属漆	1	油漆涂料/金属漆	桶	needs_review:1	clarify_specs_before_use:1	CHEM-000135 | 品牌：立邦；包装：18KG；用途：金属 | 立邦金属漆18KG
IMG-1014	金属电缆防水接头	1	电气/电缆接头	只	needs_review:1	clarify_specs_before_use:1	ELEC-000195 | 材质：金属；螺纹：M50*1.5；特性：防水 | 金属电缆防水接头M50*1.5
IMG-1015	金属软管	3	工程材料/水暖五金	个；根	needs_review:2；usable:1	clarify_specs_before_use:2；confirm_before_use:1	PIPE-000025 | 材质：金属；长度：80公分 | 80公分金属软管 || PIPE-000026 | 材质：金属；长度：40公分 | 40公分金属软管 || PIPE-000038 | 规格：4分；长度：60 | 4分*60金属软管
IMG-1016	钉锤	1	工具/手动工具	支	needs_review:1	clarify_specs_before_use:1	TOOL-000164 | 规格：大号 | 大钉锤
IMG-1017	钢丝刷	4	工具/清理工具；工具器具/打磨工具；工具器具/清洁工具；涂装工具/刷子	个；支	standard:1；needs_review:3	auto_select_allowed:1；clarify_specs_before_use:3	TOOL-000024 | 类型：刀型 | 刀型钢丝刷 || TOOL-000092 | 类型：钢丝刷 | 钢丝刷 || TOOL-000185 | 类型：钢丝刷 | 钢丝刷 || TOOL-000286 | 柄材质：铁柄；类型：钢丝刷 | 铁柄钢丝刷
IMG-1018	钢丝增强管	1	工程材料/软管	米	needs_review:1	clarify_specs_before_use:1	PIPE-000086 | 规格：1寸；结构：钢丝增强 | 1寸钢丝增强管
IMG-1019	钢丝球	2	劳保耗材/清洁用品；清洁耗材/清洁工具	个	standard:1；usable:1	auto_select_allowed:1；confirm_before_use:1	SAFE-000043 | 类型：钢丝球 | 钢丝球 || TOOL-000250 | 类型：钢丝球 | 钢丝球
IMG-1020	钢丝绳	8	吊装索具/钢丝绳；定制件/吊装索具	根；米	needs_review:8	clarify_specs_before_use:8	METAL-000023 | 直径：6mm | 6MM钢丝绳 || METAL-000036 | 直径：16mm | 16厘钢丝绳 || METAL-000091 | 直径：10厘 | 10厘钢丝绳 || METAL-000093 | 规格：50；长度：6米 | 50*6米钢丝绳 || METAL-000095 | 定制：是；规格：50；长度：4米 | 定做50*4米钢丝绳 || METAL-000101 | 加工：扣压；直径/规格：50；长度：3.6米 | 扣压钢丝绳50*3.6米 || METAL-000102 | 加工：扣压；直径/规格：47.5；长度：9米 | 扣压钢丝绳47.5*9米 || METAL-000167 | 直径：Φ20；长度：6m | 钢丝绳Φ20*6m
IMG-1021	钢丝绳专用剂	1	化工耗材/润滑防护剂	桶	needs_review:1	clarify_specs_before_use:1	METAL-000096 | 进口：是；包装：5kg；用途：钢丝绳 | 进口5KG钢丝绳专用剂
IMG-1022	钢丝绳卡扣	1	吊装索具/钢丝绳配件	个	needs_review:1	clarify_specs_before_use:1	METAL-000024 | 适配直径：6mm | 6MM钢丝绳扣子
IMG-1023	钢丝绳夹	1	吊装索具/钢丝绳夹	个	needs_review:1	clarify_specs_before_use:1	METAL-000092 | 规格：10厘 | 10厘卡扣；钢丝绳卡扣
IMG-1024	钢丝绳夹头	1	吊装索具/钢丝绳配件	个	usable:1	confirm_before_use:1	METAL-000037 | 规格：M10 | M10钢丝绳夹头
IMG-1025	钢丝绳润滑脂	1	油品/润滑脂	瓶	needs_review:1	clarify_specs_before_use:1	METAL-000103 | 品牌：伍尔特；用途：钢丝绳；容量：500mL | 伍尔特钢丝绳黄油500mL
IMG-1026	钢丝绳铝扣	1	吊装索具/钢丝绳配件	个	needs_review:1	clarify_specs_before_use:1	METAL-000042 | 材质：铝；用途：钢丝绳扣压 | 钢丝绳铝扣
IMG-1027	钢丝轮	1	磨具磨料/钢丝轮	只	needs_review:1	clarify_specs_before_use:1	METAL-000107 | 用途：打磨；类型：钢丝轮 | 打磨钢丝轮
IMG-1028	钢丝软管	3	液压/高压管路；管材/软管	米	usable:1；needs_review:2	confirm_before_use:1；clarify_specs_before_use:2	PIPE-000195 | 公称直径：25；结构：钢丝增强 | 25钢丝管 || PIPE-000231 | 规格：38；结构：钢丝增强 | 38钢丝管 || PIPE-000311 | 规格：25；结构：钢丝增强 | 25钢丝管
IMG-1029	钢丝钳	2	工具/手动工具；手动工具/钳类	个；把	needs_review:1；usable:1	clarify_specs_before_use:1；confirm_before_use:1	TOOL-000168 | 品牌：世达 | 世达老虎钳；老虎钳 || TOOL-000348 | 规格：7寸 | 老虎钳7寸；老虎钳
IMG-1030	钢制铭牌	1	定制件/标识铭牌	件	needs_review:1	clarify_specs_before_use:1	METAL-000108 | 定制：是；材质：钢制 | 定制铭牌钢制
IMG-1031	钢刷	2	涂装工具/刷子	只；把	needs_review:2	clarify_specs_before_use:2	TOOL-000245 | 材质：钢丝；类型：钢刷 | 钢刷 || TOOL-000251 | 材质：钢丝；类型：钢刷 | 钢刷
IMG-1032	钢卷尺	5	工具/测量工具	只；把	usable:5	confirm_before_use:5	TOOL-000256 | 品牌：雄狮；长度：100m；材质：钢 | 雄狮钢卷尺100m || TOOL-000298 | 品牌：得力；长度：3m | 得力钢卷尺3m || TOOL-000299 | 品牌：得力；长度：5m | 得力钢卷尺5m || TOOL-000300 | 品牌：得力；长度：7.5m | 得力钢卷尺7.5m || TOOL-000301 | 品牌：得力；长度：10m | 得力钢卷尺10m
IMG-1033	钢圈	2	加工件/金属加工件	个	needs_review:2	clarify_specs_before_use:2	SPARE-000009 | 材质：钢；规格：100*108*5；加工：是 | 加工100*108*5钢圈 || SPARE-000010 | 材质：钢；规格：100*110*10；加工：是 | 加工100*110*10钢圈
IMG-1034	钢板加工件	1	定制件/金属加工件	块	needs_review:1	clarify_specs_before_use:1	SPARE-000035 | 加工：是；尺寸：300*270*16 | 加工300*270*16钢板
IMG-1035	钢板起重钳	2	吊装索具/钢板夹	个	needs_review:2	clarify_specs_before_use:2	METAL-000076 | 额定载荷：2T | 2T钢板夹 || METAL-000077 | 额定载荷：3.2T | 3.2T钢板夹
IMG-1036	钢板镂空字体	1	定制件/标识模板	套	needs_review:1	clarify_specs_before_use:1	CONST-000027 | 定制：是；材质：钢板；工艺：线切割；字符：01-50 | 原始:漏空 | 线切割钢板漏空字体01-50
IMG-1037	钢格板	1	定制件/金属加工件	块	needs_review:1	clarify_specs_before_use:1	SPARE-000072 | 定制：是；尺寸：1.3-1.5米 | 定做1.3-1.5米钢格板
IMG-1038	钢焊接件	1	定制件/金属加工件	个	needs_review:1	clarify_specs_before_use:1	SPARE-000088 | 定制：是；尺寸：80*200；材质：钢；工艺：焊接 | 定做80*200钢焊接
IMG-1039	钢直尺	1	工具/测量工具	把	usable:1	confirm_before_use:1	TOOL-000262 | 长度：200mm；材质：钢 | 200mm钢直尺
IMG-1040	钢筋加工件	3	定制件/钢筋加工件	个	needs_review:3	clarify_specs_before_use:3	METAL-000038 | 加工：是；钢筋规格：12；长度：1.6米 | 加工12钢筋1.6米 || METAL-000039 | 加工：是；钢筋规格：12；长度：11.93米 | 加工12钢筋11.93米 || METAL-000040 | 加工：是；钢筋规格：12；长度：12.94米 | 加工12钢筋12.94米
IMG-1041	钢筋扎丝	1	五金备件/金属丝材	件	needs_review:1	clarify_specs_before_use:1	SPARE-000052 | 长度：50cm；包装：5kg | 50CM*5kg钢筋扎丝
IMG-1042	钢筋接驳器	1	建筑材料/钢筋连接件	个	needs_review:1	clarify_specs_before_use:1	METAL-000087 | 适配钢筋直径：22 | 22钢筋接驳器
IMG-1043	钢筋方形箍	1	定制件/钢筋加工件	个	needs_review:1	clarify_specs_before_use:1	METAL-000041 | 加工：是；钢筋规格：12；形状：方形箍 | 加工12钢筋方形箍
IMG-1044	钢管	1	原材料/钢管	米	needs_review:1	clarify_specs_before_use:1	PIPE-000120 | 规格：32*4.5 | 32*4.5钢管
IMG-1045	钢管抱箍	2	定制件/管路接头	个	needs_review:2	clarify_specs_before_use:2	PIPE-000102 | 加工：是；规格：159；适用：钢管 | 159加工钢管抱箍 || PIPE-000103 | 加工：是；规格：89；适用：钢管 | 加工89钢管抱箍
IMG-1046	钢箱	1	定制件/金属加工件	个	needs_review:1	clarify_specs_before_use:1	SPARE-000051 | 加工定做：是；容量：4立方；材质：钢 | 加工定做4立方钢箱
IMG-1047	钢钉	1	紧固件/钉	盒	needs_review:1	clarify_specs_before_use:1	METAL-000116 | 长度：25mm；材质：钢 | 钢钉25mm
IMG-1048	钢钉线卡	1	电气材料/电气辅材	个	standard:1	auto_select_allowed:1	ELEC-000021 | 规格：20 | 20钢钉线卡
IMG-1049	钢销	1	紧固件/销	根	needs_review:1	clarify_specs_before_use:1	METAL-000115 | 直径：14mm；长度：1m；材质：钢 | 钢销14mm*1m
IMG-1050	钨钢钻头	4	工具器具/工具配件	支	standard:4	auto_select_allowed:4	TOOL-000048 | 材质：钨钢；直径：8mm | 钨钢钻头8厘 || TOOL-000049 | 材质：钨钢；直径：10mm | 钨钢钻头10厘 || TOOL-000050 | 材质：钨钢；直径：12mm | 钨钢钻头12厘 || TOOL-000051 | 材质：钨钢；直径：16mm | 钨钢钻头16厘
IMG-1051	钳形万用表	1	仪表/电气仪表	只	usable:1	confirm_before_use:1	ELEC-000240 | 品牌：世达；类型：钳形万用表 | 世达钳型万用表
IMG-1052	钳形电流表	1	仪表/电气仪表	个	needs_review:1	clarify_specs_before_use:1	ELEC-000227 | 精度描述：高精度；量程：1000A | 高精度钳流表1000A
IMG-1053	钳形表	1	工具/电工仪表	个	needs_review:1	clarify_specs_before_use:1	TOOL-000161 | 量程：2000A | 2000A钳形表
IMG-1054	钻头	28	工具/钻头；工具器具/工具配件；工具耗材/钻头	个；只；支	needs_review:19；usable:9	clarify_specs_before_use:19；confirm_before_use:9	TOOL-000066 | 规格：16*100 | 16*100钻头 || TOOL-000087 | 规格：5.0；材质/用途：不锈钢 | 5.0不锈钢钻头 || TOOL-000121 | 规格：4.0 | 4.0钻头 || TOOL-000122 | 规格：5.0 | 5.0钻头 || TOOL-000123 | 规格：5.5 | 5.5钻头 || TOOL-000208 | 规格：3.5；材质：钨钢 | 3.5钨钢钻头 || TOOL-000209 | 规格：3.0；材质：钨钢 | 3.0钨钢钻头 || TOOL-000221 | 直径：10mm；长度：200mm | 10*200钻头
IMG-1055	钻尾螺丝	2	紧固件/钻尾螺丝	盒	needs_review:2	clarify_specs_before_use:2	FAST-000104 | 规格：M5.5*80；包装：大盒 | 钻尾螺丝M5.5*80大盒 || FAST-000107 | 长度：60mm | 钻尾螺丝60mm
IMG-1056	铁丝	8	五金备件/金属丝材；五金耗材/金属丝；金属材料/铁丝	KG；kg	needs_review:4；usable:4	clarify_specs_before_use:4；confirm_before_use:4	SPARE-000024 | 规格：12号 | 12号铁丝；12铁丝 || SPARE-000025 | 规格：14号 | 14号铁丝；14铁丝 || SPARE-000038 | 规格：12# | 12#铁丝 || SPARE-000039 | 规格：14# | 14#铁丝 || METAL-000067 | 材质：铁 | 铁丝 || METAL-000111 | 规格：14#；材质：铁 | 铁丝14# || METAL-000163 | 材质：铁；规格：12# | 铁丝12# || METAL-000166 | 材质：铁；规格：14# | 铁丝14#
IMG-1057	铁合页	1	五金建材/门窗五金	付	usable:1	confirm_before_use:1	METAL-000088 | 规格：6；材质：铁；工艺：焊接 | 6焊接铁合页
IMG-1058	铁圈卡扣	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000121 | 加工：是；规格：168；类型：铁圈卡扣 | 加工168铁圈卡扣
IMG-1059	铁扎丝	1	建筑材料/绑扎材料	卷	needs_review:1	clarify_specs_before_use:1	METAL-000098 | 规格原文：500；材质：铁 | 500铁扎丝
IMG-1060	铁钉	2	五金备件/紧固件	KG；斤	standard:1；usable:1	auto_select_allowed:1；confirm_before_use:1	SPARE-000001 | 长度：2寸 | 2寸铁钉 || SPARE-000053 | 规格：3寸 | 3寸铁钉
IMG-1061	铁锤	1	工具/手动工具	个	needs_review:1	clarify_specs_before_use:1	TOOL-000152 | 规格：大号；材质：铁 | 大铁锤
IMG-1062	铁锹	1	工具/手动工具	支	needs_review:1	clarify_specs_before_use:1	TOOL-000197 | 规格：待补 | 铁锹
IMG-1063	铁锹柄	3	工具器具/工具配件；工具备件/手动工具配件	个；支	standard:1；needs_review:2	auto_select_allowed:1；clarify_specs_before_use:2	TOOL-000107 | 适用：铁锹 | 铁锹柄 || TOOL-000173 | 部件：柄；适用：铁锹 | 铁锹柄 || TOOL-000196 | 部件：柄；适用：铁锹 | 铁锹柄
IMG-1064	铅笔	1	办公用品/书写工具	支	usable:1	confirm_before_use:1	ADMIN-000061 | 规格：2B | 2B铅笔
IMG-1065	铜内丝管接	1	管件/铜管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000448 | 材质：铜；连接：内丝；规格：20 | 铜内丝管接20
IMG-1066	铜头铝合金夹	2	液压/高压管路	个	usable:2	confirm_before_use:2	PIPE-000207 | 规格：80；组成：铜头、铝合金夹 | 80铜头铝合金夹 || PIPE-000218 | 规格：50；组成：铜头、铝扣 | 铜头铝套组件；50铜头铝扣
IMG-1067	铜头铝套组件	1	液压/高压管路	个	needs_review:1	clarify_specs_before_use:1	PIPE-000184 | 规格：80；组成：铜头、铝扣；特征：加厚 | 80加厚铜头铝扣
IMG-1068	铜导电嘴	1	焊接耗材/焊机配件	个	needs_review:1	clarify_specs_before_use:1	WELD-000010 | 材质：铜；规格：45*12 | 铜导电嘴45*12
IMG-1069	铜挂锁	1	五金建材/锁具	把	needs_review:1	clarify_specs_before_use:1	HW-LOCK-000010 | 材质：铜 | 铜锁
IMG-1070	铜接头	6	液压/高压管路；电气/接线端子	个；只	usable:2；needs_review:4	confirm_before_use:2；clarify_specs_before_use:4	PIPE-000246 | 规格：DN80；材质：铜；特征：加厚 | DN80厚铜头；加厚铜接头 || PIPE-000247 | 规格：DN50；材质：铜；特征：加厚 | DN50厚铜头；加厚铜接头 || ELEC-000247 | 材质：铜；适配线径：150平方 | 铜接头150平方 || ELEC-000248 | 材质：铜；适配线径：120平方 | 铜接头120平方 || ELEC-000249 | 材质：铜；适配线径：95平方 | 铜接头95平方 || ELEC-000250 | 材质：铜；适配线径：70平方 | 铜接头70平方
IMG-1071	铜接线端子	4	电气/接线端子；电气材料/接线端子	个；只	needs_review:4	clarify_specs_before_use:4	ELEC-000102 | 截面积：4平方；材质：铜 | 4平方铜接线端子 || ELEC-000103 | 截面积：6平方；材质：铜 | 6平方铜接线端子 || ELEC-000174 | 材质：铜；额定电流：100A | 俗称:铜鼻子 | 100A铜鼻子 || ELEC-000216 | 材质：铜；适配线径：185平方 | 铜接头185平方
IMG-1072	铜止回阀	2	工程材料/阀门	个	standard:2	auto_select_allowed:2	PIPE-000030 | 品牌：埃美柯；材质：铜；规格：32；类型：止回阀 | 32埃美柯铜止回阀 || PIPE-000036 | 品牌：埃美柯；材质：铜；规格：25；类型：止回阀 | 25埃美柯铜止回阀
IMG-1073	铜球阀	1	工程材料/阀门	个	usable:1	confirm_before_use:1	PIPE-000111 | 品牌：埃美柯；规格：4分；材质：铜 | 埃美柯4分铜球阀
IMG-1074	铜鼻子	4	电气材料/接线端子；电气材料/电缆附件	个	standard:2；usable:2	auto_select_allowed:2；confirm_before_use:2	ELEC-000031 | 规格：100A；材质：铜 | 100A铜鼻子 || ELEC-000032 | 规格：200A；材质：铜 | 200A铜鼻子 || ELEC-000091 | 电流：300A；材质：铜 | 300A铜鼻子 || ELEC-000092 | 电流：200A；材质：铜 | 200A铜鼻子
IMG-1075	铝合金快速接头	1	管件/快速接头	套	needs_review:1	clarify_specs_before_use:1	PIPE-000489 | 材质：铝合金；公称通径：DN50 | 铝合金快速接头DN50
IMG-1076	铝合金扣	2	液压/高压管路	个	usable:2	confirm_before_use:2	PIPE-000296 | 规格：50；材质：铝合金；特征：加厚 | 50加厚铝合金扣 || PIPE-000297 | 规格：80；材质：铝合金；特征：加厚 | 80加厚铝合金扣
IMG-1077	铝合金抱箍	2	管道紧固/抱箍	个	usable:2	confirm_before_use:2	PIPE-000280 | 规格：50；材质：铝合金 | 50铝合金抱箍 || PIPE-000281 | 规格：80；材质：铝合金 | 80铝合金抱箍
IMG-1078	铝合金枪头	1	注浆设备/配件	套	needs_review:1	clarify_specs_before_use:1	METAL-000099 | 规格：65；材质：铝合金；部件：枪头 | 65铝合金枪头
IMG-1079	铝合金梯	1	安全防护/登高工具	部	needs_review:1	clarify_specs_before_use:1	SAFE-000132 | 材质：铝合金；特征：加厚；高度：4m | 加厚铝合金梯子4m
IMG-1080	铝合金梯子	4	定制件/工具治具；工具/登高工具	个；台	needs_review:4	clarify_specs_before_use:4	TOOL-000153 | 长度：4米；型式：B型；材质：铝合金 | 4米B型铝合金梯子 || TOOL-000172 | 定制：是；长度：4米；规格：5.2；材质：铝合金；特征：加厚 | 定做4米*5.2加厚铝合金梯子 || TOOL-000191 | 长度：2.5米；材质：铝合金；特征：加厚 | 加厚2.5米铝合金梯子 || TOOL-000194 | 定制：是；长度：4米；材质：铝合金；特征：加厚 | 定做4米加厚铝合金梯子
IMG-1081	铝合金窗	1	定制件/门窗制品	套	needs_review:1	clarify_specs_before_use:1	METAL-000046 | 定制：是；材质：铝合金 | 定做铝合金窗
IMG-1082	铣刀钻头	2	工具/钻铣刀具	支	needs_review:2	clarify_specs_before_use:2	TOOL-000284 | 适用材质：不锈钢；直径：4mm | 不锈钢铣刀钻头4mm || TOOL-000285 | 适用材质：不锈钢；直径：10mm | 不锈钢铣刀钻头10mm
IMG-1083	铭牌	1	定制件/标识铭牌	只	needs_review:1	clarify_specs_before_use:1	MAT-000178 | 定制：是；尺寸：70*40 | 订制铭牌70*40；定制铭牌70*40
IMG-1084	铲刀	1	工具/手动工具	把	needs_review:1	clarify_specs_before_use:1	TOOL-000252 | 类型：铲刀 | 铲刀
IMG-1085	链条扳手	1	工具器具/手动工具	个	needs_review:1	clarify_specs_before_use:1	TOOL-000039 | 类型：链条扳手 | 链条扳手
IMG-1086	锁扣	1	五金/锁具配件	套	needs_review:1	clarify_specs_before_use:1	HW-LOCK-000015 | 材质：不锈钢；用途：外门；类型：锁扣 | 不锈钢外门锁扣
IMG-1087	锂电手电钻套装	1	电动工具/手电钻	台	needs_review:1	clarify_specs_before_use:1	TOOL-000292 | 品牌：东成；供电：锂电；配置：二电一充 | 东成锂电手电钻二电一充
IMG-1088	锂电池电钻	1	工具器具/电动工具	台	standard:1	auto_select_allowed:1	TOOL-000026 | 品牌：大艺；电压：21V；动力：锂电池 | 21V大艺锂电池电钻
IMG-1089	锂电池角磨机	1	工具器具/电动工具	台	needs_review:1	clarify_specs_before_use:1	TOOL-000027 | 品牌：大艺；动力：锂电池 | 大艺锂电池角磨机
IMG-1090	锂电电钻套装	1	电动工具/手电钻	台	needs_review:1	clarify_specs_before_use:1	TOOL-000337 | 品牌：东成；供电：锂电；配置：带螺丝刀套装 | 东成锂电电钻带螺丝刀套装
IMG-1091	锂电角磨机	1	工具器具/电动工具	台	needs_review:1	clarify_specs_before_use:1	TOOL-000040 | 品牌：大艺；供电：锂电池 | 大艺锂电池角磨机
IMG-1092	锂电角磨机套装	1	电动工具/角磨机	台	needs_review:1	clarify_specs_before_use:1	TOOL-000254 | 品牌：东成；供电：锂电；配置：二电一充 | 东成锂电角磨机二电一充
IMG-1093	锂电钻	1	工具器具/电动工具	台	needs_review:1	clarify_specs_before_use:1	TOOL-000099 | 特征：大功率；供电：锂电池 | 大功率锂电钻
IMG-1094	锰钢链条	1	吊装索具/链条	米	needs_review:1	clarify_specs_before_use:1	METAL-000130 | 材质：锰钢；规格：22mm | 锰钢链条22mm
IMG-1095	镀锌三通	5	管件/镀锌管件	个；只	needs_review:4；usable:1	clarify_specs_before_use:4；confirm_before_use:1	PIPE-000139 | 公称直径：50；材质/表面：镀锌 | 50镀锌三通 || PIPE-000242 | 公称直径：DN80；表面：镀锌；类型：三通 | DN80镀锌三通 || PIPE-000433 | 表面：镀锌；规格：2寸；类型：三通 | 镀锌三通2寸 || PIPE-000477 | 表面处理：镀锌；规格：3寸；类型：三通 | 镀锌三通3寸 || PIPE-000487 | 表面处理：镀锌；规格：6分；类型：三通 | 镀锌三通6分
IMG-1096	镀锌内丝弯头	3	管件/镀锌管件	只	needs_review:3	clarify_specs_before_use:3	PIPE-000434 | 表面：镀锌；连接：内丝；规格：2寸；类型：弯头 | 镀锌内丝弯头2寸 || PIPE-000435 | 表面：镀锌；连接：内丝；规格：3寸；类型：弯头 | 镀锌内丝弯头3寸 || PIPE-000440 | 表面：镀锌；连接：内丝；规格：4分；类型：弯头 | 镀锌内丝弯头4分
IMG-1097	镀锌内丝直接	5	管件/镀锌管件	只	needs_review:3；usable:2	clarify_specs_before_use:3；confirm_before_use:2	PIPE-000412 | 规格：4寸；表面：镀锌；连接：内丝；类型：直接 | 4寸镀锌内丝直接 || PIPE-000413 | 规格：3寸；表面：镀锌；连接：内丝；类型：直接 | 3寸镀锌内丝直接；镀锌内丝直接头3寸 || PIPE-000430 | 表面：镀锌；连接：内丝；规格：2寸；类型：直接 | 镀锌内丝直接头2寸；镀锌内丝直接2寸 || PIPE-000484 | 表面处理：镀锌；连接：内丝；规格：2寸 | 镀锌内丝直接2寸 || PIPE-000486 | 表面处理：镀锌；连接：内丝；规格：6分 | 镀锌内丝直接6分
IMG-1098	镀锌变径接头	1	管件/镀锌管件	只	needs_review:1	clarify_specs_before_use:1	PIPE-000456 | 表面：镀锌；规格：1寸/6分；类型：大小头/变径 | 镀锌大小头1寸/6分
IMG-1099	镀锌堵头	1	工程材料/管件	个	needs_review:1	clarify_specs_before_use:1	PIPE-000077 | 规格：25；表面：镀锌；类型：堵头 | 25镀锌堵头
IMG-1100	镀锌外丝六角直接	1	管件/镀锌管件	只	usable:1	confirm_before_use:1	PIPE-000483 | 表面处理：镀锌；连接：外丝；结构：六角；规格：2寸 | 镀锌外丝六角直接2寸
IMG-1101	镀锌外丝接头	2	管件/镀锌管件	个	usable:2	confirm_before_use:2	PIPE-000140 | 规格：50*40；连接：外丝；表面：镀锌 | 50*40镀锌外丝 || PIPE-000243 | 公称直径：DN80；连接：外丝；表面处理：镀锌 | DN80镀锌外丝
IMG-1102	镀锌外丝直接	6	管件/镀锌管件	只	needs_review:6	clarify_specs_before_use:6	PIPE-000428 | 表面：镀锌；连接：外丝；规格：3寸；类型：直接 | 镀锌外丝直接头3寸 || PIPE-000429 | 表面：镀锌；连接：外丝；规格：2寸；类型：直接 | 镀锌外丝直接头2寸；镀锌外丝直接2寸 || PIPE-000439 | 表面：镀锌；连接：外丝；规格：4分；类型：直接 | 镀锌外丝直接4分 || PIPE-000442 | 表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接 | 镀锌外丝直接2寸/150mm || PIPE-000451 | 表面：镀锌；连接：外丝；规格：6分；长度：100mm | 镀锌外丝直接6分*100mm || PIPE-000455 | 表面：镀锌；连接：外丝；规格：1寸；长度：100mm | 镀锌外丝直接1寸*100mm
IMG-1103	镀锌外接头	1	管件/镀锌管件	个	usable:1	confirm_before_use:1	PIPE-000142 | 公称直径：50；连接：外接；表面：镀锌 | 50镀锌外接
IMG-1104	镀锌平垫	1	紧固件/垫圈	只	usable:1	confirm_before_use:1	FAST-000085 | 表面：镀锌；规格：M8；类型：平垫 | 镀锌平垫m8
IMG-1105	镀锌异径接头	1	管件/镀锌管件	个	needs_review:1	clarify_specs_before_use:1	PIPE-000153 | 规格：100*50；表面：镀锌；类型：大小头 | 100*50镀锌大小头
IMG-1106	镀锌弯头	3	管件/镀锌管件	个；只	needs_review:3	clarify_specs_before_use:3	PIPE-000208 | 规格：80；表面：镀锌；类型：弯头 | 80镀锌弯头 || PIPE-000478 | 表面处理：镀锌；规格：2寸；类型：弯头 | 镀锌弯头2寸 || PIPE-000485 | 表面处理：镀锌；规格：6分；类型：弯头 | 镀锌弯头6分
IMG-1107	镀锌方管	1	钢材/型材	米	usable:1	confirm_before_use:1	METAL-000089 | 规格：3*3*3；表面：镀锌 | 镀锌方管3*3*3
