group_id	item_name	old_groups	sku_count	suggested_category	suggested_subcategory	needs_split	split_basis	confidence	reason
IMG-0034	PPR异径直接	工程材料/PPR管件	1	管材管件阀门	直接	no		high	异径直接仍是直通接头，规格变化不另拆。
IMG-0035	PPR弯头	PPR管件/弯头；工程材料/PPR管件；管件/PPR管件	6	管材管件阀门	弯头	no		high	样例均为PPR弯头，口径/品牌是规格差异。
IMG-0036	PPR截止阀	PPR管件/阀门；管件/PPR管件	2	管材管件阀门	阀门	no		high	截止阀属于管路阀门，PPR为材质属性。
IMG-0037	PPR接头	工程材料/PPR管件	2	管材管件阀门	直接	no		medium	样例均为PPR管接头，未见液压/电气混入；按直接承接。
IMG-0038	PPR热熔接头	工程材料/PPR管件	1	管材管件阀门	直接	no		high	热熔是连接方式，接头按直接类管件归类。
IMG-0039	PPR热熔机	工具器具/管道工具	1	电动气动工具	电动工具	no		medium	PPR热熔机是电加热管道工具，旧管道工具需转电动工具。
IMG-0040	PPR热熔管	工程材料/PPR管件	1	管材管件阀门	管材	no		high	样例为PPR热熔管，属于管材而非管件。
IMG-0041	PPR球阀	PPR管件/阀门	2	管材管件阀门	阀门	no		high	球阀属于管路阀门，PPR为材质属性。
IMG-0042	PPR直接	管件/PPR管件	1	管材管件阀门	直接	no		high	PPR直接是标准管件。
IMG-0043	PPR直通	PPR管件/直通；工程材料/PPR管件	4	管材管件阀门	直接	no		high	PPR直通与直接同属直连管件。
IMG-0044	PPR管	PPR管材/管；工程材料/PPR管件；管材/PPR管	7	管材管件阀门	管材	no		high	样例均为PPR管材，旧工程材料/PPR管件有误。
IMG-0045	PPR管剪	工具/管道工具	1	工具量具	手动工具	no		high	PPR管剪为手动剪切工具。
IMG-0046	PPR管剪刀	工具器具/管道工具	1	工具量具	手动工具	no		high	PPR管剪刀为手动剪切工具。
IMG-0047	PPR管卡	工程材料/PPR管件	1	紧固件与连接件	管卡	no		high	管卡用于固定管道，不是管件本体；旧工程材料分类错误。
IMG-0048	PPR给水管	工程材料/PPR管件	1	管材管件阀门	管材	no		high	给水管属于管材，用途不改变分类。
IMG-0049	PPR过桥弯	工程材料/PPR管件	1	管材管件阀门	弯头	no		high	过桥弯是弯头类PPR管件。
IMG-0050	PPR阀门	工程材料/PPR管件	2	管材管件阀门	阀门	no		high	PPR阀门属于管路阀门，旧工程材料过宽。
IMG-0051	PVC45度弯头	工程材料/PVC管件	1	管材管件阀门	弯头	no		high	45度弯头是PVC弯头类管件。
IMG-0052	PVC三通	管件/PVC管件	1	管材管件阀门	三通	no		high	PVC三通是标准管件。
IMG-0053	PVC弯头	工程材料/PVC管件；管件/PVC管件	4	管材管件阀门	弯头	no		high	样例均为PVC弯头，角度/口径为规格差异。
IMG-0054	PVC止回阀	阀门/PVC阀门	1	管材管件阀门	阀门	no		high	止回阀属于阀门，PVC为材质属性。
IMG-0055	PVC直接	管件/PVC管件	4	管材管件阀门	直接	no		high	PVC直接是标准直连管件。
IMG-0056	PVC直通	工程材料/PVC管件	1	管材管件阀门	直接	no		high	PVC直通与直接同属直连管件。
IMG-0057	PVC管	管材/PVC管	3	管材管件阀门	管材	no		high	样例均为PVC管材，口径是规格差异。
IMG-0058	PVC管加工件	定制件/塑料管加工件	1	定制加工件	管路接头	no		high	样例标注加工PVC管，按定制管路件。
IMG-0059	PVC管卡	工程材料/管道紧固	1	紧固件与连接件	管卡	no		high	管卡用于管道固定，旧工程材料/管道紧固需归紧固连接件。
IMG-0060	PVC线槽	电气/线槽桥架	1	电气电料	电气辅材	no		high	PVC线槽用于电线敷设保护，按电气辅材归类。
IMG-0061	PVC线管	电气材料/电缆附件	1	电气电料	电气辅材	no		high	PVC线管用于电缆穿线保护，按电气辅材归类。
IMG-0062	PVC给水管	工程材料/PVC管件	1	管材管件阀门	管材	no		high	给水管属于PVC管材，旧管件口径错误。
IMG-0063	PVC胶水	胶粘剂/PVC胶水	2	化工胶粘涂料	胶粘剂	no		high	PVC胶水用于管材粘接，属于胶粘剂。
IMG-0064	PVC钢丝软管	管材/塑料软管	1	管材管件阀门	管材	no		high	PVC钢丝软管属于软管管材。
IMG-0065	RJ45水晶头	电气材料/弱电材料	1	弱电安防	网络材料	no		high	RJ45水晶头是网络布线材料，旧电气材料应转弱电安防。
IMG-0066	RVVP屏蔽线	电气/电线电缆	1	电气电料	电线电缆	no		high	RVVP屏蔽线属于电线电缆，屏蔽为型号特性。
IMG-0067	S型挂钩	五金耗材/挂钩	1	紧固件与连接件	卡扣	no		medium	挂钩用于悬挂连接，非吊装索具；旧五金耗材过宽。
IMG-0068	T型套筒扳手套装	工具/手动工具	1	工具量具	手动工具	no		high	套筒扳手套装属于手动工具。
IMG-0069	T型螺丝套件	紧固件/螺丝套件	2	紧固件与连接件	螺丝	no		high	T型螺丝套件由螺丝/垫圈/螺母组成，按螺丝类紧固件归类。
IMG-0070	UPVC Y型三通	管件/UPVC给水管件	1	管材管件阀门	三通	no		high	Y型三通属于UPVC三通类管件。
IMG-0071	UPVC45度弯头	工程材料/UPVC管件	1	管材管件阀门	弯头	no		high	45度弯头是UPVC弯头类管件。
IMG-0072	UPVC三通	工程材料/UPVC管件；管件/UPVC给水管件	2	管材管件阀门	三通	no		high	UPVC三通是标准管件，旧工程材料过宽。
IMG-0073	UPVC异径接头	工程材料/UPVC管件	1	管材管件阀门	直接	no		high	异径接头仍为直连管件，规格变化不另拆。
IMG-0074	UPVC弯头	工程材料/UPVC管件；管件/UPVC给水管件	3	管材管件阀门	弯头	no		high	样例均为UPVC弯头，角度/口径为规格差异。
IMG-0075	UPVC斜三通	工程材料/UPVC管件	1	管材管件阀门	三通	no		high	斜三通属于三通类UPVC管件。
IMG-0076	UPVC直接	管件/UPVC给水管件	1	管材管件阀门	直接	no		high	UPVC直接是标准直连管件。
IMG-0077	UPVC直通	工程材料/UPVC管件	1	管材管件阀门	直接	no		high	UPVC直通与直接同属直连管件。
IMG-0078	UPVC给水管	工程材料/UPVC管件	1	管材管件阀门	管材	no		high	给水管属于UPVC管材，旧管件口径错误。
IMG-0079	UPVC饮水管	管材/UPVC给水管	1	管材管件阀门	管材	no		high	饮水管属于UPVC管材，用途不改变分类。
IMG-0080	USB插座	电气材料/插座开关	1	电气电料	插头插座	no		high	USB插座属于插座类电气材料。
IMG-0081	U型卸扣	吊装索具/卸扣	3	吊装索具	卸扣	no		high	U型卸扣是标准吊装索具。
IMG-0082	Y型法兰过滤器	阀门/过滤器	1	管材管件阀门	阀门	no		medium	Y型过滤器是管路阀件/过滤阀，按阀门承接。
IMG-0083	一位开关	电气材料/开关；电气材料/插座开关	3	电气电料	开关按钮	no		high	一位开关属于开关按钮类电气材料。
IMG-0084	一体式触摸屏	电气材料/工控配件	2	电气电料	低压电器	no		medium	工控触摸屏属电气控制元件；标准无工控屏二级，用低压电器承接。
IMG-0085	一体梯凳	工具/登高工具	1	工具量具	登高工具	no		medium	梯凳为登高工具；推荐二级无登高工具，新增二级。
IMG-0086	一字螺丝刀	工具/手动工具	3	工具量具	手动工具	no		high	一字螺丝刀属于手动工具。
IMG-0087	一次性口罩	劳保耗材/呼吸防护	2	劳保防护	呼吸防护	no		high	一次性口罩用于人员呼吸防护，旧劳保耗材不保留为分类。
IMG-0088	一次性雨衣	劳保耗材/雨具	4	劳保防护	雨具	no		high	一次性雨衣属于劳保雨具。
IMG-0089	万向套筒	工具/套筒	1	工具量具	手动工具	no		high	套筒类扳手附件按手动工具归类。
IMG-0090	万向扣件	建筑施工耗材/脚手架扣件	1	紧固件与连接件	卡扣	no		high	脚手架扣件本质为连接固定件；旧建筑施工耗材过宽。
IMG-0091	万向脚轮	物流搬运/脚轮	3	设备备件	通用机械备件	no		high	脚轮为设备/周转车通用备件；旧物流搬运不是标准类目。
IMG-0092	万用表	工具/电工仪表	1	工具量具	检测仪器	no		high	万用表是电工检测仪器。
IMG-0093	万能胶	化工耗材/胶粘剂	1	化工胶粘涂料	胶粘剂	no		high	万能胶属于胶粘剂；旧化工耗材按标准归并。
IMG-0094	三叉套筒扳手	工具/手动工具	3	工具量具	手动工具	no		high	三叉套筒扳手属于手动工具。
IMG-0095	三脚插头	电气/插头插座；电气材料/插头插座	3	电气电料	插头插座	no		high	三脚插头属于插头插座类电气材料。
IMG-0096	三角阀	工程材料/阀门	1	管材管件阀门	阀门	no		high	三角阀是水暖管路阀门，旧工程材料过宽。
IMG-0097	三通	管件/不锈钢管件；管件/金属管件	4	管材管件阀门	三通	no		high	样例均为管路三通，材质/口径是规格差异。
IMG-0098	三通抱箍	定制件/管路接头	1	定制加工件	管路接头	no		high	样例标注加工三通抱箍，归定制管路接头。
IMG-0099	三通接头	液压/高压管路	2	液压气动	液压接头	no		high	样例为高压螺纹三通接头，属液压接头。
IMG-0100	下水裤	劳保用品/防水服	1	劳保防护	身体防护	no		high	下水裤为人员防水防护服，归身体防护。
IMG-0101	不锈钢C式自锁接头套装	气动液压/快换接头	1	液压气动	气动接头	no		medium	C式自锁快换接头多用于气动快接，归气动接头。
IMG-0102	不锈钢三通	工程材料/水暖管件	1	管材管件阀门	三通	no		high	不锈钢三通是水暖管件，归三通。
IMG-0103	不锈钢丝网	五金备件/金属网	1	金属材料	金属丝网	no		high	不锈钢丝网属于金属丝网原材料，旧五金备件不准。
IMG-0104	不锈钢两片式球阀	阀门/球阀	1	管材管件阀门	阀门	no		high	球阀属于管路阀门，两片式为结构属性。
IMG-0105	不锈钢保温水箱	容器/水箱	1	施工机具设备	水箱容器	no		medium	5T保温水箱是现场供水容器设备；推荐二级无水箱容器，新增二级。
IMG-0106	不锈钢内丝球阀	阀门/球阀	2	管材管件阀门	阀门	no		high	内丝球阀属于管路阀门，材质/连接为规格属性。
IMG-0107	不锈钢内外丝球阀	阀门/球阀	2	管材管件阀门	阀门	no		high	内外丝球阀属于管路阀门，连接形式不另分族。
IMG-0108	不锈钢内外门电柜	电气/配电柜壳体	1	电气电料	电气辅材	no		medium	配电柜壳体属电气箱柜辅材；旧金属壳体口径需转电气。
IMG-0109	不锈钢内外门电箱	电气/配电箱壳体	1	电气电料	电气辅材	no		medium	配电箱壳体属电气箱柜辅材；材质不决定一级分类。
IMG-0110	不锈钢内接	工程材料/水暖管件	1	管材管件阀门	直接	no		high	不锈钢内接是水暖直连管件。
IMG-0111	不锈钢刀阀	阀门/刀阀	1	管材管件阀门	阀门	no		high	刀阀属于管路阀门。
IMG-0112	不锈钢割枪	焊接工具/气割工具	1	焊接切割	焊割工具	no		high	割枪是气割作业工具，归焊割工具。
IMG-0113	不锈钢加长弯头	气动/高压管路	1	液压气动	液压接头	no		medium	样例为高压管路小规格弯头，归液压气动接头。
IMG-0114	不锈钢加长接头	气动/高压管路	1	液压气动	液压接头	no		medium	样例为高压管路接头，归液压气动接头。
IMG-0115	不锈钢单向阀	阀门/单向阀	3	管材管件阀门	阀门	no		high	单向阀属于管路阀门，材质/口径是规格。
IMG-0116	不锈钢卡套三通	气动/高压管路	1	液压气动	液压接头	no		medium	卡套三通用于高压管路连接，按液压接头承接。
IMG-0117	不锈钢卡套接头	气动/高压管路	2	液压气动	液压接头	no		medium	卡套接头用于高压管路连接，按液压接头承接。
IMG-0118	不锈钢卡扣接头	气动/高压管路	2	液压气动	液压接头	no		medium	卡扣接头用于高压管路连接，按液压接头承接。
IMG-0119	不锈钢卡槽	管道紧固/卡槽导轨	1	紧固件与连接件	管卡	no		medium	卡槽导轨用于管道固定支承，按连接固定件承接。
IMG-0120	不锈钢双卡抱箍	管道紧固/抱箍	1	紧固件与连接件	管卡	no		high	抱箍用于管道固定，归管卡类连接件。
IMG-0121	不锈钢双外丝变径接头	管件/不锈钢管件	2	管材管件阀门	直接	no		high	双外丝变径接头是管路直连接头，规格变径不另拆。
IMG-0122	不锈钢变径对丝	管件/不锈钢管件	1	管材管件阀门	直接	no		high	变径对丝是螺纹直连管件，归直接。
IMG-0123	不锈钢合页	五金/门窗五金；五金备件/门窗五金	5	清洁办公后勤	门窗五金	no		high	合页属于门窗五金，旧五金备件按标准归并。
IMG-0124	不锈钢名牌	定制件/标识铭牌	3	定制加工件	标识铭牌	no		high	样例均为定做不锈钢名牌，归标识铭牌。
IMG-0125	不锈钢增压泵	设备备件/泵	1	施工机具设备	泵类设备	no		high	增压泵是泵类设备整机，旧设备备件口径偏错。
IMG-0126	不锈钢外丝变径接头	管件/不锈钢管件	1	管材管件阀门	直接	no		high	外丝变径接头是管路直连接头，规格变径不另拆。
IMG-0127	不锈钢外接	工程材料/水暖管件	1	管材管件阀门	直接	no		high	不锈钢外接是水暖直连管件。
IMG-0128	不锈钢外螺纹对接头	管件/不锈钢管件	2	管材管件阀门	直接	no		high	外螺纹对接头是管路直连接头。
IMG-0129	不锈钢宝塔球阀	阀门/球阀	1	管材管件阀门	阀门	no		high	宝塔球阀属于管路阀门，宝塔为连接形式。
IMG-0130	不锈钢弯头	工程材料/管件	1	管材管件阀门	弯头	no		high	不锈钢弯头是管路弯头，旧工程材料过宽。
IMG-0131	不锈钢快拧外丝直接	气动液压/快拧接头	1	液压气动	气动接头	no		high	快拧外丝直接为气动快拧接头。
IMG-0132	不锈钢快接公头	气动液压/快换接头	3	液压气动	气动接头	no		high	快接公头属于气动快换接头，规格为型号差异。
IMG-0133	不锈钢户外箱	电气/配电箱壳体	2	电气电料	电气辅材	no		medium	户外配电箱壳体属电气箱柜辅材，材质不决定一级分类。
IMG-0134	不锈钢抹刀	工具/泥瓦工具	1	工具量具	手动工具	no		high	抹刀是泥瓦施工手动工具。
IMG-0135	不锈钢挂锁	五金/锁具	3	清洁办公后勤	门窗五金	no		high	挂锁属于门窗五金/锁具，旧五金按标准归并。
IMG-0136	不锈钢排气阀	阀门/排气阀	1	管材管件阀门	阀门	no		high	排气阀属于管路阀门。
IMG-0137	不锈钢控制箱	定制件/电气箱柜	1	定制加工件	图纸件	no		medium	样例标注定制不锈钢控制箱，按非标图纸件；若标准箱柜可转电气辅材。
IMG-0138	不锈钢数字牌	定制件/标识铭牌；标识耗材/标牌	2	定制加工件	标识铭牌	no		high	数字牌用于标识，含定制铭牌口径，归标识铭牌。
IMG-0139	不锈钢条	原材料/不锈钢材料	1	金属材料	型钢	no		medium	不锈钢条为金属型材/条材，按型钢承接。
IMG-0140	不锈钢标志牌	定制件/标识铭牌	1	定制加工件	标识铭牌	no		high	定做不锈钢标志牌属于标识铭牌。
IMG-0141	不锈钢水龙头	工程材料/水暖五金；水暖五金/水龙头	2	管材管件阀门	水暖五金	no		high	水龙头属于水暖五金，旧工程材料过宽。
IMG-0142	不锈钢法兰蝶阀	阀门/蝶阀	1	管材管件阀门	阀门	no		high	法兰蝶阀属于管路阀门。
IMG-0143	不锈钢洗脸盆	工程材料/洁具	1	管材管件阀门	水暖五金	no		medium	洗脸盆为给排水洁具，按水暖五金承接；旧洁具非标准二级。
IMG-0144	不锈钢漏斗	容器/漏斗	1	清洁办公后勤	生活用品	no		medium	漏斗为现场通用生活/后勤容器，标准无容器类目，用生活用品承接。
IMG-0145	不锈钢潜水搅拌机	环保设备/搅拌设备	1	施工机具设备	搅拌设备	no		high	潜水搅拌机是搅拌设备整机，旧环保设备不是标准一级。
IMG-0146	不锈钢烟灰桶	行政后勤/清洁用品	1	清洁办公后勤	生活用品	no		high	烟灰桶为后勤生活用品，旧行政后勤归并到清洁办公后勤。
IMG-0147	不锈钢焊条	焊接材料/焊条	1	焊接切割	焊接耗材	no		high	不锈钢焊条属于焊接耗材。
IMG-0148	不锈钢球阀	工程材料/阀门；阀门/球阀	13	管材管件阀门	阀门	no		high	样例均为不锈钢球阀，口径/品牌为规格差异。
IMG-0149	不锈钢电动法兰蝶阀	阀门/蝶阀	1	管材管件阀门	阀门	no		high	电动法兰蝶阀属于管路阀门，驱动方式为属性。
IMG-0150	不锈钢直通快插接头	气动液压/快插接头	3	液压气动	气动接头	no		high	直通快插接头属于气动接头，型号为规格差异。
IMG-0151	不锈钢窗护栏	定制件/门窗制品	1	定制加工件	金属加工件	no		high	窗护栏为定制不锈钢金属加工件。
IMG-0152	不锈钢管箍	管道紧固/管箍	1	紧固件与连接件	管卡	no		high	管箍用于管道固定，归管卡类连接件。
IMG-0153	不锈钢螺丝	紧固件/螺丝	1	紧固件与连接件	螺丝	no		high	不锈钢螺丝属于螺丝类紧固件。
IMG-0154	不锈钢螺丝套件	紧固件/螺丝套件	1	紧固件与连接件	螺丝	no		high	螺丝套件仍按螺丝类紧固件管理。
IMG-0155	不锈钢螺母	紧固件/螺母	2	紧固件与连接件	螺母	no		high	不锈钢螺母属于螺母类紧固件。
IMG-0156	不锈钢补水球阀	阀门/球阀	1	管材管件阀门	阀门	no		high	补水球阀属于管路阀门，用途不改变分类。
IMG-0157	不锈钢角阀	工程材料/阀门	1	管材管件阀门	阀门	no		high	角阀是水暖管路阀门，旧工程材料过宽。
IMG-0158	不锈钢钢丝绳	吊装索具/钢丝绳	1	吊装索具	钢丝绳	no		high	钢丝绳属于吊装索具，材质为属性。
IMG-0159	不锈钢铭牌	定制件/标识铭牌	1	定制加工件	标识铭牌	no		high	定做不锈钢铭牌属于标识铭牌。
IMG-0160	不锈钢锁扣	五金/锁具配件；五金备件/门窗五金	2	清洁办公后勤	门窗五金	no		high	锁扣属于门窗五金/锁具配件，旧五金备件归并。
IMG-0161	不锈钢防松螺母	紧固件/螺母	1	紧固件与连接件	螺母	no		high	防松螺母属于螺母类紧固件。
IMG-0162	不锈钢骑马卡	五金备件/管道紧固	1	紧固件与连接件	管卡	no		high	骑马卡用于管线固定，归管卡类连接件。
IMG-0163	不锈钢高压球阀	阀门/球阀	1	管材管件阀门	阀门	no		high	高压球阀属于管路阀门，压力等级为属性。
IMG-0164	不锈钢黄油嘴弯头	润滑系统/黄油嘴配件	1	设备备件	通用机械备件	no		medium	黄油嘴弯头是设备润滑系统小备件，标准无润滑二级，用通用机械备件承接。
IMG-0165	不锈钢黄油嘴接头	润滑系统/黄油嘴配件	1	设备备件	通用机械备件	no		medium	黄油嘴接头是设备润滑系统小备件，标准无润滑二级，用通用机械备件承接。
IMG-0166	丙酮	化工原料/溶剂	1	化工胶粘涂料	清洗剂	no		medium	丙酮为常用溶剂/清洗脱脂材料，旧化工原料需归化工胶粘涂料。
IMG-0167	丝锥	工具器具/工具配件	1	工具耗材	刀具	no		medium	丝锥是攻丝刀具耗材；推荐二级无刀具，新增二级。
IMG-0168	两半扣	液压/管路扣件	1	液压气动	液压接头	no		medium	两半扣用于液压/高压管路扣接，按液压接头承接。
IMG-0169	两用扳手	工具/手动工具	1	工具量具	手动工具	no		high	两用扳手属于手动工具。
IMG-0170	中性笔	办公用品/书写工具	1	清洁办公后勤	办公用品	no		high	中性笔属于办公用品。
IMG-0171	中砂	建筑材料/水泥砂石	1	建筑材料	水泥砂石	no		high	中砂属于水泥砂石类建筑材料。
IMG-0172	乙炔减压表	焊割耗材/气体表具；焊接工具/气体仪表；焊接耗材/气体配件	3	焊接切割	气瓶附件	no		high	乙炔减压表用于气瓶减压计量，归焊接切割气瓶附件。
IMG-0173	乙炔割嘴	焊割耗材/割炬配件	1	焊接切割	切割耗材	no		high	乙炔割嘴是气割耗材。
IMG-0174	乙炔压力表	仪表/气体压力表	1	焊接切割	气瓶附件	no		high	乙炔压力表用于焊割气体系统，归气瓶附件。
IMG-0175	乙炔检测表	仪表/气体检测仪表	1	焊接切割	气瓶附件	no		medium	乙炔检测表用于焊割气体检测，按气瓶附件/气体表具承接。
IMG-0176	乙炔瓶手推车	焊割设备/气瓶搬运	4	施工机具设备	搬运设备	no		high	乙炔瓶手推车是气瓶搬运设备，旧焊割设备需转施工机具设备。
IMG-0177	乙炔软管	焊接工具/气体软管	1	焊接切割	气瓶附件	no		high	乙炔软管用于焊割气体连接，归气瓶附件。
IMG-0178	乳胶手套	劳保耗材/手套	1	劳保防护	手套	no		high	乳胶手套是人员手部防护用品，旧劳保耗材不保留。
IMG-0179	二位开关	电气材料/插座开关	1	电气电料	开关按钮	no		high	二位开关属于开关按钮类电气材料。
IMG-0180	二保焊机分流器	焊接耗材/焊枪配件	2	焊接切割	焊割工具	no		medium	分流器是二保焊枪/焊机配件，按焊割工具配件承接。
IMG-0181	二保焊绝缘套	焊割耗材/焊机配件	1	焊接切割	焊割工具	no		medium	绝缘套是二保焊枪配件，按焊割工具配件承接。
IMG-0182	二坑二槽钻头	工具耗材/钻头	3	工具耗材	钻头	no		high	二坑二槽钻头属于钻头类工具耗材。
IMG-0183	二氧化碳减压表	焊割耗材/气体表具；焊接耗材/气体配件	2	焊接切割	气瓶附件	no		high	二氧化碳减压表用于焊接气体系统，归气瓶附件。
IMG-0184	二氧化碳减压阀总成	焊接工具/气体仪表	1	焊接切割	气瓶附件	no		high	二氧化碳减压阀总成属于焊接气瓶附件。
IMG-0185	五坑钻头	工具/钻头；工具器具/工具配件	7	工具耗材	钻头	no		high	样例均为五坑钻头，规格/品牌为差异。
IMG-0186	五孔插座	电气/插座；电气材料/插头插座；电气材料/插座开关	8	电气电料	插头插座	no		high	五孔插座属于插头插座类电气材料。
IMG-0187	五孔插座面板	电气/插座；电气材料/插头插座	2	电气电料	插头插座	no		high	五孔插座面板属于插头插座类电气材料。
IMG-0188	五点式安全带	劳保耗材/坠落防护；安全防护/安全带；安全防护/高处防护	3	劳保防护	高处防护	no		high	五点式安全带是人员高处防坠防护用品。
IMG-0189	井盖	建筑材料/井盖	1	管材管件阀门	井盖	no		high	井盖是管网/井类配套件；旧建筑材料需归管材管件阀门。
IMG-0190	亚克力板	原材料/塑料板材	1	建筑材料	装饰材料	no		medium	亚克力板为施工装饰/透明板材，旧原材料口径不在标准一级。
IMG-0191	交流接触器	电气/低压电器	2	电气电料	低压电器	no		high	交流接触器属于低压电器元件。
IMG-0192	人工草皮	装饰/地面材料	1	建筑材料	装饰材料	no		high	人工草皮是地面装饰材料。
IMG-0193	传动皮带	备品备件/传动件	4	设备备件	电机传动备件	no		high	传动皮带属于设备传动备件。
IMG-0194	伸缩加长杆	工具器具/涂装工具	1	工具量具	手动工具	no		medium	伸缩加长杆为涂装/辅助用手动工具，旧涂装工具归并。
IMG-0195	伸缩杆	安全设施/隔离设施；工具/辅助工具	2	安全消防	围挡护栏	yes	按用途拆分为隔离伸缩杆/工具加长杆	low	样例同时有红色隔离伸缩杆和2米工具杆，旧分组分歧，需拆分后分别归类。
IMG-0196	伸缩梯	定制件/工具治具	1	工具量具	登高工具	no		medium	伸缩梯本质为登高工具；推荐二级无登高工具，新增二级。
IMG-0197	伸缩铝梯	工具器具/登高工具	1	工具量具	登高工具	no		medium	伸缩铝梯为登高工具；推荐二级无登高工具，新增二级。
IMG-0198	供水增压泵	设备/泵	1	施工机具设备	泵类设备	no		high	供水增压泵是泵类设备整机。
IMG-0199	保险管	电气材料/低压电器	1	电气电料	低压电器	no		high	保险管属于低压电器保护元件。
IMG-0200	保鲜膜	包装材料/薄膜	1	包装覆盖周转	覆盖材料	no		medium	保鲜膜为薄膜覆盖/包装材料，按覆盖材料承接。
