group_id	item_name	sku_count	old_groups	stock_uoms	quality_levels	agent_use_policies	sample_skus_specs_aliases
IMG-0596	气管三通接头	3	气动元件/气管接头	个	usable:3	confirm_before_use:3	PIPE-000204 | 规格：8厘；类型：三通 | 8厘气管三通 || PIPE-000205 | 规格：10厘；类型：三通 | 10厘气管三通 || PIPE-000206 | 规格：16厘；类型：三通 | 16厘气管三通
IMG-0597	气管弯头接头	3	气动元件/气管接头	个	usable:3	confirm_before_use:3	PIPE-000201 | 规格：8厘；类型：弯头 | 8厘气管弯头 || PIPE-000202 | 规格：10厘；类型：弯头 | 10厘气管弯头 || PIPE-000203 | 规格：16厘；类型：弯头 | 16厘气管弯头
IMG-0598	气管直通接头	3	气动元件/气管接头	个	usable:3	confirm_before_use:3	PIPE-000198 | 规格：8厘；类型：直通 | 8厘气管直通 || PIPE-000199 | 规格：10厘；类型：直通 | 10厘气管直通 || PIPE-000200 | 规格：16厘；类型：直通 | 16厘气管直通
IMG-0599	气管自锁接头	1	气动元件/气管接头	套	needs_review:1	clarify_specs_before_use:1	PIPE-000259 | 类型：自锁接头 | 气管自锁接头
IMG-0600	氧气乙炔管	1	焊接工具/气体软管	卷	needs_review:1	clarify_specs_before_use:1	WELD-000053 | 介质：氧气+乙炔；类型：软管 | 氧气 乙炔管
IMG-0601	氧气减压表	3	焊割耗材/气体表具；焊接工具/气体仪表；焊接耗材/气体配件	个；只	needs_review:3	clarify_specs_before_use:3	WELD-000017 | 适用气体：氧气；类型：压力表/减压表 | 氧气表 || WELD-000022 | 适用气体：氧气 | 氧气表 || WELD-000055 | 介质：氧气；类型：减压表 | 氧气减压表
IMG-0602	氧气减压阀	1	焊接工具/气体仪表	只	needs_review:1	clarify_specs_before_use:1	WELD-000059 | 介质：氧气；类型：减压阀 | 氧气减压阀
IMG-0603	氧气检测表	1	仪表/气体检测仪表	只	needs_review:1	clarify_specs_before_use:1	WELD-000061 | 介质：氧气；类型：检测表 | 氧气检测表
IMG-0604	氧气瓶手推车	4	焊割设备/气瓶搬运	个；台	usable:4	confirm_before_use:4	WELD-000027 | 适用气体：氧气；类型：手推车 | 氧气手推车 || WELD-000029 | 适用气体：氧气；特征：加厚 | 加厚氧气车 || WELD-000033 | 适用气体：氧气；轮型：大充气轮 | 大充气轮氧气车 || WELD-000035 | 适用气体：氧气；轮胎：43cm | 43cm轮胎氧气车
IMG-0605	氧气管接头	1	焊割耗材/气管接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000172 | 规格：8厘；适用气体：氧气 | 8厘氧气管接头
IMG-0606	氧气胶管	1	焊割耗材/气管	卷	needs_review:1	clarify_specs_before_use:1	WELD-000043 | 长度：30米；颜色：红色；执行标准：国标；适用气体：氧气 | 30米国标红色氧气管
IMG-0607	氧气软管	1	焊接工具/气体软管	卷	needs_review:1	clarify_specs_before_use:1	PIPE-000472 | 介质：氧气；类型：软管 | 氧气管
IMG-0608	氩气减压表	1	焊接工具/气体仪表	只	needs_review:1	clarify_specs_before_use:1	TOOL-000246 | 介质：氩气；类型：减压表 | 氩气表
IMG-0609	水下连接器	1	电气/水下连接器	套	needs_review:1	clarify_specs_before_use:1	ELEC-000190 | 环境：水下；结构：四电二光 | 水下连接器四电二光
IMG-0610	水下连接器堵头	1	电气/水下连接器	套	needs_review:1	clarify_specs_before_use:1	ELEC-000191 | 适配：水下连接器；类型：堵头 | 水下连接器堵头
IMG-0611	水壶	1	办公生活用品/小电器	个	standard:1	auto_select_allowed:1	ADMIN-000003 | 材质：不锈钢；容量：6.5升 | 6.5升不锈钢水壶
IMG-0612	水封	1	密封件/水封	只	usable:1	confirm_before_use:1	SPARE-000138 | 型号：VS-75 | 水封VS-75
IMG-0613	水平尺	4	工具/测量工具；工具器具/测量工具	把；根	standard:2；usable:2	auto_select_allowed:2；confirm_before_use:2	TOOL-000119 | 长度：60cm | 60cm水平尺 || TOOL-000120 | 长度：100cm | 100cm水平尺 || TOOL-000331 | 长度：1m | 水平尺1m || TOOL-000332 | 长度：0.6m | 水平尺0.6m
IMG-0614	水性聚氨酯	1	化工耗材/堵漏材料	公斤	needs_review:1	clarify_specs_before_use:1	MAT-000124 | 类型：水性；材料：聚氨酯 | 水性聚氨酯
IMG-0615	水桶	2	办公生活用品/容器；容器/水桶水箱	个；只	needs_review:2	clarify_specs_before_use:2	ADMIN-000004 | 规格：未注明 | 水桶 || MAT-000158 | 材质：304；配置：支架；容量：1T | 304支架水桶1T
IMG-0616	水泥	3	建材/水泥；建筑材料/水泥砂石	包；吨	needs_review:3	clarify_specs_before_use:3	MAT-CEM-000008 | 品类：水泥 | 水泥 || MAT-CEM-000011 | 标号/型号：PC425 | PC425水泥 || MAT-CEM-000018 | 包装：散装；强度等级：42.5 | 散装42.5水泥
IMG-0617	水泥砖	2	建筑材料/砌块砖	个；块	needs_review:2	clarify_specs_before_use:2	CONST-000004 | 材质：水泥 | 水泥砖 || CONST-000020 | 规格：95；材质：水泥 | 95水泥砖
IMG-0618	水泥钉	2	紧固件/钉；紧固件/钉类	盒	needs_review:2	clarify_specs_before_use:2	MAT-CEM-000009 | 类型：水泥钉 | 水泥钉 || MAT-CEM-000017 | 长度：40mm | 水泥钉40mm
IMG-0619	水泵	1	设备备件/泵	台	needs_review:1	clarify_specs_before_use:1	SPARE-000112 | 功率：7500W；扬程：50米 | 7500w50米扬程水泵
IMG-0620	水泵自动控制开关	1	电气/泵控制	台	needs_review:1	clarify_specs_before_use:1	SPARE-000141 | 用途：水泵自动控制 | 水泵自动控制开关
IMG-0621	水泵钳	2	工具/手动工具	支	usable:2	confirm_before_use:2	TOOL-000204 | 规格：8寸 | 8寸水泵钳 || TOOL-000205 | 规格：10寸 | 10寸水泵钳
IMG-0622	水泵防护罩	1	定制件/金属加工件	个	needs_review:1	clarify_specs_before_use:1	SPARE-000089 | 定制：是；材质：不锈钢；尺寸：60*90 | 定做不锈钢水泵防护罩60*90
IMG-0623	水管加工件	1	定制件/管路接头	根	needs_review:1	clarify_specs_before_use:1	PIPE-000266 | 定制：是；规格：6分；用途：水管 | 加工6分水管
IMG-0624	水管钩	1	工程材料/管道辅材	个	usable:1	confirm_before_use:1	PIPE-000013 | 规格：25 | 25水管钩
IMG-0625	水龙头	3	工程材料/水暖五金	个	needs_review:2；usable:1	clarify_specs_before_use:2；confirm_before_use:1	MAT-000006 | 规格：未注明 | 水龙头 || MAT-000007 | 类型：大弯 | 大弯水龙头 || MAT-000008 | 规格：4分；类型：冷热 | 4分冷热水龙头
IMG-0626	水龙头花洒套装	1	工程材料/水暖五金	套	needs_review:1	clarify_specs_before_use:1	MAT-000005 | 组合：水龙头+花洒 | 水龙头花洒
