标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
油漆滚筒	规格：大号；用途：油漆		涂装工具/滚筒	只	滚筒大号	C	大号未给出具体尺寸，会影响油漆滚筒SKU区分
油漆滚筒	规格：小号；用途：油漆		涂装工具/滚筒	只	滚筒小号	C	小号未给出具体尺寸，会影响油漆滚筒SKU区分
羊毛刷	规格：4寸；材质：羊毛		涂装工具/刷子	只	羊毛刷4寸	B	单位可按把复核；柄型/等级缺失
羊毛刷	规格：2.5寸；材质：羊毛		涂装工具/刷子	只	羊毛刷2.5寸	B	单位可按把复核；柄型/等级缺失
钢刷	材质：钢丝；类型：钢刷		涂装工具/刷子	只	钢刷	C	尺寸/形制缺失，无法区分钢刷SKU
床上四件套	材质：全棉；套件：四件套		行政后勤/生活用品	套	全棉四件套	C	尺寸/用途缺失，无法区分床上四件套SKU
蚕丝被	材质：蚕丝；类型：被子		行政后勤/生活用品	件	蚕丝被	C	尺寸/重量缺失，无法区分蚕丝被SKU
床垫	类型：床垫		行政后勤/生活用品	床	床垫	C	尺寸/材质缺失，无法区分床垫SKU
枕头	类型：枕头		行政后勤/生活用品	只	枕头	C	尺寸/材质缺失，无法区分枕头SKU
氩气减压表	介质：氩气；类型：减压表		焊接工具/气体仪表	只	氩气表	C	量程/接口缺失，会影响氩气减压表SKU区分
自喷漆	颜色：天蓝色		油漆涂料/自喷漆	瓶	天蓝色自喷漆	C	品牌/容量/色号缺失，会影响自喷漆SKU区分
自喷漆	颜色：黑色		油漆涂料/自喷漆	瓶	黑色自喷漆	C	品牌/容量/色号缺失，会影响自喷漆SKU区分
竹扫把	材质：竹；类型：扫把		清洁工具/扫把	把	竹扫把	B	规格缺失，按材质/类型先建候选
螺纹规	类型：牙规/螺纹规		工具/测量工具	套	牙规	C	公制/英制/规格范围缺失，无法区分螺纹规SKU
不锈钢漏斗	材质：316不锈钢；口径：18cm		容器/漏斗	只	316漏斗18cm	B	容量/出口直径缺失，需后续确认
油管护套	螺纹/规格：M20*1.5		液压/油管护套	只	油管护套M20*1.5	C	材质/适配油管缺失，会影响油管护套SKU区分
油管护套	螺纹/规格：M48*2		液压/油管护套	只	油管护套M48*2	C	材质/适配油管缺失，会影响油管护套SKU区分
油管护套	螺纹/规格：M36*2		液压/油管护套	只	油管护套M36*2	C	材质/适配油管缺失，会影响油管护套SKU区分
油管护套	螺纹/规格：M42*4		液压/油管护套	只	油管护套M42*4	C	材质/适配油管缺失，会影响油管护套SKU区分
油管护套	螺纹/规格：M52*2		液压/油管护套	只	油管护套M52*2	C	材质/适配油管缺失，会影响油管护套SKU区分
油管护套	螺纹/规格：M16*1		液压/油管护套	只	油管护套M16*1	C	材质/适配油管缺失，会影响油管护套SKU区分
铭牌	定制：是；尺寸：70*40		定制件/标识铭牌	只	订制铭牌70*40；定制铭牌70*40	C	定制件材质/内容/图纸缺失，无法唯一确定铭牌SKU
高粱扫把	材质：高粱；类型：扫把		清洁工具/扫把	把	高粱扫把	B	规格缺失，按材质/类型先建候选
钢丝球	类型：钢丝球		清洁耗材/清洁工具	个	钢丝球	B	材质/包装数量缺失，按单个钢丝球先建候选
油漆	品牌：立邦；颜色：蓝色；包装：18kg		油漆涂料/油漆	桶	立邦蓝色油漆18kg	C	油漆类型/型号/SDS缺失，会影响油漆SKU区分
油漆滚筒	规格：小号；用途：油漆		涂装工具/滚筒	只	小油漆滚筒	C	与同规格油漆滚筒可合并；单位按同类统一为只；具体尺寸缺失
钢刷	材质：钢丝；类型：钢刷		涂装工具/刷子	把	钢刷	C	与同名钢刷可合并；尺寸/形制缺失，单位需统一
自喷漆	颜色：葱绿色		油漆涂料/自喷漆	瓶	葱绿色自喷漆	C	品牌/容量/色号缺失，会影响自喷漆SKU区分
橡胶垫片	材质：橡胶；规格：200		密封件/垫片	只	橡胶垫片200	C	内径/外径/厚度缺失，无法区分橡胶垫片SKU
电缆	品牌：起帆；规格：3*1.5+1		电气/电线电缆	米	起帆电缆3*1.5+1；起帆电缆线3*1.5+1	C	电缆型号/护套材质/电压等级缺失，会影响电缆SKU区分
