标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
乙炔减压表	介质：乙炔；类型：减压表		焊接工具/气体仪表	只	乙炔表	C	原名为乙炔减压表但别名为乙炔表，按减压表候选；量程/接口缺失
无缝钢管	外径：325；壁厚：12mm；长度：6米		钢材/钢管	根	无缝管325*12mm*6米	C	材质/执行标准缺失，会影响无缝钢管SKU区分
油布	尺寸：10m*8.5m		覆盖材料/油布	㎡	油布10m*8.5m	C	材质/克重/防水等级缺失，会影响油布SKU区分
货号牌	定制：是；用途：货号标识		定制件/标识铭牌	件	订制货号牌	C	材质/尺寸/内容缺失，定制货号牌需复核
吊车垫块	用途：吊车；载荷：大吨位；尺寸：500*500*60mm		吊装索具/支垫件	块	吊车用大吨位垫块500*500*60mm	C	载荷仅为大吨位，材质/承载等级缺失
聚氨酯堵漏剂	材料：聚氨酯；用途：堵漏；包装：20KG		化工原料/堵漏材料	桶	聚氨酯堵漏剂20KG	C	油性/水性/品牌/SDS缺失，会影响堵漏剂SKU区分
注浆止水针头	用途：高压注浆止水；长度：150mm		注浆设备/耗材	支	高压注浆止水针头150mm	C	直径/接口缺失，会影响注浆止水针头SKU区分
注浆止水针头	用途：高压注浆止水；长度：100mm		注浆设备/耗材	支	高压注浆止水针头100mm	C	直径/接口缺失，会影响注浆止水针头SKU区分
户外电箱	定制：是；材质：不锈钢；安装环境：户外；适配功率：7.5KW		定制件/配电箱	台	订制不锈钢户外电箱7.5KW	C	尺寸/图纸/电气配置缺失，定制电箱需复核
数显电笔	品牌：世达；类型：数显电笔		工具/电工工具	支	世达数显电笔	C	测量范围/型号缺失，会影响数显电笔SKU区分
钢直尺	长度：200mm；材质：钢		工具/测量工具	把	200mm钢直尺	B	精度/宽度缺失，按长度和材质先建候选
镀锌内丝直接	规格：4寸；表面：镀锌；连接：内丝；类型：直接		管件/镀锌管件	只	4寸镀锌内丝直接	C	材质/压力等级缺失，会影响镀锌内丝直接SKU区分
镀锌内丝直接	规格：3寸；表面：镀锌；连接：内丝；类型：直接		管件/镀锌管件	只	3寸镀锌内丝直接	C	材质/压力等级缺失，会影响镀锌内丝直接SKU区分
抹子	类型：抹子		施工工具/抹灰工具	把	抹子	C	尺寸/材质缺失，无法区分不同抹子SKU
垃圾桶	类型：垃圾桶		行政后勤/清洁用品	只	垃圾桶	C	容量/材质缺失，无法区分不同垃圾桶SKU
防锈漆	品牌：立邦；颜色：中灰；包装：18KG		油漆涂料/防锈漆	桶	立邦中灰防锈漆18KG	B	型号/SDS缺失，按品牌/颜色/包装先建候选
电箱提手	用途：电箱；部件：提手		电气/配电箱配件	个	电箱提手	C	材质/孔距/尺寸缺失，无法区分电箱提手SKU
油漆	品牌：立邦；颜色：桔黄色；包装：18kg		油漆涂料/油漆	桶	立邦桔黄色油漆18kg	C	是否防锈漆及型号缺失，会影响油漆SKU区分
电焊钳	额定电流：600A		焊接工具/焊钳	把	电焊钳600A	B	品牌/型号缺失，按额定电流先建候选
O型圈	规格：63*5		密封件/O型圈	只	O型圈63*5	C	材质/执行标准缺失，会影响O型圈SKU区分
卸扣	额定载荷：6.5T		吊装索具/卸扣	只	卸扣6.5T	C	型式/材质/安全系数/标准缺失，会影响卸扣SKU区分
黄砂	类型：黄砂		建材/砂石料	吨	黄砂	C	细度/含泥量缺失，会影响砂石料验收和SKU区分
普通硅酸盐水泥	品牌：海螺；强度等级：42.5；类型：普通硅酸盐		建材/水泥	包	海螺42.5水泥	C	包装重量缺失，按包采购时无法稳定区分SKU
斜口钳	品牌：世达；类型：斜口钳		工具/手动工具	把	世达斜口钳	C	规格/型号缺失，会影响斜口钳SKU区分
砂纸	粒度：240#		磨具磨料/砂纸	张	240#砂纸	C	尺寸/背基材质缺失，会影响砂纸SKU区分
砂纸	粒度：80#		磨具磨料/砂纸	张	80#砂纸	C	尺寸/背基材质缺失，会影响砂纸SKU区分
十字批头套装	品牌：世达；类型：十字批头；配置：套装		工具/手动工具	套	世达十字批头套装	C	规格组合/件数缺失，无法区分套装SKU
吊装带	额定载荷：5T；长度：6m		吊装索具/吊带	根	吊带5T*6m	C	材质/安全系数/颜色缺失，会影响吊装带SKU区分
吊装带	额定载荷：5T；长度：3m		吊装索具/吊带	根	吊带5T*3m	C	材质/安全系数/颜色缺失，会影响吊装带SKU区分
尼龙扎带	材质：尼龙；规格：10*400		电气耗材/扎带	包	扎带10*400	C	每包数量缺失，会影响扎带按包采购的SKU区分
焊枪线缆套装	型号：500型；线长：5米；包含：焊枪		焊接工具/焊枪配件	套	500型5米线带焊枪	C	适配焊机/接口缺失，会影响焊枪线缆套装SKU区分
卸扣	额定载荷：25T		吊装索具/卸扣	只	卸扣25T	C	型式/材质/安全系数/标准缺失，会影响卸扣SKU区分
卸扣	额定载荷：10T		吊装索具/卸扣	只	卸扣10T	C	型式/材质/安全认证缺失，会影响卸扣SKU区分
卸扣	额定载荷：8T		吊装索具/卸扣	只	卸扣8T	C	型式/材质/安全系数/标准缺失，会影响卸扣SKU区分
卸扣	额定载荷：2T		吊装索具/卸扣	只	卸扣2T	C	型式/材质/安全系数/标准缺失，会影响卸扣SKU区分
卸扣	额定载荷：17T		吊装索具/卸扣	只	卸扣17T	C	型式/材质/安全系数/标准缺失，会影响卸扣SKU区分
PVC管	品牌：公元；材质：PVC；直径：Φ75		管材/PVC管	米	公元PVCΦ75管	C	压力等级/壁厚缺失，会影响PVC管SKU区分
