标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
扁钢	规格：40*4		原材料/型钢	米	40*4扁铁	C	材质牌号缺失，影响型钢SKU区分
水平尺	长度：60cm		工具器具/测量工具	把	60cm水平尺	A	
水平尺	长度：100cm		工具器具/测量工具	把	100cm水平尺	A	
不锈钢合页	规格：110；材质：不锈钢		五金备件/门窗五金	副	110不锈钢合页	B	厚度/孔位缺失
钻头	规格：4.0		工具器具/工具配件	支	4.0钻头	C	钻头材质/柄型/用途类型缺失，影响SKU区分
钻头	规格：5.0		工具器具/工具配件	支	5.0钻头	C	钻头材质/柄型/用途类型缺失，影响SKU区分
钻头	规格：5.5		工具器具/工具配件	支	5.5钻头	C	钻头材质/柄型/用途类型缺失，影响SKU区分
自喷漆	颜色：白色；类型：喷漆		化工耗材/涂料	瓶	白色喷漆	C	品牌/容量缺失，影响自喷漆SKU区分
钢管	规格：32*4.5		原材料/钢管	米	32*4.5钢管	C	材质/标准缺失，影响钢管SKU区分
螺丝	规格：M20*130		五金备件/紧固件	套	M20*130螺丝	C	材质/强度等级缺失，影响紧固件SKU区分
螺丝	规格：M20*35		五金备件/紧固件	套	M20*35螺丝	C	材质/强度等级缺失，影响紧固件SKU区分
螺丝	规格：M20*40		五金备件/紧固件	套	M20*40螺丝	C	材质/强度等级缺失，影响紧固件SKU区分
伸缩铝梯	长度：12米；材质：铝；特征：加厚伸缩		工具器具/登高工具	台	12米加厚伸缩铝梯	B	承重等级缺失
铁圈卡扣	加工：是；规格：168；类型：铁圈卡扣		定制件/管路接头	个	加工168铁圈卡扣	C	定制加工件图纸/材质缺失，需确认后唯一建档
