标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
复合吸油棉	材质/类型：复合；尺寸：400*500*5		清洁耗材/吸油棉	张	复合吸油棉400*500*5	C	尺寸单位未明；吸油量/材质等级缺失，会影响吸油棉SKU区分
PVC管加工件	定制：是；材质：PVC；直径：Φ200；长度：1.5m		定制件/塑料管加工件	根	加工PVC管Φ200*1.5m	C	定制PVC管；壁厚/用途/图纸缺失，会影响加工件SKU区分
PVC直接	材质：PVC；直径：Φ200；类型：直接		管件/PVC管件	只	PVC管Φ200直接	C	压力等级/连接方式缺失，会影响PVC直接SKU区分
PVC胶水	用途：PVC粘接		胶粘剂/PVC胶水	瓶	PVC胶水	C	与同类PVC胶水可合并；品牌/容量缺失，无法稳定区分SKU
膨胀螺丝	规格：Φ10		紧固件/膨胀螺丝	支	膨胀螺丝Φ10	C	长度/材质缺失，会影响膨胀螺丝SKU区分
镀锌骑马卡	表面：镀锌；规格：Φ200；类型：骑马卡		管夹/管路固定件	个	镀锌骑马卡Φ200	C	材质/孔距缺失，会影响骑马卡SKU区分
不锈钢排气阀	材质：不锈钢；特征：大帽		阀门/排气阀	只	不锈钢大帽排气阀	C	规格/压力等级缺失，无法稳定区分排气阀SKU
自攻螺丝	规格：M4		紧固件/自攻螺丝	只	自攻螺丝M4	C	长度/头型/材质缺失，无法稳定区分自攻螺丝SKU
遮阳伞	类型：大遮阳伞；规格：2.2m		行政后勤/生活用品	把	大遮阳伞2.2m	C	材质/底座是否包含缺失，会影响遮阳伞SKU区分
尖嘴钳	品牌：世达；类型：尖嘴钳；规格：6寸		工具/手动工具	把	世达尖嘴钳6寸	B	型号缺失，按品牌/类型/尺寸先建候选
钻尾螺丝	规格：M5.5*80；包装：大盒		紧固件/钻尾螺丝	盒	钻尾螺丝M5.5*80大盒	C	每盒数量/材质缺失，会影响按盒采购的钻尾螺丝SKU区分
垃圾袋	尺寸：1m*1.2m		行政后勤/清洁用品	条	垃圾袋1m*1.2m	C	厚度/每包数量缺失，会影响垃圾袋SKU区分
钻头	直径：Φ14；长度：150		工具/钻头	支	钻头Φ14*150	C	长度单位未明；柄型/材质缺失，会影响钻头SKU区分
编织袋	尺寸：0.8m*1.2m		包装材料/编织袋	条	编织袋0.8m*1.2m	C	承重/材质缺失，会影响编织袋SKU区分
内六角螺丝套件	强度等级：8.8；头型：内六角；规格：M10*50；套件组成：螺母		紧固件/螺丝套件	套	8.8级内六角螺丝M10*50带螺母	C	材质/平垫和弹垫是否包含缺失，会影响螺丝套件SKU区分
供水增压泵	用途：供水增压		设备/泵	台	供水增压泵	C	流量/扬程/功率缺失，无法稳定区分增压泵SKU
水泵自动控制开关	用途：水泵自动控制		电气/泵控制	台	水泵自动控制开关	C	电压/电流/控制方式缺失，无法稳定区分控制开关SKU
不锈钢保温水箱	容量：5T；材质：不锈钢；形状：圆形；特性：保温		容器/水箱	个	5T不锈钢圆形保温水箱	C	尺寸/板厚/保温层缺失，会影响水箱SKU区分
不锈钢补水球阀	材质：不锈钢；用途：补水；规格：4寸		阀门/球阀	只	4寸不锈钢补水球阀	C	压力等级/连接方式缺失，会影响球阀SKU区分
PPR截止阀	品牌：公元；材质：PPR；规格：32；类型：截止阀		管件/PPR管件	只	公元PPR32截止阀	C	压力等级缺失，会影响PPR截止阀SKU区分
不锈钢球阀	材质：不锈钢；规格：32		阀门/球阀	只	不锈钢球阀32	C	口径单位/压力等级缺失，会影响球阀SKU区分
PPR管	品牌：公元；材质：PPR；规格：32		管材/PPR管	米	公元PPR32管	C	压力等级/壁厚缺失，会影响PPR管SKU区分
PPR三通	品牌：公元；材质：PPR；规格：32；类型：三通		管件/PPR管件	只	公元PPR32三通	C	压力等级缺失，会影响PPR三通SKU区分
PPR弯头	品牌：公元；材质：PPR；规格：32；类型：弯头		管件/PPR管件	只	公元PPR32弯头	C	角度/压力等级缺失，会影响PPR弯头SKU区分
PPR直接	品牌：公元；材质：PPR；规格：32；类型：直接		管件/PPR管件	只	公元PPR32直接	C	压力等级缺失，会影响PPR直接SKU区分
电缆	规格：4*4平方		电气/电线电缆	米	电缆线4*4平方	C	型号/品牌/电压等级缺失，无法稳定区分电缆SKU
