标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
管卡	规格：80		管道紧固/管卡	个	80管卡	C	材质、表面处理缺失，无法区分管卡SKU
吸油棉	厚度：5mm；用途：吸油		清洁耗材/吸附材料	张	5MM厚吸油棉	C	尺寸缺失，无法区分吸油棉SKU
电机	功率：7.5kW		设备备件/电机	台	7.5千w电机	C	电压、转速、安装方式缺失
钢丝绳	规格：50；长度：6米		吊装索具/钢丝绳	根	50*6米钢丝绳	C	规格50未说明单位，结构、强度等级缺失
安全网	尺寸：1.8米*6米		安全防护/防护网	张	1.8米*6米安全网	C	材质、网孔、执行标准缺失
橡胶加工件	定制：是；规格：200*5；材质：橡胶	形态：橡胶条/板未定	定制件/橡胶加工件	米	定做橡胶200*5；定制橡胶条/板	C	原名称条/板形态不唯一；宽厚含义、硬度、图纸缺失
水泥钉	类型：水泥钉		紧固件/钉	盒	水泥钉	C	规格、每盒数量缺失
电线	品牌：起帆；截面积：25mm2		电气材料/电线电缆	米	25平方起帆电线	C	品牌影响采购识别；芯数、颜色、导体材质缺失
胶接头	规格：4寸；材质：胶		管件/软管接头	套	4寸胶接头	C	接口形式、压力等级缺失
竹扫把	规格：大；材质：竹		行政后勤/清洁用品	个	大竹扫把	B	长度缺失
连体工作服	结构：连体；特征：加厚		劳保耗材/防护服	套	加厚连体裤	C	材质、尺码、防护等级缺失
焊条	直径：3.2mm		焊割耗材/焊材	件	3.2焊条	C	牌号、包装重量缺失
水泵钳	规格：8寸		工具/手动工具	支	8寸水泵钳	B	品牌、材质缺失
水泵钳	规格：10寸		工具/手动工具	支	10寸水泵钳	B	品牌、材质缺失
消防阀门	规格：150；连接方式：沟槽/卡式；用途：消防		阀门/消防阀门	个	沟槽阀150卡式消防阀；沟槽消防阀	C	阀门类型、压力等级、材质缺失，无法区分消防阀SKU
切割机防护罩	适配设备：400切割机；部件：防护罩		工具备件/电动工具配件	个	400切割机防护罩	B	适配型号、材质缺失
抹布	形态：大块；颜色：白色		清洁耗材/擦拭材料	kg	大块白抹布	B	材质、包装缺失
抱箍加工件	加工：是；规格：3寸；类型：抱箍		定制件/管道紧固	个	3寸抱箍加工	C	定制件材质、图纸、表面处理缺失
抱箍加工件	加工：是；规格：2寸；类型：抱箍		定制件/管道紧固	个	2寸抱箍加工	C	定制件材质、图纸、表面处理缺失
卸扣	额定载荷：8T		吊装索具/卸扣	个	8T卸扣	C	型式、销轴形式、标准缺失
卸扣	额定载荷：10T		吊装索具/卸扣	个	10T卸扣	C	型式、销轴形式、标准缺失
卸扣	额定载荷：12T		吊装索具/卸扣	个	12T卸扣	C	型式、销轴形式、标准缺失
木屑	品类：木屑		辅料耗材/吸附填充材料	斤	木屑	B	用途、含水率缺失；单位是否改kg需确认
插头	类型：三相四线；电流：25A		电气材料/插头插座	个	25A三相四插头；三相四线插头	B	电压、防护等级缺失
尖凿	规格：大；接口：五坑；类型：尖凿		工具耗材/凿具	支	大五坑尖凿；五坑尖凿	B	长度、适配电镐缺失
钻头	规格：3.5；材质：钨钢		工具耗材/钻头	支	3.5钨钢钻头	B	规格未说明直径等类型；柄型、刃长缺失
钻头	规格：3.0；材质：钨钢		工具耗材/钻头	支	3.0钨钢钻头	B	规格未说明直径等类型；柄型、刃长缺失
鼓风机滤芯	规格：2寸；适用设备：鼓风机		备品备件/过滤件	个	2寸鼓风机滤芯	C	过滤精度、适配型号缺失
