标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
吸油棉	尺寸：40cm*50cm*5mm		环保耗材/吸附材料	张	吸油棉40cm*50cm*5mm	C	吸附容量/材质缺失，会影响吸油棉SKU区分
高压清洗机喷嘴	角度：0度		清洗设备/清洗机配件	只	高压清洗机喷咀0度；喷咀	C	接口规格/压力等级缺失，会影响喷嘴SKU区分
割嘴	型号：G01-100；规格：2号		焊割工具/割嘴	只	割咀G01-100型2号	B	割咀按割嘴归一；适用气体/品牌未明，按型号和规格先建候选
安全绳	直径：Φ8		安全防护/安全绳	米	安全绳Φ8	C	材质/承载/认证标准缺失，会影响安全绳SKU区分
安全绳	直径：Φ10		安全防护/安全绳	米	安全绳Φ10	C	材质/承载/认证标准缺失，会影响安全绳SKU区分
安全绳	直径：Φ12		安全防护/安全绳	米	安全绳Φ12	C	材质/承载/认证标准缺失，会影响安全绳SKU区分
钢丝钳	规格：7寸		手动工具/钳类	把	老虎钳7寸；老虎钳	B	老虎钳按钢丝钳归一；品牌/材质未指定，按7寸通用钢丝钳先建候选
浸塑手套	工艺：浸塑		劳保用品/手套	付	浸塑手套	C	材质/尺码/防护等级缺失，会影响手套SKU区分
橡胶手套	材质：橡胶		劳保用品/手套	付	橡胶手套	C	尺码/厚度/防护等级缺失，会影响手套SKU区分
尼龙扎带	材质：尼龙；规格：10*500		辅料耗材/扎带	包	尼龙扎带10*500	C	与同规格扎带可合并复核；颜色/每包数量缺失
吊装带	额定载荷：1T；长度：1米		吊装索具/吊带	根	吊带1T*1米	B	材质/安全系数缺失，按载荷和长度先建候选
吊装带	额定载荷：1T；长度：1.5米		吊装索具/吊带	根	吊带1T*1.5米	B	材质/安全系数缺失，按载荷和长度先建候选
吊装带	额定载荷：5T；长度：3米		吊装索具/吊带	根	吊带5T*3米	B	材质/安全系数缺失，按载荷和长度先建候选
乙炔压力表	介质：乙炔；类型：压力表		仪表/气体压力表	只	乙炔表	C	量程/接口缺失，无法稳定区分气体压力表SKU
焊罩镜片	颜色：黑色		焊接防护/焊罩配件	盒	焊罩镜片黑色	C	遮光号/尺寸/每盒数量缺失，会影响焊罩镜片SKU区分
