标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
导流罩	适配型号：QJB-4/6；部件：导流罩		设备备件/搅拌机配件	只	导流罩QJB-4/6	C	材质/厂家缺失，会影响导流罩备件SKU区分
叶轮	适配型号：QJB-4/6；部件：叶轮		设备备件/搅拌机配件	个	叶轮QJB-4/6	C	材质/直径/厂家缺失，会影响叶轮备件SKU区分
叶轮	适配型号：QJB-2/8；部件：叶轮		设备备件/搅拌机配件	个	叶轮QJB-2/8	C	材质/直径/厂家缺失，会影响叶轮备件SKU区分
高强度全牙螺杆	强度等级：12.9；规格：M30*1m；螺纹形式：全牙	原始：全芽	紧固件/螺杆	根	12.9级全芽螺杆m30*1m	B	全芽疑似全牙，按全牙归一；材质/表面处理未明确
高强度螺母	强度等级：12.9；规格：M30		紧固件/螺母	只	12.9级螺母M30	C	材质/牙距缺失，会影响高强度螺母SKU区分
B型槽钢	规格：20#B		钢材/型钢	米	20#B型槽钢	C	材质/执行标准缺失，会影响槽钢SKU区分
B型槽钢	规格：16#B		钢材/型钢	米	16#B型槽钢	C	材质/执行标准缺失，会影响槽钢SKU区分
双层床	材质：方钢；结构：卡扣式；类型：双层床		行政后勤/生活用品	套	方钢卡扣式双层床；方钢卡扣双层床	C	尺寸/承重缺失，会影响双层床SKU区分
叶轮	适配型号：QJB-5/8；部件：叶轮		设备备件/搅拌机配件	个	叶轮QJB-5/8	C	材质/直径/厂家缺失，会影响叶轮备件SKU区分
角钢加工件	定制：是；规格：40角铁；长度：1.5米	加工：是	定制件/金属加工件	根	加工40角铁1.5米长	C	40角铁具体边宽/厚度语义未完全明确，材质/图纸缺失
接线端子	型号：UK5N；颜色：黄绿色		电气/接线端子	只	黄绿色接线端子UK5N	B	是否接地端子需确认，额定电流未在原表列明
5号电池	品牌：南孚；规格：5号		电气/电池	节	南孚电池5号	B	碱性/容量未列明，需后续确认
强光手电筒	类型：强光手电筒		工具/照明工具	只	强光手电筒	C	电池类型/亮度/防水等级缺失，会影响手电筒SKU区分
机械密封	材质：合金钢；型号：109-35	原始：机密封	密封件/机械密封	套	合金钢机密封109-35	B	机密封按机械密封归一；适配设备/介质未明确
高强度全牙螺丝	强度等级：12.9；规格：M30*250；螺纹形式：全牙	原始：全芽	紧固件/螺丝	套	12.9级m30*250全芽螺丝	C	全芽疑似全牙，按全牙归一；套件内容/材质缺失
防水网线连接器	适用环境：户外；特性：防水；类型：网线接头连接器		弱电安防/网络配件	套	户外防水网线接头连接器	C	网线类别/防护等级缺失，会影响网线连接器SKU区分
激光水平仪	品牌：莱赛；类型：激光红外水平仪		工具/测量工具	套	莱赛激光红外水平仪	C	线数/精度/型号缺失，会影响激光水平仪SKU区分
电焊机接线夹	适配设备：电焊机；部件：接线夹		焊接工具/焊机配件	个	电焊机接线夹	C	电流等级/接口缺失，会影响电焊机接线夹SKU区分
