标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
DT铜鼻子	型号：DT；适配线径：70mm2；材质：铜		电气材料/电缆附件	个	DT70平方铜鼻子	B	孔径/是否镀锡缺失
OT铜端子	型号：OT25-8；线径规格：25mm2；孔径：8mm；材质：铜		电气材料/电缆附件	个	OT25-8铜端子	B	是否镀锡需确认
OT铜端子	型号：OT6-6；线径规格：6mm2；孔径：6mm；材质：铜		电气材料/电缆附件	个	OT6-6铜端子	B	是否镀锡需确认
消防蝶阀	公称直径：DN150；特征：加长；用途：消防		阀门/消防阀门	个	150消防加长蝶阀	C	连接方式/压力等级/阀体材质缺失，可能影响阀门SKU区分
国标法兰	规格：DN325；压力等级：16kg；执行标准：国标		管件/法兰	个	325*16KG国标法兰	B	材质/密封面形式缺失
法兰垫片	规格：DN325；材质：胶		管件/密封垫片	个	325胶垫	C	压力等级/厚度/材质细分缺失，可能影响垫片SKU区分
六角螺栓组件	规格：M22*100；成套：是；类型：六角		紧固件/螺栓	套	22*100螺丝	C	强度等级/材质/是否含螺母垫片需确认
双联重型管卡	适配管径：40；用途：注浆管；型式：重型卡槽两联		管道紧固/管卡	个	40注浆管重型卡槽两联	B	材质/表面处理缺失
卡槽导轨	适配管径：40；用途：注浆管		管道紧固/导轨	条	40注浆管卡槽导轨	C	长度/材质/孔距缺失，可能影响导轨SKU区分
多功能打印机	品牌：惠普；类型：多功能		行政后勤/办公设备	台	惠普多功能打印机	C	型号/功能配置缺失，品牌不足以唯一确定办公设备SKU
办公桌	品类：办公桌		行政后勤/办公家具	个	办公桌	C	尺寸/材质/款式缺失，无法稳定区分办公桌SKU
办公椅	品牌：得力；类型：多功能椅		行政后勤/办公家具	个	得力多功能椅子	C	型号/材质/款式缺失，无法稳定区分办公椅SKU
胶枪	适用材料：聚氨酯胶		工具/施胶工具	个	聚氨酯胶枪	C	容量/结构类型缺失，无法稳定区分胶枪SKU
定制钢板	定制：是；尺寸：400*1000*30mm；材质：钢板		定制件/金属加工件	块	定做加工400*1000*30钢板	C	材质牌号/图纸/加工要求缺失，定制加工件需复核
U型卸扣	额定载荷：10T；型式：U型		吊装索具/卸扣	个	10吨U型卸扣	B	销轴形式/执行标准缺失
二氧化碳减压表	适用气体：二氧化碳		焊割耗材/气体表具	个	二氧化碳表	C	压力范围/接口规格缺失，无法稳定区分减压表SKU
氧气减压表	适用气体：氧气		焊割耗材/气体表具	个	氧气表	C	压力范围/接口规格缺失，无法稳定区分减压表SKU
石笔	品类：石笔		工具耗材/划线耗材	个	石笔	B	包装规格需确认
