标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
不锈钢宝塔球阀	材质：304不锈钢；规格：2分-12mm；连接：宝塔		阀门/球阀	个	304不锈钢2分-12mm宝塔球阀	C	压力等级缺失，会影响宝塔球阀SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-12；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-12	C	螺纹/管径含义缺失，会影响快插接头SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-10；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-10	C	螺纹/管径含义缺失，会影响快插接头SKU区分
不锈钢直通快插接头	材质：304不锈钢；型号：QS-1/4-8；类型：直通快插		气动液压/快插接头	个	304不锈钢直通快插接头QS-1/4-8	C	螺纹/管径含义缺失，会影响快插接头SKU区分
自紧钻夹头	品牌：马牌；夹持范围：0.3-16；接口：B18		电动工具/电钻配件	个	马牌自紧钻夹头0.3-16B18	B	适配设备未明，按品牌/夹持范围/接口先建候选
铅笔	规格：2B		办公用品/书写工具	支	2B铅笔	B	品牌缺失，按2B规格先建候选
速凝型堵漏剂	品牌：牛元；特性：速凝型		建材/堵漏材料	箱	牛元速凝型堵漏剂	C	每箱数量/包装重量缺失，会影响堵漏剂按箱采购的SKU区分
不锈钢焊条	材质：不锈钢；直径：Φ2.5		焊接材料/焊条	包	不锈钢焊条Φ2.5	C	牌号/每包重量缺失，会影响焊条SKU区分
7号电池	品牌：南孚；规格：7号		电气/电池	节	南孚电池7号	C	电池类型/容量缺失，会影响电池SKU区分
RVVP屏蔽线	型号：RVVP；规格：3*1.5；特性：屏蔽		电气/电线电缆	米	RVVP屏蔽线3*1.5	C	品牌/电压等级缺失，会影响屏蔽线SKU区分
弹簧式安全阀	结构：弹簧式；公称通径：DN20		阀门/安全阀	只	弹簧式安全阀DN20	C	整定压力/型号/材质缺失，会影响安全阀SKU区分
铜内丝管接	材质：铜；连接：内丝；规格：20		管件/铜管件	只	铜内丝管接20	C	规格20的口径单位/压力等级缺失
焊接弯头	连接：焊接；角度：90度；规格：159		管件/焊接管件	只	焊接90度弯头159	C	材质/壁厚/压力等级缺失，会影响焊接弯头SKU区分
灯座	规格：E27		电气/照明配件	个	E27灯座	C	材质/额定电流缺失，会影响灯座SKU区分
焊管	规格：2寸；长度：3m；类型：焊管		钢材/钢管	根	焊管2寸*3m	C	壁厚/材质/执行标准缺失，会影响焊管SKU区分
螺丝套件	强度等级：8.8；规格：M16*60；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*60螺丝带平 弹垫；8.8级M16*60螺丝带平弹垫	C	别名写法合并；材质/头型/是否含螺母缺失
螺丝套件	强度等级：8.8；规格：M20*60；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M20*60螺丝带平 弹垫	C	材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
潜水泵	电压：220V；功率：370W；出口：1寸		设备/泵	台	潜水泵220V/370W-1寸出口	C	扬程/流量/品牌缺失，会影响潜水泵SKU区分
不锈钢单向阀	材质：304不锈钢；公称通径：DN50		阀门/单向阀	只	304不锈钢单向阀DN50	C	压力等级/连接形式缺失，会影响单向阀SKU区分
