标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
透明胶带	宽度：5mm；长度：100米；颜色：透明		包装材料/胶带	卷	5mm透明胶带100米	A	
方头铁锹	规格：大号；类型：方头		工具器具/手动工具	套	大方铁锹	B	是否含柄需确认，单位按原“套”保留
方头铁锹	规格：小号；类型：方头		工具器具/手动工具	套	小方铁锹	B	是否含柄需确认，单位按原“套”保留
铁锹柄	适用：铁锹		工具器具/工具配件	支	铁锹柄	A	
电镐	规格：15寸；特征：专业长款		工具器具/电动工具	套	15寸专业长款电镐	C	功率/品牌缺失，无法区分电镐SKU
橡胶防爆水带	规格：100；材质：橡胶；特征：防爆		消防器材/水带	米	100橡胶防爆水带	B	压力等级缺失，按规格、材质和防爆特征先建候选
高筒雨鞋	品牌：回力；筒高：高筒		劳保耗材/足部防护	双	回力雨鞋高筒	C	尺码缺失，无法区分雨鞋SKU
不锈钢钢丝绳	材质：不锈钢		吊装索具/钢丝绳	米	不锈钢钢丝绳	C	直径/结构缺失，无法区分不锈钢钢丝绳SKU
镀锌钢管	定制：是；规格：48；表面：镀锌		定制件/钢管加工件	条	定做48镀锌钢管	C	定制件长度/壁厚/加工要求缺失，无法唯一确定镀锌钢管SKU
卡环	规格：10厘		吊装索具/连接件	个	10厘卡环	C	材质/载荷缺失，可能影响卡环SKU区分
铜球阀	品牌：埃美柯；规格：4分；材质：铜		工程材料/阀门	个	埃美柯4分铜球阀	B	压力等级/连接形式缺失，按品牌、规格和材质先建候选
外接头	规格：4分；类型：外接头		工程材料/管件	个	4分外接头	C	材质/螺纹缺失，无法区分外接头SKU
不锈钢水龙头	材质：不锈钢；类型：水龙头		工程材料/水暖五金	个	不锈钢水龙头	C	规格/安装方式缺失，无法区分水龙头SKU
冷热水阀	功能：冷热水；类型：水阀		工程材料/水暖五金	个	冷热水阀	C	规格/材质缺失，无法区分冷热水阀SKU
