标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
螺杆	规格：M20*70		紧固件/螺杆	套	20*70螺杆	C	材质/强度等级/是否含配件需确认
螺杆	规格：M20*50		紧固件/螺杆	套	20*50螺杆	C	材质/强度等级/是否含配件需确认
螺母	规格：M20		紧固件/螺母	个	20螺母；M20螺母	C	材质/强度等级缺失，可能影响螺母SKU区分
螺杆	规格：M16*60		紧固件/螺杆	个	16*60螺杆	C	材质/强度等级缺失，可能影响螺杆SKU区分
螺母	规格：M16		紧固件/螺母	个	16螺母	C	材质/强度等级缺失，可能影响螺母SKU区分
焊接异径接头	规格：273*168；类型：大小头；连接：焊接		管件/焊接管件	个	273*168焊接大小头	C	材质/壁厚/标准缺失，可能影响焊接异径接头SKU区分
法兰	规格：DN273		管件/法兰	个	273法兰盘	C	压力等级/材质/标准缺失，可能影响法兰SKU区分
焊接弯头	规格：168；连接：焊接		管件/弯头	个	168焊接弯头	C	角度/壁厚/材质缺失，可能影响焊接弯头SKU区分
传动皮带	型号：BLI1753		备品备件/传动件	条	Bli1753皮带	B	型号大小写/皮带类型需确认
焊接接头	加工：是；规格：168；连接：焊接		定制件/管路接头	个	加工168焊接接头	C	材质/图纸/壁厚缺失，定制焊接接头需复核
不锈钢控制箱	定制：是；材质：不锈钢		定制件/电气箱柜	套	定做不锈钢控制箱	C	尺寸/厚度/IP等级/图纸缺失，定制控制箱需复核
镀锌活接	公称直径：50；表面：镀锌；类型：活接		管件/镀锌管件	个	50镀锌活接	C	螺纹标准/材质缺失，可能影响镀锌活接SKU区分
