标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
太阳能LED灯	品牌：公牛；功率：80W；供电：太阳能		电气材料/照明	套	公牛80w太阳能LED灯	B	电池容量/防水等级缺失
安全帽一字带	适用：安全帽；类型：一字带		劳保耗材/头部防护配件	只	安全帽一字带	B	适配型号缺失
LED灯带	品牌：雷士；电压：36V；灯珠：120珠		电气材料/照明	米	雷士36V120珠灯带LED	C	功率/色温/IP等级缺失
开关电源	输出电压：36V；功率：400W		电气材料/电源电器	个	36V 400w电源	B	输入电压/IP等级缺失
潜水泵	电压：380V；功率：2.2kW		设备/泵类设备	台	380V 2.2千w潜水泵	C	流量/扬程缺失，无法稳定区分型号
五坑钻头	品牌：方大同；规格：35*500；柄型：五坑		工具器具/工具配件	支	方大同35*500五坑钻头	B	材质缺失
冲击钻头	品牌：方大同；规格：18*400		工具器具/工具配件	支	方大同18x400冲击钻头	B	柄型/材质缺失
冲击钻头	品牌：方大同；规格：30*400		工具器具/工具配件	支	方大同30x400冲击钻头	B	柄型/材质缺失
扎丝	直径：1mm；颜色：黑色		五金备件/金属丝材	米	1mm黑扎丝；黑扎丝	B	材质/包装缺失
扎丝	直径：2mm；颜色：黑色		五金备件/金属丝材	米	2mm黑扎丝；黑扎丝	B	材质/包装缺失
总开关	电流：100A；用途：总开关		电气材料/低压电器	个	100A总开关	C	极数/品牌/型号缺失，无法稳定区分低压电器SKU
漏电保护器	电流：40A；类型：漏电保护		电气材料/低压电器	个	40A漏电保护	C	极数/漏电动作电流缺失
空气开关	电流：16A		电气材料/低压电器	个	16A空开	C	极数/品牌/型号缺失，无法稳定区分低压电器SKU
五坑钻头	规格：28*800；柄型：五坑		工具器具/工具配件	支	28*800五孔钻头	B	品牌/材质缺失
绝缘胶带	类型：绝缘胶带		电气材料/电工耗材	卷	绝缘胶带	C	颜色/宽度/长度缺失
电源极性检测器	用途：电源极性检测		工具器具/检测仪器	台	电源极性检测器	C	电压范围/品牌缺失
沉降观测钉带牌	类型：观测钉；包含：标识牌		工程材料/测量标识	套	沉降观测钉带牌	C	材质/规格缺失
十字测钉	类型：十字测钉；表面：镀锌		工程材料/测量标识	个	镀锌十字测钉	C	规格缺失
LED充电头灯	类型：头灯；供电：充电；光源：LED		电气材料/照明	个	LED充电头灯	C	电池容量/亮度缺失
五坑钻头	品牌：方大同；规格：14*400；柄型：五坑		工具器具/工具配件	支	方大同14*400五孔钻头	B	材质缺失
五坑钻头	品牌：方大同；规格：14*600；柄型：五坑		工具器具/工具配件	支	方大同14*600五孔钻头	B	材质缺失
五坑钻头	品牌：方大同；规格：16*280；柄型：五坑		工具器具/工具配件	支	方大同16*280五孔钻头	B	材质缺失
彩钢瓦	厚度/规格：0.5		建筑材料/板材	平方	0.5彩钢瓦	C	颜色/板型缺失，原规格未明确是否为厚度
油布	特征：加厚		建筑材料/防护覆盖	平方	加厚油布	C	材质/克重缺失，仅“加厚”无法稳定区分SKU
灭火器	容量：4KG		消防器材/灭火器	支	4KG灭火器	C	灭火剂类型缺失，需确认干粉/二氧化碳等
消防箱	类型：消防箱		消防器材/消防箱	个	消防箱子	C	尺寸/材质缺失
