标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
沟槽式蝶阀	连接：沟槽式；公称通径：DN150		阀门/蝶阀	只	沟槽式蝶阀DN150	C	材质/压力等级缺失，会影响沟槽式蝶阀SKU区分
镀锌三通	表面：镀锌；规格：2寸；类型：三通		管件/镀锌管件	只	镀锌三通2寸	C	连接方式/材质缺失，会影响镀锌三通SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：2寸；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头2寸	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：3寸；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头3寸	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
焊接变径接头	连接：焊接；规格：150/2寸；类型：变径接头		管件/焊接管件	只	焊接变径接头150/2寸	C	规格150的口径单位需确认；材质/压力等级缺失
焊接变径接头	连接：焊接；规格：150/3寸；类型：变径接头		管件/焊接管件	只	焊接变径接头150/3寸	C	规格150的口径单位需确认；材质/压力等级缺失
石笔	类型：石笔		焊接耗材/划线工具	盒	石笔	B	每盒数量/规格缺失，按盒装石笔先建候选
泥桶	用途：泥浆/砂浆		施工工具/桶具	个	泥桶	C	容量/材质缺失，无法稳定区分泥桶SKU
地线夹	额定电流：500A；类型：地线夹		焊接工具/焊机配件	把	500A地线夹	B	接线范围/材质缺失，按额定电流先建候选
密目安全网	类型：密目；尺寸：6m*1.2m		安全防护/防护网	张	密目安全网6m*1.2m	C	材质/阻燃等级/目数缺失，会影响密目安全网SKU区分
高压管总成	直径：Φ13；长度：50m；配置：两端接头		液压/高压管路	根	高压管带两端接头Φ13-50m	C	压力等级/接头形式缺失，会影响高压管总成SKU区分
透明胶带	颜色：透明		胶带/办公工业胶带	卷	透明胶带	C	宽度/长度/品牌缺失，无法稳定区分透明胶带SKU
带盖周转箱	特征：加厚；配置：带盖；尺寸：830*580*500		容器/周转箱	个	加厚周转箱带盖830*580*500	C	材质/颜色缺失，会影响周转箱SKU区分
建筑模板	颜色：红；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	红模板2.4m*1.22m*15mm	C	材质/周转次数缺失，会影响建筑模板SKU区分
彩钢板	尺寸：2.3m*1m		建筑材料/彩钢板	块	彩钢板2.3m*1m	C	厚度/颜色/镀层缺失，无法稳定区分彩钢板SKU
万向扣件	类型：万向扣件		建筑施工耗材/脚手架扣件	只	万向扣件	C	适配管径/材质缺失，无法稳定区分万向扣件SKU
十字扣件	类型：十字扣件		建筑施工耗材/脚手架扣件	只	十字扣件	C	适配管径/材质缺失，无法稳定区分十字扣件SKU
直接扣件	类型：直接扣件		建筑施工耗材/脚手架扣件	只	直接扣件	C	适配管径/材质缺失，无法稳定区分直接扣件SKU
软胶枪	品牌：世达；类型：软胶枪		工具/手动工具	把	世达软胶枪	C	适配胶筒容量/型号缺失，会影响软胶枪SKU区分
螺纹钢筋加工件	加工：是；直径：Φ20；长度：40cm		定制件/钢筋加工件	根	加工螺纹钢筋Φ20*40cm	C	定制加工件；材质/用途/图纸缺失
