标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
PPR管剪	用途：PPR管剪切		工具/管道工具	把	PPR剪刀	C	剪切范围/品牌缺失，会影响管剪SKU区分
花纹钢板	尺寸：6m*1.26m；厚度：6mm；表面：花纹		钢材/钢板	张	花纹钢板6m*1.26m*6mm	C	材质/执行标准缺失，会影响钢板SKU区分
镂空数字喷涂模板	字符：0-9；类型：镂空数字模板		涂装工具/喷涂模板	套	镂空数字漆模0-9	C	材质/尺寸缺失，会影响喷涂模板SKU区分
钢销	直径：14mm；长度：1m；材质：钢		紧固件/销	根	钢销14mm*1m	C	材质牌号/执行标准缺失，会影响钢销SKU区分
PVC线槽	品牌：公牛；材质：PVC；规格：25mm		电气/线槽桥架	米	公牛PVC线槽25mm	C	宽高规格未明确，会影响PVC线槽SKU区分
五孔插座	品牌：公牛；安装：明装；类型：五孔		电气/插座	套	公牛明装五孔插座	B	额定电流/型号缺失，需后续确认
钢钉	长度：25mm；材质：钢		紧固件/钉	盒	钢钉25mm	C	直径/每盒数量缺失，会影响钢钉SKU区分
吊包	额定载荷：1吨		吊装索具/吊包	只	吊包1吨	C	材质/尺寸/安全系数缺失，会影响吊包SKU区分
棉纱口罩	材质：棉纱；类型：口罩		劳保耗材/呼吸防护	只	棉纱口罩	C	层数/防护等级缺失，会影响口罩SKU区分
一次性口罩	类型：一次性口罩		劳保耗材/呼吸防护	只	一次性口罩	C	防护级别/包装数量缺失，会影响口罩SKU区分
自喷漆	颜色：红色		油漆涂料/自喷漆	瓶	红色自喷漆	C	品牌/容量/色号缺失，会影响自喷漆SKU区分
棉拖把	材质：棉；类型：拖把		清洁工具/拖把	只	棉拖把	C	规格缺失，无法区分棉拖把SKU
电箱锁	适用对象：电箱；类型：锁		电气/配电箱配件	套	电箱锁	C	锁型/尺寸/钥匙通开情况缺失，会影响电箱锁SKU区分
不锈钢水龙头	材质：不锈钢；类型：水龙头		水暖五金/水龙头	只	不锈钢水龙头	C	规格/连接口径缺失，会影响水龙头SKU区分
创可贴	类型：创可贴		劳保/急救用品	盒	创可贴	C	规格/片数缺失，会影响创可贴SKU区分
透明胶带	品牌：3M；颜色：透明		胶带/办公工业胶带	卷	3M透明胶带	C	宽度/长度缺失，会影响胶带SKU区分
万向脚轮	类型：万向轮		物流搬运/脚轮	只	万向轮	C	尺寸/载重/是否带刹车缺失，会影响脚轮SKU区分
钢卷尺	品牌：雄狮；长度：100m；材质：钢		工具/测量工具	只	雄狮钢卷尺100m	B	精度等级/尺带宽度缺失，需后续确认
墨斗	类型：墨斗		工具/测量放线工具	个	墨斗	B	规格/品牌缺失，按通用墨斗先建候选
蚕丝被	材质：蚕丝；类型：被子		行政后勤/生活用品	套	蚕丝被	C	尺寸/填充重量缺失；单位与既有同类可能需统一
床垫	类型：床垫		行政后勤/生活用品	件	床垫	C	尺寸/材质缺失，会影响床垫SKU区分
牙刷	类型：牙刷		行政后勤/生活用品	支	牙刷	C	品牌/规格缺失，会影响牙刷SKU区分
牙膏	类型：牙膏		行政后勤/生活用品	支	牙膏	C	品牌/容量缺失，会影响牙膏SKU区分
漱口杯	类型：漱口杯		行政后勤/生活用品	只	漱口杯	C	材质/容量缺失，会影响漱口杯SKU区分
洗发露	品牌：海飞丝；类型：洗发露		行政后勤/生活用品	瓶	海飞丝洗发露	C	容量缺失，会影响洗发露SKU区分
沐浴露	类型：沐浴露		行政后勤/生活用品	瓶	沐浴露	C	品牌/容量缺失，会影响沐浴露SKU区分
拖鞋	类型：拖鞋		行政后勤/生活用品	双	拖鞋	C	尺码/材质缺失，会影响拖鞋SKU区分
洗脸盆	类型：洗脸盆		行政后勤/生活用品	只	洗脸盆	C	材质/尺寸缺失，会影响洗脸盆SKU区分
管箍	规格：4寸；类型：管箍		管件/管箍	只	4寸管箍	C	材质/连接方式缺失，会影响管箍SKU区分
合金两半扣	材质：合金；规格：DN100；类型：两半扣		液压/管路扣件	套	合金两半扣DN100	C	适配管件/压力等级缺失，会影响两半扣SKU区分
PET条码不干胶标签	材质：哑银PET；尺寸：40mm*25mm；每卷：1200张		标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸40mm*25mm*1200张	B	胶性/卷芯规格缺失，需后续确认
PET条码不干胶标签	材质：哑银PET；尺寸：30mm*10mm；每卷：5000张		标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸30mm*10mm*5000张	B	胶性/卷芯规格缺失，需后续确认
全树脂基碳带	进口：是；类型：全树脂基；宽度：90mm；长度：300米		标签耗材/碳带	卷	进口全树脂基碳带90mm*300米	B	品牌/适配标签材质缺失，需后续确认
五孔插座面板	品牌：公牛；类型：五孔插座面板		电气/插座	只	公牛五孔插座面板	B	安装方式/额定电流缺失，需后续确认
电缆	品牌：起帆；规格：4*2.5		电气/电线电缆	米	起帆电缆4*2.5	C	电缆型号/护套材质/电压等级缺失，会影响电缆SKU区分
卷尺	品牌：得力；长度：10m		工具/测量工具	把	得力卷尺10m	B	尺带宽度/精度缺失，需后续确认
卷尺	品牌：得力；长度：5m		工具/测量工具	把	得力卷尺5m	B	尺带宽度/精度缺失，需后续确认
