标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
PPR热熔管	规格：4分；材质：PPR；连接：热熔		工程材料/PPR管件	米	4分PPR热融管	C	压力等级、品牌缺失，PPR管关键规格不足
扎带	规格：10*50；包装：200根/包		电气材料/扎带	包	10*50扎带200根	B	材质缺失
顶托	规格：30*500；特征：厚		建筑材料/脚手架配件	支	30*500厚顶托	B	材质、表面处理缺失
电焊钳	电流：500A		焊接耗材/焊割工具	支	500A电焊钳	A	
深井潜水泵	功率：1.1kW；类型：深井潜水泵		设备/泵类设备	台	1.1千瓦深井潜水泵	C	扬程、流量、电压缺失，无法区分泵SKU
海绵双面胶	基材：海绵；类型：双面胶		化工耗材/胶粘带	卷	海绵双面胶	C	宽度、长度缺失，无法区分胶带SKU
污水泵	功率：1.5kW；类型：污水泵		设备/泵类设备	台	1.5千瓦污水泵	C	流量、扬程、电压缺失，无法区分泵SKU
PPR热熔接头	规格：4分；材质：PPR；连接：热熔		工程材料/PPR管件	个	4分热熔接头	C	接头形式、品牌缺失，无法区分PPR管件SKU
镀锌管	规格：DN20；表面：镀锌		原材料/钢管	米	DN20镀锌管	C	壁厚、执行标准缺失，无法区分钢管SKU
记号笔	颜色：黑色		办公/标识耗材	支	黑色笔；黑色记号笔	B	品牌缺失
