标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
多功能剥线钳	品牌：世达；类型：多功能剥线钳		工具器具/手动工具	只	世达多功能剥线钳	C	型号缺失，世达剥线钳可能无法唯一确定SKU
断点检测电笔	功能：找断点/测电		工具器具/电工工具	只	找断点电笔	C	型号缺失，断点检测电笔按功能低精度建候选
插座	品牌：公牛；电流：16A		电气材料/插头插座	个	公牛16A插座	C	明装/暗装未说明，可能影响插座SKU区分
洁厕灵	类型：洁厕清洁剂		清洁用品/清洁剂	瓶	洁厕灵	C	容量缺失，洁厕清洁剂无法唯一确定SKU
窗帘架拉链	类型：拉链/配件		装修材料/窗帘配件	套	窗帘架拉链	C	规格长度缺失，窗帘架拉链低精度建候选
钢钉线卡	规格：20		电气材料/电气辅材	个	20钢钉线卡	A	
三角阀	规格：4分		工程材料/阀门	个	4分三角阀	C	材质缺失，三角阀可能无法唯一确定SKU
PPR三通	品牌：公元；规格：25；类型：三通		工程材料/PPR管件	个	公元PPR25三通	A	
PPR内牙三通	品牌：公元；规格：25；连接：内牙；类型：三通		工程材料/PPR管件	个	公元PPR25内牙三通	B	内牙口径未说明，按原25规格低精度建候选
PPR内牙直通	品牌：公元；规格：PPR25*4分；连接：内牙；类型：直通		工程材料/PPR管件	个	公元PPR25*4内牙直通	A	
PPR内牙弯头	品牌：公元；规格：25；连接：内牙；类型：弯头		工程材料/PPR管件	个	公元PPR25内牙弯头	B	内牙口径未说明，按原25规格低精度建候选
洗衣机龙头	用途：洗衣机		工程材料/水暖五金	个	洗衣机龙头	B	材质缺失，洗衣机龙头低精度建候选
堵头	规格：4分		工程材料/管件	个	4分堵头	C	材质缺失，堵头可能无法唯一确定SKU
堵头	规格：6分		工程材料/管件	个	6分堵头	C	材质缺失，堵头可能无法唯一确定SKU
水管钩	规格：25		工程材料/管道辅材	个	25水管钩	B	材质缺失，水管钩低精度建候选
镀锌电线架	材质：镀锌；位数：4位		电气材料/电气辅材	个	4位镀锌电线架	A	
