标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
四氟垫片	定制：是；材质：四氟；规格：Φ450*440*2	加工：是	定制件/密封垫片	件	加工四氟垫片Φ450*440*2	C	内外径含义/图纸缺失，按定制密封垫片候选
防水乳胶漆	品牌：立邦；颜色：白色；特性：防水；包装：18KG		油漆涂料/乳胶漆	桶	立邦白色防水乳胶漆18KG	C	型号缺失，会影响乳胶漆SKU区分
油漆滚筒	规格：大号；用途：油漆		涂装工具/滚筒	个	大号滚筒；大滚筒	C	大号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分
油漆滚筒	规格：中号；用途：油漆		涂装工具/滚筒	个	中号滚筒	C	中号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分
一字螺丝刀	品牌：得力；类型：一字		工具/手动工具	把	得力一字螺丝刀	C	规格/杆长缺失，会影响一字螺丝刀SKU区分
UPVC饮水管	品牌：公元；材质：UPVC；用途：饮水；直径：Φ25		管材/UPVC给水管	米	公元UPVCΦ25饮水管	C	给水标准/压力等级/壁厚缺失，会影响UPVC饮水管SKU区分
UPVC Y型三通	品牌：公元；材质：UPVC；直径：Φ25；类型：Y型三通		管件/UPVC给水管件	只	公元UPVCΦ25Y型三通	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC三通	品牌：公元；材质：UPVC；直径：Φ25；类型：三通		管件/UPVC给水管件	只	公元UPVCΦ25三通	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC弯头	品牌：公元；材质：UPVC；直径：Φ25；角度：90度		管件/UPVC给水管件	只	公元UPVCΦ25弯头90度	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC弯头	品牌：公元；材质：UPVC；直径：Φ25；角度：45度		管件/UPVC给水管件	只	公元UPVCΦ25弯头45度	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC直接	品牌：公元；材质：UPVC；直径：Φ25；类型：直接		管件/UPVC给水管件	只	公元UPVCΦ25直接头	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
不锈钢合页	材质：不锈钢；类型：合页		五金/门窗五金	付	不锈钢合页	C	尺寸/厚度缺失，会影响合页SKU区分
万向脚轮	类型：万向轮；配置：带刹车		物流搬运/脚轮	只	万向轮带刹车	C	尺寸/载重缺失，会影响脚轮SKU区分
门插销	材质：不锈钢；用途：门；类型：插销		五金/门窗五金	套	不锈钢门插销	C	尺寸/孔距缺失，会影响门插销SKU区分
锁扣	材质：不锈钢；用途：外门；类型：锁扣		五金/锁具配件	套	不锈钢外门锁扣	C	尺寸/孔距缺失，会影响锁扣SKU区分
焊条	品牌：大西洋；牌号：422；直径：2.5		焊接材料/焊条	箱	大西洋422型2.5焊条	C	每箱重量/执行标准缺失，会影响焊条按箱采购的SKU区分
焊条	品牌：大西洋；牌号：422；直径：3.2		焊接材料/焊条	箱	大西洋422型3.2焊条	C	每箱重量/执行标准缺失，会影响焊条按箱采购的SKU区分
时间继电器	品牌：施耐德；类型：多功能时间继电器		电气/继电器	只	施耐德多功能时间继电器	C	电压/型号/时间范围缺失，会影响时间继电器SKU区分
一次性雨衣	特征：加厚；类型：一次性雨衣		劳保耗材/雨具	套	加厚一次性雨衣	C	尺码/厚度缺失，会影响一次性雨衣SKU区分
电箱刀闸推拉杆	适配：1级电箱刀闸；部件：推拉杆		电气/配电箱配件	只	1级电箱刀闸推拉杆	C	尺寸/适配刀闸型号缺失，会影响推拉杆SKU区分
内墙乳胶漆	品牌：立邦；系列：云净；特性：抗甲醛；用途：内墙；包装：5L		油漆涂料/乳胶漆	桶	立邦云净抗甲醛内墙乳胶漆5L	C	颜色/型号缺失，会影响乳胶漆SKU区分
刮板	类型：刮板		涂装工具/刮板	个	刮板	C	材质/尺寸缺失，会影响刮板SKU区分
门吸	材质：304不锈钢；类型：门柱吸/门吸		五金/门窗五金	付	304不锈钢门柱吸	C	安装方式/尺寸缺失，会影响门吸SKU区分
门锁	材质：铝合金；适配对象：断桥铝门；类型：门锁		五金/锁具	套	铝合金断桥铝门锁	C	锁体规格/执手方向缺失，会影响门锁SKU区分
羊毛刷	规格：4寸；材质：羊毛		涂装工具/刷子	把	羊毛刷4寸	A	
锰钢链条	材质：锰钢；规格：22mm		吊装索具/链条	米	锰钢链条22mm	C	等级/破断拉力缺失，会影响起重链条SKU区分
起重链条调节器	额定载荷：15T；类型：调节器		吊装索具/链条配件	个	起重链条调节器15T	C	材质/适配链条规格缺失，会影响链条调节器SKU区分
蝴蝶扣子母环	额定载荷：15T；类型：蝴蝶扣子母环		吊装索具/链条配件	个	蝴蝶扣子母环15T	C	材质/标准缺失，会影响蝴蝶扣子母环SKU区分
