标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
高压外丝堵头	规格：25；连接：外丝；类型：堵头		液压/高压管路	个	25高压外丝堵头	C	螺纹标准/压力等级缺失，无法稳定区分高压堵头SKU
高压球阀	品牌：埃美柯；规格：20；类型：高压球阀		阀门/球阀	个	20埃美柯高压球阀	C	材质/压力等级/连接形式缺失，无法稳定区分高压球阀SKU
高压对丝	规格：20；类型：对丝		液压/高压管路	个	20高压对丝	C	螺纹标准/压力等级缺失，无法稳定区分高压对丝SKU
聚氨酯堵漏主剂	材料：聚氨酯；用途：堵漏；组分：主剂		化工原料/堵漏材料	斤	堵漏聚氨酯主剂	C	包装规格/配比/品牌缺失，无法稳定区分聚氨酯堵漏主剂SKU
聚氨酯堵漏副剂	材料：聚氨酯；用途：堵漏；组分：副剂		化工原料/堵漏材料	斤	堵漏聚氨酯副剂	C	包装规格/配比/品牌缺失，无法稳定区分聚氨酯堵漏副剂SKU
双快水泥	类型：双快水泥		建材/水泥砂浆	包	双快水泥	C	强度等级/包装重量缺失，无法稳定区分双快水泥SKU
铝合金枪头	规格：65；材质：铝合金；部件：枪头		注浆设备/配件	套	65铝合金枪头	C	适配设备/接口缺失，无法稳定区分枪头SKU
聚氨酯枪头	用途：聚氨酯注浆；部件：枪头		注浆设备/配件	个	聚氨酯枪头	C	规格/接口/适配设备缺失，无法稳定区分聚氨酯枪头SKU
齿轮泵	功率：2.2kW；类型：齿轮泵		设备备件/泵	台	2.2千瓦齿轮泵	C	流量/压力/接口/型号缺失，无法唯一确定齿轮泵SKU
高压水管	规格：100；用途：高压水		液压/高压管路	米	100高压水管	C	压力等级/材质/层数缺失，无法稳定区分高压水管SKU
钻头	直径：10mm；长度：200mm		工具/钻头	个	10*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：12mm；长度：200mm		工具/钻头	个	12*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：14mm；长度：200mm		工具/钻头	个	14*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
钻头	直径：16mm；长度：200mm		工具/钻头	个	16*200钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
注浆管接头	用途：注浆；部件：管头/接头		注浆设备/配件	个	注浆管头子	C	规格/接口/材质缺失，无法稳定区分注浆管接头SKU
胶钳	品牌：世达；规格：200mm；类型：胶钳		工具/手动工具	个	200世达胶钳	C	准确品类是否钢丝钳/胶柄钳需确认，影响SKU归一
注浆枪头	用途：注浆；部件：枪头		注浆设备/配件	个	注浆枪头	C	规格/接口/适配设备缺失，无法稳定区分注浆枪头SKU
尖嘴钳	品牌：世达；类型：尖嘴钳		工具/手动工具	个	世达尖嘴钳	C	长度/型号缺失，无法稳定区分尖嘴钳SKU
高压球阀	品牌：埃美柯；规格：25；类型：高压球阀		阀门/球阀	个	25埃美柯高压球阀	C	材质/压力等级/连接形式缺失，无法稳定区分高压球阀SKU
钢丝软管	规格：25；结构：钢丝增强		液压/高压管路	米	25钢丝管	C	压力等级/层数/材质缺失，无法稳定区分钢丝软管SKU
转换宝塔接头	类型：宝塔头；用途：转换接头		液压/高压管路	套	转换宝塔头	C	两端规格/材质/压力等级缺失，无法稳定区分转换宝塔接头SKU
高压胶管	规格：50；结构等级：4SH		液压/高压管路	米	50*4SH高压胶管	B	压力等级/执行标准缺失，按规格和4SH结构先建候选；单位为米时接头形式需复核
胶管接头	规格：100；类型：胶管接头		液压/高压管路	套	100胶管接头	C	连接形式/材质/压力等级缺失，无法稳定区分胶管接头SKU
钻头	直径：20mm；长度：800mm		工具/钻头	个	20*800钻头	C	钻头类型/柄型/材质缺失，无法稳定区分钻头SKU
棉被	类型：棉被		行政后勤/生活用品	个	棉被	C	尺寸/重量/用途缺失，无法稳定区分棉被SKU
