标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
金属电缆防水接头	材质：金属；螺纹：M50*1.5；特性：防水		电气/电缆接头	只	金属电缆防水接头M50*1.5	C	防护等级/适配电缆外径缺失，会影响电缆防水接头SKU区分
宝塔钻头开孔器	类型：宝塔钻头/开孔器；规格范围：4-52		工具/钻头	套	宝塔钻头开孔器4-52	C	材质/柄型缺失；规格范围单位未明
除锈剂	品牌：WD40；容量：500mL		化工耗材/除锈润滑剂	瓶	WD40除锈剂500ML	B	具体型号/SDS缺失，按品牌/容量先建候选
碳弧气刨枪套装	类型：碳弧气刨枪；线长：2米		焊接工具/气刨工具	套	碳弧气刨枪带2米线	C	电流等级/接口缺失，会影响气刨枪套装SKU区分
碳棒	直径：8mm		焊接材料/气刨耗材	盒	碳棒8mm	C	长度/每盒数量缺失，会影响碳棒SKU区分
一次性雨衣	类型：一次性雨衣		劳保耗材/雨具	套	一次性雨衣	C	尺码/厚度缺失，会影响雨衣SKU区分
金属漆	品牌：立邦；包装：18KG；用途：金属		油漆涂料/金属漆	桶	立邦金属漆18KG	C	颜色/型号/SDS缺失，会影响金属漆SKU区分
羊毛漆刷	材质：羊毛；规格：大号；用途：涂漆		涂装工具/刷子	支	羊毛漆刷大号	C	尺寸未明确/等级缺失，会影响漆刷SKU区分
滚筒刷	用途：涂装	原始：滚桶刷	涂装工具/滚筒	只	滚桶刷	C	滚桶刷按滚筒刷归一；尺寸缺失，会影响滚筒刷SKU区分
水封	型号：VS-75		密封件/水封	只	水封VS-75	B	适配设备/材质缺失，按型号先建候选
高温润滑脂	类型：高温黄油；包装：16KG		油品/润滑脂	桶	高温黄油16KG	C	品牌/温度范围/型号缺失，会影响润滑脂SKU区分
定制电箱	定制：是；尺寸：700*300*220		定制件/配电箱	只	定制电箱700*300*220	C	材质/配置/图纸缺失，定制件需复核
不锈钢户外箱	材质：不锈钢；环境：户外；尺寸：400*400*250		电气/配电箱壳体	只	不锈钢户外箱400*400*250	C	防护等级/板厚缺失，会影响配电箱壳体SKU区分
不锈钢内外门电柜	材质：不锈钢；结构：内外门；尺寸：1000*650*450		电气/配电柜壳体	只	不锈钢内外门电柜1000*650*450	C	防护等级/板厚/配置缺失，会影响配电柜壳体SKU区分
不锈钢内外门电箱	材质：不锈钢；结构：内外门；尺寸：350*250*200		电气/配电箱壳体	只	不锈钢内外门电箱350*250*200	C	防护等级/板厚/配置缺失，会影响配电箱壳体SKU区分
除锈剂	品牌：陶喜；容量：450mL		化工耗材/除锈润滑剂	瓶	陶喜除锈剂450mL	B	型号/SDS缺失，按品牌/容量先建候选
头盔式面罩	类型：头盔式面罩		劳保耗材/眼面防护	只	头盔式面罩	C	防护等级/用途缺失，会影响面罩SKU区分
油性记号笔	颜色：红色；类型：油性		办公用品/书写工具	支	红色油性记号笔	B	品牌/笔头粗细缺失，按颜色/类型先建候选
管钳	品牌：世达；规格：14寸		工具/手动工具	把	世达管钳14寸	B	型号缺失，按品牌/规格先建候选
消防铲	类型：消防铲		安全消防/消防工具	把	消防铲	C	材质/长度缺失，会影响消防铲SKU区分
指示灯	安装孔径：M22；颜色：红+绿		电气/按钮指示元件	只	指示灯M22 红+绿	C	电压/触点形式缺失，会影响指示灯SKU区分
调速电位器	品牌：施耐德；阻值：5K；用途：调速		电气/按钮指示元件	只	施耐德调速电位器5K	C	安装孔径/型号缺失，会影响调速电位器SKU区分
按钮开关	颜色：红+绿；类型：按钮开关		电气/按钮指示元件	只	按钮开关红+绿	C	安装孔径/触点形式/电压缺失，会影响按钮开关SKU区分
转换开关	类型：按钮转换开关		电气/按钮指示元件	只	按钮转换开关	C	档位/触点形式/孔径缺失，无法稳定区分转换开关SKU
继电器套装	品牌：施耐德；电压：220V；电流：5A；配置：带底座		电气/继电器	套	施耐德继电器带底座220V/5A	C	触点组数/型号缺失，会影响继电器套装SKU区分
黄油嘴	材质：纯铜；规格：M10		设备润滑/黄油嘴	只	纯铜黄油咀M10	C	角度/螺纹牙距缺失，会影响黄油嘴SKU区分
刀片	品牌：锐锋；类型：刀片		工具/刀片	盒	锐锋刀片	C	规格/每盒数量缺失，会影响刀片按盒采购的SKU区分
液态密封胶	品牌：三和；类型：液态密封胶		胶粘剂/密封胶	支	三和液态密封胶	C	容量/型号/耐温缺失，会影响密封胶SKU区分
带盖方桶	材质：牛筋；容量：6L；配置：带盖		容器/塑料桶	个	牛筋带盖方桶6L	B	尺寸/颜色缺失，按材质/容量/配置先建候选；与既有同类可合并需复核
电位器	品牌：天逸；型号：LA42D；阻值：5K		电气/按钮指示元件	只	天逸电位器LA42D-5K	B	安装孔径/用途缺失，按品牌/型号/阻值先建候选
老虎钳	品牌：得力；类型：老虎钳		工具/手动工具	把	得力老虎钳	C	规格/型号缺失，会影响老虎钳SKU区分
尖嘴钳	品牌：得力；类型：尖嘴钳		工具/手动工具	把	得力尖嘴钳	C	规格/型号缺失，会影响尖嘴钳SKU区分
一字螺丝刀	类型：一字		工具/手动工具	把	一字螺丝刀	C	规格/杆长/品牌缺失，会影响螺丝刀SKU区分
十字螺丝刀	类型：十字		工具/手动工具	把	十字螺丝刀	C	规格/杆长/品牌缺失，会影响螺丝刀SKU区分
管型接线端子	类型：管型；适配线径：2.5平方		电气/接线端子	包	管型接线端子2.5平方	C	每包数量/颜色/端头形式缺失，会影响管型接线端子SKU区分
垃圾袋	颜色：黑色；尺寸：1.2米*1.4米		行政后勤/清洁用品	条	黑色垃圾袋1.2米*1.4米	C	厚度/每包数量缺失，会影响垃圾袋SKU区分
