标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
高压油管	公称直径：50		液压/高压管路	米	50高压油管；50高压管	C	压力等级/接头形式/层数缺失，无法稳定区分高压油管SKU
高压油管接头	公称直径：50；类型：接头		液压/高压管路	个	50高压接头	C	螺纹/连接形式/压力等级缺失，无法稳定区分高压油管接头SKU
高压外接头	公称直径：50；连接类型：外接		液压/高压管路	个	50高压外接	C	螺纹规格/压力等级缺失，无法稳定区分高压外接头SKU
明矾	化学品：明矾		化工原料/无机盐	kg	明矾	C	纯度/包装/用途缺失，无法稳定区分化工原料SKU
橡胶垫块	尺寸：260*330*5mm；加工：是		定制件/橡胶加工件	块	加工260*330*5橡胶垫块	C	橡胶材质/硬度/图纸缺失，定制橡胶加工件需复核
气源分配器	定制：是；材质：不锈钢；接口：2寸		定制件/气动管路件	套	定做不锈钢2寸气源分配器	C	出口数量/接口规格/压力等级/图纸缺失，定制气动管路件需复核
镀锌三通	公称直径：50；材质/表面：镀锌		管件/镀锌管件	个	50镀锌三通	C	连接形式缺失，无法稳定区分镀锌三通SKU
镀锌外丝接头	规格：50*40；连接：外丝；表面：镀锌		管件/镀锌管件	个	50*40镀锌外丝	B	变径形式/螺纹标准缺失，按规格和外丝连接先建候选
镀锌直通	公称直径：50；表面：镀锌		管件/镀锌管件	个	50镀锌直通	C	连接形式/螺纹标准缺失，无法稳定区分镀锌直通SKU
镀锌外接头	公称直径：50；连接：外接；表面：镀锌		管件/镀锌管件	个	50镀锌外接	B	螺纹标准缺失，按规格和外接类型先建候选
堵头	定制：是；规格：300		定制件/管路接头	套	定做300堵头	C	材质/连接方式/压力等级/图纸缺失，定制管路接头需复核
无缝钢管	外径：89mm；壁厚：6mm		钢材/钢管	米	89*6无缝管	B	材质/执行标准缺失，按外径和壁厚先建候选
消防卡箍	规格：89；用途：消防		管道紧固/卡箍	个	89消防卡箍	C	沟槽标准/压力等级/材质缺失，无法稳定区分消防卡箍SKU
加厚卡槽	加工：是；规格：89；特征：加厚卡槽		定制件/管路接头	个	加工89加厚卡槽	C	材质/图纸/沟槽尺寸缺失，定制管路接头需复核
无缝钢管	外径：325mm；壁厚：14mm		钢材/钢管	米	325*14无缝管	B	材质/执行标准缺失，按外径和壁厚先建候选
水泥	品类：水泥		建筑材料/水泥砂石	包	水泥	C	强度等级/包装重量缺失，无法稳定区分水泥SKU
膨胀螺丝	规格：6厘		紧固件/膨胀件	个	6厘膨胀螺丝	C	长度/材质缺失，6厘不足以唯一确定膨胀螺丝SKU
扁钢	规格：80*6mm		钢材/型材	米	80*6扁铁	B	材质/执行标准缺失，按截面规格先建候选
焊接弯头	规格：325；连接：焊接		管件/弯头	个	325焊接弯头	C	角度/壁厚/材质缺失，无法稳定区分焊接弯头SKU
焊接弯头	规格：325；角度：45度；连接：焊接		管件/弯头	个	325*45焊接弯头	C	壁厚/材质缺失，可能影响焊接弯头SKU区分
焊接弯头	规格：89；连接：焊接		管件/弯头	个	89焊接弯头	C	角度/壁厚/材质缺失，无法稳定区分焊接弯头SKU
法兰	规格：325		管件/法兰	个	325法兰	C	压力等级/材质/标准缺失，无法稳定区分法兰SKU
槽钢	规格：10#；执行标准：国标		钢材/型材	米	10#国标槽钢	B	材质缺失，按规格和国标先建候选
工字钢	规格：20#		钢材/型材	米	20工字钢	B	材质/执行标准缺失，按规格先建候选
明装插座	安装方式：明装		电气材料/插头插座	个	明装插座	C	位数/电流/品牌缺失，无法稳定区分插座SKU
电箱门锁	规格/型号：325；用途：电箱门		电气材料/配电箱附件	个	325电箱门锁	C	锁芯型号/开孔尺寸缺失，无法稳定区分电箱门锁SKU
电焊手套	用途：电焊；特征：双层、加厚		劳保耗材/手套	双	双层电焊手套厚	C	材质/长度缺失，可能影响电焊手套SKU区分
伸缩梯	定制：是；长度：8米；厚度：5.2mm		定制件/工具治具	台	定做8米*5.2mm厚伸缩梯	C	材质/承重/节数/图纸缺失，定制工具治具需复核
尼龙绳	材质：尼龙		吊装索具/绳索	米	尼龙绳	C	直径/编织结构/承载缺失，无法稳定区分尼龙绳SKU
螺丝组件	规格：M8*25；成套：是		紧固件/螺丝	套	8*25螺丝；M8*25螺丝	C	材质/强度等级/头型缺失，无法稳定区分螺丝组件SKU
双联重型管卡	规格：40*2；型式：双联重型		管道紧固/管卡	套	双联重型管卡40*2	B	材质/表面处理缺失，按规格和型式先建候选
不锈钢卡槽	材质：不锈钢		管道紧固/卡槽导轨	米	不锈钢卡槽	C	截面规格/厚度/孔距缺失，无法稳定区分不锈钢卡槽SKU
润滑油	品牌：摩力克；型号：D321R		化工耗材/润滑剂	支	D321R摩力克润滑油	C	容量/包装规格缺失，品牌型号不足以唯一确定包装SKU
镀锌异径接头	规格：100*50；表面：镀锌；类型：大小头		管件/镀锌管件	个	100*50镀锌大小头	C	连接形式/螺纹标准缺失，无法稳定区分镀锌异径接头SKU
安全防护网	特征：加厚		安全防护/防护网	平方	厚安全防护网	C	材质/网孔/颜色/克重缺失，无法稳定区分安全防护网SKU
